"TID","DE"
"TID_MUMMY_DESC","Emz versprüht ihr Hochdruck-Haarspray und verursacht damit Schaden über Zeit. Mit ihrem Superskill verlangsamt sie Gegner."
"TID_MUMMY_WEAPON","HOCHDRUCK-HAARSPRAY"
"TID_MUMMY_WEAPON_DESC","Emz verschießt eine Ladung ihres Hochdruck-Haarsprays, das stark genug ist, um Metall zum Schmelzen zu bringen."
"TID_MUMMY_ULTI","KAUSTISCHES CHARISMA"
"TID_MUMMY_ULTI_DESC","Emz hüllt sich in eine giftige Wolke ein, die Gegner verlangsamt und ihnen Schaden zufügt."
"TID_STAT_MUMMY","Emz"
"TID_SPEC_ABI_TICK_DMG_GROW","Schlechtes Karma"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","Gegner im Effektradius von Emz‘ giftigem Haarspray erleiden größer werdenden Schaden (<c00cc00><VALUE1></c> % pro Treffer)."
"TID_SPEC_ABI_HEAL_SUPER_DMG","Hype"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","Emz regeneriert <c00cc00><VALUE1></c> Trefferpunkte pro Sekunde für jeden Gegner im Wirkungsbereich ihres Superskills."
"TID_FRIEND_ADD_YOUR_ID","Deine ID: <ID>"
"TID_FRIEND_ADD_BUTTON","FREUND\nHINZUF."
"TID_FRIEND_ADD_BUTTON_SHORT","HINZUF."
"TID_FRIEND_ADD_DEFAULT_TEXT","Spieler-ID eingeben"
"TID_FRIEND_ADD_CODE_SENT","Freundschaftsanfrage gesendet"
"TID_FRIEND_ADD_CODE_INVALID","Ungültige Spieler-ID"
"TID_IAP_CYBER_WEEK_19_1","CYBERWOCHE-ANGEBOT"
"TID_IAP_CYBER_WEEK_19_2","CYBERWOCHE-ANGEBOT"
"TID_IAP_CYBER_WEEK_19_3","CYBERWOCHE-ANGEBOT"
"TID_IAP_GSTAR2019_FINALS","WORLD-FINALS-ANGEBOT"
"TID_IAP_BRAWLOWEEN_19_1","ES IST BRAWL-O-WEEN!"
"TID_IAP_BRAWLOWEEN_19_2","SÜSSES ODER ... MÜNZEN?"
"TID_IAP_BRAWLOWEEN_19_3","SKIN-OVERLOAD!"
"TID_IAP_ARABIC_19_1","AUF ARABISCH SPIELEN"
"TID_IAP_ARABIC_19_2","AUF ARABISCH SPIELEN"
"TID_EVENT_MODIFIER_8","BOSSLASER"
"TID_EVENT_MODIFIER_DESC_8","Der Boss verschießt Laser."
"TID_EVENT_MODIFIER_9","BOSS-KETTENBLITZE"
"TID_EVENT_MODIFIER_DESC_9","Der Boss verschießt Kettenblitze."
"TID_EVENT_MODIFIER_10","BOSSRAKETEN"
"TID_EVENT_MODIFIER_DESC_10","Der Boss verschießt Raketen."
"TID_STAT_DAMAGE_PER_HALF_SECOND","Schaden pro halbe Sekunde"
"TID_FRIENDS_PAGE_BUTTON_INVITE","EINLADEN"
"TID_TEAM_ROOM_CODE","Teamcode:"
"TID_TEAM_ROOM_CODE_SHORT","TEAM:\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","SOZIALE NETZWERKE"
"TID_CLAN_TAB_MEMBERS","Mitglieder: <NUM>/<TOTAL>"
"TID_CLAN_TAB_CHAT","Chat"
"TID_SHELLY_WITCH_SKIN","HEXE SHELLY"
"TID_SHELLY_WITCH_SKIN_SHOP","HEXE\nSHELLY"
"TID_LEON_WEREWOLF_SKIN","WERWOLF LEON"
"TID_LEON_WEREWOLF_SKIN_SHOP","WERWOLF\nLEON"
"TID_PIPER_CALAVERA_SKIN","CALAVERA PIPER"
"TID_PIPER_CALAVERA_SKIN_SHOP","CALAVERA\nPIPER"
"TID_FRANK_DJ_SKIN","DJ FRANK"
"TID_FRANK_DJ_SKIN_SHOP","DJ\nFRANK"
"TID_JESSIE_DARK_KNIGHT_SKIN","SCHATTENRITTERIN JESSIE"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","SCHATTENRITTERIN\nJESSIE"
"TID_SKIN_FEATURE_MODEL","- Neues Brawlermodell"
"TID_SKIN_FEATURE_PET","- Neues Begleitermodell"
"TID_SKIN_FEATURE_TURRET","- Neues Geschützturmmodell"
"TID_SKIN_FEATURE_VFX","- Neue Effekte"
"TID_SKIN_FEATURE_ANIM","- Neue Animationen"
"TID_SKIN_FEATURE_SFX","- Neue Sounds"
"TID_SKIN_FEATURE_VOICE","- Neue Stimme"
"TID_SKIN_FEATURE_TEXTURE","- Neue Texturen"
"TID_SKIN_FEATURE_COLOR","- Neue Farben"
"TID_HINT_44","Das Matchmaking im POWERPLAY-Modus richtet sich nach der Anzahl der Punkte, die du in der aktuellen POWERPLAY-Saison hast."
"TID_OPTIONAL_OR","ODER"
"TID_LONESTAR_01","Verfluchte Fälle"
"TID_LONESTAR_02","Küstenchaos"
"TID_LONESTAR_03","Akute Gefahr"
"TID_LONESTAR_04","Sternstunde"
"TID_LONESTAR_05","Blumenkohl"
"TID_LONESTAR_06","Knappes Ding"
"TID_LONESTAR_07","Auf eigene Faust"
"TID_LONESTAR_08","Wegekreuz"
"TID_BOSS_RACE_8","Ölfeld"
"TID_BOSS_RACE_9","Crazy Coup"
"TID_BOSS_RACE_10","Altmetall"
"TID_BOSS_RACE_11","Funky Punk"
"TID_BOSS_RACE_12","Alles auf Angriff"
"TID_BOSS_RACE_13","Alligatorallee"
"TID_BOSS_RACE_14","Enge Sache"
"TID_CONTACT_US_WELCOME_TEXT","Hallo!"
"TID_TEAM_CHAT_POPUP_INVITE","EINLADEN"
"TID_IAPS_NOT_READY","Angebote noch nicht geladen. Bitte versuche es später erneut."
"TID_IAP_NOT_FOUND","Produkt nicht gefunden"
"TID_TEAM_LOG_TAB","TEAMLOG"
"TID_TEAM_LOG_TITLE","TEAMLOG"
"TID_LEON_SALLY_SKIN","SALLY LEON"
"TID_LEON_SALLY_SKIN_SHOP","SALLY\nLEON"
"TID_CARL_LEONARD_SKIN","LEONARD CARL"
"TID_CARL_LEONARD_SKIN_SHOP","LEONARD\nCARL"
"TID_EL_PRIMO_BROWN_SKIN","EL BROWN"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","EL BROWN"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","FREUNDSCHAFTSANF."
"TID_PLAYER_CTX_PROFILE","PROFIL"
"TID_PLAYER_CTX_KICK","KICKEN"
"TID_EMOJIS_TITLE","EMOJIS"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","NEUER BRAWLER"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","NEUER SKIN"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","BRAWLIDAYS-GESCHENK"
"TID_LONESTAR_09","Vier Gemeinden"
"TID_EXTRA_COPYRIGHT","\nBROWN & FRIENDS, Copyright LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","Geschätzte Dauer: <TIME>"
"TID_IAP_XMAS_19_0","HO, HO, HO!"
"TID_IAP_XMAS_19_1","HAPPY BRAWLIDAYS"
"TID_IAP_XMAS_19_2","HAPPY BRAWLIDAYS"
"TID_IAP_XMAS_19_3","HAPPY BRAWLIDAYS"
"TID_IAP_XMAS_19_4","HAPPY BRAWLIDAYS"
"TID_IAP_COINPACK_11_19","MÜNZEN, MÜNZEN, MÜNZEN"
"TID_IAP_NEWYEAR_20","FROHES NEUES JAHR"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","BROWN & FRIENDS-Skin"
"TID_HOME_PAGE_PENDING_DONATION","WICHTIGE\nNACHRICHT"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","FREUNDSCH.-ANFR. BLOCK."
"TID_SPAWNER_DUDE","MR. P"
"TID_BEE_SNIPER","BEA"
"TID_BEE_SNIPER_SHORT_DESC","SCHARFSCHÜTZIN"
"TID_BEE_SNIPER_DESC","Bea liebt sämtliche Insekten und nennt sie ihr \qFun-Geziefer\q. Sie verschießt aus hoher Entfernung mechanische Bienen und lässt mit ihrem Superskill einen wütenden Schwarm auf Gegner los."
"TID_BEE_SNIPER_WEAPON","STACHELSCHUSS"
"TID_BEE_SNIPER_WEAPON_DESC","Bea feuert ein Geschoss mit einer hohen Reichweite ab. Trifft dieses ein Ziel, wird ihr nächster Schuss mit epischem Schaden aufgeladen."
"TID_BEE_SNIPER_ULTI","STAHLSCHWARM"
"TID_BEE_SNIPER_ULTI_DESC","Bea entsendet einen Schwarm mechanischer Bienen, die sich aufteilen und Gegner verlangsamen."
"TID_SPEC_ABI_BEE_SNIPER_1","Sofortaufladung"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","Beas verstärkter Stachelschuss wird einmal sofort erneut aufgeladen, wenn sie Gegner mit ihm verfehlt."
"TID_SPEC_ABI_BEE_SNIPER_2","Honigmantel"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","Bea überlebt einmal pro Match mit 1 TP, wenn sie sonst besiegt worden wäre, und erhält einen kurzzeitigen Schild."
"TID_SPEEDY","MAX"
"TID_SPEEDY_SHORT_DESC","UNTERSTÜTZERIN"
"TID_SPEEDY_DESC","Max hat es immer eilig! Sie greift mit einem Schnellschuss-Blaster an. Ihr Superskill beschleunigt sie und ihre Verbündeten."
"TID_SPEEDY_WEAPON","TEMPOBLASTER"
"TID_SPEEDY_WEAPON_DESC","Max‘ Blaster verschießt rasend schnell Projektile! Er verfügt über eine Menge Munition und Max lädt flink nach."
"TID_SPEEDY_ULTI","AB GEHT‘S!"
"TID_SPEEDY_ULTI_DESC","Max erhöht vorübergehend ihr eigenes Bewegungstempo und das von Verbündeten in ihrer Nähe. Gotta go fast!"
"TID_SPEC_ABI_SPEEDY_1","Superschnell"
"TID_SPEC_ABI_SPEEDY_1_DESC","Während sie sich bewegt, lädt Max ihren Superskill auf."
"TID_SPEC_ABI_SPEEDY_2","Run and gun"
"TID_SPEC_ABI_SPEEDY_2_DESC","Max lädt schneller nach, während sie sich bewegt."
"TID_SPEEDY_ULTI_STAT","AB GEHT‘S!"
"TID_HOMER","HOMER"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","Wir brauchen ..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","Spielen wir ..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","Lass uns spielen ..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","Wechseln wir Brawler!"
"TID_QUICK_MESSAGE_GOOD_GAME","Gutes Spiel!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","Noch ein Spiel?"
"TID_QUICK_MESSAGE_WELL_PLAYED","Gut gespielt!"
"TID_QUICK_MESSAGE_WOW","Wow!"
"TID_QUICK_MESSAGE_OK","Okay!"
"TID_QUICK_MESSAGE_GOTTA_GO","Muss los. Viel Spaß!"
"TID_QUICK_MESSAGE_CHANGE_MODE","Wechseln wir den Spielmodus!"
"TID_QUICK_MESSAGE_BYE","Tschüss!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","Das war knapp!"
"TID_QUICK_MESSAGE_READY","Fertig?"
"TID_QUICK_MESSAGE_READY_GO","Fertig? Los geht´s!"
"TID_QUICK_MESSAGE_HI","Hi!"
"TID_QUICK_MESSAGE_NEED_BREAK","Ich brauche eine Pause!"
"TID_QUICK_MESSAGE_NEED_TO_GO","Ich muss los. Viel Spaß noch!"
"TID_QUICK_MESSAGE_THANKS","Danke!"
"TID_QUICK_MESSAGE_SORRY","Sorry!"
"TID_QUICK_MESSAGE_OOPS","Ups!"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","Kannst du als <c<COLOR>><NAME></c> spielen?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","Kannst du <c<COLOR>><NAME></c> benutzen?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","Lass uns <c<COLOR>><NAME></c> spielen!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Welchen Brawler soll ich nehmen?"
"TID_QUICK_MESSAGE_ASK_MODE","Welches Ereignis wollen wir spielen?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","VORSCHLAGEN"
"TID_PLAYER_CTX_SUGGEST_CANCEL","VORSCHLAG ABBRECHEN"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","EINEN BRAWLER VORSCHLAGEN"
"TID_SUGGEST_BRAWLER_TITLE","<NAME> EINEN BRAWLER VORSCHLAGEN"
"TID_SUGGEST_EVENT_TITLE","EREIGNIS VORSCHLAGEN"
"TID_SUGGEST_EVENT_BUTTON_SHORT","VORSCHLAGEN"
"TID_SUGGEST_EVENT_BUTTON","EREIGNIS VOR-\nSCHLAGEN"
"TID_EVENT_SUGGESTION_EXPIRED","Der Ereignisvorschlag ist abgelaufen."
"TID_SUGGESTED_BRAWLER_TITLE","BRAWLER-VORSCHLAG"
"TID_SUGGESTED_BRAWLER_DESC","Möchtest du <c<COLOR>><NAME></c> spielen?"
"TID_SUGGESTED_BRAWLER_YES","JA"
"TID_SUGGESTED_BRAWLER_NO","NEIN"
"TID_EVENT_SUGGESTION_TITLE","Dieses Ereignis auswählen?"
"TID_EVENT_SUGGESTION_DESC","Möchtest du dieses Ereignis spielen?"
"TID_EVENT_SUGGESTION_YES","JA"
"TID_EVENT_SUGGESTION_NO","NEIN"
"TID_CHAT_LETSPLAY_ITEM","Spielen wir"
"TID_CHAT_SWAP_BRAWLER_ITEM","Brawlervorschlag an: <NAME>"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Brawlervorschlag für dich:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Nicht während Wartungspause verfügbar"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Updaten auf neue Version"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Wir aktualisieren das Spiel. Bitte schau etwas später wieder vorbei!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","Okay"
"TID_CONTEXT_MENU_PROFILE","PROFIL"
"TID_CONTEXT_MENU_SPECTATE","ZUSCHAUEN"
"TID_CONTEXT_MENU_KICK","KICKEN"
"TID_CONTEXT_MENU_SWAP","SEITEN TAUSCHEN"
"TID_CONTEXT_MENU_REMOVE","ENTFERNEN"
"TID_CONTEXT_MENU_JOIN","TEAM BEITRETEN"
"TID_CONTEXT_MENU_INVITE","INS TEAM EINLADEN"
"TID_CONTEXT_MENU_REPORT","MELDEN"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","BRAWLER VORSCHLAGEN"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","STARPOWER\nVORSCHLAGEN"
"TID_CONTEXT_MENU_CLAN_PROMOTE","BEFÖRDERN"
"TID_CONTEXT_MENU_CLAN_DEMOTE","HERABSTUFEN"
"TID_CONTEXT_MENU_CLAN_KICK","KICKEN"
"TID_TEAM_CHAT_TAB_MESSAGE","CHAT"
"TID_TEAM_CHAT_TAB_LOG","LOG"
"TID_TEAM_CHAT_TAB_SAY","SAGE ..."
"TID_TEAM_CHAT_TAB_CHAT","CHAT"
"TID_BUTTON_NAVI_FRIENDS","FREUNDE"
"TID_BUTTON_NAVI_CLAN","CLUB"
"TID_CLAN_POPUP_TITLE","CLUB"
"TID_CLAN_POPUP_TAB_CHAT","CHAT"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","CHAT"
"TID_GAME_MODE_16","GESCHENKERAUB"
"TID_GAME_MODE_16_DESC","Schnapp dir die Geschenke der Gegner und bring sie in deine Basis! Das Match ist vorbei, wenn ein Team zwei Geschenke erobert hat oder wenn die Zeit abläuft."
"TID_CTF_INTRO_TEXT","Schnapp dir zwei Geschenke, um zu gewinnen!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","Erstelle ein Team, um mit Freunden zu spielen und zu chatten!"
"TID_CTF_2","Seitenlinie"
"TID_HINT_CTF_STEAL_GIFT","Hol dir ein gegnerisches Geschenk!"
"TID_HINT_CTF_BRING_GIFT_BACK","Bring das Geschenk in deine Basis!"
"TID_CTF_GOAL","<name>\nhat ein Geschenk geraubt!"
"TID_IAP_XMAS_19_GENERIC","HAPPY BRAWLIDAYS"
"TID_IAP_XMAS_19_GENERIC_2","HO, HO, HO!"
"TID_IAP_NEW_YEAR_20","FROHES NEUES JAHR"
"TID_IAP_COINPACK_GENERIC","MÜNZEN, MÜNZEN, MÜNZEN"
"TID_GOLDRUSH_35","Timeout"
"TID_GOLDRUSH_36","Grünfläche"
"TID_GOLDRUSH_37","Sturmstrudel"
"TID_GOLDRUSH_38","Exzellente Eskapade"
"TID_GOLDRUSH_39","Kreuz und quer"
"TID_GOLDRUSH_40","Letzte Beute"
"TID_GOLDRUSH_41","Schmaler Grat"
"TID_GOLDRUSH_42","Klassikchassis"
"TID_GOLDRUSH_43","Freiraumfight"
"TID_GOLDRUSH_44","Gischtgefecht"
"TID_GOLDRUSH_45","Überraschungsparty"
"TID_BANKHEIST_19","Bombastisch"
"TID_BANKHEIST_20","Tornadoring"
"TID_BANKHEIST_21","Alle Hände voll"
"TID_BANKHEIST_22","Konterkanonieren"
"TID_BANKHEIST_23","Banditenhöhle"
"TID_BANKHEIST_24","Wildes Meer"
"TID_BANKHEIST_25","Prunkplünderung"
"TID_BANKHEIST_26","Kluger Klau"
"TID_WANTED_18","Sternflut"
"TID_WANTED_19","Semaphor"
"TID_WANTED_20","Land ahoi"
"TID_WANTED_21","Kettenreaktion"
"TID_WANTED_22","Fata Morgana"
"TID_WANTED_23","Tiefe Tücken"
"TID_WANTED_24","Arger Aufprall"
"TID_WANTED_25","Krasse Kanonen"
"TID_WANTED_26","Austritt"
"TID_BATTLE_ROYALE_34","Sichere Mitte"
"TID_BATTLE_ROYALE_35","Kreis-Canyon"
"TID_BATTLE_ROYALE_36","Kaktusparty"
"TID_BATTLE_ROYALE_37","Kernchaos"
"TID_BATTLE_ROYALE_38","Schatzkarte"
"TID_BATTLE_ROYALE_39","Kursänderung"
"TID_BATTLE_ROYALE_40","Blockparty"
"TID_BATTLE_ROYALE_41","Blickwinkel"
"TID_BATTLE_ROYALE_42","Ballistikball"
"TID_BATTLE_ROYALE_43","Verschanzungsfun"
"TID_RICO_CLASSIC_SKIN","KLASSISCHER RICO"
"TID_RICO_CLASSIC_SKIN_SHOP","KLASSISCHER\nRICO"
"TID_RICO_BETA_SKIN","RICOCHET"
"TID_RICO_BETA_SKIN_SHOP","RICOCHET"
"TID_COLT_CORSAIR_SKIN","KORSAR COLT"
"TID_COLT_CORSAIR_SKIN_SHOP","KORSAR\nCOLT"
"TID_CARL_CAPTAIN_SKIN","KAPITÄN CARL"
"TID_CARL_CAPTAIN_SKIN_SHOP","KAPITÄN\nCARL"
"TID_POCO_PIRATE_SKIN","PIRAT POCO"
"TID_POCO_PIRATE_SKIN_SHOP","PIRAT\nPOCO"
"TID_BEA_LADYBUG_SKIN","MARIENKÄFER BEA"
"TID_BEA_LADYBUG_SKIN_SHOP","MARIENKÄFER\nBEA"
"TID_MAX_BLUE_SKIN","GT MAX"
"TID_MAX_BLUE_SKIN_SHOP","GT\nMAX"
"TID_CTF_3","Populäre Präsente"
"TID_CTF_4","Winterraubzug"
"TID_CTF_5","Fest der Hiebe"
"TID_CTF_6","Rutschgefahr"
"TID_CTF_7","O Tannenbrawl"
"TID_CTF_8","Das beste Geschenk"
"TID_CTF_GOAL_MATCH_OVER","<name>\nhat ein Geschenk geraubt!\n\nMatch vorbei!"
"TID_STAT_DAMAGE_PER_DRONE","Schaden pro Geschoss"
"TID_GOLDRUSH_46","Zweitausend Seen"
"TID_EVENT_MODIFIER_11","STÜRMISCHE SEE"
"TID_EVENT_MODIFIER_DESC_11","Das Boot schwingt hin und her. Dadurch wird, je nachdem in welche Richtung du dich bewegst, dein Bewegungstempo schneller oder langsamer."
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Welchen Brawler soll ich nehmen?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","Welches Ereignis wollen wir spielen?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","Hotzone"
"TID_KING_OF_HILL_1","Ein Punkt"
"TID_KING_OF_HILL_2","Zwei Punkte"
"TID_GAME_MODE_17_DESC","Kontrolliere die Hotzones und gewinne! Erringe die Kontrolle und verdiene Punkte, indem du dich in einer Zone aufhältst und andere Spieler am Betreten derselben hinderst. Das erste Team mit 20 Punkten gewinnt das Match! Ist die Zeit abgelaufen, siegt das Team mit den meisten Punkten."
"TID_KING_OF_HILL_INTRO_TEXT","Kontrolliere die Zonen!"
"TID_IAP_LNY2020","MONDBRAWL"
"TID_IAP_TGS2020","ANGEBOT"
"TID_IAP_VD2020","FROHEN VALENTINSTAG"
"TID_IAP_MAR2020","WILLKOMMEN IM MÄRZ"
"TID_SPAWNER_DUDE_SHORT_DESC","SCHARFSCHÜTZE"
"TID_SPAWNER_DUDE_DESC","Mr. P ist ein frustrierter Gepäckträger, der seine Gegner mürrisch mit Koffern bewirft. Sein Superskill ruft Robohelfer herbei."
"TID_SPAWNER_DUDE_WEAPON","Ihr Koffer, mein Herr!"
"TID_SPAWNER_DUDE_WEAPON_DESC","Mr. P schleudert einen schweren Koffer. Trifft das Gepäckstück auf ein Hindernis oder einen Gegner, wirbelt es durch die Luft, landet mit einem lauten Krachen und verursacht Flächenschaden."
"TID_SPAWNER_DUDE_ULTI","Gepäckhilfen! Attacke!"
"TID_SPAWNER_DUDE_ULTI_DESC","Mr. P errichtet eine Heimatbasis für seine Gepäckhilfenrobos. Er hat die kleinen, pinguinköpfigen Roboter so umprogrammiert, dass sie Gegner (und randalierende Gäste) angreifen."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Vorsicht zerbrechlich!"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","Mr. Ps prall gefüllte Koffer wirbeln auch dann durch die Luft und richten Schaden an, wenn sie weder Hindernis noch Ziel treffen."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Blechbüchse"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","Die Heimatbasis der Gepäckhilfenrobos erhält <c00cc00>+<VALUE1></c> zusätzliche Trefferpunkte."
"TID_HINT_GET_TO_ZONE","Gelange in die Zone!"
"TID_HERO_INFO_TITLE","BRAWLER-STATS"
"TID_HERO_UPGRADE_TITLE","BRAWLER UPGRADEN?"
"TID_HERO_INFO_HERO_SPEED","Geschwindigkeit"
"TID_HERO_INFO_SPEED_0","SEHR LANGSAM"
"TID_HERO_INFO_SPEED_1","LANGSAM"
"TID_HERO_INFO_SPEED_2","NORMAL"
"TID_HERO_INFO_SPEED_3","SCHNELL"
"TID_HERO_INFO_SPEED_4","SEHR SCHNELL"
"TID_HERO_INFO_ATTACK_SPEED","Nachladegeschwindigkeit"
"TID_HERO_INFO_ATTACK_RANGE","Reichweite"
"TID_HERO_INFO_ATTACK_DAMAGE","Schaden"
"TID_HERO_INFO_RANGE_0","GERING"
"TID_HERO_INFO_RANGE_1","NORMAL"
"TID_HERO_INFO_RANGE_2","HOCH"
"TID_HERO_INFO_RANGE_3","SEHR HOCH"
"TID_HERO_INFO_HEALTH","Trefferpunkte"
"TID_HERO_INFO_ATTACK_TYPE","Typ"
"TID_HERO_INFO_HEAL","Heilung"
"TID_PROTECT_SCORE_ZONE","Hindere Gegner am Betreten der Zone!"
"TID_8BIT_VIRUS_SKIN","VIRUS 8-BIT"
"TID_8BIT_VIRUS_SKIN_SHOP","VIRUS\n8-BIT"
"TID_TARA_STREET_NINJA_SKIN","STRASSENNINJA TARA"
"TID_TARA_STREET_NINJA_SKIN_SHOP","STRASSENNINJA\nTARA"
"TID_BIBI_GAMER_SKIN","HELDIN BIBI"
"TID_BIBI_GAMER_SKIN_SHOP","HELDIN\nBIBI"
"TID_PIPER_CUPID_SKIN","LIEBESBOTIN PIPER"
"TID_PIPER_CUPID_SKIN_SHOP","LIEBESBOTIN\nPIPER"
"TID_NITA_KOALA_SKIN","KOALA NITA"
"TID_NITA_KOALA_SKIN_SHOP","KOALA\nNITA"
"TID_MRP_AGENT_SKIN","AGENT P"
"TID_MRP_AGENT_SKIN_SHOP","AGENT P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO>x <DAMAGE>"
"TID_HERO_INFO_DURATION","Dauer"
"TID_HERO_INFO_DAMAGE_REDUCTION","Schadensreduktion"
"TID_SPAWN_BUILDING_HEALTH","Heimatbasis-TP"
"TID_PORTER_HEALTH","Gepäckhilfen-TP"
"TID_PORTER_DAMAGE","Gepäckhilfen-Schaden"
"TID_KING_OF_HILL_3","Tempel des Codes"
"TID_KING_OF_HILL_4","Breakout-Brawl"
"TID_KING_OF_HILL_5","Controller-Chaos"
"TID_KING_OF_HILL_6","Goldene Hacks"
"TID_KING_OF_HILL_7","Street Brawler 2"
"TID_KING_OF_HILL_8","Primo Kong Jr."
"TID_KING_OF_HILL_9","Quarter Pounder"
"TID_KING_OF_HILL_10","Super Brawl Out"
"TID_KING_OF_HILL_11","Highscore"
"TID_KING_OF_HILL_12","Münzen-Madness"
"TID_KING_OF_HILL_13","Game over"
"TID_KING_OF_HILL_14","Cheatcode"
"TID_KING_OF_HILL_15","Marble Brawler"
"TID_BALL_26","Flipflop"
"TID_BALL_27","Fallrückzieher"
"TID_BALL_28","Block-Kick"
"TID_BALL_29","Testspiel"
"TID_HERO_INFO_MEDIUM","MITTEL"
"TID_HERO_INFO_AVERAGE","DURCHSCHNITTLICH"
"TID_HERO_UPGRADE_TITLE_LEVEL","UPGRADE AUF POWERLEVEL <LVL>?"
"TID_DOUBLE_POINTS","Doppelte Punkte!"
"TID_HERO_INFO_UTILITY_LABEL","UTILITY"
"TID_HERO_INFO_VERSATILITY_LABEL","VIELSEITIGKEIT"
"TID_HERO_INFO_OFFENSE_LABEL","ANGRIFF"
"TID_HERO_INFO_DEFENSE_LABEL","VERTEIDIGUNG"
"TID_UNDERTAKER_HAT_SKIN_SHOP","ZYLINDERTRÄGER\nMORTIS"
"TID_BARLEY_WIZARD_SKIN_SHOP","MAGIER\nBARLEY"
"TID_SHOTGUN_STAR_SKIN_SHOP","STAR\nSHELLY"
"TID_QUICK_MESSAGE_ONE_MOMENT","Einen Moment bitte."
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Kannst du mir bei meiner Starmarke helfen?"
"TID_HERO_SORTING_LATEST","Neueste Brawler"
"TID_IAP_BUNDLE_OFFER","Sonderangebot"
"TID_WALLY","SPROUT"
"TID_SETTINGS_FIND_FRIENDS","MIT FREUNDEN SPIELEN"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Mit KakaoTalk verknüpfen"
"TID_KAKAO_ACCOUNT_BIND_INFO","Verknüpfst du dein Konto mit KakaoTalk, siehst du die Brawl-Stars-Konten deiner KakaoTalk-Freunde in der Freundesliste. Auch deine Freunde sehen dann dein Brawl-Stars-Konto sowie deinen Online-Status und können dich zum Spielen einladen. Jetzt verknüpfen?"
"TID_HERO_SCREEN_ITEM","GADGET"
"TID_HERO_SCREEN_STAR_POWER","STARPOWER"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","HINWEIS"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Du wirst gleich zu einer Seite außerhalb von Brawl Stars weitergeleitet."
"TID_NOTIFICATION_CC_STARTED","Die CHAMPIONSHIP-HERAUSFORDERUNG hat begonnen!"
"TID_NOTIFICATION_CC_ENDING","Die CHAMPIONSHIP-HERAUSFORDERUNG endet bald. Du hast noch die Chance, sie zu meistern!"
"TID_NOTIFICATION_PSG_STARTED","Der PSG CUP hat begonnen! Gewinne ihn, um dir einen Gratisskin zu sichern!"
