"TID","RU"
"TID_SUGGEST_EVENT_BUTTON","ПРЕДЛОЖИТЬ СОБЫТИЕ"
"TID_EVENT_SUGGESTION_EXPIRED","Срок действия предложения истёк."
"TID_SUGGESTED_BRAWLER_TITLE","ПРЕДЛОЖЕНИЕ БОЙЦА"
"TID_SUGGESTED_BRAWLER_DESC","<c<COLOR>><NAME></c> — возьмёшь этого бойца?"
"TID_SUGGESTED_BRAWLER_YES","ДА"
"TID_SUGGESTED_BRAWLER_NO","НЕТ"
"TID_EVENT_SUGGESTION_TITLE","Выбрать это событие?"
"TID_EVENT_SUGGESTION_DESC","Хочешь сыграть в этом событии?"
"TID_EVENT_SUGGESTION_YES","ДА"
"TID_EVENT_SUGGESTION_NO","НЕТ"
"TID_CHAT_LETSPLAY_ITEM","Давай играть"
"TID_CHAT_SWAP_BRAWLER_ITEM","предлагаешь бойца игроку <NAME>"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","предлагает тебе бойца"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Недоступно во время технического перерыва."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Обновление версии"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Мы обновляем игру. Зайди попозже!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","ОK"
"TID_CONTEXT_MENU_PROFILE","ПРОФИЛЬ"
"TID_CONTEXT_MENU_SPECTATE","НАБЛЮДАТЬ"
"TID_CONTEXT_MENU_KICK","ВЫГНАТЬ"
"TID_CONTEXT_MENU_SWAP","ПОМЕНЯТЬ СТОРОНЫ"
"TID_CONTEXT_MENU_REMOVE","УДАЛИТЬ"
"TID_CONTEXT_MENU_JOIN","ВСТУПИТЬ В КОМАНДУ"
"TID_CONTEXT_MENU_INVITE","ПРИГЛАСИТЬ В КОМАНДУ"
"TID_CONTEXT_MENU_REPORT","ПОЖАЛОВАТЬСЯ"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","ПРЕДЛОЖИТЬ БОЙЦА"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","ПРЕДЛОЖИТЬ\nЗВЁЗДНУЮ СИЛУ"
"TID_CONTEXT_MENU_CLAN_PROMOTE","ПОВЫСИТЬ"
"TID_CONTEXT_MENU_CLAN_DEMOTE","ПОНИЗИТЬ"
"TID_CONTEXT_MENU_CLAN_KICK","ВЫГНАТЬ"
"TID_TEAM_CHAT_TAB_MESSAGE","ЧАТ"
"TID_TEAM_CHAT_TAB_LOG","ИСТОРИЯ"
"TID_TEAM_CHAT_TAB_SAY","СКАЗАТЬ..."
"TID_TEAM_CHAT_TAB_CHAT","ЧАТ"
"TID_BUTTON_NAVI_FRIENDS","ДРУЗЬЯ"
"TID_BUTTON_NAVI_CLAN","КЛУБ"
"TID_CLAN_POPUP_TITLE","КЛУБ"
"TID_CLAN_POPUP_TAB_CHAT","ЧАТ"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","ЧАТ"
"TID_GAME_MODE_16","КРАЖА ПОДАРКОВ"
"TID_GAME_MODE_16_DESC","Забери подарки у команды противника и отнеси их на свою базу! Бой закончится, когда одна из команд добудет 2 подарка или когда время выйдет."
"TID_CTF_INTRO_TEXT","Забери 2 подарка, чтобы победить!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","Чтобы играть и общаться с друзьями, нужно сначала создать команду!"
"TID_CTF_2","Скамейка запасных"
"TID_HINT_CTF_STEAL_GIFT","Забери подарок у команды противника!"
"TID_HINT_CTF_BRING_GIFT_BACK","Отнеси подарок на свою базу!"
"TID_CTF_GOAL","<name>\nприносит подарок!"
"TID_IAP_XMAS_19_GENERIC","С ПРАЗДНИКАМИ!"
"TID_IAP_XMAS_19_GENERIC_2","ТА САМАЯ ПОРА"
"TID_IAP_NEW_YEAR_20","С НОВЫМ ГОДОМ!"
"TID_IAP_COINPACK_GENERIC","ЗВОНКИЕ МОНЕТЫ"
"TID_GOLDRUSH_35","Тайм-аут"
"TID_GOLDRUSH_36","Зеленая палуба"
"TID_GOLDRUSH_37","Штормовое предупреждение"
"TID_GOLDRUSH_38","Смелая выходка"
"TID_GOLDRUSH_39","Крест-накрест"
"TID_GOLDRUSH_40","Последняя добыча"
"TID_GOLDRUSH_41","Горный хребет"
"TID_GOLDRUSH_42","Чудеса на виражах"
"TID_GOLDRUSH_43","Свободное место"
"TID_GOLDRUSH_44","Шум моря"
"TID_GOLDRUSH_45","Тайный сюрприз"
"TID_BANKHEIST_19","Бомбы, вперёд!"
"TID_BANKHEIST_20","Штормовое кольцо"
"TID_BANKHEIST_21","Все вместе"
"TID_BANKHEIST_22","Артиллерийская дуэль"
"TID_BANKHEIST_23","Бандитская бухта"
"TID_BANKHEIST_24","Бушующее море"
"TID_BANKHEIST_25","Игра по-крупному"
"TID_BANKHEIST_26","Идеальное ограбление"
"TID_WANTED_18","Волна прилива"
"TID_WANTED_19","Сигнал семафора"
"TID_WANTED_20","Земля на горизонте"
"TID_WANTED_21","Цепная реакция"
"TID_WANTED_22","Миражи"
"TID_WANTED_23","Скрытая угроза"
"TID_WANTED_24","Неожиданная встреча"
"TID_WANTED_25","Кольцо пушек"
"TID_WANTED_26","Бегство"
"TID_BATTLE_ROYALE_34","Убежище"
"TID_BATTLE_ROYALE_35","Круговой каньон"
"TID_BATTLE_ROYALE_36","Кактусная вечеринка"
"TID_BATTLE_ROYALE_37","Расщепление ядра"
"TID_BATTLE_ROYALE_38","Охота за сокровищами"
"TID_BATTLE_ROYALE_39","Смена курса"
"TID_BATTLE_ROYALE_40","Каменные блоки"
"TID_BATTLE_ROYALE_41","Точка зрения"
"TID_BATTLE_ROYALE_42","Яростный удар"
"TID_BATTLE_ROYALE_43","Частокол"
"TID_RICO_CLASSIC_SKIN","КЛАССИЧЕСКИЙ РИКО"
"TID_RICO_CLASSIC_SKIN_SHOP","КЛАССИЧЕСКИЙ\nРИКО"
"TID_RICO_BETA_SKIN","РИКОШЕТ"
"TID_RICO_BETA_SKIN_SHOP","РИКОШЕТ"
"TID_COLT_CORSAIR_SKIN","КОРСАР КОЛЬТ"
"TID_COLT_CORSAIR_SKIN_SHOP","КОРСАР\nКОЛЬТ"
"TID_CARL_CAPTAIN_SKIN","КАПИТАН КАРЛ"
"TID_CARL_CAPTAIN_SKIN_SHOP","КАПИТАН\nКАРЛ"
"TID_POCO_PIRATE_SKIN","ПИРАТ ПОКО"
"TID_POCO_PIRATE_SKIN_SHOP","ПИРАТ\nПОКО"
"TID_BEA_LADYBUG_SKIN","БОЖЬЯ КОРОВКА БЕА"
"TID_BEA_LADYBUG_SKIN_SHOP","БОЖЬЯ КОРОВКА\nБЕА"
"TID_MAX_BLUE_SKIN","GT МАКС"
"TID_MAX_BLUE_SKIN_SHOP","GT\nМАКС"
"TID_CTF_3","Ценный подарок"
"TID_CTF_4","Ограбление в праздник"
"TID_CTF_5","Веселый отпуск"
"TID_CTF_6","Приятные мелочи"
"TID_CTF_7","Вредные эльфы"
"TID_CTF_8","Лучший подарок"
"TID_CTF_GOAL_MATCH_OVER","<name>\nприносит подарок!\n\nБой окончен."
"TID_STAT_DAMAGE_PER_DRONE","Урон от дрона"
"TID_GOLDRUSH_46","Две тысячи озёр"
"TID_EVENT_MODIFIER_11","ШТОРМ"
"TID_EVENT_MODIFIER_DESC_11","Корабль накреняется, ускоряя или замедляя движение бойцов в зависимости от его направления!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Какого бойца мне взять?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","Какое событие выберем?"
"TID_DRILLER","ДЖЕКИ"
"TID_GAME_MODE_17","Горячая зона"
"TID_KING_OF_HILL_1","Одно очко"
"TID_KING_OF_HILL_2","Два очка"
"TID_GAME_MODE_17_DESC","Удержи контроль над горячими зонами! Зарабатывай очки, оставаясь внутри зоны и не пуская туда противников. Побеждает команда, которая первой наберет 20 очков. Если время вышло, побеждает команда, набравшая больше очков."
"TID_KING_OF_HILL_INTRO_TEXT","Захвати контроль над зонами!"
"TID_IAP_LNY2020","ЛУННЫЙ НОВЫЙ ГОД"
"TID_IAP_TGS2020","АКЦИЯ"
"TID_IAP_VD2020","С ДНЁМ СВЯТОГО ВАЛЕНТИНА!"
"TID_IAP_MAR2020","ПРИВЕТ, МАРТ!"
"TID_SPAWNER_DUDE_SHORT_DESC","СТРЕЛОК"
"TID_SPAWNER_DUDE_DESC","Мистер П. — сердитый грузчик, который кидает во врагов чемоданы. Его Супер призывает ему на помощь роботов-носильщиков."
"TID_SPAWNER_DUDE_WEAPON","Ваш чемоданчик!"
"TID_SPAWNER_DUDE_WEAPON_DESC","Мистер П. с силой швыряет тяжёлый чемодан. Если чемодан угодит в препятствие или противника, то отскочит и упадёт со взрывом, нанеся урон по области."
"TID_SPAWNER_DUDE_ULTI","Служба доставки"
"TID_SPAWNER_DUDE_ULTI_DESC","Мистер П. разворачивает базу роботов-носильщиков. Он перепрограммировал этих маленьких роботов с пингвиньими головами так, чтобы они нападали на соперников (и буйных гостей)."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Не кантовать"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","Набитые битком чемоданы Мистера П. отскакивают и взрываются, даже если не попали в цель или препятствие."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Жестянка"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","Здоровье базы роботов‑носильщиков увеличено на <c00cc00><VALUE1></c> очков."
"TID_HINT_GET_TO_ZONE","Доберись до зачетной зоны!"
"TID_HERO_INFO_TITLE","ПОКАЗАТЕЛИ БОЙЦА"
"TID_HERO_UPGRADE_TITLE","УЛУЧШИТЬ БОЙЦА?"
"TID_HERO_INFO_HERO_SPEED","Скорость передвижения"
"TID_HERO_INFO_SPEED_0","ОЧЕНЬ НИЗКАЯ"
"TID_HERO_INFO_SPEED_1","НИЗКАЯ"
"TID_HERO_INFO_SPEED_2","НОРМАЛЬНАЯ"
"TID_HERO_INFO_SPEED_3","ВЫСОКАЯ"
"TID_HERO_INFO_SPEED_4","ОЧЕНЬ ВЫСОКАЯ"
"TID_HERO_INFO_ATTACK_SPEED","Скорость перезарядки"
"TID_HERO_INFO_ATTACK_RANGE","Дальность"
"TID_HERO_INFO_ATTACK_DAMAGE","Урон"
"TID_HERO_INFO_RANGE_0","МАЛАЯ"
"TID_HERO_INFO_RANGE_1","НОРМАЛЬНАЯ"
"TID_HERO_INFO_RANGE_2","БОЛЬШАЯ"
"TID_HERO_INFO_RANGE_3","ОЧЕНЬ БОЛЬШАЯ"
"TID_HERO_INFO_HEALTH","Здоровье"
"TID_HERO_INFO_ATTACK_TYPE","Тип"
"TID_HERO_INFO_HEAL","Лечение"
"TID_PROTECT_SCORE_ZONE","Не дай врагам попасть в зачётную зону!"
"TID_8BIT_VIRUS_SKIN","ВИРУСНЫЙ 8-БИТ"
"TID_8BIT_VIRUS_SKIN_SHOP","ВИРУСНЫЙ\n8-БИТ"
"TID_TARA_STREET_NINJA_SKIN","НИНДЗЯ ТАРА"
"TID_TARA_STREET_NINJA_SKIN_SHOP","НИНДЗЯ\nТАРА"
"TID_BIBI_GAMER_SKIN","ГЕРОИНЯ БИБИ"
"TID_BIBI_GAMER_SKIN_SHOP","ГЕРОИНЯ\nБИБИ"
"TID_PIPER_CUPID_SKIN","РОМАНТИЧНАЯ ПАЙПЕР"
"TID_PIPER_CUPID_SKIN_SHOP","РОМАНТИЧНАЯ\nПАЙПЕР"
"TID_NITA_KOALA_SKIN","КОАЛА НИТА"
"TID_NITA_KOALA_SKIN_SHOP","КОАЛА\nНИТА"
"TID_MRP_AGENT_SKIN","АГЕНТ П."
"TID_MRP_AGENT_SKIN_SHOP","АГЕНТ П."
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Длительность"
"TID_HERO_INFO_DAMAGE_REDUCTION","Снижение урона"
"TID_SPAWN_BUILDING_HEALTH","Здоровье базы"
"TID_PORTER_HEALTH","Здоровье робота"
"TID_PORTER_DAMAGE","Урон робота"
"TID_KING_OF_HILL_3","Храм пальбы"
"TID_KING_OF_HILL_4","Арканоид"
"TID_KING_OF_HILL_5","Порядок и хаос"
"TID_KING_OF_HILL_6","Хитрый трюк"
"TID_KING_OF_HILL_7","Уличный боец 2"
"TID_KING_OF_HILL_8","Примо Конг-младший"
"TID_KING_OF_HILL_9","Лопасти"
"TID_KING_OF_HILL_10","Бои без правил"
"TID_KING_OF_HILL_11","Рекорд"
"TID_KING_OF_HILL_12","Игровой автомат"
"TID_KING_OF_HILL_13","Игра окончена"
"TID_KING_OF_HILL_14","Чит-код"
"TID_KING_OF_HILL_15","Полоса препятствий"
"TID_BALL_26","Перевертыши"
"TID_BALL_27","Удар в падении"
"TID_BALL_28","Калинка-малинка"
"TID_BALL_29","Дружеский матч"
"TID_HERO_INFO_MEDIUM","СРЕДНЯЯ"
"TID_HERO_INFO_AVERAGE","СРЕДНЕЕ"
"TID_HERO_UPGRADE_TITLE_LEVEL","ПОВЫСИТЬ УРОВЕНЬ СИЛЫ ДО <LVL>-ГО?"
"TID_DOUBLE_POINTS","Удвоенные очки!"
"TID_HERO_INFO_UTILITY_LABEL","ПРАКТИЧНОСТЬ"
"TID_HERO_INFO_VERSATILITY_LABEL","УНИВЕРСАЛЬНОСТЬ"
"TID_HERO_INFO_OFFENSE_LABEL","НАПАДЕНИЕ"
"TID_HERO_INFO_DEFENSE_LABEL","ЗАЩИТА"
"TID_UNDERTAKER_HAT_SKIN_SHOP","МОРТИС\nВ ЦИЛИНДРЕ"
"TID_BARLEY_WIZARD_SKIN_SHOP","ВОЛШЕБНИК\nБАРЛИ"
"TID_SHOTGUN_STAR_SKIN_SHOP","ЗВЁЗДНАЯ\nШЕЛЛИ"
"TID_QUICK_MESSAGE_ONE_MOMENT","Секунду..."
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Поможешь мне получить звёздный жетон?"
"TID_HERO_SORTING_LATEST","Сначала самые новые"
"TID_IAP_BUNDLE_OFFER","Особая акция"
"TID_WALLY","СПРАУТ"
"TID_SETTINGS_FIND_FRIENDS","ИГРАЙ С ДРУЗЬЯМИ"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Подключить KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","После подключения в списке друзей появятся твои друзья из KakaoTalk, играющие в Brawl Stars. Они тоже будут видеть твою учётную запись Brawl Stars и онлайн-статус и смогут приглашать тебя играть. Подключить?"
"TID_HERO_SCREEN_ITEM","ГАДЖЕТ"
"TID_HERO_SCREEN_STAR_POWER","ЗВЁЗДНАЯ СИЛА"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","ВНИМАНИЕ"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Вы собираетесь покинуть Brawl Stars."
"TID_NOTIFICATION_CC_STARTED","ИСПЫТАНИЕ ЧЕМПИОНАТА началось!"
"TID_NOTIFICATION_CC_ENDING","ИСПЫТАНИЕ ЧЕМПИОНАТА скоро закончится, но ты всё ещё можешь победить!"
"TID_NOTIFICATION_PSG_STARTED","КУБОК PSG начался! Победи, чтобы получить бесплатный скин."
"TID_NOTIFICATION_PSG_ENDING","КУБОК PSG подходит к концу, но ты всё ещё можешь победить!"
"TID_NOTIFICATION_COIN_RUSH","Доступна новая карта в ЗАХВАТЕ КРИСТАЛЛОВ. Выиграй новые награды!"
"TID_NOTIFICATION_ATTACK_DEFEND","Доступен режим ОГРАБЛЕНИЯ. Пришло время выиграть новые награды!"
"TID_NOTIFICATION_BOUNTY_HUNTER","Доступен режим НАГРАДЫ ЗА ПОИМКУ. Пришло время выиграть новые награды!"
"TID_NOTIFICATION_LASER_BALL","Доступна новая карта в БРОУЛБОЛЕ. Пришло время выиграть новые награды!"
"TID_NOTIFICATION_BATTLE_ROYAL","Доступна новая карта в СТОЛКНОВЕНИИ. Продержись дольше всех!"
"TID_NOTIFICATION_BOSS","Началась БОЛЬШАЯ ИГРА. Шанс получить прекрасные награды!"
"TID_NOTIFICATION_COOP","Началась РОБОРУБКА. Победи ботов и получи награды!"
"TID_NOTIFICATION_RAID_BOSS","БОЙ С БОССОМ возвращается. Как далеко ты сможешь пройти?"
"TID_NOTIFICATION_ROBO_WARS","Доступен режим ОСАДЫ. Пришло время выиграть новые награды!"
"TID_NOTIFICATION_BOSS_RACE","Доступна новая карта в ПЕРЕХВАТЕ. Пришло время выиграть новые награды."
"TID_NOTIFICATION_LONE_STAR","Доступна новая карта в ОДИНОКОЙ ЗВЕЗДЕ. Пришло время выиграть новые награды!"
"TID_NOTIFICATION_CTF","Доступна новая карта в КРАЖЕ ПОДАРКОВ. Пришло время выиграть новые награды!"
"TID_NOTIFICATION_KING_OF_HILL","Доступна новая карта в ГОРЯЧЕЙ ЗОНЕ. Пришло время выиграть новые награды!"
"TID_NOTIFICATION_MULTIPLE_MODES","Доступны новые карты в режиме «<PARAM>». Выиграй звёздные жетоны!"
"TID_FREE_BOX_AVAILABLE_0","Тебя ждёт награда!"
"TID_FREE_BOX_AVAILABLE_1","Можно получить награду!"
"TID_FREE_BOX_AVAILABLE_2","Забери свою награду, пока она не пропала!"
"TID_FREE_BOX_AVAILABLE_3","Тебя ждут награды!"
"TID_FREE_BOX_AVAILABLE_4","Забери свою награду!"
"TID_SEASON_ENDED_NOTI","Сезон закончился! Награда сезона ждёт тебя."
"TID_KEY_BAR_FULL","Накоплено <PARAM> жетонов. Пора в бой!"
"TID_COME_BACK_NOTIFICATION_SMALL","Ещё один бой?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Ещё один бой?"
"TID_COME_BACK_NOTIFICATION_LARGE","Ещё один бой?"
"TID_POWER_PLAY_NOTIFICATION","В режиме СИЛОВОЙ ГОНКИ открылась карта «<PARAM>»."
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> уже в игре. Посмотри!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","Началось событие с УДВОЕННЫМИ ЖЕТОНАМИ."
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","Началось событие c ЛАВИНОЙ МОНЕТ. Сражайся за монеты!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Укажите свой возраст"
"TID_ENTER_AGE_CONTINUE","ПОДТВЕРДИТЬ"
"TID_ENTER_AGE_GAMEPLAY","Это не повлияет на игровой процесс."
"TID_ENTER_AGE_TIP","Воспользуйтесь ползунком, чтобы задать свой возраст."
"TID_ENTER_AGE_WARNING","Чтобы продолжить, нужно указать свой возраст."
"TID_ENTER_AGE_TITLE","Добро пожаловать в Brawl Stars!"
"TID_ENTER_AGE_LEGAL","Нажимая «ПОДТВЕРДИТЬ», вы принимаете Условия пользования и Политику конфиденциальности."
"TID_OVER_100","99+"
"TID_CHALLENGE_WON_TITLE","ПОБЕДА!"
"TID_CHALLENGE_REWARD_CLAIM","ЗАБРАТЬ"
"TID_BUTTON_INVITE_SNS","ПРИГЛАШЕНИЕ В КОМАНДУ"
"TID_OFFLINE_FRIENDS","ПРИГЛАСИТЬ ДРУЗЕЙ, КОТОРЫЕ НЕ В СЕТИ"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","ПОБЕДА!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Поздравляем! Ты выигрываешь Кубок PSG и становишься настоящим чемпионом броулбола!"
