"TID","TR"
"TID_QUICK_MESSAGE_GOTTA_GO","Gitmem gerek. İyi eğlenceler!"
"TID_QUICK_MESSAGE_CHANGE_MODE","Oyun modunu değiştirelim!"
"TID_QUICK_MESSAGE_BYE","Görüşürüz!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","Çok çekişmeliydi!"
"TID_QUICK_MESSAGE_READY","Hazır mısın?"
"TID_QUICK_MESSAGE_READY_GO","Hazır mısın? Haydi başlayalım!"
"TID_QUICK_MESSAGE_HI","Merhaba!"
"TID_QUICK_MESSAGE_NEED_BREAK","Bir mola vermem lazım!"
"TID_QUICK_MESSAGE_NEED_TO_GO","Gitmem gerekiyor. İyi eğlenceler!"
"TID_QUICK_MESSAGE_THANKS","Teşekkürler!"
"TID_QUICK_MESSAGE_SORRY","Kusura bakma!"
"TID_QUICK_MESSAGE_OOPS","Eyvah!"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","<c<COLOR>><NAME></c> olur musun?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","<c<COLOR>><NAME></c> kullanır mısın?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","<c<COLOR>><NAME></c> ile oynayalım!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Hangi savaşçıyı seçeyim?"
"TID_QUICK_MESSAGE_ASK_MODE","Hangi etkinliğe katılsak?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","ÖNER"
"TID_PLAYER_CTX_SUGGEST_CANCEL","ÖNERİYİ İPTAL ET"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","SAVAŞÇI ÖNER"
"TID_SUGGEST_BRAWLER_TITLE","<NAME> İÇİN BİR SAVAŞÇI ÖNER"
"TID_SUGGEST_EVENT_TITLE","ETKİNLİK ÖNER"
"TID_SUGGEST_EVENT_BUTTON_SHORT","ÖNER"
"TID_SUGGEST_EVENT_BUTTON","ETKİNLİK ÖNER"
"TID_EVENT_SUGGESTION_EXPIRED","Etkinlik önerisinin süresi doldu."
"TID_SUGGESTED_BRAWLER_TITLE","SAVAŞÇI ÖNERİSİ"
"TID_SUGGESTED_BRAWLER_DESC","Savaşçın <c<COLOR>><NAME></c> olsun mu?"
"TID_SUGGESTED_BRAWLER_YES","EVET"
"TID_SUGGESTED_BRAWLER_NO","HAYIR"
"TID_EVENT_SUGGESTION_TITLE","Bu etkinliği seçiyor musun?"
"TID_EVENT_SUGGESTION_DESC","Bu etkinliği oynamak istiyor musun?"
"TID_EVENT_SUGGESTION_YES","EVET"
"TID_EVENT_SUGGESTION_NO","HAYIR"
"TID_CHAT_LETSPLAY_ITEM","Haydi oynayalım!"
"TID_CHAT_SWAP_BRAWLER_ITEM","<NAME> için önerilen savaşçı:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Sana önerilen savaşçı:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Bakım sırasında kullanılamaz."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Yeni sürüme yükseltiliyor."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Oyunu yeni sürüme yükseltiyoruz. Kısa bir süre sonra tekrar kontrol et."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","Tamam"
"TID_CONTEXT_MENU_PROFILE","PROFİL"
"TID_CONTEXT_MENU_SPECTATE","İZLE"
"TID_CONTEXT_MENU_KICK","AT"
"TID_CONTEXT_MENU_SWAP","TARAF DEĞİŞTİR"
"TID_CONTEXT_MENU_REMOVE","KALDIR"
"TID_CONTEXT_MENU_JOIN","TAKIMA KATIL"
"TID_CONTEXT_MENU_INVITE","TAKIMA DAVET ET"
"TID_CONTEXT_MENU_REPORT","BİLDİR"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","SAVAŞÇI ÖNER"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","YILDIZ GÜCÜ\nÖNER"
"TID_CONTEXT_MENU_CLAN_PROMOTE","TERFİ ETTİR"
"TID_CONTEXT_MENU_CLAN_DEMOTE","RÜTBE DÜŞÜR"
"TID_CONTEXT_MENU_CLAN_KICK","AT"
"TID_TEAM_CHAT_TAB_MESSAGE","SOHBET"
"TID_TEAM_CHAT_TAB_LOG","GÜNLÜK"
"TID_TEAM_CHAT_TAB_SAY","SÖYLE..."
"TID_TEAM_CHAT_TAB_CHAT","SOHBET"
"TID_BUTTON_NAVI_FRIENDS","ARKADAŞLAR"
"TID_BUTTON_NAVI_CLAN","KULÜP"
"TID_CLAN_POPUP_TITLE","KULÜP"
"TID_CLAN_POPUP_TAB_CHAT","SOHBET"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","SOHBET"
"TID_GAME_MODE_16","HEDİYE TALANI"
"TID_GAME_MODE_16_DESC","Rakip takımın hediyesini alıp kendi üssüne getir! Takımlardan biri iki hediyeyi kendi üssüne getirdiğinde ya da süre dolduğunda maç biter."
"TID_CTF_INTRO_TEXT","Kazanmak için iki hediyeyi üssüne getir!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","Arkadaşlarınla sohbet etmek için önce bir takım oluştur!"
"TID_CTF_2","Yan Şeritler"
"TID_HINT_CTF_STEAL_GIFT","Rakip takımın hediyesini kap!"
"TID_HINT_CTF_BRING_GIFT_BACK","Hediyeyi kendi üssüne getir!"
"TID_CTF_GOAL","<name>\nbir hediyeyi üssüne götürdü!"
"TID_IAP_XMAS_19_GENERIC","MUTLU BİR YILBAŞI DİLERİZ"
"TID_IAP_XMAS_19_GENERIC_2","YILBAŞI GELİYOR"
"TID_IAP_NEW_YEAR_20","YENİ YILINI KUTLARIZ"
"TID_IAP_COINPACK_GENERIC","ALTIN, ALTIN, ALTIN"
"TID_GOLDRUSH_35","Ucu Ucuna"
"TID_GOLDRUSH_36","Yeşil Teras"
"TID_GOLDRUSH_37","Fırıldak Fırtına"
"TID_GOLDRUSH_38","Kusursuz Kaçış"
"TID_GOLDRUSH_39","Çapraz Çizgili"
"TID_GOLDRUSH_40","Gani Gani Ganimet"
"TID_GOLDRUSH_41","Büyük Bayır"
"TID_GOLDRUSH_42","Şekilli Şasi"
"TID_GOLDRUSH_43","Boş Alan"
"TID_GOLDRUSH_44","Keskin Kabuklar"
"TID_GOLDRUSH_45","Gizli Sürpriz"
"TID_BANKHEIST_19","Bombalar Fora"
"TID_BANKHEIST_20","Korkunç Kasırga"
"TID_BANKHEIST_21","Eller Havaya"
"TID_BANKHEIST_22","Bomba Saldırısı"
"TID_BANKHEIST_23","Haydut Körfezi"
"TID_BANKHEIST_24","Haşin Deniz"
"TID_BANKHEIST_25","Büyük Soygun"
"TID_BANKHEIST_26","Hızlı Hırsızlık"
"TID_WANTED_18","Güçlü Gelgit"
"TID_WANTED_19","İşaret Fişeği"
"TID_WANTED_20","Kara Göründü"
"TID_WANTED_21","Zincir Tepkimesi"
"TID_WANTED_22","Serap"
"TID_WANTED_23","Tehlike Çanları"
"TID_WANTED_24","Kolay Hedef"
"TID_WANTED_25","Tehlikeli Top"
"TID_WANTED_26","Çıkar Yol"
"TID_BATTLE_ROYALE_34","Güvenlik Merkezi"
"TID_BATTLE_ROYALE_35","Yuvarlak Kanyon"
"TID_BATTLE_ROYALE_36","Kaktüs Partisi"
"TID_BATTLE_ROYALE_37","Savaş Kırıntıları"
"TID_BATTLE_ROYALE_38","Hazine Avı"
"TID_BATTLE_ROYALE_39","Değişken Rota"
"TID_BATTLE_ROYALE_40","Kayalıklı Bloklar"
"TID_BATTLE_ROYALE_41","Bakış Açışı"
"TID_BATTLE_ROYALE_42","Balistik Baskın"
"TID_BATTLE_ROYALE_43","Ufak Şarampol"
"TID_RICO_CLASSIC_SKIN","KLASİK RICO"
"TID_RICO_CLASSIC_SKIN_SHOP","KLASİK\nRICO"
"TID_RICO_BETA_SKIN","RICOCHET"
"TID_RICO_BETA_SKIN_SHOP","RICOCHET"
"TID_COLT_CORSAIR_SKIN","KORSAN COLT"
"TID_COLT_CORSAIR_SKIN_SHOP","KORSAN\nCOLT"
"TID_CARL_CAPTAIN_SKIN","KAPTAN CARL"
"TID_CARL_CAPTAIN_SKIN_SHOP","KAPTAN\nCARL"
"TID_POCO_PIRATE_SKIN","KORSAN POCO"
"TID_POCO_PIRATE_SKIN_SHOP","KORSAN\nPOCO"
"TID_BEA_LADYBUG_SKIN","UĞUR BÖCEĞİ BEA"
"TID_BEA_LADYBUG_SKIN_SHOP","UĞUR BÖCEĞİ\nBEA"
"TID_MAX_BLUE_SKIN","TURBO MAX"
"TID_MAX_BLUE_SKIN_SHOP","TURBO\nMAX"
"TID_CTF_3","Kıymetli Hediyeler"
"TID_CTF_4","Tatil Soygunu"
"TID_CTF_5","Neşeli Kaçış"
"TID_CTF_6","Çorap Dolusu Hediye"
"TID_CTF_7","Yaramaz Periler"
"TID_CTF_8","En İyi Hediye"
"TID_CTF_GOAL_MATCH_OVER","<name>\nbir hediyeyi üssüne götürdü!\n\nMaç bitti."
"TID_STAT_DAMAGE_PER_DRONE","Arı başına hasar"
"TID_GOLDRUSH_46","İki Bin Göl"
"TID_EVENT_MODIFIER_11","FIRTINALI DENİZ"
"TID_EVENT_MODIFIER_DESC_11","Tekne yan yattığında, savaşçılar hareket ettikleri yöne bağlı olarak hızlanır ya da yavaşlar."
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Hangi savaşçıyı seçeyim?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","Hangi etkinliğe katılsak?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","Sıcak Bölge"
"TID_KING_OF_HILL_1","Tek Nokta"
"TID_KING_OF_HILL_2","Çift Nokta"
"TID_GAME_MODE_17_DESC","Kazanmak için sıcak bölgeleri ele geçir! Bölgelerde hakimiyet kurmalısın, puan kazanmak için bölgelerin içinde olman ve düşmanları uzak tutman gerekiyor. 20 puana ilk ulaşan takım kazanır. Süre biterse puanı yüksek olan takım kazanır."
"TID_KING_OF_HILL_INTRO_TEXT","Bölgeleri ele geçir!"
"TID_IAP_LNY2020","YENİ AY YILI"
"TID_IAP_TGS2020","TEKLİF"
"TID_IAP_VD2020","SEVGİLİLER GÜNÜ TEKLİFİ"
"TID_IAP_MAR2020","HOŞ GELDİN MART!"
"TID_SPAWNER_DUDE_SHORT_DESC","KESKİN NİŞANCI"
"TID_SPAWNER_DUDE_DESC","Mr. P, düşmanlara öfkeyle bavul fırlatan suratsız bir bavul taşıyıcısı. Süper özelliğiyle robot yardımcılarını çağırıyor."
"TID_SPAWNER_DUDE_WEAPON","Buyrun Bavulunuz!"
"TID_SPAWNER_DUDE_WEAPON_DESC","Mr. P, ağır bir bavulu öfkeyle fırlatır. Bavul bir engele veya düşmana isabet ederse seker ve düştüğü yerde patlayıp alan hasarı verir."
"TID_SPAWNER_DUDE_ULTI","Yardımcılar! Saldırın!"
"TID_SPAWNER_DUDE_ULTI_DESC","Mr. P, robot yardımcıları için bir üs kurar. Penguen kafalı bu küçük robotlar düşmanlara (ve şımarık konuklara) saldırmak için programlanmıştır."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Dikkatli Taşı"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","Mr. P'nin tıka basa dolu çantaları bir düşmana veya engele isabet etmese de sekip patlar."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Teneke Kutu"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","Robot yardımcıların üssü <c00cc00>+<VALUE1></c> sağlık kazanır."
"TID_HINT_GET_TO_ZONE","Bölgeye gir!"
"TID_HERO_INFO_TITLE","SAVAŞÇI İSTATİSTİKLERİ"
"TID_HERO_UPGRADE_TITLE","SAVAŞÇI YÜKSELTİLSİN Mİ?"
"TID_HERO_INFO_HERO_SPEED","Hareket Hızı"
"TID_HERO_INFO_SPEED_0","ÇOK YAVAŞ"
"TID_HERO_INFO_SPEED_1","YAVAŞ"
"TID_HERO_INFO_SPEED_2","NORMAL"
"TID_HERO_INFO_SPEED_3","HIZLI"
"TID_HERO_INFO_SPEED_4","ÇOK HIZLI"
"TID_HERO_INFO_ATTACK_SPEED","Doldurma Hızı"
"TID_HERO_INFO_ATTACK_RANGE","Menzil"
"TID_HERO_INFO_ATTACK_DAMAGE","Hasar"
"TID_HERO_INFO_RANGE_0","KISA"
"TID_HERO_INFO_RANGE_1","NORMAL"
"TID_HERO_INFO_RANGE_2","UZUN"
"TID_HERO_INFO_RANGE_3","ÇOK UZUN"
"TID_HERO_INFO_HEALTH","Sağlık"
"TID_HERO_INFO_ATTACK_TYPE","Tür"
"TID_HERO_INFO_HEAL","İyileştirme"
"TID_PROTECT_SCORE_ZONE","Düşmanların bölgeye girmesini önle!"
"TID_8BIT_VIRUS_SKIN","VİRÜS 8-BIT"
"TID_8BIT_VIRUS_SKIN_SHOP","VİRÜS\n8-BIT"
"TID_TARA_STREET_NINJA_SKIN","SOKAK NİNJASI TARA"
"TID_TARA_STREET_NINJA_SKIN_SHOP","SOKAK NİNJASI\nTARA"
"TID_BIBI_GAMER_SKIN","KAHRAMAN BIBI"
"TID_BIBI_GAMER_SKIN_SHOP","KAHRAMAN\nBIBI"
"TID_PIPER_CUPID_SKIN","AŞK MELEĞİ PIPER"
"TID_PIPER_CUPID_SKIN_SHOP","AŞK MELEĞİ\nPIPER"
"TID_NITA_KOALA_SKIN","KOALA NITA"
"TID_NITA_KOALA_SKIN_SHOP","KOALA\nNITA"
"TID_MRP_AGENT_SKIN","AJAN P"
"TID_MRP_AGENT_SKIN_SHOP","AJAN P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Süre"
"TID_HERO_INFO_DAMAGE_REDUCTION","Hasar Azaltma"
"TID_SPAWN_BUILDING_HEALTH","Ana Üs Sağlığı"
"TID_PORTER_HEALTH","Yardımcı Sağlığı"
"TID_PORTER_DAMAGE","Yardımcı Hasarı"
"TID_KING_OF_HILL_3","Gürleyen Tapınak"
"TID_KING_OF_HILL_4","Vur Kaç"
"TID_KING_OF_HILL_5","Kumanda Kavgası"
"TID_KING_OF_HILL_6","Altın Saldırı"
"TID_KING_OF_HILL_7","Sokak Savaşçısı 2"
"TID_KING_OF_HILL_8","Primo Kong Jr."
"TID_KING_OF_HILL_9","Jeton Ekle"
"TID_KING_OF_HILL_10","Süper Savaş"
"TID_KING_OF_HILL_11","Yüksek Puan"
"TID_KING_OF_HILL_12","Yetersiz Jeton"
"TID_KING_OF_HILL_13","Oyun Bitti"
"TID_KING_OF_HILL_14","Hile Kodu"
"TID_KING_OF_HILL_15","Mermer Yumruk"
"TID_BALL_26","Perende"
"TID_BALL_27","Uçan Tekme"
"TID_BALL_28","Tuğla Bloklar"
"TID_BALL_29","Dostluk Maçı"
"TID_HERO_INFO_MEDIUM","ORTA"
"TID_HERO_INFO_AVERAGE","ORTALAMA"
"TID_HERO_UPGRADE_TITLE_LEVEL","<LVL>. SEVİYEYE YÜKSELTİLSİN Mİ?"
"TID_DOUBLE_POINTS","İki kat puan!"
"TID_HERO_INFO_UTILITY_LABEL","ÖZELLİK"
"TID_HERO_INFO_VERSATILITY_LABEL","ÇOK YÖNLÜLÜK"
"TID_HERO_INFO_OFFENSE_LABEL","SALDIRI"
"TID_HERO_INFO_DEFENSE_LABEL","SAVUNMA"
"TID_UNDERTAKER_HAT_SKIN_SHOP","FÖTR ŞAPKALI\nMORTIS"
"TID_BARLEY_WIZARD_SKIN_SHOP","BÜYÜCÜ\nBARLEY"
"TID_SHOTGUN_STAR_SKIN_SHOP","YILDIZ\nSHELLY"
"TID_QUICK_MESSAGE_ONE_MOMENT","Bir saniye."
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Yıldız jetonunu almama yardımcı olur musun?"
"TID_HERO_SORTING_LATEST","En Yeni Savaşçılar"
"TID_IAP_BUNDLE_OFFER","Özel Teklif"
"TID_WALLY","SPROUT"
"TID_SETTINGS_FIND_FRIENDS","ARKADAŞLARINLA OYNA"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","KakaoTalk'a bağlan"
"TID_KAKAO_ACCOUNT_BIND_INFO","Hesabını KakaoTalk'a bağlarsan, KakaoTalk'taki arkadaşlarının Brawl Stars hesaplarını arkadaş listesinde görebilirsin. Onlar da senin Brawl Stars hesabını görebilir, çevrimiçi durumuna bakabilir ve seni maçlara davet edebilir. KakaoTalk'a şimdi bağlanmak ister misin?"
"TID_HERO_SCREEN_ITEM","AKSESUAR"
"TID_HERO_SCREEN_STAR_POWER","YILDIZ GÜCÜ"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","UYARI"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Oyun dışı bir bağlantıya yönlendirileceksin."
"TID_NOTIFICATION_CC_STARTED","ŞAMPİYONLUK MÜCADELESİ başladı!"
"TID_NOTIFICATION_CC_ENDING","ŞAMPİYONLUK MÜCADELESİ yakında sona erecek. Hâlâ tamamlayabilirsin!"
"TID_NOTIFICATION_PSG_STARTED","PSG CUP başladı! Ücretsiz bir kostüm kazanmak için turnuvayı kazan!"
"TID_NOTIFICATION_PSG_ENDING","PSG CUP sona ermek üzere. Kazanmak için hala vaktin var!"
"TID_NOTIFICATION_COIN_RUSH","Yeni ELMAS KAPMACA haritası açıldı! Yeni ödüller kazanma fırsatı!"
"TID_NOTIFICATION_ATTACK_DEFEND","SOYGUN başladı! Yeni ödüller kazanma vakti!"
"TID_NOTIFICATION_BOUNTY_HUNTER","ÖDÜL AVI başladı! Yeni ödüller kazanma vakti!"
"TID_NOTIFICATION_LASER_BALL","Yeni SAVAŞ TOPU haritası açıldı! Yeni ödüller kazanma vakti!"
"TID_NOTIFICATION_BATTLE_ROYAL","Yeni HESAPLAŞMA haritası açıldı! En son hayatta kalan sen ol!"
"TID_NOTIFICATION_BOSS","BÜYÜK OYUN başladı! Harika ödüller var!"
"TID_NOTIFICATION_COOP","ROBOT İŞGALİ başladı! Robotları yen ve ödüller kazan!"
"TID_NOTIFICATION_RAID_BOSS","BOSS SAVAŞI geri döndü! Ne kadar ilerleyebileceksin?"
"TID_NOTIFICATION_ROBO_WARS","KUŞATMA başladı! Yeni ödüller kazanma vakti!"
"TID_NOTIFICATION_BOSS_RACE","Yeni ALAŞAĞI haritası açıldı! Yeni ödüller kazanma vakti!"
"TID_NOTIFICATION_LONE_STAR","Yeni YALNIZ YILDIZ haritası açıldı! Yeni ödüller kazanma vakti!"
"TID_NOTIFICATION_CTF","Yeni HEDİYE TALANI haritası açıldı! Yeni ödüller kazanma vakti!"
"TID_NOTIFICATION_KING_OF_HILL","Yeni SICAK BÖLGE haritası açıldı! Yeni ödüller kazanma vakti!"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM> yeni harita açıldı! Yıldız jetonu kazanma fırsatı!"
"TID_FREE_BOX_AVAILABLE_0","Ücretsiz ödülün seni bekliyor!"
"TID_FREE_BOX_AVAILABLE_1","Ücretsiz ödülünü şimdi al!"
"TID_FREE_BOX_AVAILABLE_2","Kaybolmadan önce ücretsiz ödülünü almayı unutma!"
"TID_FREE_BOX_AVAILABLE_3","Seni bekleyen ücretsiz ödüller var!"
"TID_FREE_BOX_AVAILABLE_4","Ücretsiz ödülünü şimdi al!"
"TID_SEASON_ENDED_NOTI","Sezon bitti! Sezon ödülleri seni bekliyor."
"TID_KEY_BAR_FULL","<PARAM> jeton var. Savaş zamanı!"
"TID_COME_BACK_NOTIFICATION_SMALL","Bir savaşa ne dersin?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Bir savaşa ne dersin?"
"TID_COME_BACK_NOTIFICATION_LARGE","Bir savaşa ne dersin?"
"TID_POWER_PLAY_NOTIFICATION","POWER PLAY'de <PARAM> haritası açıldı!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> geldi! Gel de bir göz at!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","İKİ KAT JETON etkinliği başladı!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","ALTIN YAĞMURU etkinliği başladı! Altın kazanmak için savaş!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Bize yaşını söyle."
"TID_ENTER_AGE_CONTINUE","ONAYLA"
"TID_ENTER_AGE_GAMEPLAY","Bu, oynanışı etkilemeyecek."
"TID_ENTER_AGE_TIP","Yaşını belirlemek için kaydırma çubuğunu kullan."
"TID_ENTER_AGE_WARNING","Devam edilemiyor! Önce yaşını belirlemen gerekli."
"TID_ENTER_AGE_TITLE","Brawl Stars'a hoş geldin!"
"TID_ENTER_AGE_LEGAL","ONAYLA düğmesine dokunduğunda <PP> ve <TOS>mızı kabul etmiş olursun."
"TID_OVER_100","99+"
"TID_CHALLENGE_WON_TITLE","MÜCADELE KAZANILDI!"
"TID_CHALLENGE_REWARD_CLAIM","AL"
"TID_BUTTON_INVITE_SNS","TAKIM DAVETİ"
"TID_OFFLINE_FRIENDS","ÇEVRİMDIŞI ARKADAŞLARINI DAVET ET"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","MÜCADELE KAZANILDI!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Tebrikler! PSG CUP turnuvasını kazandın ve gerçek bir Savaş Topu Şampiyonu olduğunu kanıtladın!"
"TID_PSG_TEASER_TITLE","Yakında Başlıyor!"
"TID_PSG_TEASER_INFO","PSG CUP'a hazır ol!\n\n<WIN> Savaş Topu maçı kazanırsan PSG Shelly kostümü ücretsiz olarak senin olur! Arkadaşlarınla oynayabilirsin veya şansını yükseltmek için \qTakım Arıyorum\q özelliğini kullanabilirsin.\n\nBu mücadele yalnızca <DURATION> saat sürecek, fırsatı kaçırma!"
"TID_ACCESSORY_BLOCKED_DEAD","Yok edildiğin sırada aksesuar kullanamazsın!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","Tüm kullanımlar bitti!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","Aksesuar hala bekleme süresinde!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","Bir öğe taşırken kullanılamaz!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","Hedef yok!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","Hedef çok uzak!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","Yeterince cephane yok!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","Topu sürerken kullanılamaz!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","Taret yokken kullanılamaz!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","Taret çok uzakta!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","Ayı yokken kullanılamaz!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","Ayı çok uzakta!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","Yakında düşman yok!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","Yakında çalı yok!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","Yakında yardımcı yok!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","Sağlığın zaten maksimum!"
"TID_WALLY_SHORT_DESC","DESTEK"
"TID_WALLY_DESC","Kod adı S33-DR, ama arkadaşları ona Sprout der. Bu doğa dostu prototip robot, yaşam filizlendirmek için tasarlandı. Tekerleri üstünde gezer, tohum bombalarını pervasızca etrafa saçar. Tohumları fırlat, düşmanları patlat!"
"TID_WALLY_WEAPON","TOHUM BOMBASI"
"TID_WALLY_WEAPON_DESC","Sprout, patlamadan önce zıplayan bir tohum yumağı atar! Tohum yumağı düşmana doğrudan isabet ederse hemen patlar."
"TID_WALLY_ULTI","ÇALI BARİKATI"
"TID_WALLY_ULTI_DESC","Sprout, dostları içeride düşmanları dışarıda tutmak için küçük bir bitki duvarı fırlatır! Acımasız, çevre dostu ve çok etkili!"
"TID_SPEC_ABI_WALLY_1","BİTKİ İŞGALİ"
"TID_SPEC_ABI_WALLY_1_DESC","Düşmanlarla temas etmeyen tohum bombaları, daha büyük bir patlama çapıyla patlar."
"TID_SPEC_ABI_WALLY_2","FOTOSENTEZ"
"TID_SPEC_ABI_WALLY_2_DESC","Sprout, kalkanını etkinleştirir ve çalılarda olduğu sürece tüm saldırılara karşı kısmen korunur."
"TID_DRILLER_SHORT_DESC","AĞIR SİKLET"
"TID_DRILLER_DESC","Jacky, kaya matkabını ustalıkla kullanır ve çevresindeki alanı parçalar! Süper özelliği de yakınlardaki düşmanları kendine çekip toza boğmasını sağlar!"
"TID_DRILLER_WEAPON","YER PARÇALAYICI"
"TID_DRILLER_WEAPON_DESC","Jacky, kaya matkabına biner ve zıplayarak ilerler. Yakınındaki düşmanlara matkabıyla hasar verir."
"TID_DRILLER_ULTI","DELİKLİ SÜRPRİZ!"
"TID_DRILLER_ULTI_DESC","Jacky yere bir delik açar, düşmanları deliğe çeker ve onları kaya matkabıyla tanıştırır! Süper saldırısını yaparken gelen saldırılara karşı kısmen bir kalkan uygular."
"TID_SPEC_ABI_DRILLER_1","HASAR AKTARIMI"
"TID_SPEC_ABI_DRILLER_1_DESC","Jacky, aldığı hasarın %<c00cc00><VALUE1></c> kadarını kaçmayı akıl edemeyen düşmanlara aktarır."
"TID_SPEC_ABI_DRILLER_2","SAĞLAM KASK"
"TID_SPEC_ABI_DRILLER_2_DESC","Tıpkı Jacky gibi dayanıklı olan bu sağlam kask, Jacky'nin aldığı tüm hasarların %<c00cc00><VALUE1></c> kadarını azaltarak onu korur."
"TID_ACCESSORY_GROW_BUSH_DESC","Rosa, etrafındaki toprağı gübreler, topraktan anında çalılar çıkar ve Rosa'yı saklar."
"TID_ACCESSORY_CROW_SHIELD_DESC","Crow, <c00cc00><VALUE2></c> saniye boyunca aldığı hasarın %<c00cc00><VALUE1></c> kadarını emen bir kalkan elde eder."
"TID_ACCESSORY_WALLY_HEAL_DESC","Sprout, bir çalıyı yiyerek <c00cc00><VALUE1></c> puan iyileşir."
"TID_ACCESSORY_ROCKET_JUMP_DESC","Brock, etrafındaki zemini patlatır ve kendini havaya fırlatır. Patlama yakındaki düşmanlara <c00cc00><VALUE1></c> hasar verir."
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","Rico, seken mermilerini dalgalar halinde her yöne ateşler."
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","Spike her yöne <c00cc00><VALUE1></c> dalga diken fırlatır, isabet eden dikenler <c00cc00><VALUE2></c> hasar verir."
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","Penny topunu patlatır, bu patlama duvarları parçalayacak kadar güçlüdür ve yakındaki düşmanlara <c00cc00><VALUE1></c> hasar verir."
"TID_ACCESSORY_PET_SLAM_DESC","Nita, ayısının yere vurmasını sağlar, bu vuruş ayının yakınındaki düşmanları sersemletir."
"TID_ACCESSORY_BARKEEP_SLOW_DESC","Barley, yapış yapış bir karışımla küçük bir gölet oluşturur ve bu gölete dokunan tüm düşmanlar yavaşlar."
"TID_ACCESSORY_JESSIE_SLOW_DESC","Jessie, taretinden bir şok dalgası atar ve bu dalganın etki alanındaki tüm düşmanları yavaşlatır."
"TID_ACCESSORY_GENE_PUSH_DESC","Gene'e yakın tüm düşmanlar anında geri itilir. Gene ayrıca <c00cc00><VALUE1></c> puan iyileşir."
"TID_ACCESSORY_TICK_DASH_DESC","Tick en yakındaki düşmandan hızlıca uzaklaşır ve yere bir mayın bırakır."
