"TID","CN"
"TID_SUGGEST_BRAWLER_TITLE","向<NAME>推荐一名英雄"
"TID_SUGGEST_EVENT_TITLE","推荐活动"
"TID_SUGGEST_EVENT_BUTTON_SHORT","推荐"
"TID_SUGGEST_EVENT_BUTTON","推荐活动"
"TID_EVENT_SUGGESTION_EXPIRED","推荐活动已结束"
"TID_SUGGESTED_BRAWLER_TITLE","推荐英雄"
"TID_SUGGESTED_BRAWLER_DESC","你想使用<c<COLOR>><NAME></c>吗？"
"TID_SUGGESTED_BRAWLER_YES","使用"
"TID_SUGGESTED_BRAWLER_NO","拒绝"
"TID_EVENT_SUGGESTION_TITLE","玩这个活动？"
"TID_EVENT_SUGGESTION_DESC","想玩这个活动吗？"
"TID_EVENT_SUGGESTION_YES","好的"
"TID_EVENT_SUGGESTION_NO","不了"
"TID_CHAT_LETSPLAY_ITEM","我们来玩"
"TID_CHAT_SWAP_BRAWLER_ITEM","向<NAME>推荐："
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","为您推荐的英雄："
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","维护期间不可用"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","正在升级至最新版本"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","我们正在将《荒野乱斗》更新至最新版本，请稍后重新尝试进入游戏！"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","好的"
"TID_CONTEXT_MENU_PROFILE","玩家信息"
"TID_CONTEXT_MENU_SPECTATE","观战"
"TID_CONTEXT_MENU_KICK","踢出"
"TID_CONTEXT_MENU_SWAP","换队"
"TID_CONTEXT_MENU_REMOVE","移除"
"TID_CONTEXT_MENU_JOIN","加入小队"
"TID_CONTEXT_MENU_INVITE","邀请加入小队"
"TID_CONTEXT_MENU_REPORT","举报"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","推荐英雄"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","推荐\n星徽之力"
"TID_CONTEXT_MENU_CLAN_PROMOTE","晋升"
"TID_CONTEXT_MENU_CLAN_DEMOTE","降职"
"TID_CONTEXT_MENU_CLAN_KICK","踢出"
"TID_TEAM_CHAT_TAB_MESSAGE","聊天"
"TID_TEAM_CHAT_TAB_LOG","记录"
"TID_TEAM_CHAT_TAB_SAY","快捷聊天"
"TID_TEAM_CHAT_TAB_CHAT","聊天记录"
"TID_BUTTON_NAVI_FRIENDS","好友"
"TID_BUTTON_NAVI_CLAN","战队"
"TID_CLAN_POPUP_TITLE","战队"
"TID_CLAN_POPUP_TAB_CHAT","聊天"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","聊天"
"TID_GAME_MODE_16","夺礼奇兵"
"TID_GAME_MODE_16_DESC","夺取敌方礼物并带回自己基地！当时间终止或任一队伍夺得两个礼物时对战结束。"
"TID_CTF_INTRO_TEXT","夺得两个礼物即可获胜！"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","组建小队，即可与朋友一起游戏和聊天！"
"TID_CTF_2","球场边线"
"TID_HINT_CTF_STEAL_GIFT","夺取对方的礼物！"
"TID_HINT_CTF_BRING_GIFT_BACK","将礼物带回基地！"
"TID_CTF_GOAL","<name>\n带回一个礼物！"
"TID_IAP_XMAS_19_GENERIC","乱斗圣诞节快乐"
"TID_IAP_XMAS_19_GENERIC_2","冬季礼包"
"TID_IAP_NEW_YEAR_20","新年快乐"
"TID_IAP_COINPACK_GENERIC","金币盛宴"
"TID_GOLDRUSH_35","时间紧迫"
"TID_GOLDRUSH_36","青翠甲板"
"TID_GOLDRUSH_37","螺旋风暴"
"TID_GOLDRUSH_38","整蛊大师"
"TID_GOLDRUSH_39","风云交错"
"TID_GOLDRUSH_40","最后奖赏"
"TID_GOLDRUSH_41","坚硬山脊"
"TID_GOLDRUSH_42","标致气派"
"TID_GOLDRUSH_43","剩余空间"
"TID_GOLDRUSH_44","残破贝壳"
"TID_GOLDRUSH_45","绝密惊喜"
"TID_BANKHEIST_19","狂轰滥炸"
"TID_BANKHEIST_20","肆虐龙卷"
"TID_BANKHEIST_21","全体就位"
"TID_BANKHEIST_22","反击炮火"
"TID_BANKHEIST_23","罪恶港湾"
"TID_BANKHEIST_24","惊涛骇浪"
"TID_BANKHEIST_25","劫富济贫"
"TID_BANKHEIST_26","完美劫案"
"TID_WANTED_18","波折浪潮"
"TID_WANTED_19","旗语交流"
"TID_WANTED_20","登陆作战"
"TID_WANTED_21","链式反应"
"TID_WANTED_22","海市蜃楼"
"TID_WANTED_23","暗潮涌动"
"TID_WANTED_24","一触即发"
"TID_WANTED_25","糖衣炮弹"
"TID_WANTED_26","安全通道"
"TID_BATTLE_ROYALE_34","安全中心"
"TID_BATTLE_ROYALE_35","环形峡谷"
"TID_BATTLE_ROYALE_36","仙人掌派对"
"TID_BATTLE_ROYALE_37","核心崩塌"
"TID_BATTLE_ROYALE_38","寻宝作战"
"TID_BATTLE_ROYALE_39","变更航线"
"TID_BATTLE_ROYALE_40","乱石嶙峋"
"TID_BATTLE_ROYALE_41","独特视角"
"TID_BATTLE_ROYALE_42","弹道冲击"
"TID_BATTLE_ROYALE_43","低矮围栏"
"TID_RICO_CLASSIC_SKIN","经典瑞科"
"TID_RICO_CLASSIC_SKIN_SHOP","经典瑞科"
"TID_RICO_BETA_SKIN","瑞科谢"
"TID_RICO_BETA_SKIN_SHOP","瑞科谢"
"TID_COLT_CORSAIR_SKIN","大副柯尔特"
"TID_COLT_CORSAIR_SKIN_SHOP","大副柯尔特"
"TID_CARL_CAPTAIN_SKIN","船长卡尔"
"TID_CARL_CAPTAIN_SKIN_SHOP","船长卡尔"
"TID_POCO_PIRATE_SKIN","水手波克"
"TID_POCO_PIRATE_SKIN_SHOP","水手波克"
"TID_BEA_LADYBUG_SKIN","瓢虫贝亚"
"TID_BEA_LADYBUG_SKIN_SHOP","瓢虫贝亚"
"TID_MAX_BLUE_SKIN","疾速麦克斯"
"TID_MAX_BLUE_SKIN_SHOP","疾速麦克斯"
"TID_CTF_3","珍贵礼物"
"TID_CTF_4","节日攻防"
"TID_CTF_5","欢乐大逃亡"
"TID_CTF_6","圣诞红袜"
"TID_CTF_7","调皮精灵"
"TID_CTF_8","最佳礼物"
"TID_CTF_GOAL_MATCH_OVER","<name>\n带回一个礼物！\n\n对战结束"
"TID_STAT_DAMAGE_PER_DRONE","每只蜜蜂伤害"
"TID_GOLDRUSH_46","万湖之国"
"TID_EVENT_MODIFIER_11","波涛汹涌"
"TID_EVENT_MODIFIER_DESC_11","船只随着波浪摇晃，根据移动方向的不同，您的移动速度可能加快或减慢！"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","我选哪个英雄？"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","我们玩哪个模式？"
"TID_DRILLER","雅琪"
"TID_GAME_MODE_17","热区争夺"
"TID_KING_OF_HILL_1","独占鳌头"
"TID_KING_OF_HILL_2","两面开花"
"TID_GAME_MODE_17_DESC","争夺并占领得分区以获得胜利！守住得分区，阻止对方英雄进入，即可获得胜利点数。当时间终止时，获得胜利点数最多的一方赢得对战。对战快结束时，获得的胜利点数将加倍，好好把握机会吧！"
"TID_KING_OF_HILL_INTRO_TEXT","控制得分区！"
"TID_IAP_LNY2020","新春大乐斗"
"TID_IAP_TGS2020","特惠礼包"
"TID_IAP_VD2020","情人节快乐！"
"TID_IAP_MAR2020","送冬迎春"
"TID_SPAWNER_DUDE_SHORT_DESC","射手"
"TID_SPAWNER_DUDE_DESC","P先生是一个脾气暴躁的行李搬运工，会愤怒地将行李箱扔向敌人。他的超级技能是召唤机器助手进行支援。"
"TID_SPAWNER_DUDE_WEAPON","暴力搬运"
"TID_SPAWNER_DUDE_WEAPON_DESC","P先生愤怒地扔出一个沉重的行李箱。行李箱在击中掩体或敌人后会高高弹起，砸向目标后方并造成范围伤害。"
"TID_SPAWNER_DUDE_ULTI","助手出击"
"TID_SPAWNER_DUDE_ULTI_DESC","P先生架设一座基地，它会不断召唤出由他重新编程的机器企鹅助手攻击和骚扰敌人（以及不讲理的客人）。"
"TID_SPEC_ABI_SPAWNER_DUDE_1","小心轻放"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","P先生现在扔出的行李箱不仅沉，还塞得很满，哪怕没击中敌人或掩体，也能弹起并爆炸。"
"TID_SPEC_ABI_SPAWNER_DUDE_2","铁皮加固"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","P先生的机器助手基地生命值提高<c00cc00><VALUE1></c>。"
"TID_HINT_GET_TO_ZONE","进入得分区！"
"TID_HERO_INFO_TITLE","英雄属性"
"TID_HERO_UPGRADE_TITLE","升级英雄？"
"TID_HERO_INFO_HERO_SPEED","移动速度"
"TID_HERO_INFO_SPEED_0","非常慢"
"TID_HERO_INFO_SPEED_1","慢"
"TID_HERO_INFO_SPEED_2","中等"
"TID_HERO_INFO_SPEED_3","快"
"TID_HERO_INFO_SPEED_4","非常快"
"TID_HERO_INFO_ATTACK_SPEED","装弹速度"
"TID_HERO_INFO_ATTACK_RANGE","射程"
"TID_HERO_INFO_ATTACK_DAMAGE","伤害"
"TID_HERO_INFO_RANGE_0","近"
"TID_HERO_INFO_RANGE_1","中等"
"TID_HERO_INFO_RANGE_2","远"
"TID_HERO_INFO_RANGE_3","非常远"
"TID_HERO_INFO_HEALTH","生命值"
"TID_HERO_INFO_ATTACK_TYPE","类型"
"TID_HERO_INFO_HEAL","恢复"
"TID_PROTECT_SCORE_ZONE","阻止对手进入得分区！"
"TID_8BIT_VIRUS_SKIN","病毒8比特"
"TID_8BIT_VIRUS_SKIN_SHOP","病毒8比特"
"TID_TARA_STREET_NINJA_SKIN","街头忍者塔拉"
"TID_TARA_STREET_NINJA_SKIN_SHOP","街头忍者塔拉"
"TID_BIBI_GAMER_SKIN","勇者比比"
"TID_BIBI_GAMER_SKIN_SHOP","勇者比比"
"TID_PIPER_CUPID_SKIN","爱神佩佩"
"TID_PIPER_CUPID_SKIN_SHOP","爱神佩佩"
"TID_NITA_KOALA_SKIN","考拉妮塔"
"TID_NITA_KOALA_SKIN_SHOP","考拉妮塔"
"TID_MRP_AGENT_SKIN","特工P"
"TID_MRP_AGENT_SKIN_SHOP","特工P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","持续时间"
"TID_HERO_INFO_DAMAGE_REDUCTION","伤害降低"
"TID_SPAWN_BUILDING_HEALTH","基地生命值"
"TID_PORTER_HEALTH","助手生命值"
"TID_PORTER_DAMAGE","助手伤害"
"TID_KING_OF_HILL_3","斗域奇兵"
"TID_KING_OF_HILL_4","乱打砖块"
"TID_KING_OF_HILL_5","摇杆争霸"
"TID_KING_OF_HILL_6","金色兵团"
"TID_KING_OF_HILL_7","街头斗王2"
"TID_KING_OF_HILL_8","乱斗金刚"
"TID_KING_OF_HILL_9","其乐无穷"
"TID_KING_OF_HILL_10","乱斗罗"
"TID_KING_OF_HILL_11","冲击高分"
"TID_KING_OF_HILL_12","一币通关"
"TID_KING_OF_HILL_13","游戏结束"
"TID_KING_OF_HILL_14","秘籍代码"
"TID_KING_OF_HILL_15","弹珠大乱斗"
"TID_BALL_26","花式技法"
"TID_BALL_27","凌空大脚"
"TID_BALL_28","斯拉夫方块"
"TID_BALL_29","友谊对抗"
"TID_HERO_INFO_MEDIUM","中等"
"TID_HERO_INFO_AVERAGE","普通"
"TID_HERO_UPGRADE_TITLE_LEVEL","将战力等级升至<LVL>？"
"TID_DOUBLE_POINTS","双倍胜利点数！"
"TID_HERO_INFO_UTILITY_LABEL","功能性"
"TID_HERO_INFO_VERSATILITY_LABEL","适应性"
"TID_HERO_INFO_OFFENSE_LABEL","进攻性"
"TID_HERO_INFO_DEFENSE_LABEL","防守性"
"TID_UNDERTAKER_HAT_SKIN_SHOP","高礼帽莫提斯"
"TID_BARLEY_WIZARD_SKIN_SHOP","法师巴利"
"TID_SHOTGUN_STAR_SKIN_SHOP","明星雪莉"
"TID_QUICK_MESSAGE_ONE_MOMENT","稍等"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","能帮我赢胜利奖章吗？"
"TID_HERO_SORTING_LATEST","按获得顺序"
"TID_IAP_BUNDLE_OFFER","特别礼包"
"TID_WALLY","芽芽"
"TID_SETTINGS_FIND_FRIENDS","与好友一起游戏"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","连接Kakao Talk"
"TID_KAKAO_ACCOUNT_BIND_INFO","将账号与Kakao Talk连接后，您就可以在好友列表中看到Kakao Talk好友的《荒野乱斗》账号。他们也能看到您的《荒野乱斗》账号和在线状态，并可以邀请您一起游戏。现在连接？"
"TID_HERO_SCREEN_ITEM","随身妙具"
"TID_HERO_SCREEN_STAR_POWER","星徽之力"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","注意"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","您正要访问荒野乱斗之外的网站。"
"TID_NOTIFICATION_CC_STARTED","全球锦标赛挑战开始啦！"
"TID_NOTIFICATION_CC_ENDING","全球锦标赛挑战即将结束，不要错过完成挑战的最后机会！"
"TID_NOTIFICATION_PSG_STARTED","大巴黎杯挑战开始啦，完成挑战即可赢得免费皮肤！"
"TID_NOTIFICATION_PSG_ENDING","大巴黎杯挑战即将结束，不要错过赢得奖励的最后机会！"
"TID_NOTIFICATION_COIN_RUSH","宝石争霸地图已更新，快来赢取新奖励吧！"
"TID_NOTIFICATION_ATTACK_DEFEND","金库攻防已开放，快来赢取新奖励吧！"
"TID_NOTIFICATION_BOUNTY_HUNTER","赏金猎人已开放，快来赢取新奖励吧！"
"TID_NOTIFICATION_LASER_BALL","乱斗足球地图已更新，快来赢取新奖励吧！"
"TID_NOTIFICATION_BATTLE_ROYAL","荒野决斗地图已更新，看看您能否成为最后的生还者！"
"TID_NOTIFICATION_BOSS","天选之战已开放，快来赢取丰厚奖励吧！"
"TID_NOTIFICATION_COOP","机甲入侵已开放，快来消灭机器人，赢取奖励吧！"
"TID_NOTIFICATION_RAID_BOSS","首领之战已开放，看看您能闯到哪一关？"
"TID_NOTIFICATION_ROBO_WARS","机甲攻坚战已开放，快来赢取新奖励吧！"
"TID_NOTIFICATION_BOSS_RACE","围攻首领地图已更新，快来赢取新奖励吧！"
"TID_NOTIFICATION_LONE_STAR","孤胆猎人地图已更新，快来赢取新奖励吧！"
"TID_NOTIFICATION_CTF","夺礼奇兵地图已更新，快来赢取新奖励吧！"
"TID_NOTIFICATION_KING_OF_HILL","热区争夺地图已更新，快来赢取新奖励吧！"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM>张新地图已开放，快来赢取胜利奖章吧！"
"TID_FREE_BOX_AVAILABLE_0","免费奖励等您来领！"
"TID_FREE_BOX_AVAILABLE_1","快来领取免费奖励吧！"
"TID_FREE_BOX_AVAILABLE_2","赶紧来领取免费奖励吧，不然就没啦！"
"TID_FREE_BOX_AVAILABLE_3","免费奖励正等您领取！"
"TID_FREE_BOX_AVAILABLE_4","赶紧去领取免费奖励吧！"
"TID_SEASON_ENDED_NOTI","赛季已结束！请领取赛季奖励。"
"TID_KEY_BAR_FULL","<PARAM>奖章等您赢取，快来对战吧！"
"TID_COME_BACK_NOTIFICATION_SMALL","再来一场对战？"
"TID_COME_BACK_NOTIFICATION_MEDIUM","再来一场对战？"
"TID_COME_BACK_NOTIFICATION_LARGE","再来一场对战？"
"TID_POWER_PLAY_NOTIFICATION","星徽竞技场已开放<PARAM>地图！"
"TID_NOTIFICATION_NEW_BRAWLER","新英雄<PARAM>已登场，快来看看吧！"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","双倍奖章活动开始啦！"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","堆金如山活动开始啦，快来对战赢取金币吧！"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","请选择您的年龄"
"TID_ENTER_AGE_CONTINUE","确认"
"TID_ENTER_AGE_GAMEPLAY","本设置不会影响您的游戏体验"
"TID_ENTER_AGE_TIP","请使用滑块设置您的年龄"
"TID_ENTER_AGE_WARNING","无法继续！请先设置您的年龄。"
"TID_ENTER_AGE_TITLE","欢迎来到荒野乱斗！"
"TID_ENTER_AGE_LEGAL","点击确认即表示您同意我们的<TOS>和<PP>"
"TID_OVER_100","99+"
"TID_CHALLENGE_WON_TITLE","挑战已完成！"
"TID_CHALLENGE_REWARD_CLAIM","领取"
"TID_BUTTON_INVITE_SNS","组队邀请"
"TID_OFFLINE_FRIENDS","邀请线下好友"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","挑战已完成！"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","恭喜，您已完成大巴黎杯挑战，您就是乱斗球王！"
"TID_PSG_TEASER_TITLE","即将开始！"
"TID_PSG_TEASER_INFO","做好准备，迎接大巴黎杯挑战！\n\n赢得<WIN>场乱斗足球对战，即可免费获得大巴黎雪莉皮肤！与好友组队，或使用\q寻找小队\q功能，增加您的获胜机会。\n\n挑战仅持续<DURATION>小时，把握机会，立即加入对战吧！"
"TID_ACCESSORY_BLOCKED_DEAD","被击败时无法使用随身妙具！"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","次数已用尽！"
"TID_ACCESSORY_BLOCKED_COOLDOWN","随身妙具尚在冷却中！"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","搬运物品时不能使用！"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","无有效目标！"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","目标太远！"
"TID_ACCESSORY_BLOCKED_NO_AMMO","弹药不足！"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","带球时不能使用！"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","无炮台时不能使用！"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","炮台太远！"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","无熊灵时不能使用！"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","熊灵太远！"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","射程内没有敌人！"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","射程内没有草丛！"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","射程内没有机器助手！"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","生命值已满！"
"TID_WALLY_SHORT_DESC","辅助"
"TID_WALLY_DESC","芽芽又名\qS33-DR型原型歼灭发芽器\q，职责是栽培和呵护植物成长。他会乘着轮子到处晃悠，不计后果地播撒爱心——乱扔种子炸弹。多多播种，烦恼皆空！"
"TID_WALLY_WEAPON","种子炸弹"
"TID_WALLY_WEAPON_DESC","芽芽扔出一袋种子，袋子会四处乱跳，并在一段时间后爆炸。如果撞上敌人，袋子会立即爆炸。"
"TID_WALLY_ULTI","灌木屏障"
"TID_WALLY_ULTI_DESC","芽芽扔出一片小型的灌木墙壁保护队友，阻挡敌人和子弹！它高效、环保，还能让敌人焦头烂额！"
"TID_SPEC_ABI_WALLY_1","疯狂生长"
"TID_SPEC_ABI_WALLY_1_DESC","如果种子炸弹未接触敌人自行爆炸，其爆炸范围会扩大。"
"TID_SPEC_ABI_WALLY_2","光合作用"
"TID_SPEC_ABI_WALLY_2_DESC","躲在草丛中时，芽芽会获得一个护盾，降低自己受到的所有伤害。"
"TID_DRILLER_SHORT_DESC","坦克"
"TID_DRILLER_DESC","雅琪聒噪又自傲，最爱用自己的手提钻凿开附近的地面！她的超级技能可以将附近的敌人拉向自己，然后把他们揍得灰头土脸。"
"TID_DRILLER_WEAPON","裂地凿击"
"TID_DRILLER_WEAPON_DESC","雅琪跳上手提钻猛凿地面，任何靠的太近的敌人都将尝到苦头。"
"TID_DRILLER_ULTI","深坑陷阱"
"TID_DRILLER_ULTI_DESC","雅琪在地上钻出一个洞，把敌人拉进来以便好好用钻头招呼一番！使用超级技能时，她受到的伤害会降低。"
"TID_SPEC_ABI_DRILLER_1","以岩还眼"
"TID_SPEC_ABI_DRILLER_1_DESC","雅琪将自身受到伤害的<c00cc00><VALUE1></c>%转嫁到附近的敌人身上。"
"TID_SPEC_ABI_DRILLER_2","防护头盔"
"TID_SPEC_ABI_DRILLER_2_DESC","这顶和雅琪一样结实的防护头盔可以让雅琪受到的所有伤害伤害降低<c00cc00><VALUE1></c>%。"
"TID_ACCESSORY_GROW_BUSH_DESC","罗莎给土地施肥后，土地上会立刻长出草丛，为罗莎提供可靠的掩护。"
"TID_ACCESSORY_CROW_SHIELD_DESC","黑鸦获得一个护盾，使自己在<c00cc00><VALUE2></c>秒内受到的伤害降低<c00cc00><VALUE1></c>%。"
"TID_ACCESSORY_WALLY_HEAL_DESC","芽芽吃掉一片草丛，为自己恢复<c00cc00><VALUE1></c>生命值。"
"TID_ACCESSORY_ROCKET_JUMP_DESC","布洛克向脚下发射火箭，利用爆炸产生的冲击波让自己高高跳起。爆炸会对附近的敌人造成<c00cc00><VALUE1></c>伤害。"
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","瑞科向四周快速发射一波弹射子弹。"
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","斯派克向四周射出<c00cc00><VALUE1></c>波尖刺，每发尖刺可造成<c00cc00><VALUE2></c>伤害。"
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","潘妮引爆自己的老式舰炮，产生威力强大的冲击波，震碎附近的掩体并对范围内的敌人造成<c00cc00><VALUE1></c>伤害。"
"TID_ACCESSORY_PET_SLAM_DESC","妮塔命令熊灵猛击地面，震晕范围内的敌人。"
"TID_ACCESSORY_BARKEEP_SLOW_DESC","巴利在脚下留下一滩粘的稠液体，踩到的敌人会被减速。"
"TID_ACCESSORY_JESSIE_SLOW_DESC","杰西让自己的炮台发射震荡波，令范围内的敌人减速。"
"TID_ACCESSORY_GENE_PUSH_DESC","吉恩为自己恢复<c00cc00><VALUE1></c>生命值，并击退所有身边的敌人。"
"TID_ACCESSORY_TICK_DASH_DESC","迪克朝最近敌人的反方向冲刺，并在地上留下一颗地雷。"
"TID_ACCESSORY_MAX_DASH_DESC","麦克斯朝最近的敌人发起冲刺，冲刺过程中免疫所有来自敌人的伤害。"
"TID_ACCESSORY_SHELLY_DASH_DESC","雪莉借助钩索迅速向前冲刺。"
"TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC","雅琪瞬间充满活力，在<c00cc00><VALUE2></c>秒内使自己的移动速度提高<c00cc00><VALUE1></c>%。"
"TID_ACCESSORY_TOWER_BURST_HEAL_DESC","帕姆让治疗台放出一道治疗波，立即为自己和附近的队友恢复<c00cc00><VALUE1></c>生命值。"
"TID_ACCESSORY_TNT_SPIN_DESC","爆破麦克疯狂旋转，向周围扔出大量雷管炸弹，每颗炸弹可对敌人造成<c00cc00><VALUE1></c>伤害。"
"TID_ACCESSORY_TELEPORT_TO_PET_DESC","8比特瞬间转移到自己的伤害放大器所在的位置，伤害放大器会因此被毁。"
"TID_ACCESSORY_BARREL_SPIN_DESC","达里尔高速旋转，向四周倾泻子弹。"
"TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC","弗兰肯立即解除自己的击晕状态，并暂时免疫所有击晕、减速和击退效果。"
"TID_ACCESSORY_CARL_TRAIL_DESC","卡尔在自己矿车经过的地方会留下滚烫的熔岩，碰到熔岩的敌人将每秒受到<c00cc00><VALUE1></c>伤害。"
"TID_ACCESSORY_BOW_TOTEM_DESC","阿渤放置一个图腾，当自己和队友位于图腾范围内时，超级技能会持续获得充能。"
"TID_ACCESSORY_PRIMO_GRAB_DESC","艾尔·普里莫抓住技能范围内最近的敌人，把对方像抛煎饼一样扔向自己背后。"
"TID_ACCESSORY_MORTIS_SWING_DESC","莫提斯猛挥铲子，对周围的敌人造成<c00cc00><VALUE1></c>伤害。"
"TID_ACCESSORY_TARA_VISION_DESC","塔拉和队友可以在<c00cc00><VALUE1></c>秒内看到所有敌人，包括草丛中的敌人。"
"TID_ACCESSORY_POCO_REGEN_DESC","波克为自己和附近的队友每秒恢复<c00cc00><VALUE1></c>生命值，持续<c00cc00><VALUE2></c>秒。"
"TID_ACCESSORY_SNIPER_HANDGUN_DESC","佩佩向最近的敌人快速发射<c00cc00><VALUE1></c>颗子弹，每颗子弹造成<c00cc00><VALUE2></c>伤害。"
"TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC","P先生强化当前场上的机器助手，使其伤害提高<c00cc00><VALUE1></c>、生命值提高<c00cc00><VALUE2></c>。"
"TID_ACCESSORY_SANDY_SLEEP_DESC","沙迪陷入沉睡<c00cc00><VALUE1></c>秒，同时完全恢复生命值。"
"TID_ACCESSORY_BEE_SNIPER_SLOW_DESC","贝亚丢下一个蜂巢，靠近蜂巢的敌人都将被减速。"
"TID_ACCESSORY_BULL_HEAL_DESC","公牛立即为自己恢复<c00cc00><VALUE1></c>生命值。"
"TID_ACCESSORY_GUNSLINGER_RELOAD_DESC","柯尔特立即为左轮手枪装填<c00cc00><VALUE1></c>发弹药。"
"TID_ACCESSORY_MUMMY_PUSH_DESC","艾魅击退身边的所有敌人，并对他们造成<c00cc00><VALUE1></c>伤害。"
"TID_ACCESSORY_NINJA_FAKE_DESC","里昂制造一个自己的幻影来迷惑敌人。"
"TID_ACCESSORY_BASEBALL_HEAL_DESC","比比每秒为自己恢复<c00cc00><VALUE1></c>生命值，持续<c00cc00><VALUE2></c>秒。"
"TID_ACCESSORY_GROW_BUSH","种植灯"
"TID_ACCESSORY_CROW_SHIELD","护盾发生器"
"TID_ACCESSORY_WALLY_HEAL","割草机"
"TID_ACCESSORY_ROCKET_JUMP","火箭助推器"
"TID_ACCESSORY_RICO_SHOOT_AROUND","连续发球机"
"TID_ACCESSORY_CACTUS_SHOOT_AROUND","尖刺针垫"
"TID_ACCESSORY_ARTILLERY_DESTROY_PET","便携遥控器"
"TID_ACCESSORY_PET_SLAM","熊之利爪"
"TID_ACCESSORY_BARKEEP_SLOW","特调糖浆"
"TID_ACCESSORY_JESSIE_SLOW","火花塞"
"TID_ACCESSORY_GENE_PUSH","紧急排气装置"
"TID_ACCESSORY_TICK_DASH","备用地雷"
"TID_ACCESSORY_MAX_DASH","相位偏移器"
"TID_ACCESSORY_SHELLY_DASH","精巧钩索"
"TID_ACCESSORY_DRILLER_SPEED_BOOST","喷气加速器"
"TID_ACCESSORY_TOWER_BURST_HEAL","脉冲调谐器"
"TID_ACCESSORY_TNT_SPIN","指尖陀螺"
"TID_ACCESSORY_TELEPORT_TO_PET","金手指"
"TID_ACCESSORY_BARREL_SPIN","反冲回旋器"
"TID_ACCESSORY_FRANK_CC_IMMUNITY","主动降噪耳机"
"TID_ACCESSORY_CARL_TRAIL","弹射逃生装置"
"TID_ACCESSORY_BOW_TOTEM","超级图腾"
"TID_ACCESSORY_PRIMO_GRAB","过肩摔指南"
"TID_ACCESSORY_MORTIS_SWING","连击转轮"
"TID_ACCESSORY_TARA_VISION","超能力增强剂"
"TID_ACCESSORY_POCO_REGEN","音叉"
"TID_ACCESSORY_SNIPER_HANDGUN","自动瞄准镜"
"TID_ACCESSORY_SPAWNER_DUDE_PROMOTE","服务铃"
"TID_ACCESSORY_SANDY_SLEEP","睡眠仪"
"TID_ACCESSORY_BEE_SNIPER_SLOW","蜂巢"
"TID_ACCESSORY_BULL_HEAL","丁骨牛排"
"TID_ACCESSORY_GUNSLINGER_RELOAD","快速装弹器"
"TID_ACCESSORY_MUMMY_PUSH","好友卡"
