"TID","NL"
"TID_BEE_SNIPER_ULTI_DESC","Bea zet een zwerm bijen in die bewegen en draaien als straaljagers. Ze vertragen alle vijanden op hun pad."
"TID_SPEC_ABI_BEE_SNIPER_1","Bijdehand"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","Als Bea een versterkt schot mist, wordt haar angelaanval eenmalig onmiddellijk versterkt."
"TID_SPEC_ABI_BEE_SNIPER_2","Honingschild"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","Als Bea bijna verslagen wordt, houdt ze nog 1 gezondheid over en krijgt ze tijdelijk een schild. De kracht wordt opnieuw beschikbaar nadat ze wordt verslagen."
"TID_SPEEDY","MAX"
"TID_SPEEDY_SHORT_DESC","HELPER"
"TID_SPEEDY_DESC","Max is supersnel! Ze bestookt haar vijanden met een snelvurend geweer en ze versnelt zichzelf en haar bondgenoten met haar super."
"TID_SPEEDY_WEAPON","SNELVUREN"
"TID_SPEEDY_WEAPON_DESC","Het geweer van Max vuurt als de bliksem projectielen af! Max heeft veel munitie en herlaadt vliegensvlug."
"TID_SPEEDY_ULTI","OPSCHIETEN!"
"TID_SPEEDY_ULTI_DESC","Max boost tijdelijk haar eigen bewegingssnelheid en die van bondgenoten in de buurt. Schiet op!"
"TID_SPEC_ABI_SPEEDY_1","Supergeladen"
"TID_SPEC_ABI_SPEEDY_1_DESC","Max laadt haar super op terwijl ze in beweging is."
"TID_SPEC_ABI_SPEEDY_2","Lopen en laden"
"TID_SPEC_ABI_SPEEDY_2_DESC","Max herlaadt sneller wanneer ze in beweging is."
"TID_SPEEDY_ULTI_STAT","Opschieten!"
"TID_HOMER","HOMER"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","We hebben een knokker nodig..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","Laten we spelen..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","Laten we spelen..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","Laten we van knokkers wisselen!"
"TID_QUICK_MESSAGE_GOOD_GAME","Goed spel!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","Opnieuw spelen?"
"TID_QUICK_MESSAGE_WELL_PLAYED","Goed gespeeld!"
"TID_QUICK_MESSAGE_WOW","Wauw!"
"TID_QUICK_MESSAGE_OK","Oké!"
"TID_QUICK_MESSAGE_GOTTA_GO","Ik moet gaan. Veel plezier!"
"TID_QUICK_MESSAGE_CHANGE_MODE","Laten we een andere spelmodus kiezen!"
"TID_QUICK_MESSAGE_BYE","Doei!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","Dat was nipt!"
"TID_QUICK_MESSAGE_READY","Klaar?"
"TID_QUICK_MESSAGE_READY_GO","Klaar? Kom op!"
"TID_QUICK_MESSAGE_HI","Hoi!"
"TID_QUICK_MESSAGE_NEED_BREAK","Ik heb een pauze nodig!"
"TID_QUICK_MESSAGE_NEED_TO_GO","Ik moet ervandoor. Veel plezier nog!"
"TID_QUICK_MESSAGE_THANKS","Bedankt!"
"TID_QUICK_MESSAGE_SORRY","Sorry!"
"TID_QUICK_MESSAGE_OOPS","Oeps..."
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","Kan je spelen met <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","Kan je <c<COLOR>><NAME></c> gebruiken?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","Laten we <c<COLOR>><NAME></c> spelen!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Welke knokker moet ik kiezen?"
"TID_QUICK_MESSAGE_ASK_MODE","Welk evenement spelen we?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","VOORSTELLEN"
"TID_PLAYER_CTX_SUGGEST_CANCEL","VOORSTEL ANNULEREN"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","STEL EEN KNOKKER VOOR"
"TID_SUGGEST_BRAWLER_TITLE","STEL EEN KNOKKER VOOR AAN <NAME>"
"TID_SUGGEST_EVENT_TITLE","EVENEMENT VOORSTELLEN"
"TID_SUGGEST_EVENT_BUTTON_SHORT","VOORSTELLEN"
"TID_SUGGEST_EVENT_BUTTON","STEL EVENEMENT VOOR"
"TID_EVENT_SUGGESTION_EXPIRED","Dit evenementvoorstel is verlopen"
"TID_SUGGESTED_BRAWLER_TITLE","KNOKKERVOORSTEL"
"TID_SUGGESTED_BRAWLER_DESC","Wil je <c<COLOR>><NAME></c> gebruiken als je knokker?"
"TID_SUGGESTED_BRAWLER_YES","GEBRUIKEN"
"TID_SUGGESTED_BRAWLER_NO","NEE"
"TID_EVENT_SUGGESTION_TITLE","Dit evenement selecteren?"
"TID_EVENT_SUGGESTION_DESC","Wil je dit evenement spelen?"
"TID_EVENT_SUGGESTION_YES","JA"
"TID_EVENT_SUGGESTION_NO","NEE"
"TID_CHAT_LETSPLAY_ITEM","Laten we dit spelen:"
"TID_CHAT_SWAP_BRAWLER_ITEM","Knokkervoorstel aan <NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Knokkervoorstel aan jou:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Niet beschikbaar tijdens onderhoud"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Aan het updaten naar nieuwe versie"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","We zijn het spel aan het updaten naar een nieuwe versie. Kom later weer terug!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","Oké"
"TID_CONTEXT_MENU_PROFILE","PROFIEL"
"TID_CONTEXT_MENU_SPECTATE","TOEKIJKEN"
"TID_CONTEXT_MENU_KICK","ERUIT ZETTEN"
"TID_CONTEXT_MENU_SWAP","VAN KANT WISSELEN"
"TID_CONTEXT_MENU_REMOVE","VERWIJDEREN"
"TID_CONTEXT_MENU_JOIN","AANSLUITEN BIJ TEAM"
"TID_CONTEXT_MENU_INVITE","UITNODIGEN VOOR TEAM"
"TID_CONTEXT_MENU_REPORT","RAPPORTEREN"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","KNOKKER VOORSTELLEN"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","STERRENKRACHT\nVOORSTELLEN"
"TID_CONTEXT_MENU_CLAN_PROMOTE","PROMOVEREN"
"TID_CONTEXT_MENU_CLAN_DEMOTE","DEGRADEREN"
"TID_CONTEXT_MENU_CLAN_KICK","ERUIT ZETTEN"
"TID_TEAM_CHAT_TAB_MESSAGE","CHAT"
"TID_TEAM_CHAT_TAB_LOG","LOG"
"TID_TEAM_CHAT_TAB_SAY","ZEG..."
"TID_TEAM_CHAT_TAB_CHAT","CHAT"
"TID_BUTTON_NAVI_FRIENDS","VRIENDEN"
"TID_BUTTON_NAVI_CLAN","CLUB"
"TID_CLAN_POPUP_TITLE","CLUB"
"TID_CLAN_POPUP_TAB_CHAT","CHAT"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","CHAT"
"TID_GAME_MODE_16","CADEAUTJESROOF"
"TID_GAME_MODE_16_DESC","Steel cadeaus van de tegenpartij en neem ze mee naar je basis! De wedstrijd is afgelopen wanneer een team twee cadeaus verzamelt of de tijd verstrijkt."
"TID_CTF_INTRO_TEXT","Steel twee cadeaus om te winnen!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","Maak eerst een team om te spelen en te chatten met je vrienden!"
"TID_CTF_2","Zijlijn"
"TID_HINT_CTF_STEAL_GIFT","Steel het cadeau van de tegenpartij!"
"TID_HINT_CTF_BRING_GIFT_BACK","Breng het cadeau terug naar je basis!"
"TID_CTF_GOAL","<name>\nheeft een cadeau gestolen!"
"TID_IAP_XMAS_19_GENERIC","FIJNE KNOKFEESTDAGEN"
"TID_IAP_XMAS_19_GENERIC_2","HET IS HET CADEAUSEIZOEN"
"TID_IAP_NEW_YEAR_20","GELUKKIG NIEUWJAAR"
"TID_IAP_COINPACK_GENERIC","MUNTEN, MUNTEN, MUNTEN"
"TID_GOLDRUSH_35","Time-out"
"TID_GOLDRUSH_36","Groen dek"
"TID_GOLDRUSH_37","Wervelende storm"
"TID_GOLDRUSH_38","Uitstekend uitstapje"
"TID_GOLDRUSH_39","Kriskras"
"TID_GOLDRUSH_40","Laatste buit"
"TID_GOLDRUSH_41","Rigide richel"
"TID_GOLDRUSH_42","Klassiek chassis"
"TID_GOLDRUSH_43","Vrije ruimte"
"TID_GOLDRUSH_44","Schamele schelpen"
"TID_GOLDRUSH_45","Geheime verrassing"
"TID_BANKHEIST_19","Bommen los"
"TID_BANKHEIST_20","Tornadokring"
"TID_BANKHEIST_21","Handen omhoog"
"TID_BANKHEIST_22","Counterkanonnen"
"TID_BANKHEIST_23","Bandietenbaai"
"TID_BANKHEIST_24","Onrustige zeeën"
"TID_BANKHEIST_25","Omvangrijke omzet"
"TID_BANKHEIST_26","Impressionante inbraak"
"TID_WANTED_18","Kerende tij"
"TID_WANTED_19","Slim signaal"
"TID_WANTED_20","Land in zicht"
"TID_WANTED_21","Kettingreactie"
"TID_WANTED_22","Luchtspiegeling"
"TID_WANTED_23","Dieper gevaar"
"TID_WANTED_24","Eenvoudige impact"
"TID_WANTED_25","Knusse kanonnen"
"TID_WANTED_26","Aftocht"
"TID_BATTLE_ROYALE_34","Schuilplaats"
"TID_BATTLE_ROYALE_35","Rond ravijn"
"TID_BATTLE_ROYALE_36","Cactusfeest"
"TID_BATTLE_ROYALE_37","Afgebrokkelde kern"
"TID_BATTLE_ROYALE_38","Schattenjacht"
"TID_BATTLE_ROYALE_39","Koerswijziging"
"TID_BATTLE_ROYALE_40","Rotsblokken"
"TID_BATTLE_ROYALE_41","Oogpunt"
"TID_BATTLE_ROYALE_42","Ballistische beuk"
"TID_BATTLE_ROYALE_43","Geblokte blokkade"
"TID_RICO_CLASSIC_SKIN","KLASSIEKE RICO"
"TID_RICO_CLASSIC_SKIN_SHOP","KLASSIEKE\nRICO"
"TID_RICO_BETA_SKIN","RICOCHET"
"TID_RICO_BETA_SKIN_SHOP","RICOCHET"
"TID_COLT_CORSAIR_SKIN","ZEEROVER-COLT"
"TID_COLT_CORSAIR_SKIN_SHOP","ZEEROVER-\nCOLT"
"TID_CARL_CAPTAIN_SKIN","KAPITEIN-CARL"
"TID_CARL_CAPTAIN_SKIN_SHOP","KAPITEIN-\nCARL"
"TID_POCO_PIRATE_SKIN","PIRAAT-POCO"
"TID_POCO_PIRATE_SKIN_SHOP","PIRAAT-\nPOCO"
"TID_BEA_LADYBUG_SKIN","LIEVEHEERSBEESTJE-\nBEA"
"TID_BEA_LADYBUG_SKIN_SHOP","LIEVEHEERSBEESTJE-\nBEA"
"TID_MAX_BLUE_SKIN","GT-MAX"
"TID_MAX_BLUE_SKIN_SHOP","GT-MAX"
"TID_CTF_3","Kostbare cadeaus"
"TID_CTF_4","Kerstoverval"
"TID_CTF_5","Vrolijke vlucht"
"TID_CTF_6","Gevulde sokken"
"TID_CTF_7","Stoute elven"
"TID_CTF_8","Geweldig geschenk"
"TID_CTF_GOAL_MATCH_OVER","<name>\nheeft een cadeau gestolen!\n\nGevecht afgelopen"
"TID_STAT_DAMAGE_PER_DRONE","Schade per drone"
"TID_GOLDRUSH_46","Tweeduizend meren"
"TID_EVENT_MODIFIER_11","WOESTE WATEREN"
"TID_EVENT_MODIFIER_DESC_11","De boot kantelt waardoor je sneller of langzamer beweegt afhankelijk van de richting die je opgaat!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Welke knokker moet ik kiezen?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","Welk evenement spelen we?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","Gevarenzone"
"TID_KING_OF_HILL_1","Eén punt"
"TID_KING_OF_HILL_2","Twee punten"
"TID_GAME_MODE_17_DESC","Bezet de gevarenzones om te winnen! Houd de controle en verdien punten door in een zone te blijven en de tegenstanders buiten te houden. Het eerste team dat 20 punten verzamelt, wint het gevecht! Als de tijd verstrijkt, wint het team met de meeste punten."
"TID_KING_OF_HILL_INTRO_TEXT","Bezet de zones!"
"TID_IAP_LNY2020","LUNAIRE KNOKPARTIJEN"
"TID_IAP_TGS2020","AANBIEDING"
"TID_IAP_VD2020","FIJNE VALENTIJNSDAG!"
"TID_IAP_MAR2020","HET IS MAART!"
"TID_SPAWNER_DUDE_SHORT_DESC","SCHERPSCHUTTER"
"TID_SPAWNER_DUDE_DESC","Meneer P is een ontevreden bagagemedewerker die koffers naar zijn vijanden slingert. Met zijn super roept hij de hulp in van robotportiers."
"TID_SPAWNER_DUDE_WEAPON","Hier is je koffer!"
"TID_SPAWNER_DUDE_WEAPON_DESC","Meneer P werpt met kwade opzet een zware koffer. Als een obstakel of een tegenstander wordt geraakt, stuitert de koffer eroverheen om vervolgens neer te komen met een knal en gebiedsschade aan te richten."
"TID_SPAWNER_DUDE_ULTI","Portiers, aanvallen!"
"TID_SPAWNER_DUDE_ULTI_DESC","Meneer P stelt een thuisbasis op voor zijn robotportiers. Hij heeft de kleine penguïnrobots geherprogrammeerd om zijn vijanden (en lastige gasten) aan te vallen."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Pas op, breekbaar!"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","De overvolle koffers van Meneer P stuiteren en spatten uiteen, zelfs als ze geen doelwit of obstakel raken."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Versterkt staal"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","De thuisbasis van de robotportiers heeft <c00cc00><VALUE1></c> meer gezondheid."
"TID_HINT_GET_TO_ZONE","Ga de zone binnen!"
"TID_HERO_INFO_TITLE","KNOKKERSTATISTIEKEN"
"TID_HERO_UPGRADE_TITLE","KNOKKER UPGRADEN?"
"TID_HERO_INFO_HERO_SPEED","Bewegingssnelheid"
"TID_HERO_INFO_SPEED_0","HEEL TRAAG"
"TID_HERO_INFO_SPEED_1","TRAAG"
"TID_HERO_INFO_SPEED_2","NORMAAL"
"TID_HERO_INFO_SPEED_3","SNEL"
"TID_HERO_INFO_SPEED_4","HEEL SNEL"
"TID_HERO_INFO_ATTACK_SPEED","Herlaadsnelheid"
"TID_HERO_INFO_ATTACK_RANGE","Bereik"
"TID_HERO_INFO_ATTACK_DAMAGE","Schade"
"TID_HERO_INFO_RANGE_0","KORT"
"TID_HERO_INFO_RANGE_1","NORMAAL"
"TID_HERO_INFO_RANGE_2","VER"
"TID_HERO_INFO_RANGE_3","HEEL VER"
"TID_HERO_INFO_HEALTH","Gezondheid"
"TID_HERO_INFO_ATTACK_TYPE","Type"
"TID_HERO_INFO_HEAL","Genezen"
"TID_PROTECT_SCORE_ZONE","Voorkom dat tegenstanders de zone betreden!"
"TID_8BIT_VIRUS_SKIN","VIRUS-8-BIT"
"TID_8BIT_VIRUS_SKIN_SHOP","VIRUS-\n8-BIT"
"TID_TARA_STREET_NINJA_SKIN","STRAATNINJA-TARA"
"TID_TARA_STREET_NINJA_SKIN_SHOP","STRAATNINJA-\nTARA"
"TID_BIBI_GAMER_SKIN","HELDIN-BIBI"
"TID_BIBI_GAMER_SKIN_SHOP","HELDIN-\nBIBI"
"TID_PIPER_CUPID_SKIN","CUPIDO-PIPER"
"TID_PIPER_CUPID_SKIN_SHOP","CUPIDO-\nPIPER"
"TID_NITA_KOALA_SKIN","KOALA-NITA"
"TID_NITA_KOALA_SKIN_SHOP","KOALA-\nNITA"
"TID_MRP_AGENT_SKIN","AGENT P"
"TID_MRP_AGENT_SKIN_SHOP","AGENT P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Duur"
"TID_HERO_INFO_DAMAGE_REDUCTION","Schadevermindering"
"TID_SPAWN_BUILDING_HEALTH","Gezondheid van thuisbasis"
"TID_PORTER_HEALTH","Portiergezondheid"
"TID_PORTER_DAMAGE","Portierschade"
"TID_KING_OF_HILL_3","Verwoeste tempel"
"TID_KING_OF_HILL_4","Blokkerig geknok"
"TID_KING_OF_HILL_5","Joystickgeweld"
"TID_KING_OF_HILL_6","Tweedimensionaal"
"TID_KING_OF_HILL_7","Straatknokker"
"TID_KING_OF_HILL_8","Primo Kong Jr."
"TID_KING_OF_HILL_9","Laatste kwartje"
"TID_KING_OF_HILL_10","Knok-out"
"TID_KING_OF_HILL_11","Topscore"
"TID_KING_OF_HILL_12","Muntslikker"
"TID_KING_OF_HILL_13","Game over"
"TID_KING_OF_HILL_14","Cheatcode"
"TID_KING_OF_HILL_15","Knikkerknokker"
"TID_BALL_26","Flipflop"
"TID_BALL_27","Omhaal"
"TID_BALL_28","Virtuele blokken"
"TID_BALL_29","Vriendschappelijk potje"
"TID_HERO_INFO_MEDIUM","NORMAAL"
"TID_HERO_INFO_AVERAGE","GEMIDDELD"
"TID_HERO_UPGRADE_TITLE_LEVEL","UPGRADEN NAAR KRACHTLEVEL <LVL>?"
"TID_DOUBLE_POINTS","Dubbele punten!"
"TID_HERO_INFO_UTILITY_LABEL","INZETBAARHEID"
"TID_HERO_INFO_VERSATILITY_LABEL","VEELZIJDIGHEID"
"TID_HERO_INFO_OFFENSE_LABEL","AANVAL"
"TID_HERO_INFO_DEFENSE_LABEL","VERDEDIGING"
"TID_UNDERTAKER_HAT_SKIN_SHOP","HEER\nMORTIS"
"TID_BARLEY_WIZARD_SKIN_SHOP","TOVENAAR-\nBARLEY"
"TID_SHOTGUN_STAR_SKIN_SHOP","STER-\nSHELLY"
"TID_QUICK_MESSAGE_ONE_MOMENT","Een ogenblikje"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Kun je me helpen de stertoken te krijgen?"
"TID_HERO_SORTING_LATEST","Nieuwste knokkers"
"TID_IAP_BUNDLE_OFFER","Speciale aanbieding"
"TID_WALLY","SPROUT"
"TID_SETTINGS_FIND_FRIENDS","SPEEL MET VRIENDEN"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","KakaoTalk verbinden"
"TID_KAKAO_ACCOUNT_BIND_INFO","Als je je account verbindt met KakaoTalk, kun je de Brawl Stars-accounts van je KakaoTalk-vrienden in je vriendenlijst zien. Je vrienden kunnen dan ook jouw Brawl Stars-account en onlinestatus zien, en je uitnodigen om samen te spelen. Nu verbinden?"
"TID_HERO_SCREEN_ITEM","GADGET"
"TID_HERO_SCREEN_STAR_POWER","STERRENKRACHT"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","BERICHT"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Je wordt omgeleid naar een pagina buiten Brawl Stars."
"TID_NOTIFICATION_CC_STARTED","De KAMPIOENSCHAPSUITDAGING is begonnen!"
"TID_NOTIFICATION_CC_ENDING","De KAMPIOENSCHAPSUITDAGING is bijna voorbij, maar je kan nog winnen!"
"TID_NOTIFICATION_PSG_STARTED","De PSG CUP is begonnen! Win het toernooi om een gratis skin te winnen!"
"TID_NOTIFICATION_PSG_ENDING","De PSG CUP is bijna voorbij, maar je kan nog winnen!"
"TID_NOTIFICATION_COIN_RUSH","Nieuwe kaart voor EDELSTENENGRAAI beschikbaar! Verdien nieuwe beloningen!"
"TID_NOTIFICATION_ATTACK_DEFEND","OVERVAL is beschikbaar! Tijd om nieuwe beloningen te winnen!"
"TID_NOTIFICATION_BOUNTY_HUNTER","PREMIE is beschikbaar! Tijd om nieuwe beloningen te winnen!"
"TID_NOTIFICATION_LASER_BALL","Nieuwe kaart voor KNOKBAL beschikbaar! Tijd om nieuwe beloningen te winnen!"
"TID_NOTIFICATION_BATTLE_ROYAL","Nieuwe kaart voor SHOWDOWN beschikbaar! Blijf als laatste over!"
"TID_NOTIFICATION_BOSS","MEGAGEVECHT is terug! Win geweldige beloningen!"
"TID_NOTIFICATION_COOP","ROBOROMMEL is begonnen! Versla de bots en win beloningen!"
"TID_NOTIFICATION_RAID_BOSS","BAASGEVECHT is terug! Hoe ver kun jij komen?"
"TID_NOTIFICATION_ROBO_WARS","BELEGERING is beschikbaar! Tijd om nieuwe beloningen te winnen!"
"TID_NOTIFICATION_BOSS_RACE","Nieuwe kaart voor UITSCHAKELING beschikbaar! Tijd om nieuwe beloningen te winnen!"
"TID_NOTIFICATION_LONE_STAR","Nieuwe kaart voor EENZAME STER beschikbaar! Tijd om nieuwe beloningen te winnen!"
"TID_NOTIFICATION_CTF","Nieuwe kaart voor CADEAUTJESROOF beschikbaar! Tijd om nieuwe beloningen te winnen!"
"TID_NOTIFICATION_KING_OF_HILL","Nieuwe kaart voor GEVARENZONE beschikbaar! Tijd om nieuwe beloningen te winnen!"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM> nieuwe kaarten beschikbaar! Speel en win stertokens!"
"TID_FREE_BOX_AVAILABLE_0","Je gratis beloning wacht op je!"
"TID_FREE_BOX_AVAILABLE_1","Haal nu je gratis beloning op!"
"TID_FREE_BOX_AVAILABLE_2","Haal je gratis beloning op voor deze verdwijnt!"
"TID_FREE_BOX_AVAILABLE_3","Er wachten gratis beloningen op je!"
"TID_FREE_BOX_AVAILABLE_4","Haal nu je gratis beloning!"
"TID_SEASON_ENDED_NOTI","Het seizoen is afgelopen! Er wachten seizoensbeloningen op je."
"TID_KEY_BAR_FULL","<PARAM> tokens beschikbaar. Tijd om te vechten!"
"TID_COME_BACK_NOTIFICATION_SMALL","Kom je knokken?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Kom je knokken?"
"TID_COME_BACK_NOTIFICATION_LARGE","Kom je knokken?"
"TID_POWER_PLAY_NOTIFICATION","Nieuwe <PARAM>-kaart voor KRACHTSPEL beschikbaar!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> is er! Bekijk de nieuwe knokker!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","Het DUBBELTOKENEVENEMENT is begonnen!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","Het MUNTENREGENEVENEMENT is begonnen! Vecht om munten te verdienen!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Vertel ons je leeftijd."
"TID_ENTER_AGE_CONTINUE","BEVESTIGEN"
"TID_ENTER_AGE_GAMEPLAY","Dit heeft geen invloed op je spel."
"TID_ENTER_AGE_TIP","Gebruik de schuifknop om je leeftijd in te stellen."
"TID_ENTER_AGE_WARNING","Je moet eerst je leeftijd instellen om door te gaan!"
"TID_ENTER_AGE_TITLE","Welkom bij Brawl Stars!"
"TID_ENTER_AGE_LEGAL","Door op BEVESTIGEN te tikken, accepteer je onze <TOS> en ons <PP>."
"TID_OVER_100","99+"
"TID_CHALLENGE_WON_TITLE","UITDAGING GEWONNEN!"
"TID_CHALLENGE_REWARD_CLAIM","OPHALEN"
"TID_BUTTON_INVITE_SNS","TEAMUITNODIGING"
"TID_OFFLINE_FRIENDS","OFFLINE VRIENDEN UITNODIGEN"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","UITDAGING GEWONNEN!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Gefeliciteerd! Je hebt de PSG CUP gewonnen en bent nu een echte knokbalkampioen!"
"TID_PSG_TEASER_TITLE","Begint binnenkort!"
"TID_PSG_TEASER_INFO","Bereid je voor op het PSG-toernooi!\n\nWin <WIN> knokbalgevechten om de gratis PSG-skin voor Shelly te winnen! Speel met vrienden of gebruik de functie 'Een team zoeken' om je kansen te verhogen.\n\nDe uitdaging duurt slechts <DURATION> uur, dus maak er het beste van!"
"TID_ACCESSORY_BLOCKED_DEAD","Gadget kan niet gebruikt worden als je bent verslagen!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","Alle ladingen opgebruikt!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","De afkoelperiode van de gadget loopt nog!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","Kan niet gebruikt worden terwijl je iets vasthebt."
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","Geen doelwit beschikbaar!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","Doelwit buiten bereik!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","Niet genoeg munitie!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","Kan niet geactiveerd worden bij balbezit!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","Kan niet geactiveerd worden zonder geschut!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","Geschut is te ver weg!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","Kan niet geactiveerd worden zonder beer!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","Beer is te ver weg!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","Geen vijanden binnen bereik!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","Geen struiken binnen bereik!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","Geen portiers binnen bereik!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","Gezondheidsbalk is vol!"
"TID_WALLY_SHORT_DESC","HELPER"
"TID_WALLY_DESC","Het prototypemodel S33-DR, beter bekend onder de naam Sprout, werd gebouwd om nieuw leven te zaaien en lanceert al rollend zaadbommen. Wie bommen zaait, zal explosies oogsten."
"TID_WALLY_WEAPON","ZAADBOM"
"TID_WALLY_WEAPON_DESC","Sprout lanceert een zaadbom die rondstuitert en vervolgens met een grote knal uiteenbarst! Als een vijand wordt geraakt, ontploft de bom meteen."
"TID_WALLY_ULTI","BOSSIGE BARRICADE"
"TID_WALLY_ULTI_DESC","Sprout werpt een kleine groene muur op om vrienden binnen te houden en vijanden buiten te houden. Deze barricade is niet lief, maar wel effectief!"
"TID_SPEC_ABI_WALLY_1","WILDGROEI"
"TID_SPEC_ABI_WALLY_1_DESC","Zaadbommen die geen vijanden raken, hebben een groter explosiebereik."
"TID_SPEC_ABI_WALLY_2","FOTOSYNTHESE"
"TID_SPEC_ABI_WALLY_2_DESC","Sprout activeert een schild dat hem deels beschermt tegen alle aanvallen als hij zich in een struik verschuilt."
"TID_DRILLER_SHORT_DESC","ZWAARGEWICHT"
"TID_DRILLER_DESC","Jacky drilt alsof het een lieve lust is en laat de grond rondom haar barsten. Met haar super trekt ze vijanden naar zich toe om ze met haar boor kennis te laten maken!"
"TID_DRILLER_WEAPON","DRILBOOR"
"TID_DRILLER_WEAPON_DESC","Jacky springt op haar drilboor en gebruikt deze als een springstok. Vijanden die te dichtbij komen, krijgen een pak op hun donder!"
"TID_DRILLER_ULTI","GAPEND GAT"
"TID_DRILLER_ULTI_DESC","Jacky boort een gat in de grond. Vijanden worden naar het gat getrokken zodat Jacky ze kan afranselen. Ze is gedeeltelijk beschermd tegen aanvallen wanneer ze haar super gebruikt."
"TID_SPEC_ABI_DRILLER_1","REVANCHE"
"TID_SPEC_ABI_DRILLER_1_DESC","Jacky neemt wraak door <c00cc00><VALUE1></c>% van de schade die ze oploopt, door te geven aan tegenstanders die in de buurt blijven."
"TID_SPEC_ABI_DRILLER_2","VEILIGHEIDSHELM"
"TID_SPEC_ABI_DRILLER_2_DESC","Jacky draagt een veiligheidshelm die net als zijzelf tegen een stootje kan. De helm beschermt haar door de schade die ze oploopt met <c00cc00><VALUE1></c>% te verminderen."
"TID_ACCESSORY_GROW_BUSH_DESC","Rosa bevrucht de grond om zich heen en laat zo struiken verschijnen die goede dekking bieden."
"TID_ACCESSORY_CROW_SHIELD_DESC","Crow krijgt <c00cc00><VALUE2></c> seconden lang een schild dat bescherming biedt tegen <c00cc00><VALUE1></c>% van de schade die hij oploopt."
