"TID","ES"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Estamos actualizando el juego. ¡Inténtalo de nuevo más tarde!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","Vale"
"TID_CONTEXT_MENU_PROFILE","PERFIL"
"TID_CONTEXT_MENU_SPECTATE","VISIONAR"
"TID_CONTEXT_MENU_KICK","EXPULSAR"
"TID_CONTEXT_MENU_SWAP","CAMBIAR EQUIPO"
"TID_CONTEXT_MENU_REMOVE","ELIMINAR"
"TID_CONTEXT_MENU_JOIN","UNIRSE AL EQUIPO"
"TID_CONTEXT_MENU_INVITE","INVITAR AL EQUIPO"
"TID_CONTEXT_MENU_REPORT","DENUNCIAR"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","SUGERIR BRAWLER"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","SUGERIR\nHABILIDAD ESTELAR"
"TID_CONTEXT_MENU_CLAN_PROMOTE","ASCENDER"
"TID_CONTEXT_MENU_CLAN_DEMOTE","DEGRADAR"
"TID_CONTEXT_MENU_CLAN_KICK","EXPULSAR"
"TID_TEAM_CHAT_TAB_MESSAGE","CHAT"
"TID_TEAM_CHAT_TAB_LOG","REGISTRO"
"TID_TEAM_CHAT_TAB_SAY","DI..."
"TID_TEAM_CHAT_TAB_CHAT","CHAT"
"TID_BUTTON_NAVI_FRIENDS","AMIGOS"
"TID_BUTTON_NAVI_CLAN","CLUB"
"TID_CLAN_POPUP_TITLE","CLUB"
"TID_CLAN_POPUP_TAB_CHAT","CHAT"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","CHAT"
"TID_GAME_MODE_16","ROBO DE REGALOS"
"TID_GAME_MODE_16_DESC","Roba los regalos del equipo rival y tráelos hasta tu base. La partida termina cuando un equipo haya capturado dos regalos, o cuando se termine el tiempo."
"TID_CTF_INTRO_TEXT","¡Lleva dos regalos a la base para ganar!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","¡Crea primero un equipo para jugar y chatear con amigos!"
"TID_CTF_2","Laterales"
"TID_HINT_CTF_STEAL_GIFT","¡Roba el regalo del equipo rival!"
"TID_HINT_CTF_BRING_GIFT_BACK","¡Lleva el regalo a tu base!"
"TID_CTF_GOAL","¡<name>\nha robado un regalo!"
"TID_IAP_XMAS_19_GENERIC","FELIZ BRAWLIDAD"
"TID_IAP_XMAS_19_GENERIC_2","FELICES FIESTAS"
"TID_IAP_NEW_YEAR_20","FELIZ AÑO NUEVO"
"TID_IAP_COINPACK_GENERIC","MONEDAS Y MÁS MONEDAS"
"TID_GOLDRUSH_35","Tiempo muerto"
"TID_GOLDRUSH_36","Plataforma esmeralda"
"TID_GOLDRUSH_37","Tormenta aterradora"
"TID_GOLDRUSH_38","Escapada ideal"
"TID_GOLDRUSH_39","Cruce de caminos"
"TID_GOLDRUSH_40","Botín sin fin"
"TID_GOLDRUSH_41","Cordillera escarpada"
"TID_GOLDRUSH_42","Chasis clásico"
"TID_GOLDRUSH_43","Terreno baldío"
"TID_GOLDRUSH_44","El dorado"
"TID_GOLDRUSH_45","Sorpresa secreta"
"TID_BANKHEIST_19","Bomba va"
"TID_BANKHEIST_20","Tornado turbulento"
"TID_BANKHEIST_21","Manos en alto"
"TID_BANKHEIST_22","Contra viento y marea"
"TID_BANKHEIST_23","Cueva de bandidos"
"TID_BANKHEIST_24","Oleaje a ultraje"
"TID_BANKHEIST_25","Como anillo al dedo"
"TID_BANKHEIST_26","El robo del siglo"
"TID_WANTED_18","Sembrar vientos"
"TID_WANTED_19","Señal de semáforo"
"TID_WANTED_20","Tierra a la vista"
"TID_WANTED_21","Efecto dominó"
"TID_WANTED_22","Espejismo"
"TID_WANTED_23","Peligro profundo"
"TID_WANTED_24","Blanco fácil"
"TID_WANTED_25","Artillería pesada"
"TID_WANTED_26","Camino de ida"
"TID_BATTLE_ROYALE_34","Centro seguro"
"TID_BATTLE_ROYALE_35","Cañón circular"
"TID_BATTLE_ROYALE_36","Fiesta espinada"
"TID_BATTLE_ROYALE_37","Punto ciego"
"TID_BATTLE_ROYALE_38","Caza del tesoro"
"TID_BATTLE_ROYALE_39","Río abajo"
"TID_BATTLE_ROYALE_40","Bloques de rocas"
"TID_BATTLE_ROYALE_41","Punto de vista"
"TID_BATTLE_ROYALE_42","Balada balística"
"TID_BATTLE_ROYALE_43","Estacadas estancadas"
"TID_RICO_CLASSIC_SKIN","RICO CLÁSICO"
"TID_RICO_CLASSIC_SKIN_SHOP","RICO\nCLÁSICO"
"TID_RICO_BETA_SKIN","RICOCHET"
"TID_RICO_BETA_SKIN_SHOP","RICOCHET"
"TID_COLT_CORSAIR_SKIN","COLT CORSARIO"
"TID_COLT_CORSAIR_SKIN_SHOP","COLT\nCORSARIO"
"TID_CARL_CAPTAIN_SKIN","CARL CAPITÁN"
"TID_CARL_CAPTAIN_SKIN_SHOP","CARL\nCAPITÁN"
"TID_POCO_PIRATE_SKIN","POCO PIRATA"
"TID_POCO_PIRATE_SKIN_SHOP","POCO\nPIRATA"
"TID_BEA_LADYBUG_SKIN","BEA MARIQUITA"
"TID_BEA_LADYBUG_SKIN_SHOP","BEA\nMARIQUITA"
"TID_MAX_BLUE_SKIN","MAX GT"
"TID_MAX_BLUE_SKIN_SHOP","MAX\nGT"
"TID_CTF_3","Regalos especiales"
"TID_CTF_4","Atraco navideño"
"TID_CTF_5","Escapada festiva"
"TID_CTF_6","Túneles de turrón"
"TID_CTF_7","Elfos escurridizos"
"TID_CTF_8","Guirnaldas navideñas"
"TID_CTF_GOAL_MATCH_OVER","¡<name>\nha robado un regalo!\n\nFin de la partida."
"TID_STAT_DAMAGE_PER_DRONE","Daño por abeja"
"TID_GOLDRUSH_46","Dos mil lagos"
"TID_EVENT_MODIFIER_11","MAREJADA"
"TID_EVENT_MODIFIER_DESC_11","Las olas mueven al barco, haciendo que los brawlers vayan más lentos o más rápidos dependiendo de la inclinación del barco."
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","¿A qué brawler elijo?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","¿A qué evento jugamos?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","ZONA RESTRINGIDA"
"TID_KING_OF_HILL_1","Sector principal"
"TID_KING_OF_HILL_2","Sector secundario"
"TID_GAME_MODE_17_DESC","¡Controla las zonas restringidas para conseguir la victoria! Mantente dentro de una zona y no dejes que entre el equipo rival para ganar puntos. El primer equipo que consiga 20 puntos ganará la partida. Si se acaba el tiempo, ganará el equipo con más puntos."
"TID_KING_OF_HILL_INTRO_TEXT","¡Controla todas las zonas!"
"TID_IAP_LNY2020","BRAWL LUNAR"
"TID_IAP_TGS2020","OFERTA"
"TID_IAP_VD2020","¡FELIZ SAN VALENTÍN!"
"TID_IAP_MAR2020","¡HOLA, MARZO!"
"TID_SPAWNER_DUDE_SHORT_DESC","FRANCOTIRADOR"
"TID_SPAWNER_DUDE_DESC","El señor P es un botones malhumorado que no tiene reparos en lanzar maletas al enemigo. Su súper invoca a sus colegas robóticos para que vengan en su ayuda."
"TID_SPAWNER_DUDE_WEAPON","MALETAS EXTRAVIADAS"
"TID_SPAWNER_DUDE_WEAPON_DESC","El señor P lanza una maleta pesada con bastante saña. Si la maleta choca contra un obstáculo o un enemigo, rebota y aterriza causando una explosión que inflige daño de área."
"TID_SPAWNER_DUDE_ULTI","¡BOTONES AL ATAQUE!"
"TID_SPAWNER_DUDE_ULTI_DESC","El señor P despliega una base de botones robóticos. Estos pingüinescos robots han sido reprogramados para atacar y hostigar a los clientes y rivales más listillos."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Exceso de equipaje"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","Las maletas del señor P están llenas hasta reventar, tanto que solo les hace falta rebotar donde sea para explotar."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Portaequipajes"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","La base de los botones robóticos tiene <c00cc00><VALUE1></c> puntos más de salud."
"TID_HINT_GET_TO_ZONE","¡Entra en la zona restringida!"
"TID_HERO_INFO_TITLE","ESTADÍSTICAS DEL BRAWLER"
"TID_HERO_UPGRADE_TITLE","¿MEJORAR BRAWLER?"
"TID_HERO_INFO_HERO_SPEED","Velocidad de movimiento"
"TID_HERO_INFO_SPEED_0","MUY LENTA"
"TID_HERO_INFO_SPEED_1","LENTA"
"TID_HERO_INFO_SPEED_2","NORMAL"
"TID_HERO_INFO_SPEED_3","RÁPIDA"
"TID_HERO_INFO_SPEED_4","MUY RÁPIDA"
"TID_HERO_INFO_ATTACK_SPEED","Velocidad de recarga"
"TID_HERO_INFO_ATTACK_RANGE","Alcance"
"TID_HERO_INFO_ATTACK_DAMAGE","Daño"
"TID_HERO_INFO_RANGE_0","CORTO"
"TID_HERO_INFO_RANGE_1","NORMAL"
"TID_HERO_INFO_RANGE_2","LARGO"
"TID_HERO_INFO_RANGE_3","MUY LARGO"
"TID_HERO_INFO_HEALTH","Salud"
"TID_HERO_INFO_ATTACK_TYPE","Tipo"
"TID_HERO_INFO_HEAL","Curación"
"TID_PROTECT_SCORE_ZONE","¡Evita que los enemigos entren en la zona restringida!"
"TID_8BIT_VIRUS_SKIN","8-BIT INFECTADO"
"TID_8BIT_VIRUS_SKIN_SHOP","8-BIT\nINFECTADO"
"TID_TARA_STREET_NINJA_SKIN","TARA NINJA URBANA"
"TID_TARA_STREET_NINJA_SKIN_SHOP","TARA\nNINJA URBANA"
"TID_BIBI_GAMER_SKIN","BIBI HEROICA"
"TID_BIBI_GAMER_SKIN_SHOP","BIBI\nHEROICA"
"TID_PIPER_CUPID_SKIN","PIPER CORAZÓN"
"TID_PIPER_CUPID_SKIN_SHOP","PIPER\nCORAZÓN"
"TID_NITA_KOALA_SKIN","NITA KOALA"
"TID_NITA_KOALA_SKIN_SHOP","NITA\nKOALA"
"TID_MRP_AGENT_SKIN","SEÑOR P. AGENTE SECRETO"
"TID_MRP_AGENT_SKIN_SHOP","SEÑOR P.\nAGENTE SECRETO"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Duración"
"TID_HERO_INFO_DAMAGE_REDUCTION","Reducción del daño"
"TID_SPAWN_BUILDING_HEALTH","Salud de la base"
"TID_PORTER_HEALTH","Salud de los botones robóticos"
"TID_PORTER_DAMAGE","Daño de los botones robóticos"
"TID_KING_OF_HILL_3","Templo estruendoso"
"TID_KING_OF_HILL_4","Brawl frenético"
"TID_KING_OF_HILL_5","Consolas caóticas"
"TID_KING_OF_HILL_6","Área analógica"
"TID_KING_OF_HILL_7","Street brawler 2"
"TID_KING_OF_HILL_8","Primo Kong Jr."
"TID_KING_OF_HILL_9","Una partida más"
"TID_KING_OF_HILL_10","Brawl and Roll"
"TID_KING_OF_HILL_11","Puntuación alta"
"TID_KING_OF_HILL_12","Insertar moneda"
"TID_KING_OF_HILL_13","Game over"
"TID_KING_OF_HILL_14","Trampas y trucos"
"TID_KING_OF_HILL_15","Canicas biónicas"
"TID_BALL_26","Palancas y botones"
"TID_BALL_27","Pedaleo y pataleo"
"TID_BALL_28","Bloques virtuales"
"TID_BALL_29","Partida amistosa"
"TID_HERO_INFO_MEDIUM","MEDIO"
"TID_HERO_INFO_AVERAGE","NORMAL"
"TID_HERO_UPGRADE_TITLE_LEVEL","¿MEJORAR FUERZA AL NIVEL <LVL>?"
"TID_DOUBLE_POINTS","¡Doble de puntos!"
"TID_HERO_INFO_UTILITY_LABEL","UTILIDAD"
"TID_HERO_INFO_VERSATILITY_LABEL","VERSATILIDAD"
"TID_HERO_INFO_OFFENSE_LABEL","ATAQUE"
"TID_HERO_INFO_DEFENSE_LABEL","DEFENSA"
"TID_UNDERTAKER_HAT_SKIN_SHOP","MORTIS\nCON SOMBRERO"
"TID_BARLEY_WIZARD_SKIN_SHOP","BARLEY\nMAGO"
"TID_SHOTGUN_STAR_SKIN_SHOP","SHELLY\nESTRELLA"
"TID_QUICK_MESSAGE_ONE_MOMENT","Un momento..."
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","¿Me ayudas a conseguir la ficha estelar?"
"TID_HERO_SORTING_LATEST","Brawlers nuevos"
"TID_IAP_BUNDLE_OFFER","Oferta especial"
"TID_WALLY","SPROUT"
"TID_SETTINGS_FIND_FRIENDS","JUGAR CON AMIGOS"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Conectar con KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","Conecta tu cuenta de juego con KakaoTalk para ver a todos tus amigos que jueguen a Brawl Stars en la lista de amigos. También podrán ver tu cuenta de Brawl Stars y tu estado de conexión, y podrán invitarte a jugar. ¿Quieres vincularla?"
"TID_HERO_SCREEN_ITEM","GADGET"
"TID_HERO_SCREEN_STAR_POWER","HABILIDAD ESTELAR"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","AVISO"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Saldrás de Brawl Stars."
"TID_NOTIFICATION_CC_STARTED","¡Ha comenzado el DESAFÍO DEL CAMPEONATO!"
"TID_NOTIFICATION_CC_ENDING","El DESAFÍO DEL CAMPEONATO terminará pronto. ¡Aún puedes participar y ganar!"
"TID_NOTIFICATION_PSG_STARTED","¡Ha empezado la PSG CUP! ¡Complétala para ganar un aspecto gratis!"
"TID_NOTIFICATION_PSG_ENDING","La PSG CUP está a punto de terminar. ¡Aún hay tiempo para completarla!"
"TID_NOTIFICATION_COIN_RUSH","¡Hay un nuevo mapa de ATRAPAGEMAS disponible! ¡Juega para ganar recompensas!"
"TID_NOTIFICATION_ATTACK_DEFEND","¡ATRACO está disponible! ¡Es hora de ganar más recompensas!"
"TID_NOTIFICATION_BOUNTY_HUNTER","¡CAZA ESTELAR está disponible! ¡Es hora de ganar más recompensas!"
"TID_NOTIFICATION_LASER_BALL","¡Hay un nuevo mapa de BALÓN BRAWL disponible! ¡Es hora de ganar más recompensas!"
"TID_NOTIFICATION_BATTLE_ROYAL","¡Hay un nuevo mapa de SUPERVIVENCIA disponible! ¡Intenta sobrevivir!"
"TID_NOTIFICATION_BOSS","¡MEGABRAWL está disponible! ¡Gana recompensas increíbles!"
"TID_NOTIFICATION_COOP","¡PELEA ROBÓTICA está disponible! Gánale a los bots y gana recompensas."
"TID_NOTIFICATION_RAID_BOSS","¡Ha vuelto TODOS CONTRA UNO! ¡Derrota al jefe robótico!"
"TID_NOTIFICATION_ROBO_WARS","¡ASEDIO está disponible! ¡Gana nuevas recompensas!"
"TID_NOTIFICATION_BOSS_RACE","¡Hay un nuevo mapa de ANIQUILACIÓN disponible! ¡Gana recompensas!"
"TID_NOTIFICATION_LONE_STAR","¡Hay un nuevo mapa de ESTRELLA SOLITARIA disponible! ¡Gana recompensas!"
"TID_NOTIFICATION_CTF","¡Hay un nuevo mapa de ROBO DE REGALOS disponible! ¡Gana recompensas!"
"TID_NOTIFICATION_KING_OF_HILL","¡Hay un nuevo mapa de ZONA RESTRINGIDA disponible! ¡Gana recompensas!"
"TID_NOTIFICATION_MULTIPLE_MODES","¡Hay <PARAM> nuevos mapas disponibles! Juega para ganar fichas estelares."
"TID_FREE_BOX_AVAILABLE_0","¡Tienes una recompensa disponible!"
"TID_FREE_BOX_AVAILABLE_1","¡Reclama tu recompensa ahora!"
"TID_FREE_BOX_AVAILABLE_2","¡Consigue tu recompensa antes de que desaparezca!"
"TID_FREE_BOX_AVAILABLE_3","¡Tienes recompensas disponibles!"
"TID_FREE_BOX_AVAILABLE_4","¡Reclama tu recompensa ahora!"
"TID_SEASON_ENDED_NOTI","¡La temporada ha terminado! Recoge las recompensas de temporada."
"TID_KEY_BAR_FULL","Hay <PARAM> fichas disponibles. ¡A luchar!"
"TID_COME_BACK_NOTIFICATION_SMALL","¿Te apetece disputar otra batalla?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","¿Te apetece disputar otra batalla?"
"TID_COME_BACK_NOTIFICATION_LARGE","¿Te apetece disputar otra batalla?"
"TID_POWER_PLAY_NOTIFICATION","¡Hay un nuevo mapa de <PARAM> disponible en LUCHA ESTELAR!"
"TID_NOTIFICATION_NEW_BRAWLER","¡<PARAM> ya está disponible! ¡Échale un vistazo!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","¡Ha comenzado el nuevo evento con DOBLE DE FICHAS!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","¡Ha comenzado el nuevo evento con LLUVIA DE MONEDAS! ¡Lucha para conseguir monedas!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","¿Cuántos años tienes?"
"TID_ENTER_AGE_CONTINUE","CONFIRMAR"
"TID_ENTER_AGE_GAMEPLAY","Esto no cambiará nada en el juego."
"TID_ENTER_AGE_TIP","Desliza para indicar tu edad."
"TID_ENTER_AGE_WARNING","¡Debes indicar tu edad antes de continuar!"
"TID_ENTER_AGE_TITLE","¡Esto es Brawl Stars!"
"TID_ENTER_AGE_LEGAL","Si tocas CONFIRMAR, aceptas nuestras <TOS> y nuestra <PP>."
"TID_OVER_100","Más de 99"
"TID_CHALLENGE_WON_TITLE","¡DESAFÍO COMPLETADO!"
"TID_CHALLENGE_REWARD_CLAIM","RECLAMAR"
"TID_BUTTON_INVITE_SNS","INVITACIÓN AL EQUIPO"
"TID_OFFLINE_FRIENDS","INVITAR A AMIGOS (NO EN LÍNEA)"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","¡DESAFÍO COMPLETADO!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","¡Enhorabuena! Has ganado la PSG Cup. ¡Eres un auténtico campeón de Brawl Ball!"
"TID_PSG_TEASER_TITLE","¡Próximamente!"
"TID_PSG_TEASER_INFO","¡Prepárate para la PSG Cup!\n\nGana <WIN> partidas de Balón Brawl para conseguir el aspecto Shelly PSG gratis. ¡Juega con amigos o usa la opción \qBuscando equipo\q para tener más oportunidades!\n\nEl desafío solo durará <DURATION> horas, ¡así que aprovéchalo!"
"TID_ACCESSORY_BLOCKED_DEAD","¡No puedes usar el gadget si no estás luchando!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","¡Ya se ha agotado!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","¡El gadget aún no está disponible!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","¡No puedes usar el gadget mientras cargas artículos!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","¡No hay ningún objetivo disponible!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","¡El objetivo está demasiado lejos!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","¡Necesitas más munición!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","¡No puedes activarlo mientras tienes la pelota!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","¡No puedes activarlo sin la torreta!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","¡La torreta está demasiado lejos!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","¡No puedes activarlo si no has desplegado al oso!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","¡El oso está demasiado lejos!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","¡No hay enemigos cerca!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","¡No hay arbustos cerca!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","¡No hay botones cerca!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","¡Tienes la salud máxima!"
"TID_WALLY_SHORT_DESC","APOYO"
"TID_WALLY_DESC","El Germinador (prototipo modelo S33-DR), conocido como Sprout, se ensambló para plantar vida. Este cíborg sobre ruedas es un brote que lanza bombas de semillas. ¡No hay nada como la naturaleza viva!"
"TID_WALLY_WEAPON","BOMBA DE SEMILLAS"
"TID_WALLY_WEAPON_DESC","Sprout lanza una bola de semillas que explota al contacto. Si no alcanza a ningún objetivo, explota tras haber rebotado varias veces."
"TID_WALLY_ULTI","BARRERA VEGETAL"
"TID_WALLY_ULTI_DESC","Sprout erige una barrera hecha de arbustos para proteger a sus amigos de los rivales."
"TID_SPEC_ABI_WALLY_1","SOBRECRECIMIENTO"
"TID_SPEC_ABI_WALLY_1_DESC","Las bombas de semillas que no alcancen a ningún rival explotarán en un radio mayor."
"TID_SPEC_ABI_WALLY_2","FOTOSÍNTESIS"
"TID_SPEC_ABI_WALLY_2_DESC","Sprout activa un escudo que lo protege parcialmente de los ataques mientras está entre los arbustos."
"TID_DRILLER_SHORT_DESC","PESO PESADO"
"TID_DRILLER_DESC","A Jacky le encanta hacer temblar el suelo con su martillo mecánico. Su súper atrae a los enemigos más cercanos y los hace picadillo. ¡Ten cuidado por dónde pisas!"
"TID_DRILLER_WEAPON","MARTILLO MECÁNICO"
"TID_DRILLER_WEAPON_DESC","Jacky se monta en el martillo mecánico como si fuese un pogo saltarín. ¡Los rivales que estén cerca sentirán el temblor!"
"TID_DRILLER_ULTI","ATRACCIÓN MARTILLEANTE"
"TID_DRILLER_ULTI_DESC","Jacky perfora el suelo y atrae a los rivales para que vean su martillo mecánico más de cerca. Mientras despliega su súper, se protege parcialmente de los ataques que reciba."
"TID_SPEC_ABI_DRILLER_1","KARMA DE CEMENTO"
"TID_SPEC_ABI_DRILLER_1_DESC","Jacky devuelve el favor y transfiere un <c00cc00><VALUE1></c> % del daño que recibe a los rivales que anden cerca."
"TID_SPEC_ABI_DRILLER_2","CASCO BLINDADO"
"TID_SPEC_ABI_DRILLER_2_DESC","A Jacky le sienta como anillo al dedo este casco blindado, que la protege reduciendo el daño que recibe en un <c00cc00><VALUE1></c> %."
"TID_ACCESSORY_GROW_BUSH_DESC","Rosa abona el suelo a su alrededor y hace crecer arbustos que la ayudan a protegerse."
"TID_ACCESSORY_CROW_SHIELD_DESC","Crow recibe un escudo que lo protege del <c00cc00><VALUE1></c> % del daño que recibe durante <c00cc00><VALUE2></c> segundos."
"TID_ACCESSORY_WALLY_HEAL_DESC","Sprout se traga un arbusto y restaura <c00cc00><VALUE1></c> puntos de salud."
"TID_ACCESSORY_ROCKET_JUMP_DESC","Brock da un salto y despega del suelo como un cohete, incendiando el suelo a sus pies. La explosión inflige <c00cc00><VALUE1></c> puntos de daño a los rivales que se encuentren cerca."
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","Rico dispara ráfagas de balas rebotadoras en todas direcciones."
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","Spike dispara <c00cc00><VALUE1></c> ráfagas de espinas en todas direcciones e inflige <c00cc00><VALUE2></c> puntos de daño por impacto."
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","Penny destruye su cañón creando una potente explosión que destruye los muros e inflige <c00cc00><VALUE1></c> puntos de daño a los rivales que se encuentren cerca."
"TID_ACCESSORY_PET_SLAM_DESC","El oso de Nita monta en cólera y se tira al suelo. Al hacerlo, aturde a todos los rivales que se encuentren en el área de efecto."
"TID_ACCESSORY_BARKEEP_SLOW_DESC","Barley rompe una botella que contiene un mejunje pegajoso y deja un charco que ralentiza a todos los rivales que entren en contacto con él."
"TID_ACCESSORY_JESSIE_SLOW_DESC","La torreta de Jessie lanza una onda sísmica que ralentiza a todos los rivales que se encuentren dentro del área de efecto."
"TID_ACCESSORY_GENE_PUSH_DESC","Todos los rivales cercanos al genio se ven empujados hacia atrás. Además, el genio recupera <c00cc00><VALUE1></c> puntos de salud."
"TID_ACCESSORY_TICK_DASH_DESC","Tick se aleja del rival más cercano, aunque le deja una mina en el suelo de recuerdo."
"TID_ACCESSORY_MAX_DASH_DESC","Max arremete contra el rival más cercano. Mientras lo hace, es inmune a todo daño."
"TID_ACCESSORY_SHELLY_DASH_DESC","Shelly se abalanza con la ayuda de su gancho."
"TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC","Jacky recibe un subidón de energía y se mueve un <c00cc00><VALUE1></c> % más rápido durante <c00cc00><VALUE2></c> segundos."
"TID_ACCESSORY_TOWER_BURST_HEAL_DESC","La torreta de Pam emite una onda sanadora que la revitaliza a ella y a los aliados cercanos y les restaura <c00cc00><VALUE1></c> puntos de salud."
"TID_ACCESSORY_TNT_SPIN_DESC","Dynamike gira furiosamente y tira cartuchos de dinamita a su alrededor. Cada cartucho inflige <c00cc00><VALUE1></c> puntos de daño a los rivales."
"TID_ACCESSORY_TELEPORT_TO_PET_DESC","8-BIT se teletransporta a su amplificadaño, que se autodestruye automáticamente."
"TID_ACCESSORY_BARREL_SPIN_DESC","Darryl rueda y dispara una ráfaga de tiros en todas las direcciones."
"TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC","Frank puede dejar de estar aturdido y volverse inmune momentáneamente a todo aturdimiento, ralentización o impacto hacia atrás."
"TID_ACCESSORY_CARL_TRAIL_DESC","Carl deja caer un montón de rocas calientes que infligen daño a los enemigos que las tocan. Infligen <c00cc00><VALUE1></c> puntos de daño por segundo."
"TID_ACCESSORY_BOW_TOTEM_DESC","Bo deja caer un tótem que recarga su súper y el de todos los aliados que se encuentren dentro del área de efecto."
"TID_ACCESSORY_PRIMO_GRAB_DESC","El Primo agarra al enemigo más cercano y lo lanza por el aire como si fuera una tortilla."
"TID_ACCESSORY_MORTIS_SWING_DESC","Mortis hace girar la pala y golpea a todos los rivales que se encuentren a su alrededor, infligiendo <c00cc00><VALUE1></c> puntos de daño."
"TID_ACCESSORY_TARA_VISION_DESC","Tara y sus aliados pueden ver a todos los rivales, incluso a los que estén escondidos entre los arbustos, durante <c00cc00><VALUE1></c> segundos."
"TID_ACCESSORY_POCO_REGEN_DESC","Poco y todos los aliados cercanos recuperan <c00cc00><VALUE1></c> puntos de salud por segundo durante <c00cc00><VALUE2></c> segundos."
"TID_ACCESSORY_SNIPER_HANDGUN_DESC","Piper dispara <c00cc00><VALUE1></c> tiros rápidos al enemigo más cercano. Cada disparo inflige <c00cc00><VALUE2></c> puntos de daño."
"TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC","El señor P fortalece a su botones actual, dotándole <c00cc00><VALUE1></c> puntos más de daño y <c00cc00><VALUE2></c> puntos más de salud."
"TID_ACCESSORY_SANDY_SLEEP_DESC","Sandy se duerme durante <c00cc00><VALUE1></c> segundos y su salud se restaura por completo."
"TID_ACCESSORY_BEE_SNIPER_SLOW_DESC","Bea saca su panal y ralentiza a todos los rivales que se le acerquen."
"TID_ACCESSORY_BULL_HEAL_DESC","Bull automáticamente recupera <c00cc00><VALUE1></c> puntos de salud."
"TID_ACCESSORY_GUNSLINGER_RELOAD_DESC","Colt recarga sus revólveres instantáneamente con <c00cc00><VALUE1></c> balas."
"TID_ACCESSORY_MUMMY_PUSH_DESC","Emz empuja hacia atrás a todos los rivales cercanos e inflige <c00cc00><VALUE1></c> puntos de daño."
"TID_ACCESSORY_NINJA_FAKE_DESC","Leon crea un holograma de sí mismo para confundir a sus rivales."
"TID_ACCESSORY_BASEBALL_HEAL_DESC","Bibi recupera <c00cc00><VALUE1></c> puntos de salud por segundo durante <c00cc00><VALUE2></c> segundos."
"TID_ACCESSORY_GROW_BUSH","Arbustos robustos"
"TID_ACCESSORY_CROW_SHIELD","Plumaje protector"
"TID_ACCESSORY_WALLY_HEAL","Abono vegetal"
"TID_ACCESSORY_ROCKET_JUMP","Zapatillas explosivas"
"TID_ACCESSORY_RICO_SHOOT_AROUND","Parque de bolas"
"TID_ACCESSORY_CACTUS_SHOOT_AROUND","Lluvia de espinas"
