"TID","PT"
"TID_IAP_NOT_FOUND","Produto não encontrado"
"TID_TEAM_LOG_TAB","HISTÓRICO DA EQUIPE"
"TID_TEAM_LOG_TITLE","HISTÓRICO DA EQUIPE"
"TID_LEON_SALLY_SKIN","SALLY LEON"
"TID_LEON_SALLY_SKIN_SHOP","SALLY\nLEON"
"TID_CARL_LEONARD_SKIN","LEONARD CARL"
"TID_CARL_LEONARD_SKIN_SHOP","LEONARD\nCARL"
"TID_EL_PRIMO_BROWN_SKIN","EL BROWN"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","EL BROWN"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","SOLICITAR AMIZADE"
"TID_PLAYER_CTX_PROFILE","PERFIL"
"TID_PLAYER_CTX_KICK","EXPULSAR"
"TID_EMOJIS_TITLE","EMOJIS"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","NOVO BRAWLER"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","NOVO VISUAL"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","PRESENTE DAS FESTAS BRAWL"
"TID_LONESTAR_09","Quatro distritos"
"TID_EXTRA_COPYRIGHT","\nBROWN&FRIENDS, copyright LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","Tempo estimado: <TIME>"
"TID_IAP_XMAS_19_0","ESTÁ CHEGANDO"
"TID_IAP_XMAS_19_1","BOAS FESTAS BRAWL"
"TID_IAP_XMAS_19_2","BOAS FESTAS BRAWL"
"TID_IAP_XMAS_19_3","BOAS FESTAS BRAWL"
"TID_IAP_XMAS_19_4","BOAS FESTAS BRAWL"
"TID_IAP_COINPACK_11_19","MOEDAS E MAIS MOEDAS"
"TID_IAP_NEWYEAR_20","FELIZ ANO NOVO"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","Visual BROWN & FRIENDS"
"TID_HOME_PAGE_PENDING_DONATION","MENSAGEM\nIMPORTANTE"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","BLOQUEAR PEDIDOS DE AMIZADE"
"TID_SPAWNER_DUDE","MISTER P"
"TID_BEE_SNIPER","BEA"
"TID_BEE_SNIPER_SHORT_DESC","TIRO PRECISO"
"TID_BEE_SNIPER_DESC","Bea é uma abelhuda. Ela atira zangões mecânicos de longo alcance, e seu Super conjura uma nuvem de abelhas furiosas!"
"TID_BEE_SNIPER_WEAPON","PICADA"
"TID_BEE_SNIPER_WEAPON_DESC","Bea faz um disparo de longo alcance que, ao atingir o alvo, aumenta consideravelmente o dano do disparo seguinte!"
"TID_BEE_SNIPER_ULTI","COLMEIA ROBÓTICA"
"TID_BEE_SNIPER_ULTI_DESC","Bea conjura uma nuvem de zangões mecânicos que se movem como jatos. Eles diminuem a velocidade de qualquer oponente pego no caminho."
"TID_SPEC_ABI_BEE_SNIPER_1","Recarga instantânea"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","A Picada da Bea é recarregada ao máximo instantaneamente uma única vez caso ela erre um disparo previamente carregado."
"TID_SPEC_ABI_BEE_SNIPER_2","Mel miraculoso"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","Bea sobrevive com 1 ponto de vida à derrota eminente e ganha um escudo temporário. A habilidade volta a ficar ativa depois que Bea é derrotada."
"TID_SPEEDY","MAX"
"TID_SPEEDY_SHORT_DESC","SUPORTE"
"TID_SPEEDY_DESC","Max é rápida e dispara raios velozes em sequência. Seu Super aumenta sua velocidade e a dos aliados!"
"TID_SPEEDY_WEAPON","DISPARO SEQUENCIAL"
"TID_SPEEDY_WEAPON_DESC","Max dispara vários projéteis um atrás do outro! São várias rodadas, e ela recarrega rapidamente!"
"TID_SPEEDY_ULTI","PÉ NA TÁBUA"
"TID_SPEEDY_ULTI_DESC","Max aumenta temporariamente a sua velocidade e a dos aliados. Pé na tábua!"
"TID_SPEC_ABI_SPEEDY_1","Sobrecarga"
"TID_SPEC_ABI_SPEEDY_1_DESC","Max carrega seu Super ao se locomover."
"TID_SPEC_ABI_SPEEDY_2","Recarga relâmpago"
"TID_SPEC_ABI_SPEEDY_2_DESC","Max recarrega mais depressa ao se locomover."
"TID_SPEEDY_ULTI_STAT","Velocidade"
"TID_HOMER","HOMER"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","Precisamos de um Brawler..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","Vamos jogar..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","Vamos jogar..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","Vamos trocar os Brawlers!"
"TID_QUICK_MESSAGE_GOOD_GAME","Bom jogo!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","Mais uma partida?"
"TID_QUICK_MESSAGE_WELL_PLAYED","Boa!"
"TID_QUICK_MESSAGE_WOW","Nossa!"
"TID_QUICK_MESSAGE_OK","OK!"
"TID_QUICK_MESSAGE_GOTTA_GO","Tenho que ir. Até mais!"
"TID_QUICK_MESSAGE_CHANGE_MODE","Vamos mudar o modo de jogo!"
"TID_QUICK_MESSAGE_BYE","Tchau!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","Foi por pouco!"
"TID_QUICK_MESSAGE_READY","Tudo pronto?"
"TID_QUICK_MESSAGE_READY_GO","Tudo pronto? Vamos lá!"
"TID_QUICK_MESSAGE_HI","Oi!"
"TID_QUICK_MESSAGE_NEED_BREAK","Preciso de uma pausa!"
"TID_QUICK_MESSAGE_NEED_TO_GO","Preciso ir. Divirtam-se!"
"TID_QUICK_MESSAGE_THANKS","Valeu!"
"TID_QUICK_MESSAGE_SORRY","Foi mal!"
"TID_QUICK_MESSAGE_OOPS","Ops!"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","Você pode jogar com <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","Você pode usar <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","Vamos jogar <c<COLOR>><NAME></c>!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Qual Brawler eu devo escolher?"
"TID_QUICK_MESSAGE_ASK_MODE","Qual evento devemos jogar?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","SUGERIR"
"TID_PLAYER_CTX_SUGGEST_CANCEL","CANCELAR SUGESTÃO"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","SUGERIR BRAWLER"
"TID_SUGGEST_BRAWLER_TITLE","SUGERIR BRAWLER PARA <NAME>"
"TID_SUGGEST_EVENT_TITLE","SUGERIR EVENTO"
"TID_SUGGEST_EVENT_BUTTON_SHORT","SUGERIR"
"TID_SUGGEST_EVENT_BUTTON","SUGERIR EVENTO"
"TID_EVENT_SUGGESTION_EXPIRED","A sugestão de evento expirou."
"TID_SUGGESTED_BRAWLER_TITLE","SUGESTÃO DE BRAWLER"
"TID_SUGGESTED_BRAWLER_DESC","Você gostaria de usar <c<COLOR>><NAME></c> como seu Brawler?"
"TID_SUGGESTED_BRAWLER_YES","USAR"
"TID_SUGGESTED_BRAWLER_NO","NÃO"
"TID_EVENT_SUGGESTION_TITLE","Selecionar este evento?"
"TID_EVENT_SUGGESTION_DESC","Quer jogar este evento?"
"TID_EVENT_SUGGESTION_YES","SIM"
"TID_EVENT_SUGGESTION_NO","NÃO"
"TID_CHAT_LETSPLAY_ITEM","Vamos jogar!"
"TID_CHAT_SWAP_BRAWLER_ITEM","Sugestão de Brawler para <NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Sugestão de Brawler para você:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Indisponível durante a manutenção."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Atualizando para uma nova versão."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Estamos atualizando o jogo. Por favor, volte mais tarde."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","OK"
"TID_CONTEXT_MENU_PROFILE","PERFIL"
"TID_CONTEXT_MENU_SPECTATE","ASSISTIR"
"TID_CONTEXT_MENU_KICK","EXPULSAR"
"TID_CONTEXT_MENU_SWAP","TROCAR DE TIME"
"TID_CONTEXT_MENU_REMOVE","REMOVER"
"TID_CONTEXT_MENU_JOIN","PARTICIPAR DA EQUIPE"
"TID_CONTEXT_MENU_INVITE","CONVIDAR PARA A EQUIPE"
"TID_CONTEXT_MENU_REPORT","DENUNCIAR"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","SUGERIR BRAWLER"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","SUGERIR\nPODER DE ESTRELA"
"TID_CONTEXT_MENU_CLAN_PROMOTE","PROMOVER"
"TID_CONTEXT_MENU_CLAN_DEMOTE","REBAIXAR"
"TID_CONTEXT_MENU_CLAN_KICK","EXPULSAR"
"TID_TEAM_CHAT_TAB_MESSAGE","BATE-PAPO"
"TID_TEAM_CHAT_TAB_LOG","HISTÓRICO"
"TID_TEAM_CHAT_TAB_SAY","FALAR"
"TID_TEAM_CHAT_TAB_CHAT","BATE-PAPO"
"TID_BUTTON_NAVI_FRIENDS","AMIGOS"
"TID_BUTTON_NAVI_CLAN","CLUBE"
"TID_CLAN_POPUP_TITLE","CLUBE"
"TID_CLAN_POPUP_TAB_CHAT","BATE-PAPO"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","BATE-PAPO"
"TID_GAME_MODE_16","AMIGO ROUBADO"
"TID_GAME_MODE_16_DESC","Roube presentes da equipe adversária e traga-os para sua base! A partida termina quando uma equipe conseguir dois presentes ou quando o tempo acabar."
"TID_CTF_INTRO_TEXT","Roube dois presentes para vencer!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","Para conversar com os amigos, você tem que criar uma equipe primeiro!"
"TID_CTF_2","Laterais"
"TID_HINT_CTF_STEAL_GIFT","Roube o presente da equipe adversária!"
"TID_HINT_CTF_BRING_GIFT_BACK","Traga o presente para a sua base!"
"TID_CTF_GOAL","<name>\nroubou um presente!"
"TID_IAP_XMAS_19_GENERIC","BOAS FESTAS BRAWL"
"TID_IAP_XMAS_19_GENERIC_2","BOAS FESTAS"
"TID_IAP_NEW_YEAR_20","FELIZ ANO NOVO"
"TID_IAP_COINPACK_GENERIC","MOEDAS E MAIS MOEDAS"
"TID_GOLDRUSH_35","Intervalo"
"TID_GOLDRUSH_36","Ponte verde"
"TID_GOLDRUSH_37","Tempestade serpenteante"
"TID_GOLDRUSH_38","Fuga fugaz"
"TID_GOLDRUSH_39","Entrecortado"
"TID_GOLDRUSH_40","Último saque"
"TID_GOLDRUSH_41","Cordilheira de cordel"
"TID_GOLDRUSH_42","Chassi clássico"
"TID_GOLDRUSH_43","Espaço esporádico"
"TID_GOLDRUSH_44","Concha côncava"
"TID_GOLDRUSH_45","Surpresa secreta"
"TID_BANKHEIST_19","Arena explosiva"
"TID_BANKHEIST_20","Tornado atormentado"
"TID_BANKHEIST_21","Mãos ao alto"
"TID_BANKHEIST_22","Canoagem contrária"
"TID_BANKHEIST_23","Covil de bandido"
"TID_BANKHEIST_24","Mares rolantes"
"TID_BANKHEIST_25","Angariando grana"
"TID_BANKHEIST_26","Roubo rompante"
"TID_WANTED_18","Maré marchante"
"TID_WANTED_19","Semáforo sinaleiro"
"TID_WANTED_20","Terra à vista"
"TID_WANTED_21","Reação em cadeia"
"TID_WANTED_22","Miragem"
"TID_WANTED_23","Perigo peralta"
"TID_WANTED_24","Impacto fácil"
"TID_WANTED_25","Canhão canhoto"
"TID_WANTED_26","Saída"
"TID_BATTLE_ROYALE_34","Centro seguro"
"TID_BATTLE_ROYALE_35","Cordilheira circular"
"TID_BATTLE_ROYALE_36","Cacto cativante"
"TID_BATTLE_ROYALE_37","Desgaste nuclear"
"TID_BATTLE_ROYALE_38","Caça ao tesouro"
"TID_BATTLE_ROYALE_39","Mudança de curso"
"TID_BATTLE_ROYALE_40","Blocos rochosos"
"TID_BATTLE_ROYALE_41","Ponto de vista"
"TID_BATTLE_ROYALE_42","Baliza balística"
"TID_BATTLE_ROYALE_43","Estacada estocada"
"TID_RICO_CLASSIC_SKIN","RICO CLÁSSICO"
"TID_RICO_CLASSIC_SKIN_SHOP","RICO\nCLÁSSICO"
"TID_RICO_BETA_SKIN","RICOCHET"
"TID_RICO_BETA_SKIN_SHOP","RICOCHET"
"TID_COLT_CORSAIR_SKIN","COLT CORSÁRIO"
"TID_COLT_CORSAIR_SKIN_SHOP","COLT\nCORSÁRIO"
"TID_CARL_CAPTAIN_SKIN","CARL CAPITÃO"
"TID_CARL_CAPTAIN_SKIN_SHOP","CARL\nCAPITÃO"
"TID_POCO_PIRATE_SKIN","POCO PIRATA"
"TID_POCO_PIRATE_SKIN_SHOP","POCO\nPIRATA"
"TID_BEA_LADYBUG_SKIN","BEA JOANINHA"
"TID_BEA_LADYBUG_SKIN_SHOP","BEA\nJOANINHA"
"TID_MAX_BLUE_SKIN","MAX ESPORTIVA"
"TID_MAX_BLUE_SKIN_SHOP","MAX\nESPORTIVA"
"TID_CTF_3","Presentes preciosos"
"TID_CTF_4","Furto festivo"
"TID_CTF_5","Fuga festiva"
"TID_CTF_6","Presente reciclado"
"TID_CTF_7","Ajudantes sem juízo"
"TID_CTF_8","Melhor presente"
"TID_CTF_GOAL_MATCH_OVER","<name>\nroubou um presente!\n\nFim da partida!"
"TID_STAT_DAMAGE_PER_DRONE","Dano por zangão"
"TID_GOLDRUSH_46","Dois mil lagos"
"TID_EVENT_MODIFIER_11","MAR TEMPESTUOSO"
"TID_EVENT_MODIFIER_DESC_11","O barco oscila e deixa a velocidade de locomoção mais rápida ou lenta, dependendo da sua direção!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Qual Brawler devo escolher?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","Qual evento devemos jogar?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","ZONA ESTRATÉGICA"
"TID_KING_OF_HILL_1","Ponto único"
"TID_KING_OF_HILL_2","Ponto duplo"
"TID_GAME_MODE_17_DESC","Conquiste as zonas estratégicas para vencer! Estabeleça controle e ganhe pontos ao permanecer em uma zona e ao manter os inimigos do lado de fora. Vence a primeira equipe que atingir 20 pontos! Se o tempo acabar, vence a equipe com mais pontos."
"TID_KING_OF_HILL_INTRO_TEXT","Controle todas as zonas!"
"TID_IAP_LNY2020","BRAWL LUNAR"
"TID_IAP_TGS2020","OFERTA"
"TID_IAP_VD2020","FELIZ VALENTINE'S DAY!"
"TID_IAP_MAR2020","MARÇO CHEGOU!"
"TID_SPAWNER_DUDE_SHORT_DESC","TIRO PRECISO"
"TID_SPAWNER_DUDE_DESC","Mister P é um carregador de bagagens ranzinza (e nada profissional) que lança malas nos inimigos. Seu Super conjura carregadores robóticos que lhe dão uma mãozinha."
"TID_SPAWNER_DUDE_WEAPON","MALA EXTRAVIADA"
"TID_SPAWNER_DUDE_WEAPON_DESC","Mister P lança furiosamente uma mala pesada que, se acertar um obstáculo ou um inimigo, ricocheteia e cai com tudo, causando dano em área."
"TID_SPAWNER_DUDE_ULTI","CIBERPORTEIROS AO ATAQUE"
"TID_SPAWNER_DUDE_ULTI_DESC","Mister P reprogramou seus colegas carregadores, robôs com cabeça de pinguim, para atacarem e atormentarem os adversários. Não pense que eles deixarão hóspedes baderneiros impunes!"
"TID_SPEC_ABI_SPAWNER_DUDE_1","Excesso de bagagem"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","As malas do Mister P estão tão cheias que podem explodir a qualquer momento! Aliás, é exatamente isso que acontece: elas quicam e explodem, mesmo que não tenham acertado um inimigo ou obstáculo."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Enlatado cibernético"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","A base dos ciberporteiros adquire <c00cc00><VALUE1></c> pontos de saúde a mais."
"TID_HINT_GET_TO_ZONE","Entre na zona!"
"TID_HERO_INFO_TITLE","ESTATÍSTICAS DO BRAWLER"
"TID_HERO_UPGRADE_TITLE","MELHORAR BRAWLER?"
"TID_HERO_INFO_HERO_SPEED","Velocidade de movimento"
"TID_HERO_INFO_SPEED_0","MUITO LENTO"
"TID_HERO_INFO_SPEED_1","LENTO"
"TID_HERO_INFO_SPEED_2","NORMAL"
"TID_HERO_INFO_SPEED_3","RÁPIDO"
"TID_HERO_INFO_SPEED_4","MUITO RÁPIDO"
"TID_HERO_INFO_ATTACK_SPEED","Velocidade de recarga"
"TID_HERO_INFO_ATTACK_RANGE","Alcance"
"TID_HERO_INFO_ATTACK_DAMAGE","Dano"
"TID_HERO_INFO_RANGE_0","CURTO"
"TID_HERO_INFO_RANGE_1","NORMAL"
"TID_HERO_INFO_RANGE_2","LONGO"
"TID_HERO_INFO_RANGE_3","MUITO LONGO"
"TID_HERO_INFO_HEALTH","Saúde"
"TID_HERO_INFO_ATTACK_TYPE","Tipo"
"TID_HERO_INFO_HEAL","Cura"
"TID_PROTECT_SCORE_ZONE","Impeça que os inimigos entrem na zona!"
"TID_8BIT_VIRUS_SKIN","VÍRUS 8-BIT"
"TID_8BIT_VIRUS_SKIN_SHOP","VÍRUS\n8-BIT"
"TID_TARA_STREET_NINJA_SKIN","TARA NINJA"
"TID_TARA_STREET_NINJA_SKIN_SHOP","TARA\nNINJA"
"TID_BIBI_GAMER_SKIN","BIBI HEROICA"
"TID_BIBI_GAMER_SKIN_SHOP","BIBI\nHEROICA"
"TID_PIPER_CUPID_SKIN","PIPER CUPIDO"
"TID_PIPER_CUPID_SKIN_SHOP","PIPER\nCUPIDO"
"TID_NITA_KOALA_SKIN","NITA COALA"
"TID_NITA_KOALA_SKIN_SHOP","NITA\nCOALA"
"TID_MRP_AGENT_SKIN","AGENTE P"
"TID_MRP_AGENT_SKIN_SHOP","AGENTE P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Duração"
"TID_HERO_INFO_DAMAGE_REDUCTION","Redução de dano"
"TID_SPAWN_BUILDING_HEALTH","Saúde da base"
"TID_PORTER_HEALTH","Saúde do porteiro"
"TID_PORTER_DAMAGE","Dano do porteiro"
"TID_KING_OF_HILL_3","Templo bum"
"TID_KING_OF_HILL_4","Briga de Brawl"
"TID_KING_OF_HILL_5","Controle caótico"
"TID_KING_OF_HILL_6","Hack de ouro"
"TID_KING_OF_HILL_7","Street Brawler 2"
"TID_KING_OF_HILL_8","Primo Kong Jr."
"TID_KING_OF_HILL_9","Mais uma ficha"
"TID_KING_OF_HILL_10","Brawl boxe"
"TID_KING_OF_HILL_11","Maior pontuação"
"TID_KING_OF_HILL_12","Rodada bônus"
"TID_KING_OF_HILL_13","Fim de jogo"
"TID_KING_OF_HILL_14","Trapaça"
"TID_KING_OF_HILL_15","Bolinha de gude"
"TID_BALL_26","Chinelo"
"TID_BALL_27","Bicicleta"
"TID_BALL_28","Blocos russos"
"TID_BALL_29","Amistoso"
"TID_HERO_INFO_MEDIUM","MÉDIO"
"TID_HERO_INFO_AVERAGE","COMUM"
"TID_HERO_UPGRADE_TITLE_LEVEL","MELHORAR PARA O NÍVEL DE PODER <LVL>?"
"TID_DOUBLE_POINTS","Dobro de pontos!"
"TID_HERO_INFO_UTILITY_LABEL","UTILIDADE"
"TID_HERO_INFO_VERSATILITY_LABEL","VERSATILIDADE"
"TID_HERO_INFO_OFFENSE_LABEL","ATAQUE"
"TID_HERO_INFO_DEFENSE_LABEL","DEFESA"
"TID_UNDERTAKER_HAT_SKIN_SHOP","MORTIS\nDE CARTOLA"
"TID_BARLEY_WIZARD_SKIN_SHOP","BARLEY\nMAGO"
"TID_SHOTGUN_STAR_SKIN_SHOP","SHELLY\nESTELAR"
"TID_QUICK_MESSAGE_ONE_MOMENT","Um momento..."
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Pode me ajudar a conseguir a ficha estrela?"
"TID_HERO_SORTING_LATEST","Brawlers mais recentes"
"TID_IAP_BUNDLE_OFFER","Oferta especial"
"TID_WALLY","SPROUT"
"TID_SETTINGS_FIND_FRIENDS","JOGUE COM AMIGOS"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Conecte-se ao KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","Ao conectar sua conta ao KakaoTalk, será possível ver seus amigos do KakaoTalk na lista de amigos do Brawl Stars. Seus contatos poderão ver sua conta de Brawl Stars e quando você esteve on-line, além de poderem convidar você para equipes. Conectar-se?"
"TID_HERO_SCREEN_ITEM","ACESSÓRIO"
"TID_HERO_SCREEN_STAR_POWER","PODER DE ESTRELA"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","AVISO"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Você está prestes a acessar uma página fora do jogo."
"TID_NOTIFICATION_CC_STARTED","O DESAFIO DO CAMPEONATO começou!"
"TID_NOTIFICATION_CC_ENDING","O DESAFIO DO CAMPEONATO está prestes a acabar. Ainda dá tempo de vencer!"
"TID_NOTIFICATION_PSG_STARTED","A COPA PSG começou! Vença o desafio para ganhar um visual grátis!"
"TID_NOTIFICATION_PSG_ENDING","A COPA PSG está prestes a acabar. Ainda dá tempo de vencer!"
"TID_NOTIFICATION_COIN_RUSH","Novo mapa de PIQUE-GEMA disponível! Consiga novas recompensas!"
"TID_NOTIFICATION_ATTACK_DEFEND","ROUBO está disponível! É hora de ganhar novas recompensas!"
"TID_NOTIFICATION_BOUNTY_HUNTER","CAÇA-ESTRELAS está disponível! É hora de ganhar novas recompensas!"
"TID_NOTIFICATION_LASER_BALL","Novo mapa de FUTE-BRAWL disponível! É hora de ganhar novas recompensas!"
"TID_NOTIFICATION_BATTLE_ROYAL","Novo mapa de COMBATE disponível! Seja o último sobrevivente!"
"TID_NOTIFICATION_BOSS","TODOS CONTRA UM está disponível! É a sua chance de conseguir ótimas recompensas!"
"TID_NOTIFICATION_COOP","CAOS CIBERNÉTICO começou! Derrote os robôs e ganhe recompensas!"
"TID_NOTIFICATION_RAID_BOSS","O ROBÔ CHEFÃO voltou! Até onde você consegue chegar?"
"TID_NOTIFICATION_ROBO_WARS","ENCURRALADO está disponível! É hora de ganhar novas recompensas!"
"TID_NOTIFICATION_BOSS_RACE","Novo mapa de CAÇA AO CHEFE disponível! É hora de ganhar novas recompensas!"
"TID_NOTIFICATION_LONE_STAR","Novo mapa de ESTRELA SOLITÁRIA disponível! É hora de ganhar novas recompensas!"
"TID_NOTIFICATION_CTF","AMIGO ROUBADO está disponível! É hora de ganhar novas recompensas!"
"TID_NOTIFICATION_KING_OF_HILL","Novo mapa de ZONA ESTRATÉGICA disponível! É hora de ganhar novas recompensas!"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM> mapas novos disponíveis! É a sua chance de ganhar fichas estrela!"
"TID_FREE_BOX_AVAILABLE_0","A sua recompensa grátis está disponível!"
"TID_FREE_BOX_AVAILABLE_1","Resgate a sua recompensa grátis agora!"
"TID_FREE_BOX_AVAILABLE_2","Resgate a sua recompensa grátis antes que ela desapareça!"
"TID_FREE_BOX_AVAILABLE_3","Recompensas grátis estão disponíveis!"
"TID_FREE_BOX_AVAILABLE_4","Obtenha a sua recompensa grátis já!"
"TID_SEASON_ENDED_NOTI","A temporada terminou. Há recompensas esperando por você!"
"TID_KEY_BAR_FULL","<PARAM> fichas disponíveis. É hora de lutar!"
"TID_COME_BACK_NOTIFICATION_SMALL","Que tal outra batalha?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Que tal outra batalha?"
"TID_COME_BACK_NOTIFICATION_LARGE","Que tal outra batalha?"
"TID_POWER_PLAY_NOTIFICATION","Há um mapa de <PARAM> disponível em SEDE DE PODER!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> chegou! Venha conferir!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","O evento com DOBRO DE FICHAS começou!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","O evento CHUVA DE MOEDAS começou! Lute para ganhar moedas!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Qual é a sua idade?"
"TID_ENTER_AGE_CONTINUE","CONFIRMAR"
"TID_ENTER_AGE_GAMEPLAY","Isso não afetará o jogo."
"TID_ENTER_AGE_TIP","Deslize o botão para inserir a sua idade."
"TID_ENTER_AGE_WARNING","Não é possível continuar! Você precisa inserir a sua idade antes."
"TID_ENTER_AGE_TITLE","Este é o Brawl Stars!"
"TID_ENTER_AGE_LEGAL","Ao selecionar CONFIRMAR, você aceita os nossos <TOS> e a nossa <PP>."
"TID_OVER_100","Mais de 99"
"TID_CHALLENGE_WON_TITLE","DESAFIO CONCLUÍDO!"
"TID_CHALLENGE_REWARD_CLAIM","RESGATAR"
"TID_BUTTON_INVITE_SNS","CONVITE PARA EQUIPE"
"TID_OFFLINE_FRIENDS","CONVIDAR AMIGOS OFF-LINE"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","DESAFIO CONCLUÍDO!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Parabéns! Você venceu a COPA PSG e provou que manda muito em Fute-brawl!"
"TID_PSG_TEASER_TITLE","Em breve!"
"TID_PSG_TEASER_INFO","Prepare-se para a Copa PSG!\n\nVença <WIN> partidas de Fute-brawl e ganhe um visual da Shelly PSG! Jogue com amigos ou use a opção \qProcurando uma equipe\q para aumentar suas chances.\n\nO desafio estará disponível por apenas <DURATION> horas, então não marque bobeira!"
"TID_ACCESSORY_BLOCKED_DEAD","Uso indisponível fora de combate!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","Uso esgotado!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","Acessório em tempo de espera!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","Uso indisponível ao carregar objetos!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","Nenhum alvo disponível!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","Alvo muito distante!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","Munição insuficiente!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","Impossível ativar quando se está com a bola!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","Impossível ativar sem uma torreta!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","A torreta está muito longe!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","Não é possível ativar sem o urso!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","O urso está muito longe!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","Nenhum inimigo no alcance!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","Nenhum arbusto no alcance!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","Nenhum ciberporteiro no alcance!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","A saúde já está no máximo!"
"TID_WALLY_SHORT_DESC","SUPORTE"
"TID_WALLY_DESC","O germinador do futuro, protótipo S33-DR, também conhecido como Sprout, foi criado para plantar vidas e lançar bombas de semente por onde passa. Uma verdadeira força da natureza!"
"TID_WALLY_WEAPON","BOMBA DE SEMENTE"
"TID_WALLY_WEAPON_DESC","Sprout dispara uma bola de sementes que quica algumas vezes antes de explodir, a não ser que alguém dê o azar de encostar nela: aí a explosão é imediata!"
"TID_WALLY_ULTI","BARREIRA VEGETAL"
"TID_WALLY_ULTI_DESC","Sprout lança uma pequena barreira verde para proteger seus aliados contra os adversários. É verde, mas não amarela!"
