"TID","IT"
"TID_BEE_SNIPER_WEAPON_DESC","Bea spara un pungiglione a lunga portata che, andando a segno, potenzia i danni causati dall'attacco successivo."
"TID_BEE_SNIPER_ULTI","SCIAME ROBOTICO"
"TID_BEE_SNIPER_ULTI_DESC","Bea schiera uno sciame di api drone che si muovono come missili a ricerca e rallentano i bersagli colpiti."
"TID_SPEC_ABI_BEE_SNIPER_1","Seconda chance"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","Il megapungiglione riceve un unico potenziamento istantaneo, se l'attacco potenziato precedente non è andato a segno."
"TID_SPEC_ABI_BEE_SNIPER_2","Miele miracoloso"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","Bea sfugge a morte certa rimanendo con un solo punto salute e acquisendo uno scudo temporaneo. L'abilità torna disponibile nuovamente solo dopo che Bea viene sconfitta."
"TID_SPEEDY","MAXINE"
"TID_SPEEDY_SHORT_DESC","SUPPORTO"
"TID_SPEEDY_DESC","Maxine è sinonimo di velocità! Col suo attacco spara dei raggi in rapida successione, mentre con la super aumenta la sua velocità e quella degli alleati."
"TID_SPEEDY_WEAPON","FOLGORABRAWLER"
"TID_SPEEDY_WEAPON_DESC","Quest'arma contiene tanti colpi e spara una rapidissima serie di proiettili, ma è la ricarica fulminea di Maxine a fare la differenza!"
"TID_SPEEDY_ULTI","SPRINT COLLETTIVO"
"TID_SPEEDY_ULTI_DESC","Maxine accelera temporaneamente la sua velocità di movimento e quella degli alleati che si trovano nelle vicinanze."
"TID_SPEC_ABI_SPEEDY_1","Dinamo"
"TID_SPEC_ABI_SPEEDY_1_DESC","Maxine ricarica la super mentre si muove."
"TID_SPEC_ABI_SPEEDY_2","Ricarica lampo"
"TID_SPEC_ABI_SPEEDY_2_DESC","Maxine ricarica i colpi più velocemente mentre si muove."
"TID_SPEEDY_ULTI_STAT","Sprint collettivo"
"TID_HOMER","HOMER"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","Ci serve questo brawler..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","Giochiamo..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","Giochiamo..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","Cambiamo i brawler!"
"TID_QUICK_MESSAGE_GOOD_GAME","Bella partita!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","Vuoi giocare ancora?"
"TID_QUICK_MESSAGE_WELL_PLAYED","Bella giocata!"
"TID_QUICK_MESSAGE_WOW","Wow!"
"TID_QUICK_MESSAGE_OK","OK!"
"TID_QUICK_MESSAGE_GOTTA_GO","Devo andare, a presto!"
"TID_QUICK_MESSAGE_CHANGE_MODE","Cambiamo evento!"
"TID_QUICK_MESSAGE_BYE","Alla prossima!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","Per un pelo!"
"TID_QUICK_MESSAGE_READY","Siamo pronti?"
"TID_QUICK_MESSAGE_READY_GO","Siamo pronti? Iniziamo!"
"TID_QUICK_MESSAGE_HI","Ciao!"
"TID_QUICK_MESSAGE_NEED_BREAK","Mi serve una pausa!"
"TID_QUICK_MESSAGE_NEED_TO_GO","Devo scappare, divertitevi!"
"TID_QUICK_MESSAGE_THANKS","Grazie!"
"TID_QUICK_MESSAGE_SORRY","Mi spiace!"
"TID_QUICK_MESSAGE_OOPS","Ops!"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","Puoi scegliere <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","Puoi usare <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","Giochiamo a <c<COLOR>><NAME></c>!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Quale brawler dovrei scegliere?"
"TID_QUICK_MESSAGE_ASK_MODE","A quale evento giochiamo?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","CONSIGLIA"
"TID_PLAYER_CTX_SUGGEST_CANCEL","ANNULLA CONSIGLIO"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","CONSIGLIA UN BRAWLER"
"TID_SUGGEST_BRAWLER_TITLE","CONSIGLIA BRAWLER A <NAME>"
"TID_SUGGEST_EVENT_TITLE","CONSIGLIA EVENTO"
"TID_SUGGEST_EVENT_BUTTON_SHORT","CONSIGLIA"
"TID_SUGGEST_EVENT_BUTTON","CONSIGLIA EVENTO"
"TID_EVENT_SUGGESTION_EXPIRED","Questo consiglio non è più valido."
"TID_SUGGESTED_BRAWLER_TITLE","SUGGERIMENTO BRAWLER"
"TID_SUGGESTED_BRAWLER_DESC","Che ne dici di usare <c<COLOR>><NAME></c>?"
"TID_SUGGESTED_BRAWLER_YES","OK"
"TID_SUGGESTED_BRAWLER_NO","NO"
"TID_EVENT_SUGGESTION_TITLE","Vuoi selezionare questo evento?"
"TID_EVENT_SUGGESTION_DESC","Vuoi giocare a questo evento?"
"TID_EVENT_SUGGESTION_YES","SÌ"
"TID_EVENT_SUGGESTION_NO","NO"
"TID_CHAT_LETSPLAY_ITEM","Giochiamo a:"
"TID_CHAT_SWAP_BRAWLER_ITEM","Consigliato questo brawler a <NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Brawler che ti hanno consigliato:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Opzione non disponibile durante le fasi di manutenzione."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Aggiornamento a una nuova versione"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Stiamo aggiornando il gioco a una nuova versione. Riprova fra un po'!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","OK"
"TID_CONTEXT_MENU_PROFILE","PROFILO"
"TID_CONTEXT_MENU_SPECTATE","OSSERVA"
"TID_CONTEXT_MENU_KICK","ESPELLI"
"TID_CONTEXT_MENU_SWAP","CAMBIA SQUADRA"
"TID_CONTEXT_MENU_REMOVE","RIMUOVI"
"TID_CONTEXT_MENU_JOIN","ENTRA IN SQUADRA"
"TID_CONTEXT_MENU_INVITE","INVITA NELLA SQUADRA"
"TID_CONTEXT_MENU_REPORT","SEGNALA"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","CONSIGLIA BRAWLER"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","CONSIGLIA\nABILITÀ STELLARE"
"TID_CONTEXT_MENU_CLAN_PROMOTE","PROMUOVI"
"TID_CONTEXT_MENU_CLAN_DEMOTE","RETROCEDI"
"TID_CONTEXT_MENU_CLAN_KICK","ESPELLI"
"TID_TEAM_CHAT_TAB_MESSAGE","CHAT"
"TID_TEAM_CHAT_TAB_LOG","REGISTRO"
"TID_TEAM_CHAT_TAB_SAY","MESSAGGI RAPIDI"
"TID_TEAM_CHAT_TAB_CHAT","CHAT"
"TID_BUTTON_NAVI_FRIENDS","AMICI"
"TID_BUTTON_NAVI_CLAN","CLUB"
"TID_CLAN_POPUP_TITLE","CLUB"
"TID_CLAN_POPUP_TAB_CHAT","CHAT"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","CHAT"
"TID_GAME_MODE_16","RUBAREGALI"
"TID_GAME_MODE_16_DESC","Ruba i regali dalla base nemica e portali nella tua! Lo scontro termina non appena una squadra ruba due regali o allo scadere del tempo."
"TID_CTF_INTRO_TEXT","Ruba due regali per vincere!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","Per chattare con gli amici devi prima creare una squadra!"
"TID_CTF_2","Corsie laterali"
"TID_HINT_CTF_STEAL_GIFT","Ruba il regalo della squadra avversaria!"
"TID_HINT_CTF_BRING_GIFT_BACK","Porta il regalo nella tua base!"
"TID_CTF_GOAL","<name>\nha rubato un regalo!"
"TID_IAP_XMAS_19_GENERIC","BUONE FESTE"
"TID_IAP_XMAS_19_GENERIC_2","ARRIVANO LE FESTE"
"TID_IAP_NEW_YEAR_20","BUON ANNO"
"TID_IAP_COINPACK_GENERIC","MONETE A PALATE"
"TID_GOLDRUSH_35","Arena senza tempo"
"TID_GOLDRUSH_36","Ponte verde"
"TID_GOLDRUSH_37","Tempesta vorticosa"
"TID_GOLDRUSH_38","Arena delle prodezze"
"TID_GOLDRUSH_39","Crocevia marittimo"
"TID_GOLDRUSH_40","L'ultimo bottino"
"TID_GOLDRUSH_41","Spartiacque"
"TID_GOLDRUSH_42","Scafo classico"
"TID_GOLDRUSH_43","Arena vacua"
"TID_GOLDRUSH_44","Arena malandata"
"TID_GOLDRUSH_45","Segreti impenetrabili"
"TID_BANKHEIST_19","Arena esplosiva"
"TID_BANKHEIST_20","Tornado travolgente"
"TID_BANKHEIST_21","Scontri a bordo"
"TID_BANKHEIST_22","Nave dei bombardamenti"
"TID_BANKHEIST_23","Rifugio dei banditi"
"TID_BANKHEIST_24","Mari agitati"
"TID_BANKHEIST_25","Vascello dei tesori"
"TID_BANKHEIST_26","Scorrerie e scontri"
"TID_WANTED_18","Arena delle mareggiate"
"TID_WANTED_19","Lanterna semaforica"
"TID_WANTED_20","Terra in vista"
"TID_WANTED_21","Reazione a catena"
"TID_WANTED_22","Barca dei miraggi"
"TID_WANTED_23","Pronti al pericolo"
"TID_WANTED_24","Impatto costante"
"TID_WANTED_25","Cannoni rimbombanti"
"TID_WANTED_26","Scappatoia"
"TID_BATTLE_ROYALE_34","Rifugio d'emergenza"
"TID_BATTLE_ROYALE_35","Canyon circolare"
"TID_BATTLE_ROYALE_36","Deserto dei cactus"
"TID_BATTLE_ROYALE_37","Distesa brulla"
"TID_BATTLE_ROYALE_38","Caccia al tesoro"
"TID_BATTLE_ROYALE_39","Cambio di percorso"
"TID_BATTLE_ROYALE_40","Valle tra le rocce"
"TID_BATTLE_ROYALE_41","Cima panoramica"
"TID_BATTLE_ROYALE_42","Arena balistica"
"TID_BATTLE_ROYALE_43","Valle delle palizzate"
"TID_RICO_CLASSIC_SKIN","STECCA CLASSICO"
"TID_RICO_CLASSIC_SKIN_SHOP","STECCA\nCLASSICO"
"TID_RICO_BETA_SKIN","STECCA BRIGANTE"
"TID_RICO_BETA_SKIN_SHOP","STECCA\nBRIGANTE"
"TID_COLT_CORSAIR_SKIN","COLT CORSARO"
"TID_COLT_CORSAIR_SKIN_SHOP","COLT\nCORSARO"
"TID_CARL_CAPTAIN_SKIN","CARL BUCANIERE"
"TID_CARL_CAPTAIN_SKIN_SHOP","CARL\nBUCANIERE"
"TID_POCO_PIRATE_SKIN","POCHO PIRATA"
"TID_POCO_PIRATE_SKIN_SHOP","POCHO\nPIRATA"
"TID_BEA_LADYBUG_SKIN","BEA COCCINELLA"
"TID_BEA_LADYBUG_SKIN_SHOP","BEA\nCOCCINELLA"
"TID_MAX_BLUE_SKIN","MAXINE TURBO"
"TID_MAX_BLUE_SKIN_SHOP","MAXINE\nTURBO"
"TID_CTF_3","Doni preziosi"
"TID_CTF_4","Rapina natalizia"
"TID_CTF_5","Fuga vincente"
"TID_CTF_6","Regali riciclati"
"TID_CTF_7","Elfi cattivi"
"TID_CTF_8","Fior fior di regali"
"TID_CTF_GOAL_MATCH_OVER","<name>\nha rubato l'ultimo regalo!\n\nLo scontro è terminato."
"TID_STAT_DAMAGE_PER_DRONE","Danni per drone"
"TID_GOLDRUSH_46","Duemilalaghi"
"TID_EVENT_MODIFIER_11","BURRASCA"
"TID_EVENT_MODIFIER_DESC_11","La barca si inclina rallentando o velocizzando i movimenti dei brawler a seconda di dove si dirigono."
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Quale brawler dovrei scegliere?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","A quale evento giochiamo?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","DOMINIO"
"TID_KING_OF_HILL_1","Zona singola"
"TID_KING_OF_HILL_2","Zona doppia"
"TID_GAME_MODE_17_DESC","Prendi il controllo dei presidi per vincere. Tieni fuori gli avversari e cerca di mantenere la posizione il più possibile per guadagnare punti. La prima squadra che arriva a 20 si aggiudica la partita; se il tempo scade, invece, vince chi ha più punti."
"TID_KING_OF_HILL_INTRO_TEXT","Controlla i presidi!"
"TID_IAP_LNY2020","MISCHIA LUNARE"
"TID_IAP_TGS2020","OFFERTA"
"TID_IAP_VD2020","BUON SAN VALENTINO!"
"TID_IAP_MAR2020","È ARRIVATO MARZO!"
"TID_SPAWNER_DUDE_SHORT_DESC","TIRATORE"
"TID_SPAWNER_DUDE_DESC","Mister P è un facchino burbero che lancia bagagli addosso agli avversari. Con la super, si fa aiutare da alcuni assistenti robotici."
"TID_SPAWNER_DUDE_WEAPON","BAGAGLI INGOMBRANTI"
"TID_SPAWNER_DUDE_WEAPON_DESC","Mister P lancia una valigia pesante senza farsi tanti problemi morali. Se il bagaglio colpisce un ostacolo o un nemico, gli rimbalza sopra e causa danni ad area alla caduta."
"TID_SPAWNER_DUDE_ULTI","FACCHINI MALANDRINI"
"TID_SPAWNER_DUDE_ULTI_DESC","Mister P schiera la mini-base dei suoi assistenti, dei pinguini robotici programmati per attaccare e dar fastidio agli avversari (e agli ospiti molesti)."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Chili in eccesso"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","I bagagli strapieni di Mister P rimbalzano e provocano danni ad area anche se non colpiscono avversari od ostacoli."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Metallo rinforzato"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","La mini-base dei facchini robotici ha <c00cc00><VALUE1></c> punti salute in più."
"TID_HINT_GET_TO_ZONE","Entra nel presidio!"
"TID_HERO_INFO_TITLE","STATISTICHE BRAWLER"
"TID_HERO_UPGRADE_TITLE","VUOI MIGLIORARE IL BRAWLER?"
"TID_HERO_INFO_HERO_SPEED","Velocità di movimento"
"TID_HERO_INFO_SPEED_0","MOLTO LENTA"
"TID_HERO_INFO_SPEED_1","LENTA"
"TID_HERO_INFO_SPEED_2","NORMALE"
"TID_HERO_INFO_SPEED_3","RAPIDA"
"TID_HERO_INFO_SPEED_4","MOLTO RAPIDA"
"TID_HERO_INFO_ATTACK_SPEED","Velocità di ricarica"
"TID_HERO_INFO_ATTACK_RANGE","Portata"
"TID_HERO_INFO_ATTACK_DAMAGE","Danni"
"TID_HERO_INFO_RANGE_0","CORTA"
"TID_HERO_INFO_RANGE_1","NORMALE"
"TID_HERO_INFO_RANGE_2","LUNGA"
"TID_HERO_INFO_RANGE_3","MOLTO LUNGA"
"TID_HERO_INFO_HEALTH","Salute"
"TID_HERO_INFO_ATTACK_TYPE","Tipo"
"TID_HERO_INFO_HEAL","Cura"
"TID_PROTECT_SCORE_ZONE","Impedisci ai nemici di invadere il presidio!"
"TID_8BIT_VIRUS_SKIN","8-BIT MALWARE"
"TID_8BIT_VIRUS_SKIN_SHOP","8-BIT\nMALWARE"
"TID_TARA_STREET_NINJA_SKIN","TARA NINJA URBANA"
"TID_TARA_STREET_NINJA_SKIN_SHOP","TARA\nNINJA URBANA"
"TID_BIBI_GAMER_SKIN","BIBI EROICA"
"TID_BIBI_GAMER_SKIN_SHOP","BIBI\nEROICA"
"TID_PIPER_CUPID_SKIN","PIPER CUPIDO"
"TID_PIPER_CUPID_SKIN_SHOP","PIPER\nCUPIDO"
"TID_NITA_KOALA_SKIN","NITA KOALA"
"TID_NITA_KOALA_SKIN_SHOP","NITA\nKOALA"
"TID_MRP_AGENT_SKIN","AGENTE P"
"TID_MRP_AGENT_SKIN_SHOP","AGENTE P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Durata"
"TID_HERO_INFO_DAMAGE_REDUCTION","Riduzione dei danni"
"TID_SPAWN_BUILDING_HEALTH","Salute della mini-base"
"TID_PORTER_HEALTH","Salute degli assistenti"
"TID_PORTER_DAMAGE","Danni degli assistenti"
"TID_KING_OF_HILL_3","Tempio maledetto"
"TID_KING_OF_HILL_4","Brawlkanoid"
"TID_KING_OF_HILL_5","I guerrieri delle botte"
"TID_KING_OF_HILL_6","Brawls 'n Goblins"
"TID_KING_OF_HILL_7","Street Brawler 2"
"TID_KING_OF_HILL_8","Brawler Kong Country"
"TID_KING_OF_HILL_9","Insert coin"
"TID_KING_OF_HILL_10","Super Brawl Out"
"TID_KING_OF_HILL_11","Arena dei migliori"
"TID_KING_OF_HILL_12","Cabinato"
"TID_KING_OF_HILL_13","Game over"
"TID_KING_OF_HILL_14","Livello segreto"
"TID_KING_OF_HILL_15","Q-Brawl"
"TID_BALL_26","San Brawlo"
"TID_BALL_27","Brawltegodi"
"TID_BALL_28","Brawlsterdam Arena"
"TID_BALL_29","Campetto della domenica"
"TID_HERO_INFO_MEDIUM","MEDIA"
"TID_HERO_INFO_AVERAGE","NELLA NORMA"
"TID_HERO_UPGRADE_TITLE_LEVEL","MIGLIORARE IL BRAWLER AL LIVELLO <LVL>?"
"TID_DOUBLE_POINTS","Doppi punti!"
"TID_HERO_INFO_UTILITY_LABEL","UTILITÀ"
"TID_HERO_INFO_VERSATILITY_LABEL","VERSATILITÀ"
"TID_HERO_INFO_OFFENSE_LABEL","ATTACCO"
"TID_HERO_INFO_DEFENSE_LABEL","DIFESA"
"TID_UNDERTAKER_HAT_SKIN_SHOP","MORTIS\nDA GALA"
"TID_BARLEY_WIZARD_SKIN_SHOP","BOMBARDINO\nSTREGONE"
"TID_SHOTGUN_STAR_SKIN_SHOP","SHELLY\nSTELLARE"
"TID_QUICK_MESSAGE_ONE_MOMENT","Un momento..."
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Mi aiuteresti a vincere il gettone stella?"
"TID_HERO_SORTING_LATEST","Brawler più recenti"
"TID_IAP_BUNDLE_OFFER","Offerta speciale"
"TID_WALLY","SEMINO"
"TID_SETTINGS_FIND_FRIENDS","GIOCA CON GLI AMICI"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Collega KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","Collega l'account di gioco a KakaoTalk per vedere nella lista degli amici quelli che giocano a Brawl Stars. Essi potranno visualizzare il tuo account, controllare se sei online o meno e invitarti a giocare con loro. Vuoi connetterti ora?"
"TID_HERO_SCREEN_ITEM","GADGET"
"TID_HERO_SCREEN_STAR_POWER","ABILITÀ STELLARE"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","AVVISO"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Stai per accedere a un collegamento esterno."
"TID_NOTIFICATION_CC_STARTED","È iniziata la SFIDA DEL TORNEO!"
"TID_NOTIFICATION_CC_ENDING","La SFIDA DEL TORNEO terminerà presto, ma sei in tempo per completarla!"
"TID_NOTIFICATION_PSG_STARTED","È iniziata la PSG CUP. Completa la sfida per vincere una skin gratuita!"
"TID_NOTIFICATION_PSG_ENDING","La PSG CUP terminerà presto, ma sei ancora in tempo per vincerla!"
"TID_NOTIFICATION_COIN_RUSH","Nuova mappa per ARRAFFAGEMME disponibile! Sfruttala per ottenere dei premi!"
"TID_NOTIFICATION_ATTACK_DEFEND","La modalità RAPINA è ora disponibile. Giocaci per ottenere nuovi premi!"
"TID_NOTIFICATION_BOUNTY_HUNTER","La modalità RICERCATI è ora disponibile. Giocaci per ottenere nuovi premi!"
"TID_NOTIFICATION_LASER_BALL","Nuova mappa per FOOTBRAWL disponibile! Sfruttala per ottenere dei premi!"
"TID_NOTIFICATION_BATTLE_ROYAL","Nuova mappa per SOPRAVVIVENZA disponibile! Sconfiggi tutti i tuoi avversari!"
"TID_NOTIFICATION_BOSS","La modalità PEZZO GROSSO è ora disponibile. Ti attendono tanti fantastici premi!"
"TID_NOTIFICATION_COOP","La modalità ROBOASSALTO è ora disponibile. Sopravvivi più che puoi ai robot e vinci tanti premi!"
"TID_NOTIFICATION_RAID_BOSS","È tornata la modalità RAID. A quale difficoltà riuscirai ad arrivare stavolta?"
"TID_NOTIFICATION_ROBO_WARS","La modalità ASSEDIO è ora disponibile. Giocaci per ottenere nuovi premi!"
"TID_NOTIFICATION_BOSS_RACE","Nuova mappa per CACCIA AL BOSS disponibile! Sfruttala per ottenere dei premi!"
"TID_NOTIFICATION_LONE_STAR","Nuova mappa per STELLA SOLITARIA disponibile! Sfruttala per ottenere dei premi!"
"TID_NOTIFICATION_CTF","Nuova mappa per RUBAREGALI disponibile! Sfruttala per ottenere dei premi!"
"TID_NOTIFICATION_KING_OF_HILL","Nuova mappa per DOMINIO disponibile! Giocaci per ottenere nuovi premi!"
"TID_NOTIFICATION_MULTIPLE_MODES","Sono disponibili <PARAM> nuove mappe. Sfruttale per ottenere nuovi gettoni stella!"
"TID_FREE_BOX_AVAILABLE_0","Il tuo premio gratuito ti aspetta!"
"TID_FREE_BOX_AVAILABLE_1","Riscuoti subito il tuo premio gratuito!"
"TID_FREE_BOX_AVAILABLE_2","Riscuoti il tuo premio gratuito prima che scompaia!"
"TID_FREE_BOX_AVAILABLE_3","Ci sono dei premi gratuiti che ti aspettano!"
"TID_FREE_BOX_AVAILABLE_4","Ottieni subito il tuo premio gratuito!"
"TID_SEASON_ENDED_NOTI","La stagione è finita e ci sono dei premi che ti aspettano!"
"TID_KEY_BAR_FULL","Ci sono <PARAM> gettoni disponibili. È il momento di combattere!"
"TID_COME_BACK_NOTIFICATION_SMALL","Che ne dici di un'altra battaglia?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Che ne dici di un'altra battaglia?"
"TID_COME_BACK_NOTIFICATION_LARGE","Che ne dici di un'altra battaglia?"
"TID_POWER_PLAY_NOTIFICATION","C'è una mappa dell'evento \q<PARAM>\q disponibile per SETE DI POTERE!"
"TID_NOTIFICATION_NEW_BRAWLER","Scopri <PARAM>, il nuovo brawler!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","È iniziato l'evento DOPPI GETTONI!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","È iniziato l'evento PIOGGIA DI MONETE. Gettati nella mischia per vincere tante monete in più!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Specifica la tua età."
"TID_ENTER_AGE_CONTINUE","CONFERMA"
"TID_ENTER_AGE_GAMEPLAY","Questo dettaglio non modificherà la tua esperienza di gioco."
"TID_ENTER_AGE_TIP","Seleziona la tua età usando il cursore."
"TID_ENTER_AGE_WARNING","Impossibile procedere, devi specificare la tua età."
"TID_ENTER_AGE_TITLE","Ti diamo il benvenuto a Brawl Stars!"
"TID_ENTER_AGE_LEGAL","Toccando CONFERMA accetterai le nostre <TOS> e la <PP>."
"TID_OVER_100","Più di 99"
"TID_CHALLENGE_WON_TITLE","HAI VINTO LA SFIDA!"
"TID_CHALLENGE_REWARD_CLAIM","RISCUOTI"
"TID_BUTTON_INVITE_SNS","INVITO ALLA SQUADRA"
"TID_OFFLINE_FRIENDS","INVITA AMICI OFFLINE"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","HAI VINTO LA SFIDA!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Complimenti, hai vinto la PSG CUP e hai dimostrato di essere un vero asso di Footbrawl!"
"TID_PSG_TEASER_TITLE","Presto in arrivo!"
"TID_PSG_TEASER_INFO","Dimostra quanto vali nella PSG CUP!\n\nVinci <WIN> partite di Footbrawl e ottieni in regalo la skin \qShelly PSG\q! Gioca con gli amici o usa la funzione \qTrova una squadra\q per aumentare le tue possibilità.\n\nLa sfida sarà attiva solo per <DURATION> ore, quindi non perdertela!"
"TID_ACCESSORY_BLOCKED_DEAD","Puoi utilizzare il gadget solo quando il brawler è vivo!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","Hai esaurito tutti gli utilizzi disponibili!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","Il tempo di attesa non è ancora terminato!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","Non puoi utilizzarlo mentre trasporti degli oggetti!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","Nessun bersaglio trovato!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","Il bersaglio è troppo lontano!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","Non hai abbastanza colpi a disposizione!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","Non puoi attivare un gadget mentre hai la palla!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","Hai bisogno di una torretta per attivarlo!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","La torretta è troppo distante!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","Evoca l'orso per attivare il gadget!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","L'orso è troppo distante!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","Non c'è nessun nemico a portata di tiro!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","Non c'è nessun cespuglio nelle vicinanze!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","Non c'è nessun assistente nelle vicinanze!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","La salute è già al massimo!"
"TID_WALLY_SHORT_DESC","SUPPORTO"
"TID_WALLY_DESC","Denominato S33-DR, ma per gli amici Semino, questo prototipo è in grado di piantare forme di vita e se ne va in giro a lanciare germogli esplosivi a più non posso. Insomma, è una vera forza della natura..."
"TID_WALLY_WEAPON","GERMOGLI ESPLOSIVI"
"TID_WALLY_WEAPON_DESC","Semino lancia una palla di semi che prima rimbalza in giro e poi fa un botto assurdo! Se riesce a colpire una vittima prima dello scoppio, la palla esplode subito."
"TID_WALLY_ULTI","MURAGLIA VERDE"
"TID_WALLY_ULTI_DESC","Semino lancia una parete di piante grasse che fa da scudo ai suoi alleati. Madre Natura 1 - Cattivoni 0!"
"TID_SPEC_ABI_WALLY_1","Germogli potenziati"
"TID_SPEC_ABI_WALLY_1_DESC","I germogli che non raggiungono nessun nemico creano un raggio di esplosione superiore alla norma."
"TID_SPEC_ABI_WALLY_2","Fotosintesi"
"TID_SPEC_ABI_WALLY_2_DESC","Semino attiva uno scudo che lo protegge parzialmente da tutti i danni, a patto di rimanere nei cespugli."
"TID_DRILLER_SHORT_DESC","TANK"
"TID_DRILLER_DESC","Jacky è un vero e proprio terremoto quando impugna il suo martello pneumatico. Con la super, attira sé i nemici gettandoli nella polvere!"
"TID_DRILLER_WEAPON","SPACCATERRA"
"TID_DRILLER_WEAPON_DESC","Jacky usa il suo martello pneumatico a mo' di trampolo a molla e sfrutta l'onda d'urto per tramortire tutti i nemici che finiscono nell'area di attacco."
"TID_DRILLER_ULTI","GRAVITÀ MARTELLANTE"
"TID_DRILLER_ULTI_DESC","Jacky usa il martello per perforare il suolo e attirare a sé i nemici. La super le permette anche di proteggersi da una parte degli attacchi che subisce."
"TID_SPEC_ABI_DRILLER_1","Pan per martello"
"TID_SPEC_ABI_DRILLER_1_DESC","Quando subisce degli attacchi, Jacky restituisce il favore trasferendo il <c00cc00><VALUE1></c>% dei danni subiti agli avversari nelle vicinanze."
"TID_SPEC_ABI_DRILLER_2","Casco salva vita"
"TID_SPEC_ABI_DRILLER_2_DESC","Il casco di Jacky fa a pieno il suo dovere, riducendo del <c00cc00><VALUE1></c>% i danni che lei subisce."
"TID_ACCESSORY_GROW_BUSH_DESC","Rosa crea istantaneamente attorno a sé dei cespugli che forniscono riparo dai nemici."
"TID_ACCESSORY_CROW_SHIELD_DESC","Corvo riceve uno scudo della durata di <c00cc00><VALUE2></c> secondi, che riduce del <c00cc00><VALUE1></c>% i danni subiti."
