"TID_LEON_WEREWOLF_SKIN_SHOP","LEON\nMA SÓI"
"TID_PIPER_CALAVERA_SKIN","PIPER ĐẦU LÂU HOA"
"TID_PIPER_CALAVERA_SKIN_SHOP","PIPER\nĐẦU LÂU HOA"
"TID_FRANK_DJ_SKIN","FRANK DJ"
"TID_FRANK_DJ_SKIN_SHOP","FRANK\nDJ"
"TID_JESSIE_DARK_KNIGHT_SKIN","JESSIE KỴ SĨ HẮC ÁM"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","JESSIE\nKỴ SĨ HẮC ÁM"
"TID_SKIN_FEATURE_MODEL","- Thiết kế C.binh Brawl đặc biệt"
"TID_SKIN_FEATURE_PET","- Thiết kế thú cưng đặc biệt"
"TID_SKIN_FEATURE_TURRET","- Thiết kế trụ súng đặc biệt"
"TID_SKIN_FEATURE_VFX","- Hiệu ứng đặc biệt"
"TID_SKIN_FEATURE_ANIM","- Hoạt cảnh đặc biệt"
"TID_SKIN_FEATURE_SFX","- Âm thanh đặc biệt"
"TID_SKIN_FEATURE_VOICE","- Lời thoại đặc biệt"
"TID_SKIN_FEATURE_TEXTURE","- Kết cấu đặc biệt"
"TID_SKIN_FEATURE_COLOR","- Màu sắc đặc biệt"
"TID_HINT_44","Khi chơi SO TÀI SỨC MẠNH, việc ghép trận sẽ phụ thuộc vào số Điểm bạn đang có trong mùa giải SO TÀI SỨC MẠNH."
"TID_OPTIONAL_OR","HOẶC"
"TID_LONESTAR_01","Thác nước bỏ hoang"
"TID_LONESTAR_02","Phát bắn dứt điểm"
"TID_LONESTAR_03","Cẩn tắc vô ưu"
"TID_LONESTAR_04","Dũng khí Bị đánh cắp"
"TID_LONESTAR_05","Súp lơ"
"TID_LONESTAR_06","Thoát trong gang tấc"
"TID_LONESTAR_07","Vòng xoay Đơn độc"
"TID_LONESTAR_08","Ngã tư đường"
"TID_BOSS_RACE_8","Đỉnh dầu"
"TID_BOSS_RACE_9","Líu lo Dồn dập"
"TID_BOSS_RACE_10","Sắt vụn"
"TID_BOSS_RACE_11","Giai điệu Xập xình"
"TID_BOSS_RACE_12","Đối Đầu"
"TID_BOSS_RACE_13","Hẻm Cá Sấu"
"TID_BOSS_RACE_14","Phòng thủ Chặt chẽ"
"TID_CONTACT_US_WELCOME_TEXT","Xin chào"
"TID_TEAM_CHAT_POPUP_INVITE","MỜI"
"TID_IAPS_NOT_READY","Các ưu đãi vẫn chưa được tải.\nVui lòng thử lại sau."
"TID_IAP_NOT_FOUND","Không tìm thấy sản phẩm"
"TID_TEAM_LOG_TAB","NHẬT KÝ ĐỘI"
"TID_TEAM_LOG_TITLE","NHẬT KÝ ĐỘI"
"TID_LEON_SALLY_SKIN","LEON GÀ SALLY"
"TID_LEON_SALLY_SKIN_SHOP","LEON\nGÀ SALLY"
"TID_CARL_LEONARD_SKIN","CARL ẾCH LEONARD"
"TID_CARL_LEONARD_SKIN_SHOP","CARL\nẾCH LEONARD"
"TID_EL_PRIMO_BROWN_SKIN","EL GẤU BROWN"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","EL GẤU BROWN"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","GỬI YÊU CẦU KẾT BẠN"
"TID_PLAYER_CTX_PROFILE","HỒ SƠ"
"TID_PLAYER_CTX_KICK","KHAI TRỪ"
"TID_EMOJIS_TITLE","EMOJI"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","CHIẾN BINH BRAWL MỚI"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","TRANG PHỤC MỚI"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","QUÀ TẶNG GIÁNG SINH BRAWL"
"TID_LONESTAR_09","Đông Tây Nam Bắc"
"TID_EXTRA_COPYRIGHT","\nBROWN & FRIENDS, bản quyền của LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","Thời gian dự tính: <TIME>"
"TID_IAP_XMAS_19_0","ĐẾN HẸN LẠI LÊN"
"TID_IAP_XMAS_19_1","GIÁNG SINH VUI VẺ"
"TID_IAP_XMAS_19_2","GIÁNG SINH VUI VẺ"
"TID_IAP_XMAS_19_3","GIÁNG SINH VUI VẺ"
"TID_IAP_XMAS_19_4","GIÁNG SINH VUI VẺ"
"TID_IAP_COINPACK_11_19","RỦNG RỈNH, LENG KENG!"
"TID_IAP_NEWYEAR_20","CHÚC MỪNG NĂM MỚI"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","Trang phục BROWN & FRIENDS."
"TID_HOME_PAGE_PENDING_DONATION","TIN NHẮN\nQUAN TRỌNG"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","CHẶN YÊU CẦU KẾT BẠN"
"TID_SPAWNER_DUDE","MR. P"
"TID_BEE_SNIPER","BEA"
"TID_BEE_SNIPER_SHORT_DESC","XẠ THỦ"
"TID_BEE_SNIPER_DESC","Bea thích ôm và yêu côn trùng. Cô ấy bắn ra một chú ong máy từ tầm xa để tấn công, và Tuyệt chiêu của cô là gọi ra một bầy ong tí hon nhưng cực kỳ dữ dội!"
"TID_BEE_SNIPER_WEAPON","NGÒI ĐỐT VĨ ĐẠI"
"TID_BEE_SNIPER_WEAPON_DESC","Bea bắn ra một chú ong máy để tấn công từ tầm xa, nếu chú ong này trúng đối thủ thì phát bắn tiếp theo của Bea sẽ có thể gây thêm rất nhiều sát thương!"
"TID_BEE_SNIPER_ULTI","BẦY ONG THIẾT GIÁP"
"TID_BEE_SNIPER_ULTI_DESC","Bea thả ra một bầy ong máy! Chúng sẽ bay lượn tứ tung và gây hiệu ứng chậm chân khi trúng phải đối thủ."
"TID_SPEC_ABI_BEE_SNIPER_1","Ong Cấp tốc"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","Ngòi đốt Vĩ đại của Bea sẽ được tích đầy ngay lập tức sau lần đầu tiên bắn hụt."
"TID_SPEC_ABI_BEE_SNIPER_2","Mật ong bổ dưỡng"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","Thay vì bị hạ gục thì Bea sẽ sống sót với 1 giọt máu và được nhận khiên chắn trong một thời gian ngắn. Năng lực này có thể được sử dụng lại sau khi cô ấy thực sự bị hạ gục."
"TID_SPEEDY","MAX"
"TID_SPEEDY_SHORT_DESC","CHIẾN BINH HỖ TRỢ"
"TID_SPEEDY_DESC","Max chạy rất nhanh! Đòn tấn công của cô cũng được bắn rất nhanh! Tuyệt chiêu của cô là khiến cho mình và đồng đội nhanh hơn nữa!"
"TID_SPEEDY_WEAPON","BẮN NHANH HƠN!"
"TID_SPEEDY_WEAPON_DESC","Max bắn ra các cụm đạn bay rất nhanh và rất xa! Max nạp đạn cũng rất nhanh đấy!"
"TID_SPEEDY_ULTI","CHẠY NHANH HƠN!"
"TID_SPEEDY_ULTI_DESC","Max tăng tốc độ di chuyển của mình và đồng đội gần mình trong một thời gian ngắn. Nhanh lên nào!"
"TID_SPEC_ABI_SPEEDY_1","Sạc chiêu nhanh hơn!"
"TID_SPEC_ABI_SPEEDY_1_DESC","Max sẽ tích Tuyệt chiêu khi đang di chuyển."
"TID_SPEC_ABI_SPEEDY_2","Nạp đạn nhanh hơn!"
"TID_SPEC_ABI_SPEEDY_2_DESC","Max sẽ nạp đạn nhanh hơn khi di chuyển."
"TID_SPEEDY_ULTI_STAT","Chạy nhanh hơn!"
"TID_HOMER","TRUY TÌM"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","Cần Chiến binh Brawl..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","Hãy chơi..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","Hãy chơi..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","Đổi Chiến binh Brawl nào!"
"TID_QUICK_MESSAGE_GOOD_GAME","Chơi hay lắm!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","Chơi lại?"
"TID_QUICK_MESSAGE_WELL_PLAYED","Khá lắm!"
"TID_QUICK_MESSAGE_WOW","Ồ!"
"TID_QUICK_MESSAGE_OK","Ok!"
"TID_QUICK_MESSAGE_GOTTA_GO","Phải đi rồi. Chơi vui nhé!"
"TID_QUICK_MESSAGE_CHANGE_MODE","Đổi chế độ chơi nào!"
"TID_QUICK_MESSAGE_BYE","Tạm biệt!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","Suýt nữa thì..."
"TID_QUICK_MESSAGE_READY","Sẵn sàng chưa?"
"TID_QUICK_MESSAGE_READY_GO","Sẵn sàng chưa? Chơi nào!"
"TID_QUICK_MESSAGE_HI","Chào!"
"TID_QUICK_MESSAGE_NEED_BREAK","Tôi nghỉ một chút đây!"
"TID_QUICK_MESSAGE_NEED_TO_GO","Đi có việc tí. Chơi vui vẻ nhé!"
"TID_QUICK_MESSAGE_THANKS","Cảm ơn nhiều!"
"TID_QUICK_MESSAGE_SORRY","Rất tiếc!"
"TID_QUICK_MESSAGE_OOPS","Ối!"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","Bạn có thể chơi bằng <c<COLOR>><NAME></c> không?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","Bạn có thể sử dụng <c<COLOR>><NAME></c> không?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","Chơi <c<COLOR>><NAME></c> nào!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Tôi nên chọn Chiến binh Brawl nào?"
"TID_QUICK_MESSAGE_ASK_MODE","Nên chơi sự kiện nào đây?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","ĐỀ XUẤT"
"TID_PLAYER_CTX_SUGGEST_CANCEL","HỦY ĐỀ XUẤT"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","ĐỀ XUẤT CHIẾN BINH BRAWL"
"TID_SUGGEST_BRAWLER_TITLE","ĐỀ XUẤT CHIẾN BINH BRAWL CHO <NAME>"
"TID_SUGGEST_EVENT_TITLE","ĐỀ XUẤT SỰ KIỆN"
"TID_SUGGEST_EVENT_BUTTON_SHORT","ĐỀ XUẤT"
"TID_SUGGEST_EVENT_BUTTON","ĐỀ XUẤT SỰ KIỆN"
"TID_EVENT_SUGGESTION_EXPIRED","Đề xuất sự kiện này đã quá hạn"
"TID_SUGGESTED_BRAWLER_TITLE","ĐỀ XUẤT CHIẾN BINH BRAWL"
"TID_SUGGESTED_BRAWLER_DESC","Bạn muốn chọn <c<COLOR>><NAME></c> không?"
"TID_SUGGESTED_BRAWLER_YES","CÓ"
"TID_SUGGESTED_BRAWLER_NO","KHÔNG"
"TID_EVENT_SUGGESTION_TITLE","Chọn sự kiện này?"
"TID_EVENT_SUGGESTION_DESC","Bạn muốn chọn sự kiện này?"
"TID_EVENT_SUGGESTION_YES","CÓ"
"TID_EVENT_SUGGESTION_NO","KHÔNG"
"TID_CHAT_LETSPLAY_ITEM","Hãy chơi"
"TID_CHAT_SWAP_BRAWLER_ITEM","Đề xuất Chiến binh Brawl cho <NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Đề xuất Chiến binh Brawl cho bạn:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Không khả dụng trong khi bảo trì"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Đang cập nhật lên phiên bản mới"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Trò chơi đang cập phiên bản mới. Vui lòng quay lại sau nhé!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","Ok"
"TID_CONTEXT_MENU_PROFILE","HỒ SƠ"
"TID_CONTEXT_MENU_SPECTATE","XEM"
"TID_CONTEXT_MENU_KICK","KHAI TRỪ"
"TID_CONTEXT_MENU_SWAP","ĐỔI ĐỘI"
"TID_CONTEXT_MENU_REMOVE","XÓA"
"TID_CONTEXT_MENU_JOIN","GIA NHẬP ĐỘI"
"TID_CONTEXT_MENU_INVITE","MỜI VÀO ĐỘI"
"TID_CONTEXT_MENU_REPORT","BÁO CÁO"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","ĐỀ XUẤT CHIẾN BINH BRAWL"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","ĐỀ XUẤT\nSỨC MẠNH SAO"
"TID_CONTEXT_MENU_CLAN_PROMOTE","THĂNG CẤP"
"TID_CONTEXT_MENU_CLAN_DEMOTE","GIÁNG CẤP"
"TID_CONTEXT_MENU_CLAN_KICK","KHAI TRỪ"
"TID_TEAM_CHAT_TAB_MESSAGE","TRÒ CHUYỆN"
"TID_TEAM_CHAT_TAB_LOG","NHẬT KÝ"
"TID_TEAM_CHAT_TAB_SAY","NÓI..."
"TID_TEAM_CHAT_TAB_CHAT","TRÒ CHUYỆN"
"TID_BUTTON_NAVI_FRIENDS","BẠN BÈ"
"TID_BUTTON_NAVI_CLAN","CÂU LẠC BỘ"
"TID_CLAN_POPUP_TITLE","CÂU LẠC BỘ"
"TID_CLAN_POPUP_TAB_CHAT","TRÒ CHUYỆN"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","TRÒ CHUYỆN"
"TID_GAME_MODE_16","CƯỚP QUÀ"
"TID_GAME_MODE_16_DESC","Đoạt lấy các phần quà từ đội đối thủ và mang chúng về căn cứ của bạn! Trận đấu kết thúc khi có đội đoạt được hai phần quà hoặc khi hết thời gian."
"TID_CTF_INTRO_TEXT","Đoạt hai phần quà để thắng!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","Lập đội chơi trước để được\ntrò chuyện cùng bạn bè!"
"TID_CTF_2","Ghế dự bị"
"TID_HINT_CTF_STEAL_GIFT","Đoạt lấy quà của đội đối thủ!"
"TID_HINT_CTF_BRING_GIFT_BACK","Mang quà về căn cứ của bạn!"
"TID_CTF_GOAL","<name>\nđã đoạt được quà!"
"TID_IAP_XMAS_19_GENERIC","GIÁNG SINH VUI VẺ"
"TID_IAP_XMAS_19_GENERIC_2","ĐẾN HẸN LẠI LÊN"
"TID_IAP_NEW_YEAR_20","CHÚC MỪNG NĂM MỚI"
"TID_IAP_COINPACK_GENERIC","RỦNG RỈNH, LENG KENG!"
"TID_GOLDRUSH_35","Hết giờ!"
"TID_GOLDRUSH_36","Boong tàu Xanh lá"
"TID_GOLDRUSH_37","Bão tố Cuồn cuộn"
"TID_GOLDRUSH_38","Chuyến đi Thú vị"
"TID_GOLDRUSH_39","Đường bắt chéo"
"TID_GOLDRUSH_40","Vơ vét lần cuối"
"TID_GOLDRUSH_41","Rặng núi Cứng cáp"
"TID_GOLDRUSH_42","Khung gầm Quý phái"
"TID_GOLDRUSH_43","Không gian Trống trải"
"TID_GOLDRUSH_44","Vỏ đạn Móp meo"
"TID_GOLDRUSH_45","Bất ngờ Bí mật"
"TID_BANKHEIST_19","Bom rơi!"
"TID_BANKHEIST_20","Vòng Lốc xoáy"
"TID_BANKHEIST_21","Tổng hành quân"
"TID_BANKHEIST_22","Kháng Đại bác"
"TID_BANKHEIST_23","Vịnh Kẻ cướp"
"TID_BANKHEIST_24","Biển động dữ dội"
"TID_BANKHEIST_25","Cướp của kẻ giàu!"
"TID_BANKHEIST_26","Vụ cướp Táo tợn"
"TID_WANTED_18","Sóng cuộn"
"TID_WANTED_19","Tín hiệu Thị giác"
"TID_WANTED_20","Phát hiện đất liền!"
"TID_WANTED_21","Phản ứng dây chuyền"
"TID_WANTED_22","Ảo ảnh"
"TID_WANTED_23","Nguy hiểm Ẩn sâu"
"TID_WANTED_24","Va chạm nhẹ nhàng"
"TID_WANTED_25","Đại bác Ấm cúng"
"TID_WANTED_26","Chạy ngay đi!"
"TID_BATTLE_ROYALE_34","Tâm điểm An toàn"
"TID_BATTLE_ROYALE_35","Hẻm núi Vòng tròn"
"TID_BATTLE_ROYALE_36","Tiệc Xương rồng"
"TID_BATTLE_ROYALE_37","Lõi Rụng rời"
"TID_BATTLE_ROYALE_38","Truy tìm Kho báu"
"TID_BATTLE_ROYALE_39","Đi đường vòng"
"TID_BATTLE_ROYALE_40","Đá tảng Gồ ghề"
"TID_BATTLE_ROYALE_41","Điểm ngắm"
"TID_BATTLE_ROYALE_42","Trúng đạn!"
"TID_BATTLE_ROYALE_43","Hàng rào Rắn rỏi"
"TID_RICO_CLASSIC_SKIN","RICO CỔ ĐIỂN"
"TID_RICO_CLASSIC_SKIN_SHOP","RICO\nCỔ ĐIỂN"
"TID_RICO_BETA_SKIN","RICOCHET"
"TID_RICO_BETA_SKIN_SHOP","RICOCHET"
"TID_COLT_CORSAIR_SKIN","COLT CƯỚP BIỂN"
"TID_COLT_CORSAIR_SKIN_SHOP","COLT\nCƯỚP BIỂN"
"TID_CARL_CAPTAIN_SKIN","CARL THUYỀN TRƯỞNG"
"TID_CARL_CAPTAIN_SKIN_SHOP","CARL\nTHUYỀN TRƯỞNG"
"TID_POCO_PIRATE_SKIN","POCO CƯỚP BIỂN"
"TID_POCO_PIRATE_SKIN_SHOP","POCO\nCƯỚP BIỂN"
"TID_BEA_LADYBUG_SKIN","BEA BỌ RÙA"
"TID_BEA_LADYBUG_SKIN_SHOP","BEA\nBỌ RÙA"
"TID_MAX_BLUE_SKIN","GT MAX"
"TID_MAX_BLUE_SKIN_SHOP","GT\nMAX"
"TID_CTF_3","Món quà Quý báu"
"TID_CTF_4","Cướp đoạt Ngày lễ"
"TID_CTF_5","Hân hoan Tẩu thoát"
"TID_CTF_6","Món quà Tí hon"
"TID_CTF_7","Yêu tinh Nghịch ngợm"
"TID_CTF_8","Món quà Tuyệt hảo"
"TID_CTF_GOAL_MATCH_OVER","<name>\nđã đoạt được quà!\n\nTrận đấu kết thúc"
"TID_STAT_DAMAGE_PER_DRONE","Sát thương mỗi chú ong"
"TID_GOLDRUSH_46","Vùng đất Hai nghìn Hồ"
"TID_EVENT_MODIFIER_11","BÃO NGOÀI KHƠI"
"TID_EVENT_MODIFIER_DESC_11","Chiếc thuyền ngả nghiêng theo cơn sóng. Bạn sẽ di chuyển nhanh hơn hoặc chậm hơn tùy vào hướng đi của mình!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Tôi nên chọn Chiến binh Brawl nào?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","Nên chơi sự kiện nào đây?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","CẤM ĐỊA"
"TID_KING_OF_HILL_1","1 Điểm"
"TID_KING_OF_HILL_2","2 Điểm"
"TID_GAME_MODE_17_DESC","Độc chiếm các vùng Cấm Địa để giành chiến thắng! Chiếm lấy các vùng Cấm Địa và kiếm điểm bằng cách đứng trong Cấm Địa đồng thời không cho đối thủ tiến vào. Đội nào có 20 điểm trước sẽ chiến thắng! Hoặc khi hết thời gian, đội nào có nhiều điểm hơn sẽ chiến thắng."
"TID_KING_OF_HILL_INTRO_TEXT","Độc chiếm các vùng Cấm Địa!"
"TID_IAP_LNY2020","TẾT NGUYÊN ĐÁN"
"TID_IAP_TGS2020","ƯU ĐÃI"
"TID_IAP_VD2020","MỪNG LỄ TÌNH NHÂN!"
"TID_IAP_MAR2020","CHÀO ĐÓN THÁNG 3!"
"TID_SPAWNER_DUDE_SHORT_DESC","XẠ THỦ"
"TID_SPAWNER_DUDE_DESC","Mr. P là một nhân viên khuân vác hành lý cáu kỉnh. Ông ta sẽ ném vali vào đối thủ một cách rất thô bạo. Tuyệt chiêu của ông ta là kêu gọi các rô bốt khuân vác đến để yểm trợ mình."
"TID_SPAWNER_DUDE_WEAPON","Vali của Ngài đây!"
"TID_SPAWNER_DUDE_WEAPON_DESC","Mr. P sẽ ném ra một chiếc vali nặng nề một cách rất thô bạo. Khi va vào đối thủ hoặc chướng ngại vật, chiếc vali sẽ nẩy lên cao, rồi phát nổ khi rơi xuống đất, gây ra sát thương diện rộng."
"TID_SPAWNER_DUDE_ULTI","Tấn công đi các Rô bốt!"
"TID_SPAWNER_DUDE_ULTI_DESC","Mr. P sẽ triển khai căn cứ cho các rô bốt khuân vác. Ông ta đã lập trình lại cho các rô bốt đầu chim cánh cụt để chúng tấn công và quấy rối đối thủ (và các vị khách ngang bướng nữa)."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Mang vác \qnhẹ tay\q"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","Những chiếc vali được nhét đầy đồ của Mr. P sẽ nẩy lên và nổ tung kể cả khi chúng không va vào mục tiêu hay chướng ngại vật nào cả."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Hộp Thiếc"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","Căn cứ của các rô bốt khuân vác có thêm <c00cc00><VALUE1></c> máu."
"TID_HINT_GET_TO_ZONE","Tiến vào vùng Cấm Địa!"
"TID_HERO_INFO_TITLE","THÔNG SỐ CHIẾN BINH BRAWL"
"TID_HERO_UPGRADE_TITLE","NÂNG CẤP CHIẾN BINH BRAWL?"
"TID_HERO_INFO_HERO_SPEED","Tốc độ di chuyển"
"TID_HERO_INFO_SPEED_0","RẤT CHẬM"
"TID_HERO_INFO_SPEED_1","CHẬM"
"TID_HERO_INFO_SPEED_2","BÌNH THƯỜNG"
"TID_HERO_INFO_SPEED_3","NHANH"
"TID_HERO_INFO_SPEED_4","RẤT NHANH"
"TID_HERO_INFO_ATTACK_SPEED","Tốc độ nạp đạn"
"TID_HERO_INFO_ATTACK_RANGE","Phạm vi"
"TID_HERO_INFO_ATTACK_DAMAGE","Sát thương"
"TID_HERO_INFO_RANGE_0","GẦN"
"TID_HERO_INFO_RANGE_1","VỪA"
"TID_HERO_INFO_RANGE_2","XA"
"TID_HERO_INFO_RANGE_3","RẤT XA"
"TID_HERO_INFO_HEALTH","Máu"
"TID_HERO_INFO_ATTACK_TYPE","Loại"
"TID_HERO_INFO_HEAL","Hồi máu"
"TID_PROTECT_SCORE_ZONE","Đừng để đối thủ tiến vào vùng Cấm Địa!"
"TID_8BIT_VIRUS_SKIN","VI RÚT 8-BIT"
"TID_8BIT_VIRUS_SKIN_SHOP","VI RÚT\n8-BIT"
"TID_TARA_STREET_NINJA_SKIN","TARA NINJA ĐƯỜNG PHỐ"
"TID_TARA_STREET_NINJA_SKIN_SHOP","TARA\nNINJA ĐƯỜNG PHỐ"
"TID_BIBI_GAMER_SKIN","BIBI NỮ KIỆT"
"TID_BIBI_GAMER_SKIN_SHOP","BIBI\nNỮ KIỆT"
"TID_PIPER_CUPID_SKIN","PIPER THẦN TÌNH YÊU"
"TID_PIPER_CUPID_SKIN_SHOP","PIPER\nTHẦN TÌNH YÊU"
"TID_NITA_KOALA_SKIN","NITA GẤU KOALA"
"TID_NITA_KOALA_SKIN_SHOP","NITA\nGẤU KOALA"
"TID_MRP_AGENT_SKIN","ĐẶC VỤ P"
"TID_MRP_AGENT_SKIN_SHOP","ĐẶC VỤ P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Thời lượng"
"TID_HERO_INFO_DAMAGE_REDUCTION","Giảm Sát thương"
"TID_SPAWN_BUILDING_HEALTH","Máu Căn cứ"
"TID_PORTER_HEALTH","Máu Rô bốt"
"TID_PORTER_DAMAGE","Sát thương Rô bốt"
"TID_KING_OF_HILL_3","Ngôi đền Phát nổ"
"TID_KING_OF_HILL_4","Cuộc chiến Tẩu thoát"
"TID_KING_OF_HILL_5","Kiểm soát hỗn loạn"
"TID_KING_OF_HILL_6","Mánh khóe Vàng"
"TID_KING_OF_HILL_7","Brawl đường phố 2"
"TID_KING_OF_HILL_8","Primo Kong Con"
"TID_KING_OF_HILL_9","Cơn mưa Xèng"
"TID_KING_OF_HILL_10","Chiến trường Siêu cấp"
"TID_KING_OF_HILL_11","Điểm cao"
"TID_KING_OF_HILL_12","Điện tử thùng"
"TID_KING_OF_HILL_13","Trò chơi kết thúc"
"TID_KING_OF_HILL_14","Mã gian lận"
"TID_KING_OF_HILL_15","Chiến binh Bắn bi"
"TID_BALL_26","Mạch Flip Flop"
"TID_BALL_27","Ngả người móc bóng"
"TID_BALL_28","Khối xếp hình"
"TID_BALL_29","Trận bóng giao hữu"
"TID_HERO_INFO_MEDIUM","VỪA"
"TID_HERO_INFO_AVERAGE","TRUNG BÌNH"
"TID_HERO_UPGRADE_TITLE_LEVEL","NÂNG LÊN CẤP SỨC MẠNH <LVL>?"
"TID_DOUBLE_POINTS","Nhân đôi Điểm!"
"TID_HERO_INFO_UTILITY_LABEL","TÍNH HIỆU QUẢ"
"TID_HERO_INFO_VERSATILITY_LABEL","TÍNH LINH HOẠT"
"TID_HERO_INFO_OFFENSE_LABEL","TẤN CÔNG"
"TID_HERO_INFO_DEFENSE_LABEL","PHÒNG THỦ"
"TID_UNDERTAKER_HAT_SKIN_SHOP","MORTIS\nMŨ CHÓP"
"TID_BARLEY_WIZARD_SKIN_SHOP","BARLEY\nPHÁP SƯ"
"TID_SHOTGUN_STAR_SKIN_SHOP","NGÔI SAO\nSHELLY"
"TID_QUICK_MESSAGE_ONE_MOMENT","Chờ chút nhé!"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Giúp tôi lấy Thẻ Sao nhé?"
"TID_HERO_SORTING_LATEST","Chiến binh Brawl mới nhất"
"TID_IAP_BUNDLE_OFFER","Ưu đãi đặc biệt"
"TID_WALLY","RÔ BỐT RAU MẦM"
"TID_SETTINGS_FIND_FRIENDS","CHƠI CÙNG BẠN BÈ"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Kết nối KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","Sau khi kết nối tài khoản của bạn với KakaoTalk, bạn sẽ thấy được các tài khoản Brawl Stars từ bạn bè KakaoTalk của mình ở Danh sách Bạn bè. Họ cũng sẽ thấy được tài khoản Brawl Stars và trạng thái trực tuyến của bạn, cũng như có thể mời bạn chiến đấu. Bạn có muốn kết nối ngay không?"
"TID_HERO_SCREEN_ITEM","PHỤ KIỆN"
"TID_HERO_SCREEN_STAR_POWER","SỨC MẠNH SAO"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","LƯU Ý"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Trang web bạn sắp đến không thuộc về Brawl Stars"
"TID_NOTIFICATION_CC_STARTED","THỬ THÁCH GIẢI ĐẤU QUÁN QUÂN đã bắt đầu!"
"TID_NOTIFICATION_CC_ENDING","THỬ THÁCH GIẢI ĐẤU QUÁN QUÂN sắp kết thúc. Đấu ngay kẻo lỡ!"
"TID_NOTIFICATION_PSG_STARTED","CUP PSG đã bắt đầu! Đoạt Cúp để nhận một trang phục miễn phí!"
"TID_NOTIFICATION_PSG_ENDING","CUP PSG sắp kết thúc. Bạn vẫn còn thời gian đấy!"
"TID_NOTIFICATION_COIN_RUSH","Đã có bản đồ VƠ VÉT NGỌC mới! Đến nhận phần thưởng mới nào!"
"TID_NOTIFICATION_ATTACK_DEFEND","CƯỚP ĐOẠT đã sẵn sàng! Đoạt lấy phần thưởng mới nào!"
"TID_NOTIFICATION_BOUNTY_HUNTER","SĂN SAO đã sẵn sàng! Đoạt lấy phần thưởng mới nào!"
"TID_NOTIFICATION_LASER_BALL","Đã có bản đồ BÓNG BRAWL mới! Đoạt lấy phần thưởng mới nào!"
"TID_NOTIFICATION_BATTLE_ROYAL","Đã có bản đồ SINH TỒN mới! Đừng để mình bị hạ gục nhé!"
"TID_NOTIFICATION_BOSS","TRÒ CHƠI LỚN đã sẵn sàng! Phần thưởng lớn đang chờ bạn đến nhận đấy!"
"TID_NOTIFICATION_COOP","ĐẠI CHIẾN RÔ BỐT đã bắt đầu! Tiêu diệt rô bốt để giành lấy phần thưởng!"
