"TID","JP"
"TID_TEAM_ROOM_CODE","チームコード："
"TID_TEAM_ROOM_CODE_SHORT","チーム：\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","ソーシャルネットワーク"
"TID_CLAN_TAB_MEMBERS","メンバー <NUM>/<TOTAL>"
"TID_CLAN_TAB_CHAT","チャット"
"TID_SHELLY_WITCH_SKIN","魔法使い シェリー"
"TID_SHELLY_WITCH_SKIN_SHOP","魔法使い\nシェリー"
"TID_LEON_WEREWOLF_SKIN","オオカミ男 レオン"
"TID_LEON_WEREWOLF_SKIN_SHOP","オオカミ男\nレオン"
"TID_PIPER_CALAVERA_SKIN","カラベラ エリザベス"
"TID_PIPER_CALAVERA_SKIN_SHOP","カラベラ\nエリザベス"
"TID_FRANK_DJ_SKIN","DJ フランケン"
"TID_FRANK_DJ_SKIN_SHOP","DJ\nフランケン"
"TID_JESSIE_DARK_KNIGHT_SKIN","影の騎士 ジェシー"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","影の騎士\nジェシー"
"TID_SKIN_FEATURE_MODEL","- カスタムキャラクター"
"TID_SKIN_FEATURE_PET","- カスタムペット"
"TID_SKIN_FEATURE_TURRET","- カスタムタレット"
"TID_SKIN_FEATURE_VFX","- カスタムエフェクト"
"TID_SKIN_FEATURE_ANIM","- カスタムアニメーション"
"TID_SKIN_FEATURE_SFX","- カスタムサウンド"
"TID_SKIN_FEATURE_VOICE","- カスタムボイス"
"TID_SKIN_FEATURE_TEXTURE","- カスタムテクスチャ"
"TID_SKIN_FEATURE_COLOR","- カスタムカラー"
"TID_HINT_44","パワープレイにおけるマッチメイキングは、パワープレイシーズン中に集めたポイント数に基づきます。"
"TID_OPTIONAL_OR","または"
"TID_LONESTAR_01","枯れ果てた滝"
"TID_LONESTAR_02","パニックコースト"
"TID_LONESTAR_03","やや危険"
"TID_LONESTAR_04","奪われた勇気"
"TID_LONESTAR_05","カリフラワー"
"TID_LONESTAR_06","危機一髪"
"TID_LONESTAR_07","1人でぐるぐる"
"TID_LONESTAR_08","十字路"
"TID_BOSS_RACE_8","ピークオイル"
"TID_BOSS_RACE_9","のろまの一撃"
"TID_BOSS_RACE_10","金属スクラップ"
"TID_BOSS_RACE_11","ファンキーパンク"
"TID_BOSS_RACE_12","攻撃態勢"
"TID_BOSS_RACE_13","ワニ路地"
"TID_BOSS_RACE_14","厳しい試練"
"TID_CONTACT_US_WELCOME_TEXT","こんにちは！"
"TID_TEAM_CHAT_POPUP_INVITE","招待"
"TID_IAPS_NOT_READY","品物が読み込まれていません。のちほどお試しください"
"TID_IAP_NOT_FOUND","製品が見つかりません"
"TID_TEAM_LOG_TAB","チームログ"
"TID_TEAM_LOG_TITLE","チームログ"
"TID_LEON_SALLY_SKIN","サリー レオン"
"TID_LEON_SALLY_SKIN_SHOP","サリー\nレオン"
"TID_CARL_LEONARD_SKIN","レナード カール"
"TID_CARL_LEONARD_SKIN_SHOP","レナード\nカール"
"TID_EL_PRIMO_BROWN_SKIN","エル・ブラウン"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","エル\nブラウン"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","フレンド申請を送る"
"TID_PLAYER_CTX_PROFILE","プロフィール"
"TID_PLAYER_CTX_KICK","追放"
"TID_EMOJIS_TITLE","絵文字"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","新キャラクター"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","新スキン"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","クリスマスギフト"
"TID_LONESTAR_09","4つの区域"
"TID_EXTRA_COPYRIGHT","\nBROWN & FRIENDS, copyright LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","予定時間<TIME>"
"TID_IAP_XMAS_19_0","素敵な季節"
"TID_IAP_XMAS_19_1","メリークリスマス！"
"TID_IAP_XMAS_19_2","メリークリスマス！"
"TID_IAP_XMAS_19_3","メリークリスマス！"
"TID_IAP_XMAS_19_4","メリークリスマス！"
"TID_IAP_COINPACK_11_19","コイン、コイン、コイン"
"TID_IAP_NEWYEAR_20","ハッピーニューイヤー"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","BROWN & FRIENDSスキン"
"TID_HOME_PAGE_PENDING_DONATION","重要な\nメッセージ"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","フレンド申請を\nブロックする"
"TID_SPAWNER_DUDE","ミスターP"
"TID_BEE_SNIPER","ビー"
"TID_BEE_SNIPER_SHORT_DESC","シャープシューター"
"TID_BEE_SNIPER_DESC","虫が大好きなビーは、遠距離から昆虫型ドローンを発射して攻撃し、必殺技では怒れるハチの群れを敵にけしかける！"
"TID_BEE_SNIPER_WEAPON","針の一撃"
"TID_BEE_SNIPER_WEAPON_DESC","ビーの遠距離攻撃が命中すると、次の攻撃がパワーアップして大ダメージを与える。"
"TID_BEE_SNIPER_ULTI","鉄の群れ"
"TID_BEE_SNIPER_ULTI_DESC","ジェット機のように飛び回るドローンの群れを発射し、その進路上にいる敵をスローダウンさせる。"
"TID_SPEC_ABI_BEE_SNIPER_1","ロイヤルゼリー"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","ブーストされた攻撃を外した場合、もう1ショット分の「針の一撃」を瞬時にパワーアップする。"
"TID_SPEC_ABI_BEE_SNIPER_2","ハニーコート"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","致命的なダメージを受けるとHPが1残り、一時的なシールドが発生する。この能力は撃破されるたびに発動が可能になる。"
"TID_SPEEDY","MAX"
"TID_SPEEDY_SHORT_DESC","サポート"
"TID_SPEEDY_DESC","MAXはスピードが命！高速連射ブラスターで敵を攻撃し、必殺技で自分と仲間をスピードアップさせる！"
"TID_SPEEDY_WEAPON","クイックブラスター"
"TID_SPEEDY_WEAPON_DESC","無数の弾を高速で撃ち出すブラスターを使用する。装弾数が多いだけでなくリロードも速い。"
"TID_SPEEDY_ULTI","パワースプリント"
"TID_SPEEDY_ULTI_DESC","自身と周辺にいる味方を、一時的にスピードアップする。スピードは最大の武器だ！"
"TID_SPEC_ABI_SPEEDY_1","スーパーチャージ"
"TID_SPEC_ABI_SPEEDY_1_DESC","移動中も必殺技がチャージされるようになる。"
"TID_SPEC_ABI_SPEEDY_2","ダッシュリロード"
"TID_SPEC_ABI_SPEEDY_2_DESC","移動中のリロード速度が上昇する。"
"TID_SPEEDY_ULTI_STAT","パワースプリント"
"TID_HOMER","ホーマー"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","欲しいキャラクターは..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","プレイするモードは..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","プレイするモードは..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","キャラクターを変えよう！"
"TID_QUICK_MESSAGE_GOOD_GAME","グッドゲーム！"
"TID_QUICK_MESSAGE_PLAY_AGAIN","もう一戦する？"
"TID_QUICK_MESSAGE_WELL_PLAYED","やるね！"
"TID_QUICK_MESSAGE_WOW","わお！"
"TID_QUICK_MESSAGE_OK","OK！"
"TID_QUICK_MESSAGE_GOTTA_GO","もう行かなきゃ。楽しんで！"
"TID_QUICK_MESSAGE_CHANGE_MODE","ゲームモードを変えよう！"
"TID_QUICK_MESSAGE_BYE","またね！"
"TID_QUICK_MESSAGE_CLOSE_MATCH","接戦だったね！"
"TID_QUICK_MESSAGE_READY","準備完了"
"TID_QUICK_MESSAGE_READY_GO","いい？いくよ！"
"TID_QUICK_MESSAGE_HI","やあ！"
"TID_QUICK_MESSAGE_NEED_BREAK","ちょっと休憩！"
"TID_QUICK_MESSAGE_NEED_TO_GO","行かなきゃ。みんな楽しんでね！"
"TID_QUICK_MESSAGE_THANKS","ありがとう！"
"TID_QUICK_MESSAGE_SORRY","ごめん！"
"TID_QUICK_MESSAGE_OOPS","おっと！"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","<c<COLOR>><NAME></c>でプレイできる？"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","<c<COLOR>><NAME></c>を使える？"
"TID_QUICK_MESSAGE_SUGGEST_MODE","<c<COLOR>><NAME></c>をプレイしよう！"
"TID_QUICK_MESSAGE_ASK_BRAWLER","どのキャラを使おうかな？"
"TID_QUICK_MESSAGE_ASK_MODE","どのイベントをプレイする？"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","提案"
"TID_PLAYER_CTX_SUGGEST_CANCEL","提案をキャンセル"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","キャラクターを提案"
"TID_SUGGEST_BRAWLER_TITLE","<NAME>にキャラクターを提案"
"TID_SUGGEST_EVENT_TITLE","イベント提案"
"TID_SUGGEST_EVENT_BUTTON_SHORT","提案"
"TID_SUGGEST_EVENT_BUTTON","イベントを提案"
"TID_EVENT_SUGGESTION_EXPIRED","このイベント提案は期限切れです"
"TID_SUGGESTED_BRAWLER_TITLE","キャラクター提案"
"TID_SUGGESTED_BRAWLER_DESC","<c<COLOR>><NAME></c>を自分のキャラクターとして使いますか？"
"TID_SUGGESTED_BRAWLER_YES","はい"
"TID_SUGGESTED_BRAWLER_NO","いいえ"
"TID_EVENT_SUGGESTION_TITLE","このイベントを選択"
"TID_EVENT_SUGGESTION_DESC","このイベントをプレイしますか？"
"TID_EVENT_SUGGESTION_YES","はい"
"TID_EVENT_SUGGESTION_NO","いいえ"
"TID_CHAT_LETSPLAY_ITEM","これをプレイしよう！"
"TID_CHAT_SWAP_BRAWLER_ITEM","<NAME>にキャラクターを提案："
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","提案されたキャラクター："
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","メンテナンス中のため利用できません"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","最新版にアップデート中"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","ゲームを最新版にアップデートしています。また後ほどご確認ください！"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","OK"
"TID_CONTEXT_MENU_PROFILE","プロフィール"
"TID_CONTEXT_MENU_SPECTATE","観戦"
"TID_CONTEXT_MENU_KICK","追放"
"TID_CONTEXT_MENU_SWAP","チームを入れ替える"
"TID_CONTEXT_MENU_REMOVE","削除"
"TID_CONTEXT_MENU_JOIN","チームに参加"
"TID_CONTEXT_MENU_INVITE","チームに招待"
"TID_CONTEXT_MENU_REPORT","報告"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","キャラクターを提案"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","スターパワーを\n提案"
"TID_CONTEXT_MENU_CLAN_PROMOTE","昇格"
"TID_CONTEXT_MENU_CLAN_DEMOTE","降格"
"TID_CONTEXT_MENU_CLAN_KICK","追放"
"TID_TEAM_CHAT_TAB_MESSAGE","チャット"
"TID_TEAM_CHAT_TAB_LOG","履歴"
"TID_TEAM_CHAT_TAB_SAY","メッセージ"
"TID_TEAM_CHAT_TAB_CHAT","チャット"
"TID_BUTTON_NAVI_FRIENDS","フレンド"
"TID_BUTTON_NAVI_CLAN","クラブ"
"TID_CLAN_POPUP_TITLE","クラブ"
"TID_CLAN_POPUP_TAB_CHAT","チャット"
"TID_BUTTON_SCID","Supercell ID"
"TID_BUTTON_NAVI_CHAT","チャット"
"TID_GAME_MODE_16","プレゼント泥棒"
"TID_GAME_MODE_16_DESC","相手チームのギフトを奪って、自分の陣地に持ち帰ろう！どちらかのチームがギフトを2つ確保するか、時間切れになるとバトルは終了する！"
"TID_CTF_INTRO_TEXT","ギフトを2つ奪えば勝利！"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","まずはチームを作って\nフレンドとチャットしよう！"
"TID_CTF_2","サイドライン"
"TID_HINT_CTF_STEAL_GIFT","相手チームのギフトを奪おう！"
"TID_HINT_CTF_BRING_GIFT_BACK","ギフトを自陣まで持ち帰ろう！"
"TID_CTF_GOAL","<name>が\nギフトを奪取！"
"TID_IAP_XMAS_19_GENERIC","メリークリスマス！"
"TID_IAP_XMAS_19_GENERIC_2","素敵な季節"
"TID_IAP_NEW_YEAR_20","ハッピーニューイヤー"
"TID_IAP_COINPACK_GENERIC","コイン、コイン、コイン"
"TID_GOLDRUSH_35","タイムアウト"
"TID_GOLDRUSH_36","グリーンデッキ"
"TID_GOLDRUSH_37","渦巻く嵐"
"TID_GOLDRUSH_38","無敵な無鉄砲"
"TID_GOLDRUSH_39","交差点"
"TID_GOLDRUSH_40","最後の戦利品"
"TID_GOLDRUSH_41","リジッドリッジ"
"TID_GOLDRUSH_42","クラシックカー"
"TID_GOLDRUSH_43","スペアスペース"
"TID_GOLDRUSH_44","ボロい身なり"
"TID_GOLDRUSH_45","秘密のサプライズ"
"TID_BANKHEIST_19","爆弾投下"
"TID_BANKHEIST_20","トルネードリング"
"TID_BANKHEIST_21","全員集合"
"TID_BANKHEIST_22","応射砲撃"
"TID_BANKHEIST_23","盗賊の入り江"
"TID_BANKHEIST_24","荒れた海"
"TID_BANKHEIST_25","富める者の権利"
"TID_BANKHEIST_26","目覚ましい強盗"
"TID_WANTED_18","うねる波"
"TID_WANTED_19","セマフォシグナル"
"TID_WANTED_20","上陸準備"
"TID_WANTED_21","連鎖反応"
"TID_WANTED_22","蜃気楼"
"TID_WANTED_23","ディープデンジャー"
"TID_WANTED_24","イージーインパクト"
"TID_WANTED_25","すみっこキャノン"
"TID_WANTED_26","包囲突破"
"TID_BATTLE_ROYALE_34","安全センター"
"TID_BATTLE_ROYALE_35","丸い渓谷"
"TID_BATTLE_ROYALE_36","サボテンパーティー"
"TID_BATTLE_ROYALE_37","コア崩壊"
"TID_BATTLE_ROYALE_38","トレジャーハント"
"TID_BATTLE_ROYALE_39","コース変更"
"TID_BATTLE_ROYALE_40","ロッキーブロック"
"TID_BATTLE_ROYALE_41","ビューポイント"
"TID_BATTLE_ROYALE_42","弾道クラッシュ"
"TID_BATTLE_ROYALE_43","山盛りの在庫"
"TID_RICO_CLASSIC_SKIN","クラシック リコ"
"TID_RICO_CLASSIC_SKIN_SHOP","クラシック\nリコ"
"TID_RICO_BETA_SKIN","リコシェ"
"TID_RICO_BETA_SKIN_SHOP","リコシェ"
"TID_COLT_CORSAIR_SKIN","海賊 コルト"
"TID_COLT_CORSAIR_SKIN_SHOP","海賊\nコルト"
"TID_CARL_CAPTAIN_SKIN","キャプテン カール"
"TID_CARL_CAPTAIN_SKIN_SHOP","キャプテン\nカール"
"TID_POCO_PIRATE_SKIN","海賊 ポコ"
"TID_POCO_PIRATE_SKIN_SHOP","海賊\nポコ"
"TID_BEA_LADYBUG_SKIN","てんとう虫 ビー"
"TID_BEA_LADYBUG_SKIN_SHOP","てんとう虫\nビー"
"TID_MAX_BLUE_SKIN","GT MAX"
"TID_MAX_BLUE_SKIN_SHOP","GT\nMAX"
"TID_CTF_3","豪華プレゼント"
"TID_CTF_4","クリスマスの強奪"
"TID_CTF_5","陽気な逃亡"
"TID_CTF_6","靴下詰め放題"
"TID_CTF_7","いじわるな妖精"
"TID_CTF_8","最高のギフト"
"TID_CTF_GOAL_MATCH_OVER","<name>が\nギフトを奪取！\n\nバトル終了"
"TID_STAT_DAMAGE_PER_DRONE","ドローンのダメージ"
"TID_GOLDRUSH_46","湖の谷 2"
"TID_EVENT_MODIFIER_11","高波警報"
"TID_EVENT_MODIFIER_DESC_11","船が傾くぞ！進行方向によってキャラクターの動きが速くなったり遅くなったりする。"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","どのキャラを使おうかな？"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","どのイベントをプレイする？"
"TID_DRILLER","ジャッキー"
"TID_GAME_MODE_17","ホットゾーン"
"TID_KING_OF_HILL_1","1ポイント"
"TID_KING_OF_HILL_2","2ポイント"
"TID_GAME_MODE_17_DESC","ホットゾーンを支配して勝利を目指そう！ゾーンから敵を排除しつつ、中に留まればポイントを獲得できる。勝つのは、先に20ポイントに到達したチームだ！時間切れになった場合は、より多くポイントを獲得したチームの勝利となる。"
"TID_KING_OF_HILL_INTRO_TEXT","ゾーンを支配しよう！"
"TID_IAP_LNY2020","旧正月"
"TID_IAP_TGS2020","セール"
"TID_IAP_VD2020","ハッピーバレンタイン！"
"TID_IAP_MAR2020","春よ来い！"
"TID_SPAWNER_DUDE_SHORT_DESC","シャープシューター"
"TID_SPAWNER_DUDE_DESC","ミスターPは気難しいポーターで、怒りに任せて敵にスーツケースを投げつける。必殺技では、彼を手伝うロボットポーターを呼び出す。"
"TID_SPAWNER_DUDE_WEAPON","お荷物をお持ちしました！"
"TID_SPAWNER_DUDE_WEAPON_DESC","怒りにまかせて重いスーツケースを投げつける。スーツケースは、障害物や敵に命中すると跳ね返り、地面に落ちると爆発して範囲ダメージを発生させる。"
"TID_SPAWNER_DUDE_ULTI","ポーター兵"
"TID_SPAWNER_DUDE_ULTI_DESC","ロボットポーターを召喚する拠点を設置する。このペンギン頭の小さなロボットは、敵（と無作法な客）をしつこく攻撃するようプログラムされている。"
"TID_SPEC_ABI_SPAWNER_DUDE_1","真心込めて"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","ぎっしり詰まったスーツケースが、敵や障害物に命中しなくても爆発するようになる。"
"TID_SPEC_ABI_SPAWNER_DUDE_2","ブリキ缶"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","ロボットポーターの拠点のHPが<c00cc00>+<VALUE1></c>増加する。"
"TID_HINT_GET_TO_ZONE","ゾーンの中に入ろう！"
"TID_HERO_INFO_TITLE","キャラクターステータス"
"TID_HERO_UPGRADE_TITLE","アップグレードしますか？"
"TID_HERO_INFO_HERO_SPEED","移動速度"
"TID_HERO_INFO_SPEED_0","超低速"
"TID_HERO_INFO_SPEED_1","低速"
"TID_HERO_INFO_SPEED_2","普通"
"TID_HERO_INFO_SPEED_3","高速"
"TID_HERO_INFO_SPEED_4","超高速"
"TID_HERO_INFO_ATTACK_SPEED","リロード速度"
"TID_HERO_INFO_ATTACK_RANGE","射程"
"TID_HERO_INFO_ATTACK_DAMAGE","ダメージ"
"TID_HERO_INFO_RANGE_0","短距離"
"TID_HERO_INFO_RANGE_1","普通"
"TID_HERO_INFO_RANGE_2","長距離"
"TID_HERO_INFO_RANGE_3","超長距離"
"TID_HERO_INFO_HEALTH","HP"
"TID_HERO_INFO_ATTACK_TYPE","タイプ"
"TID_HERO_INFO_HEAL","回復"
"TID_PROTECT_SCORE_ZONE","ゾーンに敵が侵入するのを防ごう！"
"TID_8BIT_VIRUS_SKIN","ウイルス 8ビット"
"TID_8BIT_VIRUS_SKIN_SHOP","ウイルス\n8ビット"
"TID_TARA_STREET_NINJA_SKIN","忍者 タラ"
"TID_TARA_STREET_NINJA_SKIN_SHOP","忍者\nタラ"
"TID_BIBI_GAMER_SKIN","ヒーロー ビビ"
"TID_BIBI_GAMER_SKIN_SHOP","ヒーロー\nビビ"
"TID_PIPER_CUPID_SKIN","ラブリー エリザベス"
"TID_PIPER_CUPID_SKIN_SHOP","ラブリー\nエリザベス"
"TID_NITA_KOALA_SKIN","コアラ ニタ"
"TID_NITA_KOALA_SKIN_SHOP","コアラ\nニタ"
"TID_MRP_AGENT_SKIN","工作員 P"
"TID_MRP_AGENT_SKIN_SHOP","工作員 P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","効果時間"
"TID_HERO_INFO_DAMAGE_REDUCTION","ダメージ低減率"
"TID_SPAWN_BUILDING_HEALTH","拠点のHP"
"TID_PORTER_HEALTH","ロボポーターのHP"
"TID_PORTER_DAMAGE","ロボポーターのダメージ"
"TID_KING_OF_HILL_3","ドカーン神殿"
"TID_KING_OF_HILL_4","乱闘勃発"
"TID_KING_OF_HILL_5","コントローラーカオス"
"TID_KING_OF_HILL_6","とびきりの裏技"
"TID_KING_OF_HILL_7","ストリートファイト2"
"TID_KING_OF_HILL_8","プリモコングJr."
"TID_KING_OF_HILL_9","ゲーム中毒"
"TID_KING_OF_HILL_10","スーパーバトル"
"TID_KING_OF_HILL_11","ハイスコア"
"TID_KING_OF_HILL_12","メダルゲーム"
"TID_KING_OF_HILL_13","ゲームオーバー"
"TID_KING_OF_HILL_14","チートモード"
"TID_KING_OF_HILL_15","冷徹なる者"
"TID_BALL_26","ビーチサンダル"
"TID_BALL_27","オーバーヘッドキック"
"TID_BALL_28","ブロック消し"
"TID_BALL_29","練習試合"
"TID_HERO_INFO_MEDIUM","中程度"
"TID_HERO_INFO_AVERAGE","平均"
"TID_HERO_UPGRADE_TITLE_LEVEL","パワーレベル<LVL>にアップグレードしますか？"
"TID_DOUBLE_POINTS","ポイント2倍！"
"TID_HERO_INFO_UTILITY_LABEL","有用性"
"TID_HERO_INFO_VERSATILITY_LABEL","万能性"
"TID_HERO_INFO_OFFENSE_LABEL","攻撃性"
"TID_HERO_INFO_DEFENSE_LABEL","防衛性"
"TID_UNDERTAKER_HAT_SKIN_SHOP","シルクハット\nモーティス"
"TID_BARLEY_WIZARD_SKIN_SHOP","ウィザード\nバーリー"
"TID_SHOTGUN_STAR_SKIN_SHOP","スター\nシェリー"
"TID_QUICK_MESSAGE_ONE_MOMENT","ちょっとまってね"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","スタートークンの入手を手伝ってくれませんか？"
"TID_HERO_SORTING_LATEST","新しいキャラクター順"
"TID_IAP_BUNDLE_OFFER","スペシャルセール"
"TID_WALLY","スプラウト"
"TID_SETTINGS_FIND_FRIENDS","フレンドと遊ぶ"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","KakaoTalkを連携する"
"TID_KAKAO_ACCOUNT_BIND_INFO","ご利用のアカウントとKakaoTalkを連携すると、フレンドリストにKakaoTalkの友だちのブロスタアカウントが表示されます。また、あなたのブロスタアカウントやオンライン状況もKakaoTalkの友だちに公開され、バトルに招待し合えるようになります。"
"TID_HERO_SCREEN_ITEM","ガジェット"
"TID_HERO_SCREEN_STAR_POWER","スターパワー"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","注意"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","これからブロスタ以外のサイトに移動します"
"TID_NOTIFICATION_CC_STARTED","チャンピオンシップチャレンジが始まりました！"
