"TID","FI"
"TID_SUGGESTED_BRAWLER_NO","EI"
"TID_EVENT_SUGGESTION_TITLE","Valitaanko tämä tapahtuma?"
"TID_EVENT_SUGGESTION_DESC","Haluaisitko pelata tätä tapahtumaa?"
"TID_EVENT_SUGGESTION_YES","KYLLÄ"
"TID_EVENT_SUGGESTION_NO","EN"
"TID_CHAT_LETSPLAY_ITEM","Pelataanko tätä?"
"TID_CHAT_SWAP_BRAWLER_ITEM","Rämäpääehdotus pelaajalle <NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Rämäpääehdotus sinulle:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Ei saatavilla huoltokatkon aikana"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Päivitetään uuteen versioon"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Päivitys uuteen versioon on käynnissä. Kurkkaa hetken kuluttua uudelleen!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","OK"
"TID_CONTEXT_MENU_PROFILE","PROFIILI"
"TID_CONTEXT_MENU_SPECTATE","KATSELE"
"TID_CONTEXT_MENU_KICK","POISTA"
"TID_CONTEXT_MENU_SWAP","VAIHDA PUOLTA"
"TID_CONTEXT_MENU_REMOVE","POISTA"
"TID_CONTEXT_MENU_JOIN","LIITY JOUKKUEESEEN"
"TID_CONTEXT_MENU_INVITE","KUTSU JOUKKUEESEEN"
"TID_CONTEXT_MENU_REPORT","ILMIANNA"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","EHDOTA RÄMÄPÄÄTÄ"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","EHDOTA\nTÄHTIVOIMAA"
"TID_CONTEXT_MENU_CLAN_PROMOTE","YLENNÄ"
"TID_CONTEXT_MENU_CLAN_DEMOTE","ALENNA"
"TID_CONTEXT_MENU_CLAN_KICK","POISTA"
"TID_TEAM_CHAT_TAB_MESSAGE","CHAT"
"TID_TEAM_CHAT_TAB_LOG","LOKI"
"TID_TEAM_CHAT_TAB_SAY","KOMMENTOI"
"TID_TEAM_CHAT_TAB_CHAT","CHAT"
"TID_BUTTON_NAVI_FRIENDS","KAVERIT"
"TID_BUTTON_NAVI_CLAN","JENGI"
"TID_CLAN_POPUP_TITLE","JENGI"
"TID_CLAN_POPUP_TAB_CHAT","CHAT"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","CHAT"
"TID_GAME_MODE_16","LAHJAKEIKKA"
"TID_GAME_MODE_16_DESC","Nappaa vastustajajoukkueen lahjat ja tuo ne omaan tukikohtaasi! Ottelu päättyy, kun jompikumpi joukkue on vienyt kaksi lahjaa tai kun aika loppuu."
"TID_CTF_INTRO_TEXT","Voita nappaamalla kaksi lahjaa!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","Luo ensin joukkue, niin voit pelata ja jutella kavereidesi kanssa!"
"TID_CTF_2","Sivurajat"
"TID_HINT_CTF_STEAL_GIFT","Nappaa vastustajajoukkueen lahja!"
"TID_HINT_CTF_BRING_GIFT_BACK","Vie lahja omaan tukikohtaasi!"
"TID_CTF_GOAL","<name>\nvei lahjan!"
"TID_IAP_XMAS_19_GENERIC","RÄMÄPÄISIÄ JUHLAPYHIÄ!"
"TID_IAP_XMAS_19_GENERIC_2","LOMAKAUSI, PARAS KAUSI!"
"TID_IAP_NEW_YEAR_20","HYVÄÄ UUTTA VUOTTA!"
"TID_IAP_COINPACK_GENERIC","KASOITTAIN KOLIKOITA!"
"TID_GOLDRUSH_35","Aikalisä"
"TID_GOLDRUSH_36","Viheralue"
"TID_GOLDRUSH_37","Pyörremyrsky"
"TID_GOLDRUSH_38","Täydellinen pako"
"TID_GOLDRUSH_39","Siksakki"
"TID_GOLDRUSH_40","Viimeinen saalis"
"TID_GOLDRUSH_41","Jyrkänne"
"TID_GOLDRUSH_42","Paremmat puitteet"
"TID_GOLDRUSH_43","Tyhjä tila"
"TID_GOLDRUSH_44","Kurjat kuoret"
"TID_GOLDRUSH_45","Jymy-yllätys"
"TID_BANKHEIST_19","Pommi putoaa"
"TID_BANKHEIST_20","Tornadokehä"
"TID_BANKHEIST_21","Yhteispeli"
"TID_BANKHEIST_22","Tykistötoimi"
"TID_BANKHEIST_23","Rosvosektori"
"TID_BANKHEIST_24","Kuohuvat vedet"
"TID_BANKHEIST_25","Haltuunotto"
"TID_BANKHEIST_26","Loistokeikka"
"TID_WANTED_18","Ristiaallokko"
"TID_WANTED_19","Liikennevaloissa"
"TID_WANTED_20","Maata näkyvissä"
"TID_WANTED_21","Ketjureaktio"
"TID_WANTED_22","Kangastus"
"TID_WANTED_23","Vakavampi vaara"
"TID_WANTED_24","Helppo nakki"
"TID_WANTED_25","Tykkimaakarit"
"TID_WANTED_26","Uloskäynti"
"TID_BATTLE_ROYALE_34","Turvapaikka"
"TID_BATTLE_ROYALE_35","Pyöreä rotko"
"TID_BATTLE_ROYALE_36","Kaktusjuhlat"
"TID_BATTLE_ROYALE_37","Ihan palasina"
"TID_BATTLE_ROYALE_38","Aarteenmetsästys"
"TID_BATTLE_ROYALE_39","Suunnanmuutos"
"TID_BATTLE_ROYALE_40","Kivenjärkäleet"
"TID_BATTLE_ROYALE_41","Näkökulma"
"TID_BATTLE_ROYALE_42","Ohjuskeskitys"
"TID_BATTLE_ROYALE_43","Barrikadit"
"TID_RICO_CLASSIC_SKIN","KLASSINEN RICO"
"TID_RICO_CLASSIC_SKIN_SHOP","KLASSINEN\nRICO"
"TID_RICO_BETA_SKIN","RICOCHET"
"TID_RICO_BETA_SKIN_SHOP","RICOCHET"
"TID_COLT_CORSAIR_SKIN","PIRAATTI-COLT"
"TID_COLT_CORSAIR_SKIN_SHOP","PIRAATTI-\nCOLT"
"TID_CARL_CAPTAIN_SKIN","KAPTEENI-CARL"
"TID_CARL_CAPTAIN_SKIN_SHOP","KAPTEENI-\nCARL"
"TID_POCO_PIRATE_SKIN","LAIVAPOIKA-POCO"
"TID_POCO_PIRATE_SKIN_SHOP","LAIVAPOIKA-\nPOCO"
"TID_BEA_LADYBUG_SKIN","LEPPÄKERTTU-BEA"
"TID_BEA_LADYBUG_SKIN_SHOP","LEPPÄKERTTU-\nBEA"
"TID_MAX_BLUE_SKIN","GT-MAX"
"TID_MAX_BLUE_SKIN_SHOP","GT-\nMAX"
"TID_CTF_3","Erityislahjakkaat"
"TID_CTF_4","Lomapyhän jysäys"
"TID_CTF_5","Riemulla karkuun"
"TID_CTF_6","Lahjatalkoot"
"TID_CTF_7","Tottelemattomat tontut"
"TID_CTF_8","Paras lahja"
"TID_CTF_GOAL_MATCH_OVER","<name>\nvei lahjan!\n\nPeli päättyi."
"TID_STAT_DAMAGE_PER_DRONE","Tuhovoima mehiläistä kohti"
"TID_GOLDRUSH_46","Kaksituhatta järveä"
"TID_EVENT_MODIFIER_11","MYRSKYÄVÄ MERI"
"TID_EVENT_MODIFIER_DESC_11","Vene kallistuu, mikä tekee liikkumisesta nopeampaa tai hitaampaa riippuen liikkumissuunnastasi!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Minkä rämäpään valitsisin?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","Mitä tapahtumaa pelattaisiin?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","PAINEALUE"
"TID_KING_OF_HILL_1","Yksi piste"
"TID_KING_OF_HILL_2","Kaksi pistettä"
"TID_GAME_MODE_17_DESC","Voita hallitsemalla painealueita! Ota alueet haltuun ja ansaitse pisteitä pysyttelemällä itse alueiden sisäpuolella samalla kun pidät vastustajat ulkona. Ensimmäisenä 20 pistettä ansainnut joukkue voittaa ottelun. Jos aika loppuu, voiton vie joukkue, jolla on eniten pisteitä."
"TID_KING_OF_HILL_INTRO_TEXT","Hallitse alueita!"
"TID_IAP_LNY2020","KIINALAINEN UUSIVUOSI"
"TID_IAP_TGS2020","TARJOUS"
"TID_IAP_VD2020","YSTÄVYYS KUNNIAAN!"
"TID_IAP_MAR2020","MAHTAVA MAALISKUU!"
"TID_SPAWNER_DUDE_SHORT_DESC","TARKKA-AMPUJA"
"TID_SPAWNER_DUDE_DESC","Mr. P on nyrpeä aulakuormaaja, joka viskelee matkalaukkuja suutuspäissään vastustajia kohti. Superinsa avulla hän kutsuu robottikantajat apuun."
"TID_SPAWNER_DUDE_WEAPON","Laukkunne, herra!"
"TID_SPAWNER_DUDE_WEAPON_DESC","Mr. P heittää vihaisena painavan matkalaukun. Jos matkalaukku osuu esteeseen tai vastustajaan, se kimpoaa sen yli, putoaa maahan pamauksen kera ja aiheuttaa aluetuhoa."
"TID_SPAWNER_DUDE_ULTI","Kantajat, hyökätkää!"
"TID_SPAWNER_DUDE_ULTI_DESC","Mr. P valmistelee tukikohdan robottikantajilleen. Hän on ohjelmoinut pienet pingviinin pään muotoiset robotit hyökkäämään vastustajien (ja hankalien asiakkaiden) kimppuun ja kiusaamaan niitä."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Käsittele varoen"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","Mr. P:n pursuilevat matkalaukut kimpoilevat ja aukeavat, vaikka ne eivät osuisi kohteeseen tai esteeseen."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Peltipurkki"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","Robottikantajien tukikohdassa on <c00cc00>+<VALUE1></c> enemmän elinvoimaa."
"TID_HINT_GET_TO_ZONE","Mene alueen sisäpuolelle!"
"TID_HERO_INFO_TITLE","RÄMÄPÄÄN TIEDOT"
"TID_HERO_UPGRADE_TITLE","PÄIVITETÄÄNKÖ RÄMÄPÄÄ?"
"TID_HERO_INFO_HERO_SPEED","Liikkumisnopeus"
"TID_HERO_INFO_SPEED_0","TODELLA HIDAS"
"TID_HERO_INFO_SPEED_1","HIDAS"
"TID_HERO_INFO_SPEED_2","TAVALLINEN"
"TID_HERO_INFO_SPEED_3","NOPEA"
"TID_HERO_INFO_SPEED_4","TODELLA NOPEA"
"TID_HERO_INFO_ATTACK_SPEED","Latausnopeus"
"TID_HERO_INFO_ATTACK_RANGE","Kantama"
"TID_HERO_INFO_ATTACK_DAMAGE","Tuhovoima"
"TID_HERO_INFO_RANGE_0","LYHYT"
"TID_HERO_INFO_RANGE_1","TAVALLINEN"
"TID_HERO_INFO_RANGE_2","PITKÄ"
"TID_HERO_INFO_RANGE_3","TODELLA PITKÄ"
"TID_HERO_INFO_HEALTH","Elinvoima"
"TID_HERO_INFO_ATTACK_TYPE","Tyyppi"
"TID_HERO_INFO_HEAL","Parannus"
"TID_PROTECT_SCORE_ZONE","Estä vastustajia pääsemästä alueelle!"
"TID_8BIT_VIRUS_SKIN","VIRUS-8-BIT"
"TID_8BIT_VIRUS_SKIN_SHOP","VIRUS-\n8-BIT"
"TID_TARA_STREET_NINJA_SKIN","KATUNINJA-TARA"
"TID_TARA_STREET_NINJA_SKIN_SHOP","KATUNINJA-\nTARA"
"TID_BIBI_GAMER_SKIN","SANKARITAR-BIBI"
"TID_BIBI_GAMER_SKIN_SHOP","SANKARITAR-\nBIBI"
"TID_PIPER_CUPID_SKIN","CUPIDO-PIPER"
"TID_PIPER_CUPID_SKIN_SHOP","CUPIDO-\nPIPER"
"TID_NITA_KOALA_SKIN","KOALA-NITA"
"TID_NITA_KOALA_SKIN_SHOP","KOALA-\nNITA"
"TID_MRP_AGENT_SKIN","AGENTTI P"
"TID_MRP_AGENT_SKIN_SHOP","AGENTTI P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Kesto"
"TID_HERO_INFO_DAMAGE_REDUCTION","Tuhon vähennys"
"TID_SPAWN_BUILDING_HEALTH","Kotitukikohdan elinvoima"
"TID_PORTER_HEALTH","Kantajien elinvoima"
"TID_PORTER_DAMAGE","Kantajien tuhovoima"
"TID_KING_OF_HILL_3","Temple of Boom"
"TID_KING_OF_HILL_4","Breakout Brawl"
"TID_KING_OF_HILL_5","Ohjainongelma"
"TID_KING_OF_HILL_6","Kultaiset kikat"
"TID_KING_OF_HILL_7","Street Brawler 2"
"TID_KING_OF_HILL_8","Primo Kong Jr."
"TID_KING_OF_HILL_9","Kolikkokone"
"TID_KING_OF_HILL_10","Super Brawl Out"
"TID_KING_OF_HILL_11","Huipputulos"
"TID_KING_OF_HILL_12","Kolikoilla toimiva"
"TID_KING_OF_HILL_13","Game Over"
"TID_KING_OF_HILL_14","Huijauskoodi"
"TID_KING_OF_HILL_15","Marble Brawler"
"TID_BALL_26","Flip Flop"
"TID_BALL_27","Polkupyöräpotku"
"TID_BALL_28","Slaavilaiset palikat"
"TID_BALL_29","Ystävyysottelu"
"TID_HERO_INFO_MEDIUM","KOHTALAINEN"
"TID_HERO_INFO_AVERAGE","KESKIVERTO"
"TID_HERO_UPGRADE_TITLE_LEVEL","PÄIVITETÄÄNKÖ TEHOTASOLLE <LVL>?"
"TID_DOUBLE_POINTS","Tuplapisteet!"
"TID_HERO_INFO_UTILITY_LABEL","HYÖTY"
"TID_HERO_INFO_VERSATILITY_LABEL","MONIPUOLISUUS"
"TID_HERO_INFO_OFFENSE_LABEL","HYÖKKÄYS"
"TID_HERO_INFO_DEFENSE_LABEL","PUOLUSTUS"
"TID_UNDERTAKER_HAT_SKIN_SHOP","SILINTERI-\nMORTIS"
"TID_BARLEY_WIZARD_SKIN_SHOP","VELHO-\nBARLEY"
"TID_SHOTGUN_STAR_SKIN_SHOP","TÄHTI-\nSHELLY"
"TID_QUICK_MESSAGE_ONE_MOMENT","Hetki vain!"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Auttaisitko tähtipoletin hankkimisessa?"
"TID_HERO_SORTING_LATEST","Uusimmat rämäpäät"
"TID_IAP_BUNDLE_OFFER","Erikoistarjous"
"TID_WALLY","SPROUT"
"TID_SETTINGS_FIND_FRIENDS","PELAA KAVEREIDEN KANSSA"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Yhdistä KakaoTalkiin"
"TID_KAKAO_ACCOUNT_BIND_INFO","Kun yhdistät pelitilisi KakaoTalk-tiliin, näet KakaoTalk-kavereidesi Brawl Stars -tilit kaverilistallasi. Myös he näkevät Brawl Stars -tilisi sekä paikallaolosi ja voivat kutsua sinut pelaamaan. Yhdistetäänkö nyt?"
"TID_HERO_SCREEN_ITEM","VARUSTE"
"TID_HERO_SCREEN_STAR_POWER","TÄHTIVOIMA"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","HUOMIO"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Sinut siirretään pois Brawl Starsista..."
"TID_NOTIFICATION_CC_STARTED","MESTARUUSHAASTE on alkanut!"
"TID_NOTIFICATION_CC_ENDING","MESTARUUSHAASTE päättyy pian. Vielä ehdit suorittaa haasteen!"
"TID_NOTIFICATION_PSG_STARTED","PSG CUP alkoi! Hanki ilmainen asu voittamalla!"
"TID_NOTIFICATION_PSG_ENDING","PSG CUP päättyy pian. Ehdit vielä voittaa!"
"TID_NOTIFICATION_COIN_RUSH","JALOKIVIKAAPPAUKSEN uusi kartta on auki! Voita uusia palkintoja!"
"TID_NOTIFICATION_ATTACK_DEFEND","RYÖSTÖ on pelattavissa! Voita uusia palkintoja!"
"TID_NOTIFICATION_BOUNTY_HUNTER","PALKKIOJAHTI on pelattavissa! Voita uusia palkintoja!"
"TID_NOTIFICATION_LASER_BALL","RÄHINÄPALLON uusi kartta on auki! Voita uusia palkintoja!"
"TID_NOTIFICATION_BATTLE_ROYAL","SELKKAUKSEN uusi kartta on auki! Ole viimeinen selviytyjä!"
"TID_NOTIFICATION_BOSS","MAHTIPELI on alkanut! Saatavilla upeita palkintoja!"
"TID_NOTIFICATION_COOP","ROBORYMINÄ on alkanut! Päihitä robotit ja voita palkintoja!"
"TID_NOTIFICATION_RAID_BOSS","POMO-OTTELU on palannut! Kuinka pitkälle pääset?"
"TID_NOTIFICATION_ROBO_WARS","PIIRITYS on pelattavissa! Voita uusia palkintoja!"
"TID_NOTIFICATION_BOSS_RACE","POMOPAININ uusi kartta on auki! Voita uusia palkintoja!"
"TID_NOTIFICATION_LONE_STAR","TÄHTIJAHDIN uusi kartta on auki! Voita uusia palkintoja!"
"TID_NOTIFICATION_CTF","LAHJAKEIKAN uusi kartta on auki! Voita uusia palkintoja!"
"TID_NOTIFICATION_KING_OF_HILL","PAINEALUEEN uusi kartta on auki! Voita uusia palkintoja!"
"TID_NOTIFICATION_MULTIPLE_MODES","Uusia karttoja on auennut <PARAM>! Tule nappaamaan tähtipoletit!"
"TID_FREE_BOX_AVAILABLE_0","Ilmainen palkintosi odottaa!"
"TID_FREE_BOX_AVAILABLE_1","Lunasta ilmainen palkintosi nyt!"
"TID_FREE_BOX_AVAILABLE_2","Hae ilmainen palkintosi ennen kuin se katoaa!"
"TID_FREE_BOX_AVAILABLE_3","Ilmaiset palkinnot odottavat sinua!"
"TID_FREE_BOX_AVAILABLE_4","Hae ilmainen palkintosi nyt!"
"TID_SEASON_ENDED_NOTI","Kausi on päättynyt! Kausipalkinnot odottavat sinua!"
"TID_KEY_BAR_FULL","Poletteja on saatavilla <PARAM>! Aika lähteä otteluun!"
"TID_COME_BACK_NOTIFICATION_SMALL","Mites olisi toinen ottelu?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Mites olisi toinen ottelu?"
"TID_COME_BACK_NOTIFICATION_LARGE","Mites olisi toinen ottelu?"
"TID_POWER_PLAY_NOTIFICATION","TÄHTITAISTELUN kartta (<PARAM>) on auki!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> on täällä, tule kokeilemaan!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","TUPLAPOLETTITAPAHTUMA on alkanut!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","KOLIKKOKUUROTAPAHTUMA on alkanut! Ansaitse kolikoita otteluista!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Minkä ikäinen olet?"
"TID_ENTER_AGE_CONTINUE","VAHVISTA"
"TID_ENTER_AGE_GAMEPLAY","Tämä ei vaikuta pelin toimintaan."
"TID_ENTER_AGE_TIP","Aseta ikäsi liukusäätimellä."
"TID_ENTER_AGE_WARNING","Et voi jatkaa, ennen kuin asetat ikäsi."
"TID_ENTER_AGE_TITLE","Tervetuloa Brawl Starsiin!"
"TID_ENTER_AGE_LEGAL","Napauttamalla VAHVISTA hyväksyt seuraavat: <TOS> ja <PP>."
"TID_OVER_100","99+"
"TID_CHALLENGE_WON_TITLE","VOITIT HAASTEEN!"
"TID_CHALLENGE_REWARD_CLAIM","LUNASTA"
"TID_BUTTON_INVITE_SNS","JOUKKUEKUTSU"
"TID_OFFLINE_FRIENDS","KUTSU OFFLINE-KAVEREITA"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","VOITIT HAASTEEN!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Onnea! Voitit PSG Cupin ja olet oikea rähinäpallomestari!"
"TID_PSG_TEASER_TITLE","Alkaa pian!"
"TID_PSG_TEASER_INFO","Valmistaudu PSG Cupiin!\n\nVoita <WIN> rähinäpallo-ottelua, niin saat PSG-Shelly-asun ilmaiseksi! Pelaa kavereidesi kanssa tai käytä Etsin joukkuetta -ominaisuutta, niin sinulla on paremmat mahdollisuudet voittoon.\n\nHaaste on pelattavissa vain <DURATION> tuntia, joten ota siitä kaikki irti!"
"TID_ACCESSORY_BLOCKED_DEAD","Varustetta ei voida käyttää, jos olet poissa pelistä!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","Ei latauksia jäljellä!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","Varuste on vielä käyttötauolla!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","Ei voida käyttää samalla, kun kannat jotain!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","Ei kohdetta saatavilla!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","Kohde liian kaukana!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","Ei tarpeeksi ammuksia!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","Ei voida aktivoida, kun kuljetat palloa!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","Ei voida aktivoida ilman tykkitornia!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","Tykkitorni on liian kaukana!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","Ei voida aktivoida ilman karhua!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","Karhu on liian kaukana!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","Ei vastustajia kantaman sisällä!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","Ei pensaita kantaman sisällä!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","Ei kantajia kantaman sisällä!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","Elinvoimapisteet ovat jo täynnä!"
"TID_WALLY_SHORT_DESC","VAHVISTUS"
"TID_WALLY_DESC","Germinaattorin prototyyppimalli S33-DR eli kavereiden kesken Sprout rakennettiin kylvämään elämää. Sprout rullaa ympäriinsä heitellen siemenpommeja ihan muina kukkaiskapinallisina. Taistelun edetessä apu löytyy siemenistä!"
"TID_WALLY_WEAPON","SIEMENPOMMI"
"TID_WALLY_WEAPON_DESC","Sprout heittää siemenpallon, joka pomppii ympäriinsä ja hajoaa posauksen kera! Vastustajaan osuessaan pallo räjähtää."
"TID_WALLY_ULTI","PUSKABARRIKADI"
"TID_WALLY_ULTI_DESC","Sprout heittää kehiin pienen vihreän muurin, joka pitää kaverit turvassa ja viholliset loitolla. Villi, vihreä ja vimmatun tehokas!"
"TID_SPEC_ABI_WALLY_1","KYLVÖALUE"
"TID_SPEC_ABI_WALLY_1_DESC","Siemenpommi, joka ei osu vastustajiin, räjähtää laajemmalle."
"TID_SPEC_ABI_WALLY_2","FOTOSYNTEESI"
"TID_SPEC_ABI_WALLY_2_DESC","Sprout ottaa käyttöön kilven, joka suojelee häntä osittain hänen ollessaan pensaassa."
"TID_DRILLER_SHORT_DESC","RASKASSARJALAINEN"
"TID_DRILLER_DESC","Jacky nakuttaa ympärillään olevaa maata täydellä antaumuksella! Hänen supervoimansa vetää vastustajia puoleensa kohtalokkain seurauksin."
"TID_DRILLER_WEAPON","TIENRAIVAAJA"
"TID_DRILLER_WEAPON_DESC","Jacky pomppii katuporallaan kuin hyppykepillä. Vastustajan on parempi muistaa kunnon turvaväli!"
"TID_DRILLER_ULTI","MYYRÄNTYÖ"
"TID_DRILLER_ULTI_DESC","Jacky poraa maahan kuopan, johon vastustajat voivat päätyä tekemään lähempää tuttavuutta katuporan kanssa. Supervoiman käyttämisen aikana hän on osittain suojassa hyökkäyksiltä."
"TID_SPEC_ABI_DRILLER_1","KIVINEN VAIHTOKAUPPA"
"TID_SPEC_ABI_DRILLER_1_DESC","Jacky siirtää <c00cc00><VALUE1></c> % kärsimästään vahingosta ympärillä oleville vastustajille. Aika huomaavainen ele."
"TID_SPEC_ABI_DRILLER_2","TYÖMAAKYPÄRÄ"
"TID_SPEC_ABI_DRILLER_2_DESC","Yhtä kovapintainen kuin Jacky itsekin, kypärä suojelee häntä pienentämällä kärsittyä vahinkoa <c00cc00><VALUE1></c> %."
"TID_ACCESSORY_GROW_BUSH_DESC","Rosa ravitsee ympärillään olevaa maata, jolloin hänen suojakseen kasvaa heti pensaita."
"TID_ACCESSORY_CROW_SHIELD_DESC","Crow saa suojan, jonka avulla hän välttää <c00cc00><VALUE1></c> % kohtaamastaan tuhosta <c00cc00><VALUE2></c> sekunnin ajan."
"TID_ACCESSORY_WALLY_HEAL_DESC","Sprout hotkaisee pensaan, jonka avulla hän saa <c00cc00><VALUE1></c> pistettä elinvoimaa takaisin."
"TID_ACCESSORY_ROCKET_JUMP_DESC","Brock lennättää itsensä ilmaan räjäyttämällä allaan olevan maan. Räjähdys tekee <c00cc00><VALUE1></c> pistettä tuhoa lähellä oleville vastustajille."
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","Rico tulittaa pomppupanoksia sarjoittain joka suuntaan."
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","Spike ampuu <c00cc00><VALUE1></c> sarjaa piikkiammuksia joka suuntaan aiheuttaen <c00cc00><VALUE2></c> pistettä tuhoa kullakin osumalla."
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","Penny laukaisee tykkinsä, jonka voimakas räjähdys murentaa muureja aiheuttaen <c00cc00><VALUE1></c> pistettä tuhoa lähellä oleville vastustajille."
"TID_ACCESSORY_PET_SLAM_DESC","Nita komentaa karhunsa järisyttämään maata niin, että lähellä olevat vastustajat lamaantuvat hetkeksi."
"TID_ACCESSORY_BARKEEP_SLOW_DESC","Barley pudottaa maahan tahmean litkun, jonka jättämä lätäkkö hidastaa kaikkia siihen astuvia vastustajia."
"TID_ACCESSORY_JESSIE_SLOW_DESC","Jessie aiheuttaa tykkitornillaan sokkiaallon, joka hidastaa kaikkia sen vaikutusalueella olevia vastustajia."
"TID_ACCESSORY_GENE_PUSH_DESC","Kaikki Geneä lähestyvät vastustajat lennähtävät taaksepäin. Gene saa lisäksi takaisin <c00cc00><VALUE1></c> pistettä elinvoimaa."
"TID_ACCESSORY_TICK_DASH_DESC","Tick ryntää poispäin lähimmästä vastustajasta ja jättää miinan jälkeensä."
"TID_ACCESSORY_MAX_DASH_DESC","Max syöksyy kohti lähintä vastustajaa ja on suojassa vahingolta syöksyessään."
"TID_ACCESSORY_SHELLY_DASH_DESC","Shelly syöksyy eteenpäin koukun ja köyden avulla."
"TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC","Jacky saa energiapiikin ja liikkuu <c00cc00><VALUE1></c> % nopeammin <c00cc00><VALUE2></c> sekunnin ajan."
"TID_ACCESSORY_TOWER_BURST_HEAL_DESC","Pam laukaisee parantavan tykkitorninsa, joka palauttaa hänelle ja lähellä oleville oman joukkueen rämäpäille <c00cc00><VALUE1></c> pistettä elinvoimaa."
"TID_ACCESSORY_TNT_SPIN_DESC","Dynamike pyörii raivokkaasti ja heittää ympärilleen monta dynamiittipötköä, joista jokainen aiheuttaa vastustajille <c00cc00><VALUE1></c> pistettä tuhoa."
"TID_ACCESSORY_TELEPORT_TO_PET_DESC","8-BIT siirtyy teleportin avulla välittömästi tuhontehostajansa luo, joka tuhoutuu."
"TID_ACCESSORY_BARREL_SPIN_DESC","Darryl pyörii ja ampuu joka suuntaan."
"TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC","Frank voi poistaa lamaannuksensa ja saa hetkellisesti suojan lamaannutusta, hidastusta ja tönäisyjä vastaan."
"TID_ACCESSORY_CARL_TRAIL_DESC","Carl pudottaa kärrynsä taakse kuumia kiviä, jotka tekevät vahinkoa niihin koskeville vastustajille <c00cc00><VALUE1></c> pistettä sekunnissa."
"TID_ACCESSORY_BOW_TOTEM_DESC","Bo pudottaa toteemipaalun, joka lataa vaikutusalueella olevien oman joukkueen rämäpäiden sekä Bon itsensä supervoimat."
"TID_ACCESSORY_PRIMO_GRAB_DESC","El Primo tarttuu lähimpään ulottuvilla olevaan vastustajaan ja vippaa tämän leveiden harteidensa yli."
"TID_ACCESSORY_MORTIS_SWING_DESC","Mortis heiluttaa lapiotaan, jonka iskut aiheuttavat ympärillä oleville vastustajille <c00cc00><VALUE1></c> pisteen verran tuhoa."
