"TID","TH"
"TID_HERO_INFO_UTILITY_LABEL","ประโยชน์ใช้งาน"
"TID_HERO_INFO_VERSATILITY_LABEL","ความรอบด้าน"
"TID_HERO_INFO_OFFENSE_LABEL","การโจมตี"
"TID_HERO_INFO_DEFENSE_LABEL","การป้องกัน"
"TID_UNDERTAKER_HAT_SKIN_SHOP","มอร์ติส\nหมวกสูง"
"TID_BARLEY_WIZARD_SKIN_SHOP","พ่อมด\nบาร์ลีย์"
"TID_SHOTGUN_STAR_SKIN_SHOP","สตาร์\nเชลลี่"
"TID_QUICK_MESSAGE_ONE_MOMENT","รอสักครู่"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","คุณช่วยฉันชิงโทเค็นดวงดาวได้ไหม?"
"TID_HERO_SORTING_LATEST","บรอว์เลอร์ล่าสุด"
"TID_IAP_BUNDLE_OFFER","ข้อเสนอพิเศษ"
"TID_WALLY","สเปราต์"
"TID_SETTINGS_FIND_FRIENDS","เล่นกับเพื่อน"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","เชื่อมต่อกับ KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","การเชื่อมต่อบัญชีของคุณกับ KakaoTalk จะช่วยให้คุณเห็นบัญชี Brawl Stars ของเพื่อนใน KakaoTalk ของคุณในรายชื่อเพื่อน พวกเขาก็สามารถเห็นบัญชี Brawl Stars และสถานะการออนไลน์ของคุณ รวมไปถึงสามารถเชิญคุณเล่นเกมได้ เชื่อมต่อตอนนี้เลยหรือไม่?"
"TID_HERO_SCREEN_ITEM","อุปกรณ์เสริม"
"TID_HERO_SCREEN_STAR_POWER","พลังดวงดาว"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","ประกาศ"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","เรากำลังจะส่งคุณออกนอกเกม Brawl Stars"
"TID_NOTIFICATION_CC_STARTED","ความท้าทายชิงแชมป์เริ่มแล้ว!"
"TID_NOTIFICATION_CC_ENDING","ความท้าทายชิงแชมป์กำลังจะจบลงแล้ว แต่คุณยังสามารถคว้าชัยได้นะ!"
"TID_NOTIFICATION_PSG_STARTED","PSG CUP เริ่มแล้ว! คว้าชัยเพื่อชิงสกินฟรี!"
"TID_NOTIFICATION_PSG_ENDING","PSG CUP กำลังจะจบลงแล้ว คุณยังมีเวลาเล่นเพื่อคว้าชัย!"
"TID_NOTIFICATION_COIN_RUSH","แผนที่ศึกชิงอัญมณีใหม่มาแล้ว! เล่นเพื่อรับรางวัลใหม่!"
"TID_NOTIFICATION_ATTACK_DEFEND","ปล้นสะดมมาแล้ว! ถึงเวลาชิงรางวัลใหม่!"
"TID_NOTIFICATION_BOUNTY_HUNTER","ล่าค่าหัวมาแล้ว! ถึงเวลาชิงรางวัลใหม่!"
"TID_NOTIFICATION_LASER_BALL","แผนที่ศึกชิงบอลใหม่เปิดแล้ว! ถึงเวลาชิงรางวัลใหม่!"
"TID_NOTIFICATION_BATTLE_ROYAL","แผนที่ศึกประจันหน้าใหม่เปิดแล้ว! อยู่ให้รอดเป็นคนสุดท้าย!"
"TID_NOTIFICATION_BOSS","เกมล่ายักษ์เริ่มแล้ว! พร้อมล่ารางวัลยักษ์ใหญ่!"
"TID_NOTIFICATION_COOP","หุ่นยนต์ตะลุมบอนเริ่มแล้ว! เอาชนะหุ่นยนต์เพื่อคว้ารางวัล!"
"TID_NOTIFICATION_RAID_BOSS","ศึกปะทะบอสกลับมาแล้ว! คุณจะสู้ไปได้ไกลแค่ไหน?"
"TID_NOTIFICATION_ROBO_WARS","ยุทธการตีโอบมาแล้ว! ถึงเวลาชิงรางวัลใหม่!"
"TID_NOTIFICATION_BOSS_RACE","แผนที่ศึกโค่นล้มบอสใหม่เปิดแล้ว! ถึงเวลาชิงรางวัลใหม่!"
"TID_NOTIFICATION_LONE_STAR","แผนที่ศึกฉายเดี่ยวใหม่เปิดแล้ว! ถึงเวลาชิงรางวัลใหม่!"
"TID_NOTIFICATION_CTF","ศึกชิงของขวัญใหม่มาแล้ว! ถึงเวลาชิงรางวัลใหม่!"
"TID_NOTIFICATION_KING_OF_HILL","แผนที่โซนร้อนมาแล้ว! ถึงเวลาชิงรางวัลใหม่!"
"TID_NOTIFICATION_MULTIPLE_MODES","แผนที่ใหม่ <PARAM> แผนที่เปิดแล้ว! มาเล่นเพื่อชิงโทเค็นดวงดาว!"
"TID_FREE_BOX_AVAILABLE_0","รางวัลแจกฟรีกำลังรอคุณอยู่!"
"TID_FREE_BOX_AVAILABLE_1","รับรางวัลแจกฟรีตอนนี้เลย!"
"TID_FREE_BOX_AVAILABLE_2","รับรางวัลแจกฟรีก่อนที่จะหายไป!"
"TID_FREE_BOX_AVAILABLE_3","รางวัลแจกฟรีกำลังรอคุณอยู่!"
"TID_FREE_BOX_AVAILABLE_4","รับรางวัลแจกฟรีตอนนี้เลย!"
"TID_SEASON_ENDED_NOTI","สิ้นสุดฤดูกาลแล้ว รางวัลประจำฤดูกาลกำลังรอคุณอยู่"
"TID_KEY_BAR_FULL","มีโทเค็น <PARAM> ชิ้น ถึงเวลาสู้แล้ว!"
"TID_COME_BACK_NOTIFICATION_SMALL","ต่อสู้อีกสักรอบไหมล่ะ?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","ต่อสู้อีกสักรอบไหมล่ะ?"
"TID_COME_BACK_NOTIFICATION_LARGE","ต่อสู้อีกสักรอบไหมล่ะ?"
"TID_POWER_PLAY_NOTIFICATION","ศึกพลังดวงดาวมีแผนที่ <PARAM> เปิดแล้ว!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> มาแล้ว! มาดูกันเลย!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","อีเวนท์โทเค็นคูณสองเริ่มแล้ว!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","อีเวนท์เหรียญโปรยปรายเริ่มแล้ว! เล่นเพื่อชิงเหรียญ!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","โปรดบอกอายุของคุณ"
"TID_ENTER_AGE_CONTINUE","ยืนยัน"
"TID_ENTER_AGE_GAMEPLAY","อายุไม่มีผลต่อการเล่นเกม"
"TID_ENTER_AGE_TIP","ใช้แถบสไลด์เพื่อเลือกอายุของคุณ"
"TID_ENTER_AGE_WARNING","ไม่สามารถไปต่อได้! คุณต้องระบุอายุก่อน"
"TID_ENTER_AGE_TITLE","ยินดีต้อนรับสู่ Brawl Stars!"
"TID_ENTER_AGE_LEGAL","เมื่อแตะยืนยัน คุณได้ยอมรับ <TOS> และ <PP> แล้ว"
"TID_OVER_100","99+"
"TID_CHALLENGE_WON_TITLE","ชนะความท้าทาย!"
"TID_CHALLENGE_REWARD_CLAIM","รับ"
"TID_BUTTON_INVITE_SNS","คำเชิญทีม"
"TID_OFFLINE_FRIENDS","เชิญเพื่อนที่ออฟไลน์"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","ชนะความท้าทาย!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","ยินดีด้วย! คุณชนะ PSG CUP และเป็นแชมป์ศึกชิงบอลตัวจริงเสียงจริง!"
"TID_PSG_TEASER_TITLE","เริ่มเร็วๆ นี้!"
"TID_PSG_TEASER_INFO","เตรียมตัวให้พร้อมสำหรับ PSG CUP!\n\nชนะศึกชิงบอล <WIN> ครั้งและรับสกินเชลลี่ PSG ฟรี! เล่นกับเพื่อนหรือใช้ฟีเจอร์\qค้นหาทีม\qเพื่อเพิ่มโอกาสชนะ\n\nความท้าทายจะเปิดให้เล่นเพียง <DURATION> ชั่วโมงเท่านั้น ดังนั้นทำให้เต็มที่นะ!"
"TID_ACCESSORY_BLOCKED_DEAD","ไม่สามารถใช้อุปกรณ์เสริมได้ในระหว่างพ่ายแพ้!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","ใช้อุปกรณ์เสริมหมดแล้ว!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","อุปกรณ์เสริมอยู่ในระหว่างคูลดาวน์!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","ไม่สามารถใช้อุปกรณ์เสริมระหว่างถือไอเท็มได้"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","ไม่มีเป้าหมาย!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","เป้าหมายอยู่ไกลเกินไป!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","กระสุนไม่เพียงพอ!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","ไม่สามารถใช้อุปกรณ์เสริมได้ขณะครองบอล!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","ไม่สามารถใช้อุปกรณ์เสริมได้หากไม่มีป้อมปืน!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","ป้อมปืนอยู่ไกลเกินไป!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","ไม่สามารถใช้อุปกรณ์เสริมได้หากไม่มีหมี!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","หมีอยู่ไกลเกินไป!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","ไม่มีศัตรูอยู่ในระยะ!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","ไม่มีพุ่มไม้อยู่ในระยะ!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","ไม่มีหุ่นบ๋อยอยู่ในระยะ!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","พลังชีวิตเต็มอยู่แล้ว!"
"TID_WALLY_SHORT_DESC","สายสนับสนุน"
"TID_WALLY_DESC","อีโคเทอร์มิเนเตอร์ - หุ่นต้นแบบ S33-DR หรือที่รู้จักกันในนาม \qสเปราต์\q ถูกสร้างขึ้นเพื่อปลูกต้นไม้ สเปราต์หมุนไปรอบๆ เพื่อปล่อยระเบิดเมล็ดพันธุ์แห่งความรัก รักกันสนั่นตู้มต้ามเลยก็ว่าได้!"
"TID_WALLY_WEAPON","ระเบิดเมล็ดพันธุ์"
"TID_WALLY_WEAPON_DESC","สเปราต์โยนลูกบอลเมล็ดพันธุ์ซึ่งจะกระเด้งไปมาก่อนระเบิดตู้ม! เมื่อลูกบอลจะระเบิดเมื่อสัมผัสกับศัตรู"
"TID_WALLY_ULTI","พุ่มสิ่งกีดขวาง"
"TID_WALLY_ULTI_DESC","สเปราต์โยนกำแพงพุ่มไม้ขนาดย่อมเพื่อป้องกันเพื่อนไว้ข้างในขณะที่กั้นศัตรูไว้ข้างนอก! กำแพงนี้ทั้งแข็งแกร่ง ทนทาน แถมยังเป็นมิตรกับสิ่งแวดล้อมอีกตะหาก!"
"TID_SPEC_ABI_WALLY_1","เติบโตเกินวัย"
"TID_SPEC_ABI_WALLY_1_DESC","ระเบิดเมล็ดพันธุ์ที่ไม่สัมผัสโดนศัตรูจะกลายเป็นระเบิดที่มีระยะกว้างกว่าเดิม"
"TID_SPEC_ABI_WALLY_2","สังเคราะห์แสง"
"TID_SPEC_ABI_WALLY_2_DESC","สเปราต์เปิดใช้งานเกราะ ซึ่งจะปกป้องความเสียหายได้ส่วนหนึ่งจากทุกการโจมตีในขณะอยู่ในพุ่มไม้"
"TID_DRILLER_SHORT_DESC","ตัวแทงค์"
"TID_DRILLER_DESC","แจ็คกี้เสียงใหญ่และดุดัน เธอทำงานอย่างแข็งขันด้วยสว่านเจาะเพื่อทะลวงพื้นรอบตัว! ท่าไม้ตายของเธอจะดึงศัตรูที่อยู่ใกล้ๆ แล้วปล่อยให้งงให้ดงฝุ่น!"
"TID_DRILLER_WEAPON","พสุธาสะเทือน"
"TID_DRILLER_WEAPON_DESC","แจ็คกี้กระโดดขึ้นสว่านเจาะราวกับเป็นไม้กระโดด ศัตรูที่อยู่ใกล้เกินไปจะได้รับแรงสั่นสะเทือน!"
"TID_DRILLER_ULTI","ระวังหลุมมหาภัย!"
"TID_DRILLER_ULTI_DESC","แจ็คกี้เจาะรูบนพื้น ดึงเอาศัตรูลงหลุมก่อนจัดการด้วยสว่านเจาะคู่ใจ! เธอยังสามารถป้องกันการโจมตีบางส่วนระหว่างใช้ท่าไม้ตายได้อีกด้วย"
"TID_SPEC_ABI_DRILLER_1","ตาต่อตา ฟันต่อฟัน"
"TID_SPEC_ABI_DRILLER_1_DESC","แจ็คกี้สะท้อนความเสียหาย <c00cc00><VALUE1></c>% ที่เธอได้รับให้กับศัตรูผู้โชคร้ายที่อยู่ใกล้ตัวเธอ"
"TID_SPEC_ABI_DRILLER_2","หมวกนิรภัย"
"TID_SPEC_ABI_DRILLER_2_DESC","หมวกนิรภัยที่แข็งแกร่งเยี่ยงแจ็คกี้คอยช่วยปกป้องเธอโดยลดความเสียหายที่เธอได้รับ <c00cc00><VALUE1></c>%"
"TID_ACCESSORY_GROW_BUSH_DESC","โรซ่าใส่ปุ๋ยบำรุงพื้นรอบตัวแล้วพุ่มไม้จะปรากฎขึ้นเพื่อกำบังเธอในทันทีทันใด"
"TID_ACCESSORY_CROW_SHIELD_DESC","โครวได้รับโล่ป้องกันความเสียหายที่ได้เขาได้รับ <c00cc00><VALUE1></c>% เป็นเวลา <c00cc00><VALUE2></c> วินาที"
"TID_ACCESSORY_WALLY_HEAL_DESC","สเปราต์ดูดพลังจากพุ่มไม้เพื่อฟื้นฟูพลังชีวิต <c00cc00><VALUE1></c> หน่วย"
"TID_ACCESSORY_ROCKET_JUMP_DESC","บร็อคยิงระเบิดพื้นด้านล่างเพื่อส่งตัวเขาพุ่งขึ้นไปในอากาศ แรงระเบิดสร้างความเสียหาย <c00cc00><VALUE1></c> หน่วยให้กับศัตรูที่อยู่ใกล้ๆ"
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","ริโคระเบิดคลื่นกระสุนกระดอนไปทุกทิศทาง"
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","สไปค์ยิงคลื่นหนาม <c00cc00><VALUE1></c> ระลอกไปทุกทิศทาง สร้างความเสียหาย <c00cc00><VALUE2></c> หน่วยต่อการโจมตี"
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","เพนนีระเบิดปืนใหญ่สร้างความเสียหายรุนแรงให้กับกำแพง และสร้างความเสียหาย <c00cc00><VALUE1></c> หน่วยให้กับศัตรูที่อยู่ใกล้ๆ"
"TID_ACCESSORY_PET_SLAM_DESC","นิต้าสั่งหมีของเธอให้ทุบพื้นและสตันศัตรูทั้งหมดที่อยู่ในบริเวณ"
