"TID","PL"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Którego Zadymiarza mam wybrać?"
"TID_QUICK_MESSAGE_ASK_MODE","W jakim wydarzeniu zagramy?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","ZASUGERUJ"
"TID_PLAYER_CTX_SUGGEST_CANCEL","ANULUJ SUGESTIĘ"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","ZASUGERUJ ZADYMIARZA"
"TID_SUGGEST_BRAWLER_TITLE","ZASUGERUJ ZADYMIARZA DLA: <NAME>"
"TID_SUGGEST_EVENT_TITLE","ZASUGERUJ WYDARZENIE"
"TID_SUGGEST_EVENT_BUTTON_SHORT","ZASUGERUJ"
"TID_SUGGEST_EVENT_BUTTON","ZASUGERUJ WYDARZENIE"
"TID_EVENT_SUGGESTION_EXPIRED","Ta sugestia wydarzenia straciła ważność"
"TID_SUGGESTED_BRAWLER_TITLE","SUGESTIA ZADYMIARZA"
"TID_SUGGESTED_BRAWLER_DESC","Czy <c<COLOR>><NAME></c> może być Twoim Zadymiarzem?"
"TID_SUGGESTED_BRAWLER_YES","UŻYJ"
"TID_SUGGESTED_BRAWLER_NO","NIE"
"TID_EVENT_SUGGESTION_TITLE","Wybrać to wydarzenie?"
"TID_EVENT_SUGGESTION_DESC","Czy chcesz zagrać w tym wydarzeniu?"
"TID_EVENT_SUGGESTION_YES","TAK"
"TID_EVENT_SUGGESTION_NO","NIE"
"TID_CHAT_LETSPLAY_ITEM","Zagrajmy"
"TID_CHAT_SWAP_BRAWLER_ITEM","Sugestia Zadymiarza dla <NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Sugestia Zadymiarza dla Ciebie:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Niedostępne podczas przerwy technicznej"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Aktualizowanie do nowej wersji"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Aktualizujemy grę do nowej wersji. Wróć niebawem!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","OK"
"TID_CONTEXT_MENU_PROFILE","PROFIL"
"TID_CONTEXT_MENU_SPECTATE","OGLĄDAJ"
"TID_CONTEXT_MENU_KICK","WYRZUĆ"
"TID_CONTEXT_MENU_SWAP","ZMIEŃ STRONĘ"
"TID_CONTEXT_MENU_REMOVE","USUŃ"
"TID_CONTEXT_MENU_JOIN","DOŁĄCZ DO DRUŻYNY"
"TID_CONTEXT_MENU_INVITE","ZAPROŚ DO DRUŻYNY"
"TID_CONTEXT_MENU_REPORT","ZGŁOŚ"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","ZASUGERUJ ZADYMIARZA"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","ZASUGERUJ\nGWIEZDNĄ MOC"
"TID_CONTEXT_MENU_CLAN_PROMOTE","AWANSUJ"
"TID_CONTEXT_MENU_CLAN_DEMOTE","ZDEGRADUJ"
"TID_CONTEXT_MENU_CLAN_KICK","WYRZUĆ"
"TID_TEAM_CHAT_TAB_MESSAGE","CZAT"
"TID_TEAM_CHAT_TAB_LOG","DZIENNIK"
"TID_TEAM_CHAT_TAB_SAY","POWIEDZ..."
"TID_TEAM_CHAT_TAB_CHAT","CZAT"
"TID_BUTTON_NAVI_FRIENDS","ZNAJOMI"
"TID_BUTTON_NAVI_CLAN","KLUB"
"TID_CLAN_POPUP_TITLE","KLUB"
"TID_CLAN_POPUP_TAB_CHAT","CZAT"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","CZAT"
"TID_GAME_MODE_16","RABUNEK PREZENTÓW"
"TID_GAME_MODE_16_DESC","Zabieraj prezenty drużynie przeciwnej i zanoś je do swojej bazy! Rozgrywka kończy się, gdy jedna z drużyn przejmie dwa prezenty albo gdy czas dobiegnie końca."
"TID_CTF_INTRO_TEXT","Przechwyć dwa prezenty, aby wygrać!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","Najpierw utwórz drużynę, aby móc grać i czatować ze znajomymi!"
"TID_CTF_2","Linie boczne"
"TID_HINT_CTF_STEAL_GIFT","Przechwyć prezent drużyny przeciwnej!"
"TID_HINT_CTF_BRING_GIFT_BACK","Przenieś prezent do własnej bazy!"
"TID_CTF_GOAL","<name>\nprzejmuje prezent!"
"TID_IAP_XMAS_19_GENERIC","WSZYSTKIEGO ZADYMIARSKIEGO"
"TID_IAP_XMAS_19_GENERIC_2","MAGIA ŚWIĄT"
"TID_IAP_NEW_YEAR_20","SZCZĘŚLIWEGO NOWEGO ROKU"
"TID_IAP_COINPACK_GENERIC","MONETY, MONETY, MONETY"
"TID_GOLDRUSH_35","Koniec czasu"
"TID_GOLDRUSH_36","Zielony pokład"
"TID_GOLDRUSH_37","Cyklon"
"TID_GOLDRUSH_38","Pamiętna eskapada"
"TID_GOLDRUSH_39","Krzyżyk"
"TID_GOLDRUSH_40","Ostatni łup"
"TID_GOLDRUSH_41","Sztywny grzbiet"
"TID_GOLDRUSH_42","Stylowa karoseria"
"TID_GOLDRUSH_43","Zapasowa przestrzeń"
"TID_GOLDRUSH_44","Marne skorupy"
"TID_GOLDRUSH_45","Niespodziana niespodzianka"
"TID_BANKHEIST_19","Lecą bomby"
"TID_BANKHEIST_20","Środek tornado"
"TID_BANKHEIST_21","Wszyscy na pokład"
"TID_BANKHEIST_22","Wymiana ognia"
"TID_BANKHEIST_23","Kryjówka bandytów"
"TID_BANKHEIST_24","Wzburzone fale"
"TID_BANKHEIST_25","Obfity łup"
"TID_BANKHEIST_26","Błyskotliwy rabunek"
"TID_WANTED_18","Zmienne prądy"
"TID_WANTED_19","Semafor"
"TID_WANTED_20","Widać ląd"
"TID_WANTED_21","Reakcja łańcuchowa"
"TID_WANTED_22","Miraż"
"TID_WANTED_23","Zagrożenie w głębi"
"TID_WANTED_24","Łatwe uderzenie"
"TID_WANTED_25","Przytulne armatki"
"TID_WANTED_26","Wystąpienie"
"TID_BATTLE_ROYALE_34","Centrum bezpieczeństwa"
"TID_BATTLE_ROYALE_35","Okrągły kanion"
"TID_BATTLE_ROYALE_36","Kaktusowe party"
"TID_BATTLE_ROYALE_37","Katastrofa"
"TID_BATTLE_ROYALE_38","Pogoń za skarbem"
"TID_BATTLE_ROYALE_39","Zmiana kursu"
"TID_BATTLE_ROYALE_40","Skaliste bloki"
"TID_BATTLE_ROYALE_41","Punkt widzenia"
"TID_BATTLE_ROYALE_42","Cios balistyczny"
"TID_BATTLE_ROYALE_43","Palisady"
"TID_RICO_CLASSIC_SKIN","KLASYCZNY RICO"
"TID_RICO_CLASSIC_SKIN_SHOP","KLASYCZNY\nRICO"
"TID_RICO_BETA_SKIN","RICOCHET"
"TID_RICO_BETA_SKIN_SHOP","RICOCHET"
"TID_COLT_CORSAIR_SKIN","COLT KORSARZ"
"TID_COLT_CORSAIR_SKIN_SHOP","COLT\nKORSARZ"
"TID_CARL_CAPTAIN_SKIN","KAPITAN CARL"
"TID_CARL_CAPTAIN_SKIN_SHOP","KAPITAN\nCARL"
"TID_POCO_PIRATE_SKIN","PIRAT POCO"
"TID_POCO_PIRATE_SKIN_SHOP","PIRAT\nPOCO"
"TID_BEA_LADYBUG_SKIN","BIEDRONKA BEA"
"TID_BEA_LADYBUG_SKIN_SHOP","BIEDRONKA\nBEA"
"TID_MAX_BLUE_SKIN","GT MAKS"
"TID_MAX_BLUE_SKIN_SHOP","GT\nMAKS"
"TID_CTF_3","Cenne prezenty"
"TID_CTF_4","Świąteczny napad"
"TID_CTF_5","Radosna ucieczka"
"TID_CTF_6","Ładowacz skarpet"
"TID_CTF_7","Niegrzeczne elfy"
"TID_CTF_8","Najlepszy prezent"
"TID_CTF_GOAL_MATCH_OVER","<name>\nprzejmuje prezent!\n\nKoniec starcia"
"TID_STAT_DAMAGE_PER_DRONE","Obrażenia od drona"
"TID_GOLDRUSH_46","Dwa tysiące jezior"
"TID_EVENT_MODIFIER_11","WZBURZONE FALE"
"TID_EVENT_MODIFIER_DESC_11","Łódź przechyla się, przyspieszając lub zwalniając, zależnie od kierunku ruchu!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Którego Zadymiarza mam wybrać?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","W jakim wydarzeniu zagramy?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","Gorąca strefa"
"TID_KING_OF_HILL_1","Jeden punkt"
"TID_KING_OF_HILL_2","Dwa punkty"
"TID_GAME_MODE_17_DESC","Przejmij gorące strefy, aby zwyciężyć. Umocnij się i zdobywaj punkty za przebywanie wewnątrz strefy, nie dopuszczając przeciwników. Pierwsza drużyna, która zdobędzie 20 punktów, wygrywa starcie! Jeśli czas dobiegnie końca, wygrywa drużyna z największą liczbą punktów."
"TID_KING_OF_HILL_INTRO_TEXT","Kontroluj strefy!"
"TID_IAP_LNY2020","CHIŃSKI NOWY ROK W BRAWL STARS"
"TID_IAP_TGS2020","OFERTA"
"TID_IAP_VD2020","UDANYCH WALENTYNEK!"
"TID_IAP_MAR2020","WITAMY MARZEC!"
"TID_SPAWNER_DUDE_SHORT_DESC","STRZELEC"
"TID_SPAWNER_DUDE_DESC","Pan P to zniesmaczony życiem bagażowy, który zwykł ciskać w przeciwników walizkami. Jego superatak polega na przywołaniu zrobotyzowanych pomocników."
"TID_SPAWNER_DUDE_WEAPON","Pański bagaż, proszę!"
"TID_SPAWNER_DUDE_WEAPON_DESC","Pan P wściekle miota walizką. Jeśli trafi w przeszkodę lub przeciwnika, walizka odbija się, ląduje z hukiem i zadaje obrażenia obszarowe."
"TID_SPAWNER_DUDE_ULTI","Bagażowi! Do ataku!"
"TID_SPAWNER_DUDE_ULTI_DESC","Pan P uruchamia bazę zrobotyzowanych boyów. Udało mu się przeprogramować małe, pingwinogłowe roboty, by nękały i atakowały przeciwników (i kłopotliwych gości)."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Ostrożnie"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","Przeładowane walizki Pana P skaczą i wybuchają, nawet jeśli nie trafią w cel ani w żadną przeszkodę."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Blaszana puszka"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","Baza macierzysta boyów-robotów zyskuje <c00cc00>+<VALUE1></c> punktów życia."
"TID_HINT_GET_TO_ZONE","Wejdź do strefy!"
"TID_HERO_INFO_TITLE","STATYSTYKI ZADYMIARZA"
"TID_HERO_UPGRADE_TITLE","ULEPSZYĆ ZADYMIARZA?"
"TID_HERO_INFO_HERO_SPEED","Szybkość ruchu"
"TID_HERO_INFO_SPEED_0","BARDZO POWOLI"
"TID_HERO_INFO_SPEED_1","POWOLI"
"TID_HERO_INFO_SPEED_2","NORMALNIE"
"TID_HERO_INFO_SPEED_3","SZYBKO"
"TID_HERO_INFO_SPEED_4","BARDZO SZYBKO"
"TID_HERO_INFO_ATTACK_SPEED","Szybkość przeładowania"
"TID_HERO_INFO_ATTACK_RANGE","Zasięg"
"TID_HERO_INFO_ATTACK_DAMAGE","Obrażenia"
"TID_HERO_INFO_RANGE_0","KRÓTKI"
"TID_HERO_INFO_RANGE_1","NORMALNY"
"TID_HERO_INFO_RANGE_2","DALEKI"
"TID_HERO_INFO_RANGE_3","BARDZO DALEKI"
"TID_HERO_INFO_HEALTH","Punkty życia"
"TID_HERO_INFO_ATTACK_TYPE","Typ"
"TID_HERO_INFO_HEAL","Wylecz"
"TID_PROTECT_SCORE_ZONE","Nie pozwól przeciwnikom na wejście do strefy!"
"TID_8BIT_VIRUS_SKIN","8-BITOWIEC WIRUS"
"TID_8BIT_VIRUS_SKIN_SHOP","8-BITOWIEC\nWIRUS"
"TID_TARA_STREET_NINJA_SKIN","TARA ULICZNY NINJA"
"TID_TARA_STREET_NINJA_SKIN_SHOP","TARA\nULICZNY NINJA"
"TID_BIBI_GAMER_SKIN","BIBI HEROSKA"
"TID_BIBI_GAMER_SKIN_SHOP","BIBI\nHEROSKA"
"TID_PIPER_CUPID_SKIN","PIPER AMOR"
"TID_PIPER_CUPID_SKIN_SHOP","PIPER\nAMOR"
"TID_NITA_KOALA_SKIN","NITA KOALA"
"TID_NITA_KOALA_SKIN_SHOP","NITA\nKOALA"
"TID_MRP_AGENT_SKIN","AGENT P"
"TID_MRP_AGENT_SKIN_SHOP","AGENT P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Czas trwania"
"TID_HERO_INFO_DAMAGE_REDUCTION","Redukcja obrażeń"
"TID_SPAWN_BUILDING_HEALTH","Punkty życia bazy"
"TID_PORTER_HEALTH","Punkty życia boya"
"TID_PORTER_DAMAGE","Obrażenia boya"
"TID_KING_OF_HILL_3","Świątynia Zadymy"
"TID_KING_OF_HILL_4","Zamieszki"
"TID_KING_OF_HILL_5","Utrata kontroli"
"TID_KING_OF_HILL_6","Złote sztuczki"
"TID_KING_OF_HILL_7","Uliczna zadyma 2"
"TID_KING_OF_HILL_8","Primo Kong mł."
"TID_KING_OF_HILL_9","Ćwierćfunciak"
"TID_KING_OF_HILL_10","Superzadyma"
"TID_KING_OF_HILL_11","Najwyższy wynik"
"TID_KING_OF_HILL_12","Pies na monety"
"TID_KING_OF_HILL_13","Koniec gry"
"TID_KING_OF_HILL_14","Cheat kod"
"TID_KING_OF_HILL_15","Wojna o kulki"
"TID_BALL_26","Klapki"
"TID_BALL_27","Przewrotka"
"TID_BALL_28","Słowiańskie klocki"
"TID_BALL_29","Mecz towarzyski"
"TID_HERO_INFO_MEDIUM","ŚREDNI"
"TID_HERO_INFO_AVERAGE","PRZECIĘTNY"
"TID_HERO_UPGRADE_TITLE_LEVEL","PRZEJŚĆ NA <LVL> POZIOM MOCY?"
"TID_DOUBLE_POINTS","Podwajanie punktów!"
"TID_HERO_INFO_UTILITY_LABEL","PRZYDATNOŚĆ"
"TID_HERO_INFO_VERSATILITY_LABEL","WSZECHSTRONNOŚĆ"
"TID_HERO_INFO_OFFENSE_LABEL","ATAK"
"TID_HERO_INFO_DEFENSE_LABEL","OBRONA"
"TID_UNDERTAKER_HAT_SKIN_SHOP","MORTIS\nW CYLINDRZE"
"TID_BARLEY_WIZARD_SKIN_SHOP","CZARODZIEJ\nBARLEY"
"TID_SHOTGUN_STAR_SKIN_SHOP","GWIAZDA\nSHELLY"
"TID_QUICK_MESSAGE_ONE_MOMENT","Chwila"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Czy pomożesz mi zdobyć gwiezdny żeton?"
"TID_HERO_SORTING_LATEST","Ostatni Zadymiarze"
"TID_IAP_BUNDLE_OFFER","Oferta specjalna"
"TID_WALLY","KIEŁEK"
"TID_SETTINGS_FIND_FRIENDS","GRAJ ZE ZNAJOMYMI"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Połącz z KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","Połączenie konta z KakaoTalk pozwala wyświetlić konta znajomych z KakaoTalk na liście znajomych w Brawl Stars. Oni również będą mogli zobaczyć twoje konto i status online, a także zaprosić cię do wspólnej gry. Połączyć teraz?"
"TID_HERO_SCREEN_ITEM","GADŻET"
"TID_HERO_SCREEN_STAR_POWER","GWIEZDNA MOC"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","UWAGA"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Wyślemy cię teraz gdzieś poza Brawl Stars"
"TID_NOTIFICATION_CC_STARTED","WYZWANIE MISTRZOWSKIE zostało rozpoczęte!"
"TID_NOTIFICATION_CC_ENDING","WYZWANIE MISTRZOWSKIE wkrótce się kończy. Wciąż możesz wygrać!"
"TID_NOTIFICATION_PSG_STARTED","PSG CUP został rozpoczęty! Wygraj, aby zdobyć bezpłatne przebranie!"
"TID_NOTIFICATION_PSG_ENDING","PSG CUP już wkrótce się zakończy. Wciąż jeszcze możesz wygrać!"
"TID_NOTIFICATION_COIN_RUSH","Dostępna jest nowa mapa do ZBIORU KLEJNOTÓW! Ruszaj i odbierz nowe nagrody!"
"TID_NOTIFICATION_ATTACK_DEFEND","Dostępna jest gra w NAPAD! Czas zdobyć nowe nagrody!"
"TID_NOTIFICATION_BOUNTY_HUNTER","Dostępna jest gra w NAGRODĘ! Czas zdobyć nowe nagrody!"
"TID_NOTIFICATION_LASER_BALL","Otwarto nową mapę do ZADYMY! Czas zdobyć nowe nagrody!"
"TID_NOTIFICATION_BATTLE_ROYAL","Otwarto nową mapę do STARCIA! Zostań jako ostatni na polu walki!"
"TID_NOTIFICATION_BOSS","Otwarto WIELKĄ GRĘ! Wspaniałe nagrody czekają!"
"TID_NOTIFICATION_COOP","WALKA Z ROBOTAMI rozpoczęta! Pokonaj roboty i zdobądź nagrody!"
"TID_NOTIFICATION_RAID_BOSS","WALKA Z BOSSEM powraca! Jak daleko zajdziesz?"
"TID_NOTIFICATION_ROBO_WARS","Dostępna jest gra w OBLĘŻENIE! Czas zdobyć nowe nagrody!"
"TID_NOTIFICATION_BOSS_RACE","Otwarto nową mapę do ELIMINACJI! Czas zdobyć nowe nagrody!"
"TID_NOTIFICATION_LONE_STAR","Otwarto nową mapę do SAMOTNEJ GWIAZDY! Czas zdobyć nowe nagrody!"
"TID_NOTIFICATION_CTF","Otwarto nową mapę do RABUNKU PREZENTÓW! Czas zdobyć nowe nagrody!"
"TID_NOTIFICATION_KING_OF_HILL","Dostępna jest gra w GORĄCĄ STREFĘ! Czas zdobyć nowe nagrody!"
"TID_NOTIFICATION_MULTIPLE_MODES","Otwarto nowe mapy: <PARAM>. Chodź i wygraj gwiezdne żetony!"
"TID_FREE_BOX_AVAILABLE_0","Czeka na Ciebie darmowa nagroda!"
"TID_FREE_BOX_AVAILABLE_1","Odbierz teraz darmową nagrodę!"
"TID_FREE_BOX_AVAILABLE_2","Zdobądź darmową nagrodę, zanim przepadnie!"
"TID_FREE_BOX_AVAILABLE_3","Czekają na Ciebie darmowe nagrody!"
"TID_FREE_BOX_AVAILABLE_4","Odbierz teraz darmową nagrodę!"
"TID_SEASON_ENDED_NOTI","Koniec sezonu! Odbierz nagrody za sezon."
"TID_KEY_BAR_FULL","Liczba posiadanych żetonów: <PARAM>. Czas na bitwę!"
"TID_COME_BACK_NOTIFICATION_SMALL","Co powiesz na kolejną bitwę?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Co powiesz na kolejną bitwę?"
"TID_COME_BACK_NOTIFICATION_LARGE","Co powiesz na kolejną bitwę?"
"TID_POWER_PLAY_NOTIFICATION","Otwarta jest <PARAM> mapa w IGRZYSKACH MOCY!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> już jest! Chodź i sprawdź!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","Rozpoczęto imprezę z PODWAJANIEM ŻETONÓW!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","Rozpoczęto DESZCZ MONET! Walcz, aby zdobywać monety!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Powiedz, ile masz lat"
"TID_ENTER_AGE_CONTINUE","POTWIERDŹ"
"TID_ENTER_AGE_GAMEPLAY","To nie wpłynie na przebieg gry"
"TID_ENTER_AGE_TIP","Określ wiek za pomocą suwaka."
"TID_ENTER_AGE_WARNING","Nie możesz przejść dalej. Najpierw określ swój wiek."
"TID_ENTER_AGE_TITLE","Witaj w Brawl Stars!"
"TID_ENTER_AGE_LEGAL","Przycisk POTWIERDZAM oznacza, że akceptujesz dokumenty <TOS> i <PP>"
"TID_OVER_100","99+"
"TID_CHALLENGE_WON_TITLE","WYGRYWASZ WYZWANIE!"
"TID_CHALLENGE_REWARD_CLAIM","ODBIERZ"
"TID_BUTTON_INVITE_SNS","ZAPROSZENIE DO DRUŻYNY"
"TID_OFFLINE_FRIENDS","ZAPROŚ ZNAJOMYCH OFFLINE"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","WYGRYWASZ WYZWANIE!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Gratulacje! Wygrywasz PSG CUP i jesteś prawdziwym Mistrzem Zadymy!"
"TID_PSG_TEASER_TITLE","Początek za chwilę!"
"TID_PSG_TEASER_INFO","Przygotuj się do PSG Cup!\n\nWygraj <WIN> starcia w trybie Zadyma, aby otrzymać bezpłatne przebranie PSG Shelly! Zagraj ze znajomymi albo użyj funkcji \qSzukanie drużyny\q, by zwiększyć swoje szanse.\n\nWyzwanie trwa tylko <DURATION> godz., więc nie trać czasu!"
"TID_ACCESSORY_BLOCKED_DEAD","Nie możesz używać gadżetów, gdy nie żyjesz!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","Zużyto wszystkie ładunki."
"TID_ACCESSORY_BLOCKED_COOLDOWN","Gadżet jest nadal w trakcie odnawiania!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","Nie możesz tego użyć, gdy niesiesz przedmioty."
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","Brak celu."
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","Cel jest za daleko."
"TID_ACCESSORY_BLOCKED_NO_AMMO","Masz za mało amunicji."
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","Nie możesz aktywować, trzymając piłkę."
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","Nie możesz aktywować bez wieżyczki."
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","Wieżyczka jest zbyt daleko."
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","Nie możesz aktywować bez niedźwiedzia."
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","Niedźwiedź jest zbyt daleko."
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","Brak przeciwników w zasięgu."
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","Brak krzaków w zasięgu."
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","Brak boyów w zasięgu."
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","To już maksymalna liczba punktów życia!"
"TID_WALLY_SHORT_DESC","WSPARCIE"
"TID_WALLY_DESC","Prototypowy model siewnika S33-DR, znany jako Kiełek, to zaawansowany robot rolniczy. Kiełek jeździ jak opętany, rozrzucając wokół Bomby Siewne z dzikim poczuciem misji. Chcesz wroga pokonać, lutnij mu z nasiona!"
"TID_WALLY_WEAPON","BOMBA SIEWNA"
"TID_WALLY_WEAPON_DESC","Kiełek wyrzuca kulę nasion, która najpierw w podskokach zmierza do celu, po czym pęka z hukiem. Jeżeli trafi w przeciwników, od razu eksploduje."
"TID_WALLY_ULTI","ZIELONA BARYKADA"
"TID_WALLY_ULTI_DESC","Kiełek sadzi niewielki żywopłot, by chronić przyjaciół i powstrzymać wrogów! Jest równie skuteczny, co zielony!"
"TID_SPEC_ABI_WALLY_1","PRZEROST"
"TID_SPEC_ABI_WALLY_1_DESC","Bomby Siewne, które nie trafią w przeciwnika, eksplodują w większym promieniu."
"TID_SPEC_ABI_WALLY_2","FOTOSYNTEZA"
"TID_SPEC_ABI_WALLY_2_DESC","Kiełek aktywuje tarczę, która częściowo chroni go przed wszystkimi atakami, gdy jest schowany w krzakach."
"TID_DRILLER_SHORT_DESC","WAGA CIĘŻKA"
"TID_DRILLER_DESC","Z hukiem i gracją. Jacky nader gustownie włada swym młotem pneumatycznym, krusząc znajdujący się wokół grunt. Jej superatak przyciąga znajdujących się w pobliżu nieprzyjaciół, którzy przepadają otoczeni tumanami pyłu!"
"TID_DRILLER_WEAPON","GLEBOŁAMACZ"
"TID_DRILLER_WEAPON_DESC","Jacky skacze na swoim młocie jak na drążku Pogo. Ktokolwiek znajdzie się za blisko, oberwie srogo!"
"TID_DRILLER_ULTI","O ŻESZ KURDE!"
"TID_DRILLER_ULTI_DESC","Jacky wierci otwór w ziemi i ściąga do siebie wrogów, by zapoznać ich ze swym wiernym młotem! Wykonując ten superatak, częściowo osłania się przed atakami przeciwnika."
"TID_SPEC_ABI_DRILLER_1","SZORSTKA WYMIANA"
"TID_SPEC_ABI_DRILLER_1_DESC","Jacky oddaje <c00cc00><VALUE1></c>% otrzymanych obrażeń każdemu przeciwnikowi, który zaplącze się zbyt blisko."
"TID_SPEC_ABI_DRILLER_2","TWARDY KASK"
"TID_SPEC_ABI_DRILLER_2_DESC","Atestowany kask chroni Jacky, redukując zadawane jej obrażenia o <c00cc00><VALUE1></c>%."
"TID_ACCESSORY_GROW_BUSH_DESC","Rosa użyźnia grunt wokół siebie. Błyskawicznie wyrosłe krzaki tworzą świetną osłonę."
"TID_ACCESSORY_CROW_SHIELD_DESC","Kruk otrzymuje tarczę, która pochłania <c00cc00><VALUE1></c>% zadawanych mu obrażeń przez <c00cc00><VALUE2></c> s."
"TID_ACCESSORY_WALLY_HEAL_DESC","Kiełek konsumuje krzew, odzyskując <c00cc00><VALUE1></c> PŻ."
"TID_ACCESSORY_ROCKET_JUMP_DESC","Brock uderza w ziemię pod sobą i wybija się w powietrze. Wybuch zadaje <c00cc00><VALUE1></c> obrażeń przeciwnikom w pobliżu."
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","Rico wyrzuca fale odbijających się pocisków we wszystkich kierunkach."
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","Spike wystrzeliwuje we wszystkich kierunkach <c00cc00><VALUE1></c> fal igieł zadających <c00cc00><VALUE2></c> obrażeń w jednym uderzeniu."
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","Penny wysadza swoją armatę w potężnym wybuchu, który kruszy ściany i zadaje <c00cc00><VALUE1></c> obrażeń przeciwnikom w pobliżu."
"TID_ACCESSORY_PET_SLAM_DESC","Nita nakazuje swojemu niedźwiedziowi uderzyć w ziemię, by ogłuszyć wszystkich przeciwników w zasięgu."
"TID_ACCESSORY_BARKEEP_SLOW_DESC","Barley upuszcza klejącą maź w postaci kałuży spowalniającej wszystkich przeciwników, którzy tylko w nią wdepną."
"TID_ACCESSORY_JESSIE_SLOW_DESC","Jessie wypuszcza z wieżyczki falę uderzeniową, która spowalnia wszystkich przeciwników w zasięgu."
"TID_ACCESSORY_GENE_PUSH_DESC","Gene natychmiast odpycha każdego przeciwnika, który się zbliży. Ponadto Gene przywraca <c00cc00><VALUE1></c> PŻ."
"TID_ACCESSORY_TICK_DASH_DESC","Tick zwiewa przed najbliższym przeciwnikiem, pozostawiając na ziemi pojedynczą minę."
"TID_ACCESSORY_MAX_DASH_DESC","Maks szarżuje na najbliższego przeciwnika, zyskując w tym czasie odporność na wszelkie obrażenia."
"TID_ACCESSORY_SHELLY_DASH_DESC","Shelly porusza się do przodu niczym błyskawica dzięki pomocy haka i liny."
"TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC","Jacky dostaje ładunek energii i porusza się o <c00cc00><VALUE1></c>% szybciej przez <c00cc00><VALUE2></c> s."
"TID_ACCESSORY_TOWER_BURST_HEAL_DESC","Pam uruchamia wieżyczkę medyczną i wypuszcza pojedynczy impuls leczniczy, dodający <c00cc00><VALUE1></c> PŻ jej i sojusznikom w pobliżu."
"TID_ACCESSORY_TNT_SPIN_DESC","Dynamike wściekle wiruje i rozrzuca wokół siebie laski dynamitu. Każda z nich zadaje wrogom <c00cc00><VALUE1></c> obrażeń."
"TID_ACCESSORY_TELEPORT_TO_PET_DESC","8-Bitowiec natychmiast teleportuje się do swojego wzmacniacza obrażeń, niszcząc go przy tym."
