"TID","AR"
"TID_IAP_NEWYEAR_20","سنة سعيدة"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","مظهر BROWN & FRIENDS"
"TID_HOME_PAGE_PENDING_DONATION","رسالة\nمهمة"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","حظر طلبات الصداقة"
"TID_SPAWNER_DUDE","السيد ب"
"TID_BEE_SNIPER","بي"
"TID_BEE_SNIPER_SHORT_DESC","فئة قناص"
"TID_BEE_SNIPER_DESC","تحب بي الحشرات. تطلق قذائفها المسيَّرة عن بعد، وعند استخدام الزخم، ترسل إلى القتال سربًا من النحل الغاضب."
"TID_BEE_SNIPER_WEAPON","اللسعة القاتلة"
"TID_BEE_SNIPER_WEAPON_DESC","تنفذ بي طلقة بعيدة المدى تشحن عند الهبوط طلقتها التالية لتلحق ضررًا هائلاً."
"TID_BEE_SNIPER_ULTI","الخلية الحديدية"
"TID_BEE_SNIPER_ULTI_DESC","تنشر بي سربًا من القذائف المسيَّرة التي تتحرك وتستدير كالطائرات النفاثة، وهي تبطئ أي عدو تصادفه في طريقها."
"TID_SPEC_ABI_BEE_SNIPER_1","الشحن الفوري"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","تشحن اللسعة القاتلة فوريًا بالكامل مرة واحدة عندما تخطئ إحدى طلقات بي المشحونة بالكامل هدفها."
"TID_SPEC_ABI_BEE_SNIPER_2","درع العسل"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","تفلت بي من الهزيمة بـ 1 من الصحة، وتحصل على درع مؤقت. يمكنها استخدام هذا الدرع مجددًا بعد أن تهزم."
"TID_SPEEDY","ماكس"
"TID_SPEEDY_SHORT_DESC","داعم"
"TID_SPEEDY_DESC","ماكس سريعة جدًا، وتهاجم بطلقات نارية سريعة. عند استخدامها الزخم، ترفع سرعتها وسرعة حلفائها."
"TID_SPEEDY_WEAPON","القذائف البرقية"
"TID_SPEEDY_WEAPON_DESC","تطلق ماكسي مجموعة من القذائف السريعة. يمكنها إطلاق النار مرات عديدة، وهي تعبئ ذخيرتها بسرعة."
"TID_SPEEDY_ULTI","انطلاق!"
"TID_SPEEDY_ULTI_DESC","ترفع ماكس مؤقتًا سرعة تحركها وسرعة تحرك حلفائها القريبين منها. أسرع من البرق!"
"TID_SPEC_ABI_SPEEDY_1","الشحن الكامل"
"TID_SPEC_ABI_SPEEDY_1_DESC","تشحن الآن ماكس زخمها وهي تتحرك."
"TID_SPEC_ABI_SPEEDY_2","الشحن السريع"
"TID_SPEC_ABI_SPEEDY_2_DESC","تعبئ ماكس الذخيرة بسرعة أكبر وهي تتحرك."
"TID_SPEEDY_ULTI_STAT","هيا بنا!"
"TID_HOMER","هومر"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","نحتاج إلى بطل..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","هيا نلعب..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","هيا نلعب..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","لنغير أبطالنا!"
"TID_QUICK_MESSAGE_GOOD_GAME","كانت مواجهة جيدة!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","أتريد اللعب مجددًا؟"
"TID_QUICK_MESSAGE_WELL_PLAYED","أحسنت!"
"TID_QUICK_MESSAGE_WOW","مذهل!"
"TID_QUICK_MESSAGE_OK","حسنًا!"
"TID_QUICK_MESSAGE_GOTTA_GO","علي الذهاب. استمتعوا باللعب!"
"TID_QUICK_MESSAGE_CHANGE_MODE","لنغير وضع اللعب!"
"TID_QUICK_MESSAGE_BYE","إلى اللقاء!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","كان ذلك وشيكًا!"
"TID_QUICK_MESSAGE_READY","هل أنت مستعد؟"
"TID_QUICK_MESSAGE_READY_GO","هل أنت مستعد؟ هيا بنا!"
"TID_QUICK_MESSAGE_HI","مرحبًا!"
"TID_QUICK_MESSAGE_NEED_BREAK","أحتاج إلى استراحة!"
"TID_QUICK_MESSAGE_NEED_TO_GO","عليّ الذهاب. استمتعوا باللعب!"
"TID_QUICK_MESSAGE_THANKS","شكرًا!"
"TID_QUICK_MESSAGE_SORRY","عذرًا!"
"TID_QUICK_MESSAGE_OOPS","يا خبر!"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","أيمكنك اللعب بـ <c<COLOR>><NAME></c>؟"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","أيمكنك استخدام <c<COLOR>><NAME></c>؟"
"TID_QUICK_MESSAGE_SUGGEST_MODE","هيا نلعب <c<COLOR>><NAME></c>!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","أي الأبطال أختار؟"
"TID_QUICK_MESSAGE_ASK_MODE","أي الأحداث نلعب؟"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","الاقتراح"
"TID_PLAYER_CTX_SUGGEST_CANCEL","إلغاء الاقتراح"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","اقتراح بطل"
"TID_SUGGEST_BRAWLER_TITLE","اقتراح بطل على <NAME>"
"TID_SUGGEST_EVENT_TITLE","اقتراح حدث"
"TID_SUGGEST_EVENT_BUTTON_SHORT","الاقتراح"
"TID_SUGGEST_EVENT_BUTTON","اقتراح حدث"
"TID_EVENT_SUGGESTION_EXPIRED","انتهت صلاحية اقتراح هذا الحدث."
"TID_SUGGESTED_BRAWLER_TITLE","اقتراح بطل"
"TID_SUGGESTED_BRAWLER_DESC","أتريد استخدام <c<COLOR>><NAME></c> كبطلك؟"
"TID_SUGGESTED_BRAWLER_YES","الاستخدام"
"TID_SUGGESTED_BRAWLER_NO","لا"
"TID_EVENT_SUGGESTION_TITLE","أتريد اختيار هذا الحدث؟"
"TID_EVENT_SUGGESTION_DESC","أتريد لعب هذا الحدث؟"
"TID_EVENT_SUGGESTION_YES","نعم"
"TID_EVENT_SUGGESTION_NO","لا"
"TID_CHAT_LETSPLAY_ITEM","لنلعب!"
"TID_CHAT_SWAP_BRAWLER_ITEM","اقتراح بطل على <NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","بطل مقترح:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","غير متاح أثناء الصيانة"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","التحديث إلى الإصدار الجديد"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","سنجري تحديثًا إلى إصدار جديد من اللعبة. الرجاء العودة بعد قليل."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","موافق"
"TID_CONTEXT_MENU_PROFILE","الملف الشخصي"
"TID_CONTEXT_MENU_SPECTATE","المشاهدة"
"TID_CONTEXT_MENU_KICK","الطرد"
"TID_CONTEXT_MENU_SWAP","تبديل الفريق"
"TID_CONTEXT_MENU_REMOVE","الإزالة"
"TID_CONTEXT_MENU_JOIN","الانضمام إلى الفريق"
"TID_CONTEXT_MENU_INVITE","الدعوة إلى الفريق"
"TID_CONTEXT_MENU_REPORT","الإبلاغ"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","اقتراح بطل"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","اقتراح\nقدرة خاصة"
"TID_CONTEXT_MENU_CLAN_PROMOTE","رفع الرتبة"
"TID_CONTEXT_MENU_CLAN_DEMOTE","إنزال رتبة"
"TID_CONTEXT_MENU_CLAN_KICK","الطرد"
"TID_TEAM_CHAT_TAB_MESSAGE","الدردشة"
"TID_TEAM_CHAT_TAB_LOG","السجل"
"TID_TEAM_CHAT_TAB_SAY","قول..."
"TID_TEAM_CHAT_TAB_CHAT","الدردشة"
"TID_BUTTON_NAVI_FRIENDS","الأصدقاء"
"TID_BUTTON_NAVI_CLAN","الاتحاد"
"TID_CLAN_POPUP_TITLE","الاتحاد"
"TID_CLAN_POPUP_TAB_CHAT","الدردشة"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","الدردشة"
"TID_GAME_MODE_16","نهب الهدايا"
"TID_GAME_MODE_16_DESC","استحوذ على هدايا الفريق الخصم وأحضرها إلى قاعدتك. تنتهي المواجهة عندما يستحوذ أحد الفريقين على هديتين، أو عند نفاد الوقت المحدد للمواجهة."
"TID_CTF_INTRO_TEXT","استحوذ على هديتين للفوز!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","كوّن فريقًا أولاً للعب والدردشة مع الأصدقاء."
"TID_CTF_2","الخطوط الجانبية"
"TID_HINT_CTF_STEAL_GIFT","استحوذ على هدية الفريق الخصم!"
"TID_HINT_CTF_BRING_GIFT_BACK","أحضر الهدية إلى قاعدتك."
"TID_CTF_GOAL","استحوذ <name>\nعلى هدية."
"TID_IAP_XMAS_19_GENERIC","احتفالات نهاية العام"
"TID_IAP_XMAS_19_GENERIC_2","موسم احتفالات رأس السنة"
"TID_IAP_NEW_YEAR_20","سنة سعيدة"
"TID_IAP_COINPACK_GENERIC","نقود، نقود، نقود"
"TID_GOLDRUSH_35","استراحة قصيرة"
"TID_GOLDRUSH_36","المجموعة الخضراء"
"TID_GOLDRUSH_37","العاصفة الدوارة"
"TID_GOLDRUSH_38","المغامرة المثيرة"
"TID_GOLDRUSH_39","ملتقى الطرق"
"TID_GOLDRUSH_40","الغنيمة الأخيرة"
"TID_GOLDRUSH_41","الحافة الصلبة"
"TID_GOLDRUSH_42","الهيكل الأنيق"
"TID_GOLDRUSH_43","الفضاء الآخر"
"TID_GOLDRUSH_44","الأصداف الفارغة"
"TID_GOLDRUSH_45","المفاجأة السرية"
"TID_BANKHEIST_19","رمي القنابل"
"TID_BANKHEIST_20","عين الزوبعة"
"TID_BANKHEIST_21","العمل الجماعي"
"TID_BANKHEIST_22","القذائف المضادة"
"TID_BANKHEIST_23","خليج اللصوص"
"TID_BANKHEIST_24","البحار العكرة"
"TID_BANKHEIST_25","الاغتناء السريع"
"TID_BANKHEIST_26","خطة السطو العبقرية"
"TID_WANTED_18","التيارات المتقلبة"
"TID_WANTED_19","إشارة الأعلام"
"TID_WANTED_20","اليابسة"
"TID_WANTED_21","التفاعل المتسلسل"
"TID_WANTED_22","السراب"
"TID_WANTED_23","الخطر الأعمق"
"TID_WANTED_24","الاصطدام البسيط"
"TID_WANTED_25","المدافع الفعالة"
"TID_WANTED_26","المنفذ"
"TID_BATTLE_ROYALE_34","مركز السلامة"
"TID_BATTLE_ROYALE_35","الأخدود المستدير"
"TID_BATTLE_ROYALE_36","حفل الصبار"
"TID_BATTLE_ROYALE_37","النواة المتفتتة"
"TID_BATTLE_ROYALE_38","البحث عن الكنز"
"TID_BATTLE_ROYALE_39","تغيير المسار"
"TID_BATTLE_ROYALE_40","العوائق الصخرية"
"TID_BATTLE_ROYALE_41","وجهة نظر"
"TID_BATTLE_ROYALE_42","القصف المكثف"
"TID_BATTLE_ROYALE_43","السياجات المتينة"
"TID_RICO_CLASSIC_SKIN","ريكو الكلاسيكي"
"TID_RICO_CLASSIC_SKIN_SHOP","ريكو\nالكلاسيكي"
"TID_RICO_BETA_SKIN","ريكوشيه"
"TID_RICO_BETA_SKIN_SHOP","ريكوشيه"
"TID_COLT_CORSAIR_SKIN","كولت لص البحار"
"TID_COLT_CORSAIR_SKIN_SHOP","كولت\nلص البحار"
"TID_CARL_CAPTAIN_SKIN","كارل القبطان"
"TID_CARL_CAPTAIN_SKIN_SHOP","كارل\nالقبطان"
"TID_POCO_PIRATE_SKIN","بوكو القرصان"
"TID_POCO_PIRATE_SKIN_SHOP","بوكو\nالقرصان"
"TID_BEA_LADYBUG_SKIN","بي الخنفساء"
"TID_BEA_LADYBUG_SKIN_SHOP","بي\nالخنفساء"
"TID_MAX_BLUE_SKIN","ماكس الزرقاء"
"TID_MAX_BLUE_SKIN_SHOP","ماكس\nالزرقاء"
"TID_CTF_3","الهدايا الثمينة"
"TID_CTF_4","سطو رأس السنة"
"TID_CTF_5","الرحلة البهيجة"
"TID_CTF_6","هدايا بلا حدود"
"TID_CTF_7","الأقزام الشقية"
"TID_CTF_8","أحسن الهدايا"
"TID_CTF_GOAL_MATCH_OVER","استحوذ <name>\nعلى هدية.\n\nانتهت المواجهة."
"TID_STAT_DAMAGE_PER_DRONE","ضرر القذيفة المسيَّرة الواحدة"
"TID_GOLDRUSH_46","البحيرات الألفان"
"TID_EVENT_MODIFIER_11","البحار الهائجة"
"TID_EVENT_MODIFIER_DESC_11","تتمايل السفينة فتسرع الحركة أو تبطئها حسب اتجاه حركتك."
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","أي الأبطال أختار؟"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","أي الأحداث نلعب؟"
"TID_DRILLER","جاكي"
"TID_GAME_MODE_17","المنطقة الساخنة"
"TID_KING_OF_HILL_1","نقطة واحدة"
"TID_KING_OF_HILL_2","نقطتان اثنتان"
"TID_GAME_MODE_17_DESC","سيطر على المناطق الساخنة للفوز. افرض سيطرتك واربح النقاط بالبقاء داخل منطقة معينة مع إبقاء خصومك خارجها. يفوز بالمواجهة أول فريق يجمع 20 نقطة. إذا نفد الوقت، فسيفوز الفريق الذي جمع أكبر عدد من النقاط."
"TID_KING_OF_HILL_INTRO_TEXT","سيطر على المناطق!"
"TID_IAP_LNY2020","احتفال العام القمري"
"TID_IAP_TGS2020","عرض"
"TID_IAP_VD2020","استمتعوا بالفالانتاين!"
"TID_IAP_MAR2020","مرحبًا بمارس!"
"TID_SPAWNER_DUDE_SHORT_DESC","فئة قناص"
"TID_SPAWNER_DUDE_DESC","السيد ب شيال أمتعة غاضب يرمي خصومه بالحقائب، وعند الزخم، يستدعي بطاريق آلية لتدعمه."
"TID_SPAWNER_DUDE_WEAPON","الحقائب المتفجرة"
"TID_SPAWNER_DUDE_WEAPON_DESC","يرمي السيد ب حقيبة ثقيلة في غضب. إذا ارتطمت بعائق أو خصم، قفزت عليه لتسقط وتنفجر محدثة ضرر بالمنطقة."
"TID_SPAWNER_DUDE_ULTI","هجوم البطاريق"
"TID_SPAWNER_DUDE_ULTI_DESC","ينصب السيد ب قاعدة رئيسية تخرج منها بطاريق آلية لمناوشة خصومه (والضيوف الثقلاء) والهجوم عليهم."
"TID_SPEC_ABI_SPAWNER_DUDE_1","قابل للانفجار"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","حقائب السيد ب المعبئة فوق سعتها تقفز وتنفجر من تلقاء نفسها حتى إن لم تصب هدفًا أو عائقًا."
"TID_SPEC_ABI_SPAWNER_DUDE_2","الصفيحة"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","تحصل قاعدة البطاريق الآلية الرئيسية على صحة أكبر بقيمة <c00cc00>+<VALUE1></c>."
"TID_HINT_GET_TO_ZONE","ادخل إلى المنطقة!"
"TID_HERO_INFO_TITLE","إحصاءات البطل"
"TID_HERO_UPGRADE_TITLE","أتريد ترقية البطل؟"
"TID_HERO_INFO_HERO_SPEED","سرعة التحرك"
"TID_HERO_INFO_SPEED_0","بطيء جدًا"
"TID_HERO_INFO_SPEED_1","بطيء"
"TID_HERO_INFO_SPEED_2","عادي"
"TID_HERO_INFO_SPEED_3","سريع"
"TID_HERO_INFO_SPEED_4","سريع جدًا"
"TID_HERO_INFO_ATTACK_SPEED","سرعة التعبئة"
"TID_HERO_INFO_ATTACK_RANGE","المدى"
"TID_HERO_INFO_ATTACK_DAMAGE","الضرر"
"TID_HERO_INFO_RANGE_0","قصير"
"TID_HERO_INFO_RANGE_1","عادي"
"TID_HERO_INFO_RANGE_2","طويل"
"TID_HERO_INFO_RANGE_3","طويل جدًا"
"TID_HERO_INFO_HEALTH","الصحة"
"TID_HERO_INFO_ATTACK_TYPE","النوع"
"TID_HERO_INFO_HEAL","التعافي"
"TID_PROTECT_SCORE_ZONE","امنع الأعداء من دخول المنطقة!"
"TID_8BIT_VIRUS_SKIN","8-بت الفيروسي"
"TID_8BIT_VIRUS_SKIN_SHOP","8-بت\nالفيروسي"
"TID_TARA_STREET_NINJA_SKIN","تارا النينجا"
"TID_TARA_STREET_NINJA_SKIN_SHOP","تارا\nالنينجا"
"TID_BIBI_GAMER_SKIN","بيبي شاهرة السيف"
"TID_BIBI_GAMER_SKIN_SHOP","بيبي\nشاهرة السيف"
"TID_PIPER_CUPID_SKIN","بايبر الفالانتاين"
"TID_PIPER_CUPID_SKIN_SHOP","بايبر\nالفالانتاين"
"TID_NITA_KOALA_SKIN","نيتا الكوالا"
"TID_NITA_KOALA_SKIN_SHOP","نيتا\nالكوالا"
"TID_MRP_AGENT_SKIN","العميل ب"
"TID_MRP_AGENT_SKIN_SHOP","العميل ب"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","المدة"
"TID_HERO_INFO_DAMAGE_REDUCTION","تخفيض الضرر"
"TID_SPAWN_BUILDING_HEALTH","صحة القاعدة الرئيسية"
"TID_PORTER_HEALTH","صحة البطريق الآلي"
"TID_PORTER_DAMAGE","ضرر البطريق الآلي"
"TID_KING_OF_HILL_3","معبد الهلاك"
"TID_KING_OF_HILL_4","العراك المفاجئ"
"TID_KING_OF_HILL_5","وحدات التحكم الجنونية"
"TID_KING_OF_HILL_6","الحيل الذكية"
"TID_KING_OF_HILL_7","بطل الشوارع 2"
"TID_KING_OF_HILL_8","بريمو كونج جونيور"
"TID_KING_OF_HILL_9","ربع مشكل"
"TID_KING_OF_HILL_10","العراك الكبير"
"TID_KING_OF_HILL_11","النتيجة العليا"
"TID_KING_OF_HILL_12","ماكينة الفكة"
"TID_KING_OF_HILL_13","وقت النهاية"
"TID_KING_OF_HILL_14","وسيلة الغش"
"TID_KING_OF_HILL_15","بطل من رخام"
"TID_BALL_26","القلاب"
"TID_BALL_27","الضربة المقصية"
"TID_BALL_28","الملعب الروسي"
"TID_BALL_29","المباراة الودية"
"TID_HERO_INFO_MEDIUM","متوسط"
"TID_HERO_INFO_AVERAGE","عادي"
"TID_HERO_UPGRADE_TITLE_LEVEL","أتريد الترقية إلى مستوى القوة <LVL>؟"
"TID_DOUBLE_POINTS","ضعف النقاط"
"TID_HERO_INFO_UTILITY_LABEL","الكفاءة"
"TID_HERO_INFO_VERSATILITY_LABEL","تنوع المهارات"
"TID_HERO_INFO_OFFENSE_LABEL","الهجوم"
"TID_HERO_INFO_DEFENSE_LABEL","الدفاع"
"TID_UNDERTAKER_HAT_SKIN_SHOP","لورد\nمورتيس"
"TID_BARLEY_WIZARD_SKIN_SHOP","بارلي\nالساحر"
"TID_SHOTGUN_STAR_SKIN_SHOP","شيلي\nالنجمة"
"TID_QUICK_MESSAGE_ONE_MOMENT","لحظة"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","أيمكنك مساعدتي في الحصول على قرص النجوم؟"
"TID_HERO_SORTING_LATEST","آخر الأبطال"
"TID_IAP_BUNDLE_OFFER","عرض خاص"
"TID_WALLY","سبراوت"
"TID_SETTINGS_FIND_FRIENDS","اللعب مع الأصدقاء"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","الاتصال بـ KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","يمكّنك ربط حسابك بـ KakaoTalk من رؤية حسابات Brawl Stars الخاصة بأصدقائك في KakaoTalk على قائمة الأصدقاء. سيستطيع أصدقاؤك أيضًا رؤية حساب Brawl Stars الخاص بك وحالة اتصالك بالإنترنت، كما سيمكنهم دعوتك إلى اللعب. أتريد ربط حسابك الآن؟"
"TID_HERO_SCREEN_ITEM","جهاز"
"TID_HERO_SCREEN_STAR_POWER","القدرة الخاصة"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","إشعار"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","نحن بصدد نقلك خارج Brawl Stars"
"TID_NOTIFICATION_CC_STARTED","بدأ تحدي البطولة!"
"TID_NOTIFICATION_CC_ENDING","تحدي البطولة سينتهي قريبًا. ما زال بإمكانك الفوز!"
"TID_NOTIFICATION_PSG_STARTED","بدأ PSG CUP. فز لتربح مظهرًا مجانيًا!"
"TID_NOTIFICATION_PSG_ENDING","PSG CUP على وشك الانتهاء. ما زال لديك وقت كافٍ للفوز!"
"TID_NOTIFICATION_COIN_RUSH","خريطة جديدة في وضع جمع الجواهر. احصل على مكافآت جديدة!"
"TID_NOTIFICATION_ATTACK_DEFEND","وضع السطو متاح. حان وقت ربح مكافآت جديدة!"
"TID_NOTIFICATION_BOUNTY_HUNTER","وضع الجائزة متاح. حان وقت ربح مكافآت جديدة!"
"TID_NOTIFICATION_LASER_BALL","خريطة جديدة مفتوحة الآن في وضع كرة العراك. حان وقت ربح مكافآت جديدة!"
"TID_NOTIFICATION_BATTLE_ROYAL","خريطة جديدة مفتوحة الآن في وضع المواجهة الحاسمة. اصمد حتى النهاية!"
"TID_NOTIFICATION_BOSS","المواجهة الكبيرة مفتوحة الآن. هناك مكافآت رائعة!"
"TID_NOTIFICATION_COOP","بدأت معركة الروبوتات. اهزم الروبوتات وفز بمكافآت!"
"TID_NOTIFICATION_RAID_BOSS","عاد وضع قتال الزعماء. هل أنت بحجم التحدي؟"
"TID_NOTIFICATION_ROBO_WARS","وضع الحصار متاح. حان وقت ربح مكافأة جديدة!"
"TID_NOTIFICATION_BOSS_RACE","خريطة جديدة مفتوحة الآن في وضع الإطاحة. حان وقت ربح مكافآت جديدة!"
"TID_NOTIFICATION_LONE_STAR","خريطة جديدة مفتوحة الآن في وضع النجم الأوحد. حان وقت ربح مكافآت جديدة!"
"TID_NOTIFICATION_CTF","وضع نهب الهدايا الجديد مفتوح الآن. حان وقت ربح مكافآت جديدة!"
"TID_NOTIFICATION_KING_OF_HILL","خريطة جديدة مفتوحة الآن في وضع المنطقة الساخنة. حان وقت ربح مكافآت جديدة!"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM> من الخرائط الجديدة مفتوحة الآن. العب وفز بأقراص النجوم!"
"TID_FREE_BOX_AVAILABLE_0","مكافأتك المجانية بانتظارك!"
"TID_FREE_BOX_AVAILABLE_1","طالب بمكافأتك المجانية الآن!"
"TID_FREE_BOX_AVAILABLE_2","احصل على مكافأتك المجانية قبل أن تختفي!"
