"TID","HE"
"TID_CONTEXT_MENU_CLAN_PROMOTE","קידום"
"TID_CONTEXT_MENU_CLAN_DEMOTE","הורדה בדרגה"
"TID_CONTEXT_MENU_CLAN_KICK","סילוק"
"TID_TEAM_CHAT_TAB_MESSAGE","צ‘אט"
"TID_TEAM_CHAT_TAB_LOG","רישום ביומן"
"TID_TEAM_CHAT_TAB_SAY","אמור..."
"TID_TEAM_CHAT_TAB_CHAT","צ‘אט"
"TID_BUTTON_NAVI_FRIENDS","חברים"
"TID_BUTTON_NAVI_CLAN","מועדון"
"TID_CLAN_POPUP_TITLE","מועדון"
"TID_CLAN_POPUP_TAB_CHAT","צ‘אט"
"TID_BUTTON_SCID","Supercell ID"
"TID_BUTTON_NAVI_CHAT","צ‘אט"
"TID_GAME_MODE_16","שלל של מתנות"
"TID_GAME_MODE_16_DESC","תפוס מתנות של הקבוצה היריבה וקח אותן אל הבסיס שלך! המשחק מסתיים כשאחת הקבוצות תפסה שתי מתנות, או כשהזמן נגמר."
"TID_CTF_INTRO_TEXT","תפוס שתי מתנות כדי לנצח!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","צור קבוצה תחילה כדי לשחק ולשוחח בצ‘אט עם חברים!"
"TID_CTF_2","על הקווים"
"TID_HINT_CTF_STEAL_GIFT","תפוס את המתנה של הקבוצה היריבה!"
"TID_HINT_CTF_BRING_GIFT_BACK","החזר את המתנה לבסיס שלך!"
"TID_CTF_GOAL","התקבלה מתנה על ידי\n<name>!"
"TID_IAP_XMAS_19_GENERIC","חוגגים עם הבראולרים"
"TID_IAP_XMAS_19_GENERIC_2","הגיעה העונה"
"TID_IAP_NEW_YEAR_20","שנה טובה"
"TID_IAP_COINPACK_GENERIC","מטבעות, מטבעות, מטבעות"
"TID_GOLDRUSH_35","פסק זמן"
"TID_GOLDRUSH_36","סיפון ירוק"
"TID_GOLDRUSH_37","סופה משתוללת"
"TID_GOLDRUSH_38","הרפתקה מדהימה"
"TID_GOLDRUSH_39","שתי וערב"
"TID_GOLDRUSH_40","שלל אחרון"
"TID_GOLDRUSH_41","גשר צר"
"TID_GOLDRUSH_42","אריזה נאה"
"TID_GOLDRUSH_43","מקום פנוי"
"TID_GOLDRUSH_44","קונכיות בלויות"
"TID_GOLDRUSH_45","הפתעה סודית"
"TID_BANKHEIST_19","פצצות לגבות"
"TID_BANKHEIST_20","טורנדו בזירה"
"TID_BANKHEIST_21","כולם ביחד"
"TID_BANKHEIST_22","אתה תותח"
"TID_BANKHEIST_23","מפרץ השודדים"
"TID_BANKHEIST_24","ימים סוערים"
"TID_BANKHEIST_25","שלל רב"
"TID_BANKHEIST_26","שוד מבריק"
"TID_WANTED_18","גאות ושפל"
"TID_WANTED_19","אותות ודגלים"
"TID_WANTED_20","יבשה באופק"
"TID_WANTED_21","תגובת שרשרת"
"TID_WANTED_22","חזיון תעתועים"
"TID_WANTED_23","סכנה במעמקים"
"TID_WANTED_24","השפעה קלה"
"TID_WANTED_25","תותחים נינוחים"
"TID_WANTED_26","יציאה"
"TID_BATTLE_ROYALE_34","מרכז בטיחות"
"TID_BATTLE_ROYALE_35","קניון מעגלי"
"TID_BATTLE_ROYALE_36","מסיבת קקטוסים"
"TID_BATTLE_ROYALE_37","ליבה מתפוררת"
"TID_BATTLE_ROYALE_38","חפש את המטמון"
"TID_BATTLE_ROYALE_39","שינוי מסלול"
"TID_BATTLE_ROYALE_40","סלעים חוסמים"
"TID_BATTLE_ROYALE_41","נקודת מבט"
"TID_BATTLE_ROYALE_42","פיצוץ בליסטי"
"TID_BATTLE_ROYALE_43","כלוא בכלוב"
"TID_RICO_CLASSIC_SKIN","ריקו קלאסי"
"TID_RICO_CLASSIC_SKIN_SHOP","ריקו\nקלאסי"
"TID_RICO_BETA_SKIN","ריקושט"
"TID_RICO_BETA_SKIN_SHOP","ריקושט"
"TID_COLT_CORSAIR_SKIN","קולט שודד ים"
"TID_COLT_CORSAIR_SKIN_SHOP","קולט\nשודד ים"
"TID_CARL_CAPTAIN_SKIN","קפטן קארל"
"TID_CARL_CAPTAIN_SKIN_SHOP","קפטן\nקארל"
"TID_POCO_PIRATE_SKIN","פוקו הפיראט"
"TID_POCO_PIRATE_SKIN_SHOP","פוקו\nהפיראט"
"TID_BEA_LADYBUG_SKIN","בי החיפושית"
"TID_BEA_LADYBUG_SKIN_SHOP","בי\nהחיפושית"
"TID_MAX_BLUE_SKIN","GT MAX"
"TID_MAX_BLUE_SKIN_SHOP","GT\nMAX"
"TID_CTF_3","מתנות יקרות"
"TID_CTF_4","שוד לחגים"
"TID_CTF_5","בריחה מבחירה"
"TID_CTF_6","שק של מתנות"
"TID_CTF_7","גמדונים שובבים"
"TID_CTF_8","המתנה הטובה ביותר"
"TID_CTF_GOAL_MATCH_OVER","התקבלה מתנה על ידי\n<name>!\n\nהמשחק נגמר"
"TID_STAT_DAMAGE_PER_DRONE","נזק מכל רחפן"
"TID_GOLDRUSH_46","אלפיים אגמים"
"TID_EVENT_MODIFIER_11","ימים סוערים"
"TID_EVENT_MODIFIER_DESC_11","הסירה מתנדנדת ומהירות התנועה שלך גדלה או קטנה, בהתאם לכיוון התנועה!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","איזה בראולר כדאי לי לבחור?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","באיזה אירוע נשחק?"
"TID_DRILLER","ג‘קי"
"TID_GAME_MODE_17","אזור חם"
"TID_KING_OF_HILL_1","נקודה אחת"
"TID_KING_OF_HILL_2","שתי נקודות"
"TID_GAME_MODE_17_DESC","צריך לשלוט באזורים החמים כדי לנצח! צריך להיות בתוך אזור ולמנוע מהיריבים להיכנס, כדי לתפוס שליטה ולהרוויח נקודות. הקבוצה הראשונה שתגיע ל-20 נקודות תנצח במשחק! אם ייגמר הזמן, הקבוצה שיש לה יותר נקודות תנצח."
"TID_KING_OF_HILL_INTRO_TEXT","לשלוט באזורים!"
"TID_IAP_LNY2020","הצעות לשנה הסינית החדשה"
"TID_IAP_TGS2020","מבצע"
"TID_IAP_VD2020","חג אהבה שמח!"
"TID_IAP_MAR2020","חודש מרץ הגיע!"
"TID_SPAWNER_DUDE_SHORT_DESC","צלף"
"TID_SPAWNER_DUDE_DESC","מר P הוא מטעין מזוודות ממורמר שזורק מזוודות בכעס על היריבים. תכונת הסופר שלו מזמנת רובו-סבלים שעוזרים לו."
"TID_SPAWNER_DUDE_WEAPON","הנה המזוודה שלך, אדוני!"
"TID_SPAWNER_DUDE_WEAPON_DESC","מר P זורק מזוודה כבדה בכעס. אם המזוודה פוגעת במכשול או ביריב, היא מדלגת מעליהם ונוחתת בפיצוץ שמסב נזק לאזור."
"TID_SPAWNER_DUDE_ULTI","סבלים! לתקוף!"
"TID_SPAWNER_DUDE_ULTI_DESC","מר P מכין את בסיס האם לרובו-סבלים. הוא תכנת את הרובוטים הקטנים עם ראש הפינגווין לתקוף ולהציק ליריבים (ולאורחים סוררים)."
"TID_SPEC_ABI_SPAWNER_DUDE_1","לטפל בזהירות"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","המזוודות של מר P מלאות מדי, והן קופצות ומתפוצצות גם אם הן לא פוגעות ביעד או במכשול."
"TID_SPEC_ABI_SPAWNER_DUDE_2","קופסת שימורים"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","לבסיס האם של הרובוטים הסבלים יש <c00cc00>+ <VALUE1></c> יותר בריאות."
"TID_HINT_GET_TO_ZONE","היכנסו לאזור!"
"TID_HERO_INFO_TITLE","סטטיסטיקת בראולרים"
"TID_HERO_UPGRADE_TITLE","לשדרג בראולר?"
"TID_HERO_INFO_HERO_SPEED","מהירות תנועה"
"TID_HERO_INFO_SPEED_0","איטית מאוד"
"TID_HERO_INFO_SPEED_1","איטית"
"TID_HERO_INFO_SPEED_2","רגילה"
"TID_HERO_INFO_SPEED_3","מהירה"
"TID_HERO_INFO_SPEED_4","מהירה מאוד"
"TID_HERO_INFO_ATTACK_SPEED","מהירות טעינה"
"TID_HERO_INFO_ATTACK_RANGE","טווח"
"TID_HERO_INFO_ATTACK_DAMAGE","נזק"
"TID_HERO_INFO_RANGE_0","קצר"
"TID_HERO_INFO_RANGE_1","רגיל"
"TID_HERO_INFO_RANGE_2","ארוך"
"TID_HERO_INFO_RANGE_3","ארוך מאוד"
"TID_HERO_INFO_HEALTH","בריאות"
"TID_HERO_INFO_ATTACK_TYPE","סוג"
"TID_HERO_INFO_HEAL","ריפוי"
"TID_PROTECT_SCORE_ZONE","צריך למנוע מהאויבים להיכנס לאזור!"
"TID_8BIT_VIRUS_SKIN","8 ביט וירוס"
"TID_8BIT_VIRUS_SKIN_SHOP","8 ביט\nוירוס"
"TID_TARA_STREET_NINJA_SKIN","טארה לוחמת רחוב"
"TID_TARA_STREET_NINJA_SKIN_SHOP","טארה\nלוחמת רחוב"
"TID_BIBI_GAMER_SKIN","באבל הגיבורה"
"TID_BIBI_GAMER_SKIN_SHOP","באבל\nהגיבורה"
"TID_PIPER_CUPID_SKIN","פייפר קופידון"
"TID_PIPER_CUPID_SKIN_SHOP","פייפר\nקופידון"
"TID_NITA_KOALA_SKIN","ניטה קואלה"
"TID_NITA_KOALA_SKIN_SHOP","ניטה\nקואלה"
"TID_MRP_AGENT_SKIN","הסוכן P"
"TID_MRP_AGENT_SKIN_SHOP","הסוכן P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","משך זמן"
"TID_HERO_INFO_DAMAGE_REDUCTION","הפחתת נזק"
"TID_SPAWN_BUILDING_HEALTH","בריאות בסיס האם"
"TID_PORTER_HEALTH","בריאות הסבלים"
"TID_PORTER_DAMAGE","נזק הסבלים"
"TID_KING_OF_HILL_3","מקדש הפיצוצים"
"TID_KING_OF_HILL_4","קרב מתפרץ"
"TID_KING_OF_HILL_5","בלגן בבקרה"
"TID_KING_OF_HILL_6","פתרון זהב"
"TID_KING_OF_HILL_7","בראולר רחוב 2"
"TID_KING_OF_HILL_8","פרימו קונג ג‘וניור"
"TID_KING_OF_HILL_9","המבורגר"
"TID_KING_OF_HILL_10","קרב סופר קשוח"
"TID_KING_OF_HILL_11","ניקוד גבוה"
"TID_KING_OF_HILL_12","עם מטבעות"
"TID_KING_OF_HILL_13","המשחק נגמר"
"TID_KING_OF_HILL_14","קוד לצ‘יט"
"TID_KING_OF_HILL_15","בראולר משיש"
"TID_BALL_26","קפיצה הפוכה"
"TID_BALL_27","בעיטת מספרת"
"TID_BALL_28","בלוק סלאבי"
"TID_BALL_29","משחק ידידות"
"TID_HERO_INFO_MEDIUM","בינוני"
"TID_HERO_INFO_AVERAGE","ממוצע"
"TID_HERO_UPGRADE_TITLE_LEVEL","לשדרג לרמת כוח <LVL>?"
"TID_DOUBLE_POINTS","נקודות כפולות!"
"TID_HERO_INFO_UTILITY_LABEL","שימושיות"
"TID_HERO_INFO_VERSATILITY_LABEL","גיוון"
"TID_HERO_INFO_OFFENSE_LABEL","התקפה"
"TID_HERO_INFO_DEFENSE_LABEL","הגנה"
"TID_UNDERTAKER_HAT_SKIN_SHOP","מורטיס\nעם מגבעת"
"TID_BARLEY_WIZARD_SKIN_SHOP","בארלי\nהקוסם"
"TID_SHOTGUN_STAR_SKIN_SHOP","שלי\nהכוכבת"
"TID_QUICK_MESSAGE_ONE_MOMENT","רגע אחד"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","אפשר לקבל עזרה בהשגת טוקן הכוכב?"
"TID_HERO_SORTING_LATEST","הבראולרים האחרונים"
"TID_IAP_BUNDLE_OFFER","מבצע מיוחד"
"TID_WALLY","ספראוט"
"TID_SETTINGS_FIND_FRIENDS","משחקים עם חברים"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","חיבור KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","חיבור החשבון שלך ל-KakaoTalk יאפשר לך לראות את חשבונות Brawl Stars של החברים שלך ב-KakaoTalk ברשימת החברים. גם הם יוכלו לראות את חשבון Brawl Stars שלך ואת מצב ההתחברות שלך, ולהזמין אותך למשחקים. האם להתחבר כעת?"
"TID_HERO_SCREEN_ITEM","גאדג‘ט"
"TID_HERO_SCREEN_STAR_POWER","כוח כוכב"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","לתשומת לבך"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","אנו עומדים להעביר אותך מחוץ ל-Brawl Stars"
"TID_NOTIFICATION_CC_STARTED","אתגר האליפות התחיל!"
"TID_NOTIFICATION_CC_ENDING","אתגר האליפות יסתיים בקרוב. יש לך עדיין אפשרות לנצח!"
"TID_NOTIFICATION_PSG_STARTED","גביע PSG התחיל! כדאי לנצח כדי לזכות בסקין חינמי!"
"TID_NOTIFICATION_PSG_ENDING","גביע PSG עומד להסתיים. יש לך עדיין זמן לזכות!"
"TID_NOTIFICATION_COIN_RUSH","מפה חדשה של ׳תופסים יהלומים׳ זמינה! כדאי לבוא לקבל פרסים חדשים!"
"TID_NOTIFICATION_ATTACK_DEFEND","׳שוד׳ זמין! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_BOUNTY_HUNTER","׳פרס׳ זמין! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_LASER_BALL","מפת ׳כדור בראולרים׳ חדשה פתוחה! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_BATTLE_ROYAL","מפת ׳קרב מכריע׳ חדשה פתוחה! מומלץ להישאר האחרון ששורד!"
"TID_NOTIFICATION_BOSS","׳משחק גדול׳ נפתח! פרסים מעולים זמינים!"
"TID_NOTIFICATION_COOP","׳רובו-קרב׳ התחיל! מביסים את הרובוטים וזוכים בפרסים!"
"TID_NOTIFICATION_RAID_BOSS","׳קרב בוס׳ חזר! כמה רחוק אפשר להגיע?"
"TID_NOTIFICATION_ROBO_WARS","׳מצור׳ זמין! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_BOSS_RACE","מפת ׳ניצחון מוחץ׳ חדשה פתוחה! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_LONE_STAR","מפת ׳כוכב בודד׳ חדשה פתוחה! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_CTF","׳שלל של מתנות׳ חדש פתוח! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_KING_OF_HILL","מפת ׳אזור חם׳ חדשה זמינה! זה הזמן לזכות בפרסים חדשים!"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM> מפות חדשות פתוחות! אפשר לזכות בטוקנים של כוכבים!"
"TID_FREE_BOX_AVAILABLE_0","הפרס החינמי שלך ממתין לך!"
"TID_FREE_BOX_AVAILABLE_1","קבלת הפרס החינמי כעת!"
"TID_FREE_BOX_AVAILABLE_2","כדאי לקבל את הפרס החינמי לפני שהוא ייעלם!"
"TID_FREE_BOX_AVAILABLE_3","פרסים חינמיים ממתינים לך!"
"TID_FREE_BOX_AVAILABLE_4","קבלת הפרס החינמי כעת!"
"TID_SEASON_ENDED_NOTI","העונה הסתיימה! פרסי העונה ממתינים לך."
"TID_KEY_BAR_FULL","<PARAM> טוקנים זמינים. זה הזמן לצאת לקרב!"
"TID_COME_BACK_NOTIFICATION_SMALL","רוצה עוד קרב?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","רוצה עוד קרב?"
"TID_COME_BACK_NOTIFICATION_LARGE","רוצה עוד קרב?"
"TID_POWER_PLAY_NOTIFICATION","ל׳מהלך כוחני׳ יש מפה <PARAM> פתוחה!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> הגיע! כדאי לנסות!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","אירוע ‚טוקנים כפולים‘ התחיל!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","אירוע ‚גשם של מטבעות‘ התחיל! כדאי לצאת לקרב כדי להשיג מטבעות!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","אנו רוצים לדעת מה הגיל שלך"
"TID_ENTER_AGE_CONTINUE","אישור"
"TID_ENTER_AGE_GAMEPLAY","זה לא ישפיע על מהלך המשחק"
"TID_ENTER_AGE_TIP","יש להשתמש במחוון כדי להגדיר את גילך."
"TID_ENTER_AGE_WARNING","לא ניתן להמשיך! עליך להגדיר את גילך תחילה."
"TID_ENTER_AGE_TITLE","ברוכים הבאים ל-Brawl Stars!"
"TID_ENTER_AGE_LEGAL","הקשה על ׳אישור׳ משמעה שנתונה לנו הסכמתך ל<TOS> ול<PP>"
"TID_OVER_100","99+"
"TID_CHALLENGE_WON_TITLE","ניצחת באתגר!"
"TID_CHALLENGE_REWARD_CLAIM","קבלה"
"TID_BUTTON_INVITE_SNS","הזמנה לצוות"
"TID_OFFLINE_FRIENDS","הזמנת חברים לא מקוונים"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","ניצחת באתגר!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","ברכותינו! זכית בגביע PSG והראית שבדמך זורם דם אלופים ב׳כדור בראולרים׳!"
"TID_PSG_TEASER_TITLE","מתחילים בקרוב!"
"TID_PSG_TEASER_INFO","כדאי להתכונן לגביע PSG!\n\nמנצחים<WIN> בקרבות \qכדור בראולרים\q ומקבלים סקין שלי PSG בחינם! אפשר לשחק עם חברים או להשתמש בתכונת \qחיפוש קבוצה\q כדי שלפר את הסיכויים שלך.\n\nהאתגר יהיה פעיל למשך <DURATION> שעות בלבד, אז לא כדאי לפספס!"
"TID_ACCESSORY_BLOCKED_DEAD","לא ניתן להשתמש בגאדג‘ט לאחר שהובסת!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","השתמשת בכל הטעינות!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","הגאדג‘ט עדיין נמצא ברגיעה!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","לא ניתן להשתמש בעת החזקת חפצים!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","אין יעד זמין!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","היעד רחוק מדי!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","אין מספיק תחמושת!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","לא ניתן להפעיל כאשר מחזיקים את הכדור!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","לא ניתן להפעיל ללא צריח!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","הצריח רחוק מדי!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","לא ניתן להפעיל ללא דוב!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","הדוב רחוק מדי!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","אין אויבים בטווח!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","אין שיחים בטווח!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","אין סבלים בטווח!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","מד החיים שלך כבר מלא!"
"TID_WALLY_SHORT_DESC","תמיכה"
"TID_WALLY_DESC","המנביט - אבטיפוס דגם S33-DR, שנודע בשם ספראוט, נועד לשתילת חיים. ספראוט מסתובב על גלגלים ומשליך פצצות זרעים באהבה. כשמתעורר הצורך, זה הזמן לזרוק זרעים!"
"TID_WALLY_WEAPON","פצצת זרעים"
"TID_WALLY_WEAPON_DESC","ספראוט משליך כדור זרעים שמקפץ מסביב ואז מתפוצץ בבום! אם הוא פוגע באויבים, הוא מיד מתפוצץ."
"TID_WALLY_ULTI","מחסום שיחים"
"TID_WALLY_ULTI_DESC","ספראוט מקים קיר ירוק קטן ששומר על החברים וחוסם את האויבים! הוא ירוק ויעיל מאוד!"
"TID_SPEC_ABI_WALLY_1","גידול יתר"
"TID_SPEC_ABI_WALLY_1_DESC","לפצצות זרעים שלא יוצרות מגע עם האויב יש רדיוס פיצוץ גדול יותר."
"TID_SPEC_ABI_WALLY_2","פוטוסינתזה"
"TID_SPEC_ABI_WALLY_2_DESC","ספראוט מפעיל מגן שמגן עליו באופן חלקי מכל מתקפה כשהוא נמצא בשיחים."
"TID_DRILLER_SHORT_DESC","משקל כבד"
"TID_DRILLER_DESC","ג‘קי הרועשת מפעילה את פטיש האוויר שלה בהנאה ויוצרת סדקים באדמה סביבה! תכונת הסופר שלה מושכת את האויבים שבקרבתה ומשאירה אותם להתבוסס באבק!"
"TID_DRILLER_WEAPON","פורצת דרך"
"TID_DRILLER_WEAPON_DESC","ג‘קי מקפצת על פטיש האוויר שלה כמו על מקל פוגו. האויבים שיתקרבו יותר מדי ייפגעו!"
"TID_DRILLER_ULTI","לקדוח בכל הכוח!"
"TID_DRILLER_ULTI_DESC","ג‘קי קודחת חור באדמה, מושכת פנימה את האויבים ומציגה להם את פטיש האוויר שלה! היא מתגוננת באופן חלקי ממתקפות שמגיעות כשהיא מבצעת את תכונת הסופר שלה."
"TID_SPEC_ABI_DRILLER_1","עם החלפות"
"TID_SPEC_ABI_DRILLER_1_DESC","כדי להשתוות, ג‘קי מעבירה <c00cc00><VALUE1></c>% מהנזק שהיא מקבלת לאויבים שאיתרע מזלם להיות בסביבה."
"TID_SPEC_ABI_DRILLER_2","קסדה בראש טוב"
"TID_SPEC_ABI_DRILLER_2_DESC","הקסדה של ג‘קי קשוחה בדיוק כמוה, והיא מגנה עליה באמצעות הפחתת הנזק שהיא עשויה לספוג ב-<c00cc00><VALUE1></c>%."
"TID_ACCESSORY_GROW_BUSH_DESC","רוזה מפרה את האדמה שסביבה ומיד צומחים שיחים שמספקים מחסה."
"TID_ACCESSORY_CROW_SHIELD_DESC","קרואו מקבל מגן עבור <c00cc00><VALUE1></c>% של נזק נכנס למשך <c00cc00><VALUE2></c> שניות."
"TID_ACCESSORY_WALLY_HEAL_DESC","ספראוט אוכל שיח כדי להחזיר את רמת החיים שלו ב-<c00cc00><VALUE1></c>."
"TID_ACCESSORY_ROCKET_JUMP_DESC","ברוק מפציץ את הקרקע שתחתיו ומעיף את עצמו לאוויר. הפיצוץ מסב נזק של <c00cc00><VALUE1></c> לאויבים בסביבה."
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","ריקו שולח גלים מפציצים של כדורים מקפצים בכל הכיוונים."
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","ספייק יורה <c00cc00><VALUE1></c> גלים של מחטים בכל הכיוונים, ומסב נזק של <c00cc00><VALUE2></c> עם כל פגיעה."
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","פני יורה בתותח ויוצרת פיצוץ רב עוצמה שמפרק קירות ומסב נזק של <c00cc00><VALUE1></c> לאויבים שבסביבה."
"TID_ACCESSORY_PET_SLAM_DESC","ניטה פוקדת על הדוב שלה להכות בקרקע, וכל האויבים שבטווח חוטפים זעזוע."
"TID_ACCESSORY_BARKEEP_SLOW_DESC","בארלי שופך שיקוי דביק שהופך לשלולית ומאט את כל האויבים שנוגעים בו."
"TID_ACCESSORY_JESSIE_SLOW_DESC","ג‘סי גורמת לגל הלם בעזרת הצריח שלה, שמאט את כל האויבים שנמצאים באזור ההשפעה."
"TID_ACCESSORY_GENE_PUSH_DESC","כל האויבים שמתקרבים לג‘ין מיד נדחפים אחורה. ג‘ין גם מקבל בחזרה <c00cc00><VALUE1></c> חיים."
"TID_ACCESSORY_TICK_DASH_DESC","טיק בורח בריצה מהאויב הקרוב ביותר ומשאיר מאחוריו מוקש אחד על הקרקע."
"TID_ACCESSORY_MAX_DASH_DESC","מקס רצה אל עבר האויב הקרוב ביותר. היא הופכת לחסינה מפני נזק מהאויבים כשהיא רצה."
