"TID","EN"
"TID_QUICK_MESSAGE_PLAY_AGAIN","Play again?"
"TID_QUICK_MESSAGE_WELL_PLAYED","Well played!"
"TID_QUICK_MESSAGE_WOW","Wow!"
"TID_QUICK_MESSAGE_OK","Ok!"
"TID_QUICK_MESSAGE_GOTTA_GO","Gotta go. Have fun!"
"TID_QUICK_MESSAGE_CHANGE_MODE","Let's change game mode!"
"TID_QUICK_MESSAGE_BYE","Bye!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","That was close!"
"TID_QUICK_MESSAGE_READY","Ready?"
"TID_QUICK_MESSAGE_READY_GO","Ready? Let's go!"
"TID_QUICK_MESSAGE_HI","Hi!"
"TID_QUICK_MESSAGE_NEED_BREAK","I need a break!"
"TID_QUICK_MESSAGE_NEED_TO_GO","I need to run. Have fun guys!"
"TID_QUICK_MESSAGE_THANKS","Thanks!"
"TID_QUICK_MESSAGE_SORRY","Sorry!"
"TID_QUICK_MESSAGE_OOPS","Oops"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","Can you play as <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","Can you use <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","Let's play <c<COLOR>><NAME></c>!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Which brawler should I pick?"
"TID_QUICK_MESSAGE_ASK_MODE","What event should we play?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","SUGGEST"
"TID_PLAYER_CTX_SUGGEST_CANCEL","CANCEL SUGGESTION"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","SUGGEST A BRAWLER"
"TID_SUGGEST_BRAWLER_TITLE","SUGGEST A BRAWLER TO <NAME>"
"TID_SUGGEST_EVENT_TITLE","SUGGEST EVENT"
"TID_SUGGEST_EVENT_BUTTON_SHORT","SUGGEST"
"TID_SUGGEST_EVENT_BUTTON","SUGGEST EVENT"
"TID_EVENT_SUGGESTION_EXPIRED","This event suggestion has expired"
"TID_SUGGESTED_BRAWLER_TITLE","BRAWLER SUGGESTION"
"TID_SUGGESTED_BRAWLER_DESC","Would you like to use <c<COLOR>><NAME></c> as your Brawler?"
"TID_SUGGESTED_BRAWLER_YES","USE"
"TID_SUGGESTED_BRAWLER_NO","NO"
"TID_EVENT_SUGGESTION_TITLE","Select this event?"
"TID_EVENT_SUGGESTION_DESC","Would you like to play this event?"
"TID_EVENT_SUGGESTION_YES","YES"
"TID_EVENT_SUGGESTION_NO","NO"
"TID_CHAT_LETSPLAY_ITEM","Let's play"
"TID_CHAT_SWAP_BRAWLER_ITEM","Brawler suggestion to <NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Brawler suggestion to you:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Not available during maintenance"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Updating to new version"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","We are updating to a new version of the game. Please check back in a short while!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","Ok"
"TID_CONTEXT_MENU_PROFILE","PROFILE"
"TID_CONTEXT_MENU_SPECTATE","SPECTATE"
"TID_CONTEXT_MENU_KICK","KICK"
"TID_CONTEXT_MENU_SWAP","SWAP SIDE"
"TID_CONTEXT_MENU_REMOVE","REMOVE"
"TID_CONTEXT_MENU_JOIN","JOIN TEAM"
"TID_CONTEXT_MENU_INVITE","INVITE TO TEAM"
"TID_CONTEXT_MENU_REPORT","REPORT"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","SUGGEST BRAWLER"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","SUGGEST\nSTAR POWER"
"TID_CONTEXT_MENU_CLAN_PROMOTE","PROMOTE"
"TID_CONTEXT_MENU_CLAN_DEMOTE","DEMOTE"
"TID_CONTEXT_MENU_CLAN_KICK","KICK"
"TID_TEAM_CHAT_TAB_MESSAGE","CHAT"
"TID_TEAM_CHAT_TAB_LOG","LOG"
"TID_TEAM_CHAT_TAB_SAY","SAY..."
"TID_TEAM_CHAT_TAB_CHAT","CHAT"
"TID_BUTTON_NAVI_FRIENDS","FRIENDS"
"TID_BUTTON_NAVI_CLAN","CLUB"
"TID_CLAN_POPUP_TITLE","CLUB"
"TID_CLAN_POPUP_TAB_CHAT","CHAT"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","CHAT"
"TID_GAME_MODE_16","PRESENT PLUNDER"
"TID_GAME_MODE_16_DESC","Grab gifts from the opposing team and bring them to your base! Match ends when one team has captured two gifts, or when time runs out."
"TID_CTF_INTRO_TEXT","Grab two gifts to win!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","First create a team to play and chat with friends!"
"TID_CTF_2","Sidelines"
"TID_HINT_CTF_STEAL_GIFT","Grab the opposing team's gift!"
"TID_HINT_CTF_BRING_GIFT_BACK","Bring the gift back to your base!"
"TID_CTF_GOAL","<name>\ntook a gift!"
"TID_IAP_XMAS_19_GENERIC","HAPPY BRAWLIDAYS"
"TID_IAP_XMAS_19_GENERIC_2","TIS THE SEASON"
"TID_IAP_NEW_YEAR_20","HAPPY NEW YEAR"
"TID_IAP_COINPACK_GENERIC","COINS, COINS, COINS"
"TID_GOLDRUSH_35","Time Out"
"TID_GOLDRUSH_36","Green Deck"
"TID_GOLDRUSH_37","Swirling Storm"
"TID_GOLDRUSH_38","Excellent Escapade"
"TID_GOLDRUSH_39","Criss Cross"
"TID_GOLDRUSH_40","Last Loot"
"TID_GOLDRUSH_41","Rigid Ridge"
"TID_GOLDRUSH_42","Classy Chassis"
"TID_GOLDRUSH_43","Spare Space"
"TID_GOLDRUSH_44","Shabby Shells"
"TID_GOLDRUSH_45","Secret Surprise"
"TID_BANKHEIST_19","Bombs Away"
"TID_BANKHEIST_20","Tornado Ring"
"TID_BANKHEIST_21","All Hands"
"TID_BANKHEIST_22","Counter Cannoneering"
"TID_BANKHEIST_23","Bandit Cove"
"TID_BANKHEIST_24","Roiling Seas"
"TID_BANKHEIST_25","Rich Takings"
"TID_BANKHEIST_26","Brilliant Burglary"
"TID_WANTED_18","Twisting Tides"
"TID_WANTED_19","Semaphore Signal"
"TID_WANTED_20","Land Ahoy"
"TID_WANTED_21","Chain Reaction"
"TID_WANTED_22","Mirage"
"TID_WANTED_23","Deeper Danger"
"TID_WANTED_24","Easy Impact"
"TID_WANTED_25","Cozy Cannons"
"TID_WANTED_26","Egress"
"TID_BATTLE_ROYALE_34","Safety Center"
"TID_BATTLE_ROYALE_35","Circular Canyon"
"TID_BATTLE_ROYALE_36","Cactus Party"
"TID_BATTLE_ROYALE_37","Core Crumble"
"TID_BATTLE_ROYALE_38","Treasure Hunt"
"TID_BATTLE_ROYALE_39","Course Change"
"TID_BATTLE_ROYALE_40","Rocky Blocks"
"TID_BATTLE_ROYALE_41","Point of View"
"TID_BATTLE_ROYALE_42","Ballistic Bash"
"TID_BATTLE_ROYALE_43","Stocky Stockades"
"TID_RICO_CLASSIC_SKIN","CLASSIC RICO"
"TID_RICO_CLASSIC_SKIN_SHOP","CLASSIC\nRICO"
"TID_RICO_BETA_SKIN","RICOCHET"
"TID_RICO_BETA_SKIN_SHOP","RICOCHET"
"TID_COLT_CORSAIR_SKIN","CORSAIR COLT"
"TID_COLT_CORSAIR_SKIN_SHOP","CORSAIR\nCOLT"
"TID_CARL_CAPTAIN_SKIN","CAPTAIN CARL"
"TID_CARL_CAPTAIN_SKIN_SHOP","CAPTAIN\nCARL"
"TID_POCO_PIRATE_SKIN","PIRATE POCO"
"TID_POCO_PIRATE_SKIN_SHOP","PIRATE\nPOCO"
"TID_BEA_LADYBUG_SKIN","LADYBUG BEA"
"TID_BEA_LADYBUG_SKIN_SHOP","LADYBUG\nBEA"
"TID_MAX_BLUE_SKIN","GT MAX"
"TID_MAX_BLUE_SKIN_SHOP","GT\nMAX"
"TID_CTF_3","Precious Presents"
"TID_CTF_4","Holiday Heist"
"TID_CTF_5","Cheery Getaway"
"TID_CTF_6","Stocking Stuffer"
"TID_CTF_7","Naughty Elves"
"TID_CTF_8","Best Kind Of Gift"
"TID_CTF_GOAL_MATCH_OVER","<name>\ntook a gift!\n\nMatch over"
"TID_STAT_DAMAGE_PER_DRONE","Damage per drone"
"TID_GOLDRUSH_46","Two Thousand Lakes"
"TID_EVENT_MODIFIER_11","STORMY SEAS"
"TID_EVENT_MODIFIER_DESC_11","The boat tilts, making movement faster or slower depending on your movement direction!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Which brawler should I pick?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","What event should we play?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","Hot Zone"
"TID_KING_OF_HILL_1","One Point"
"TID_KING_OF_HILL_2","Two Point"
"TID_GAME_MODE_17_DESC","Control the Hot Zones to win! Establish control and earn points by being inside a zone while keeping opponents out. When the time runs out, the team with the most points wins! Watch out for the double points in the final moments!"
"TID_KING_OF_HILL_INTRO_TEXT","Control the zones!"
"TID_IAP_LNY2020","LUNAR BRAWL"
"TID_IAP_TGS2020","OFFER"
"TID_IAP_VD2020","HAPPY VALENTINE'S!"
"TID_IAP_MAR2020","WELCOME MARCH!"
"TID_SPAWNER_DUDE_SHORT_DESC","SHARPSHOOTER"
"TID_SPAWNER_DUDE_DESC","Mr. P is a disgruntled luggage handler who angrily hurls suitcases at opponents. His Super calls robo-porters to help him."
"TID_SPAWNER_DUDE_WEAPON","Your Suitcase Sir!"
"TID_SPAWNER_DUDE_WEAPON_DESC","Mr. P throws a heavy suitcase with angry intent. If the suitcase hits an obstacle or an opponent, it bounces over them, lands with a bang and deals area damage."
"TID_SPAWNER_DUDE_ULTI","Porters! Attack!"
"TID_SPAWNER_DUDE_ULTI_DESC","Mr. P deploys the home base for his robo-porters. He has reprogrammed the small penguin-head robots to attack and harass opponents (and unruly guests)."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Handle With Care"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","Mr. P's overstuffed suitcases bounce and burst even if they don't hit a target or obstacle."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Tin Can"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","The robo-porters' home base has <c00cc00>+<VALUE1></c> more health."
"TID_HINT_GET_TO_ZONE","Get inside the zone!"
"TID_HERO_INFO_TITLE","BRAWLER STATS"
"TID_HERO_UPGRADE_TITLE","UPGRADE BRAWLER?"
"TID_HERO_INFO_GENERICS_HEADER",
"TID_HERO_INFO_HERO_SPEED","Movement Speed"
"TID_HERO_INFO_SPEED_0","VERY SLOW"
"TID_HERO_INFO_SPEED_1","SLOW"
"TID_HERO_INFO_SPEED_2","NORMAL"
"TID_HERO_INFO_SPEED_3","FAST"
"TID_HERO_INFO_SPEED_4","VERY FAST"
"TID_HERO_INFO_ATTACK_SPEED","Reload Speed"
"TID_HERO_INFO_ATTACK_RANGE","Range"
"TID_HERO_INFO_ATTACK_DAMAGE","Damage"
"TID_HERO_INFO_RANGE_0","SHORT"
"TID_HERO_INFO_RANGE_1","NORMAL"
"TID_HERO_INFO_RANGE_2","LONG"
"TID_HERO_INFO_RANGE_3","VERY LONG"
"TID_HERO_INFO_HEALTH","Health"
"TID_HERO_INFO_ATTACK_TYPE","Type"
"TID_HERO_INFO_HEAL","Heal"
"TID_PROTECT_SCORE_ZONE","Prevent enemies from entering the zone!"
"TID_8BIT_VIRUS_SKIN","VIRUS 8-BIT"
"TID_8BIT_VIRUS_SKIN_SHOP","VIRUS\n8-BIT"
"TID_TARA_STREET_NINJA_SKIN","STREET NINJA TARA"
"TID_TARA_STREET_NINJA_SKIN_SHOP","STREET NINJA\nTARA"
"TID_BIBI_GAMER_SKIN","HEROINE BIBI"
"TID_BIBI_GAMER_SKIN_SHOP","HEROINE\nBIBI"
"TID_PIPER_CUPID_SKIN","CUPID PIPER"
"TID_PIPER_CUPID_SKIN_SHOP","CUPID\nPIPER"
"TID_NITA_KOALA_SKIN","KOALA NITA"
"TID_NITA_KOALA_SKIN_SHOP","KOALA\nNITA"
"TID_MRP_AGENT_SKIN","AGENT P"
"TID_MRP_AGENT_SKIN_SHOP","AGENT P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Duration"
"TID_HERO_INFO_DAMAGE_REDUCTION","Damage Reduction"
"TID_SPAWN_BUILDING_HEALTH","Home Base Health"
"TID_PORTER_HEALTH","Porter Health"
"TID_PORTER_DAMAGE","Porter Damage"
"TID_KING_OF_HILL_3","Temple of Boom"
"TID_KING_OF_HILL_4","Breakout Brawl"
"TID_KING_OF_HILL_5","Controller Chaos"
"TID_KING_OF_HILL_6","Golden Hacks"
"TID_KING_OF_HILL_7","Street Brawler 2"
"TID_KING_OF_HILL_8","Primo Kong Jr."
"TID_KING_OF_HILL_9","Quarter Pounder"
"TID_KING_OF_HILL_10","Super Brawl Out"
"TID_KING_OF_HILL_11","High Score"
"TID_KING_OF_HILL_12","Coin Op"
"TID_KING_OF_HILL_13","Game Over"
"TID_KING_OF_HILL_14","Cheat Code"
"TID_KING_OF_HILL_15","Marble Brawler"
"TID_BALL_26","Flip Flop"
"TID_BALL_27","Bicycle Kick"
"TID_BALL_28","Slavic Blocks"
"TID_BALL_29","Friendly Match"
"TID_HERO_INFO_MEDIUM","MEDIUM"
"TID_HERO_INFO_AVERAGE","AVERAGE"
"TID_HERO_UPGRADE_TITLE_LEVEL","UPGRADE TO POWER LEVEL <LVL>?"
"TID_DOUBLE_POINTS","Double Points!"
"TID_HERO_INFO_UTILITY_LABEL","UTILITY"
"TID_HERO_INFO_VERSATILITY_LABEL","VERSATILITY"
"TID_HERO_INFO_OFFENSE_LABEL","OFFENSE"
"TID_HERO_INFO_DEFENSE_LABEL","DEFENSE"
"TID_UNDERTAKER_HAT_SKIN_SHOP","TOP HAT\nMORTIS"
"TID_BARLEY_WIZARD_SKIN_SHOP","WIZARD\nBARLEY"
"TID_SHOTGUN_STAR_SKIN_SHOP","STAR\nSHELLY"
"TID_QUICK_MESSAGE_ONE_MOMENT","One moment"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Could you help me get the star token?"
"TID_HERO_SORTING_LATEST","Latest Brawlers"
"TID_IAP_BUNDLE_OFFER","Special Offer"
"TID_WALLY","SPROUT"
"TID_SETTINGS_FIND_FRIENDS","PLAY WITH FRIENDS"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Connect KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","Connecting your account to KakaoTalk allows you to see your KakaoTalk friends' Brawl Stars accounts in the Friends list. They'll also be able to see your Brawl Stars account, your online status, and invite you to games. Connect now?"
"TID_HERO_SCREEN_ITEM","GADGET"
"TID_HERO_SCREEN_STAR_POWER","STAR POWER"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","NOTICE"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","We're about to send you to somewhere outside of Brawl Stars"
"TID_NOTIFICATION_CC_STARTED","CHAMPIONSHIP CHALLENGE has started!"
"TID_NOTIFICATION_CC_ENDING","CHAMPIONSHIP CHALLENGE will end soon. You can still beat it!"
"TID_NOTIFICATION_PSG_STARTED","PSG CUP has started! Beat it to win a free skin!"
"TID_NOTIFICATION_PSG_ENDING","PSG CUP is about to end. You have still time to win it!"
"TID_NOTIFICATION_COIN_RUSH","New GEM GRAB map available! Come get new rewards!"
"TID_NOTIFICATION_ATTACK_DEFEND","HEIST is available! Time to win new Rewards!"
"TID_NOTIFICATION_BOUNTY_HUNTER","BOUNTY is available! Time to win new Rewards!"
"TID_NOTIFICATION_LASER_BALL","New BRAWL BALL map is open! Time to win new Rewards!"
"TID_NOTIFICATION_BATTLE_ROYAL","New SHOWDOWN map is open! Be the last to survive!"
"TID_NOTIFICATION_BOSS","BIG GAME has opened up! Great rewards available!"
"TID_NOTIFICATION_COOP","ROBO RUMBLE has started! Beat the bots and win rewards!"
"TID_NOTIFICATION_RAID_BOSS","BOSS FIGHT is back! How far can you get?"
"TID_NOTIFICATION_ROBO_WARS","SIEGE is available! Time to win new Rewards!"
"TID_NOTIFICATION_BOSS_RACE","New TAKEDOWN map is open! Time to win new Rewards!"
"TID_NOTIFICATION_LONE_STAR","New LONE STAR map is open! Time to win new Rewards!"
"TID_NOTIFICATION_CTF","New PRESENT PLUNDER is open! Time to win new Rewards!"
"TID_NOTIFICATION_KING_OF_HILL","new HOT ZONE map is available! Time to win new Rewards!"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM> new maps open! Come and win the Star Tokens!"
"TID_FREE_BOX_AVAILABLE_0","Your free reward is waiting for you!"
"TID_FREE_BOX_AVAILABLE_1","Claim your free reward now!"
"TID_FREE_BOX_AVAILABLE_2","Get your free reward before it disappears!"
"TID_FREE_BOX_AVAILABLE_3","Free rewards are waiting for you!"
"TID_FREE_BOX_AVAILABLE_4","Get your free reward now!"
"TID_SEASON_ENDED_NOTI","Season has ended! Season rewards are waiting for you."
"TID_KEY_BAR_FULL","<PARAM> Tokens available. Time to Battle!"
"TID_COME_BACK_NOTIFICATION_SMALL","How about another Battle?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","How about another Battle?"
"TID_COME_BACK_NOTIFICATION_LARGE","How about another Battle?"
"TID_POWER_PLAY_NOTIFICATION","POWER PLAY has <PARAM> map open!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> has arrived! Come check it out!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","DOUBLE TOKEN event has started!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","COIN SHOWER event has started! Battle to earn Coins!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Please tell us your age"
"TID_ENTER_AGE_CONTINUE","CONFIRM"
"TID_ENTER_AGE_GAMEPLAY","This will not affect gameplay"
"TID_ENTER_AGE_TIP","Use the slider to set your age."
"TID_ENTER_AGE_WARNING","Can't continue! You must set your age first."
"TID_ENTER_AGE_TITLE","Welcome to Brawl Stars!"
"TID_ENTER_AGE_LEGAL","By tapping CONFIRM you accept our <TOS> and <PP>"
"TID_OVER_100","99+"
"TID_CHALLENGE_WON_TITLE","CHALLENGE WON!"
"TID_CHALLENGE_REWARD_CLAIM","CLAIM"
"TID_BUTTON_INVITE_SNS","TEAM INVITE"
"TID_OFFLINE_FRIENDS","INVITE OFFLINE FRIENDS"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","CHALLENGE WON!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Congrats! You've won the PSG CUP and are a real Brawl Ball Champion!"
"TID_PSG_TEASER_TITLE","Starting Soon!"
"TID_PSG_TEASER_INFO","Get ready for the PSG Cup!\n\nWin <WIN> Brawl Ball matches and get a free PSG Shelly Skin! Play with friends or use the \qLooking for Team\q feature to increase your odds.\n\nThe challenge will only be live for <DURATION> hours, so make it count!"
"TID_ACCESSORY_BLOCKED_DEAD","Can't use gadget while defeated!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","All charges used!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","Gadget still on cooldown!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","Can't use while carrying items!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","No target available!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","Target too far!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","Not enough ammo!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","Can't activate while holding the ball!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","Can't activate without a turret!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","Turret is too far!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","Can't activate without bear!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","Bear is too far!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","No enemies within range!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","No bushes within range!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","No porters within range!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","Already at full health!"
"TID_WALLY_SHORT_DESC","SUPPORT"
"TID_WALLY_DESC","Sprout was built to plant life, launching bouncy Seed Bombs with reckless love. Its Super creates a plant-based obstacle!"
"TID_WALLY_WEAPON","SEED BOMB"
"TID_WALLY_WEAPON_DESC","Sprout propels a ball of seeds that bounces around before bursting with a bang! If it makes contact with enemies, it explodes on impact."
"TID_WALLY_ULTI","HEDGE"
"TID_WALLY_ULTI_DESC","Sprout uses its Super Seed to grow a thick vine hedge, creating an impassable though temporary obstacle."
"TID_SPEC_ABI_WALLY_1","OVERGROWTH"
"TID_SPEC_ABI_WALLY_1_DESC","Seed Bombs that don't make contact with enemies will explode with a larger explosion radius."
"TID_SPEC_ABI_WALLY_2","PHOTOSYNTHESIS"
"TID_SPEC_ABI_WALLY_2_DESC","Sprout activates a shield, partially protecting itself from all attacks while inside a bush."
"TID_DRILLER_SHORT_DESC","HEAVYWEIGHT"
"TID_DRILLER_DESC","Jacky works her Jackhammer to shake up the ground and nearby enemies. Her Super pulls in nearby foes, leaving them in the dust!"
"TID_DRILLER_WEAPON","GROUNDBREAKER"
"TID_DRILLER_WEAPON_DESC","Jacky hops on her Jackhammer to shake the ground all around. Enemies caught too close will get a pounding!"
"TID_DRILLER_ULTI","HOLEY MOLEY!"
"TID_DRILLER_ULTI_DESC","Jacky drills a hole in the ground, pulling in foes to introduce them to her Jackhammer! She partially shields incoming attacks while performing her Super."
"TID_SPEC_ABI_DRILLER_1","COUNTER CRUSH"
"TID_SPEC_ABI_DRILLER_1_DESC","When receiving damage, Jacky returns the favor by converting <c00cc00><VALUE1></c>% of the damage into a Groundbreaker counterattack."
"TID_SPEC_ABI_DRILLER_2","HARDY HARD HAT"
"TID_SPEC_ABI_DRILLER_2_DESC","Jacky's Hard Hat protects her by reducing any damage she takes by <c00cc00><VALUE1></c>%."
"TID_ACCESSORY_GROW_BUSH_DESC","Rosa fertilizes the ground around her and bushes instantly grow to provide great cover."
"TID_ACCESSORY_CROW_SHIELD_DESC","Crow gets a shield for <c00cc00><VALUE1></c>% of incoming damage for <c00cc00><VALUE2></c> seconds."
"TID_ACCESSORY_WALLY_HEAL_DESC","Sprout consumes a bush to restore <c00cc00><VALUE1></c> health."
"TID_ACCESSORY_ROCKET_JUMP_DESC","Brock blasts the ground below him and propels himself into the air. The explosion deals <c00cc00><VALUE1></c> damage to nearby enemies."
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","Rico blasts waves of bouncy bullets in all directions."
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","Spike shoots <c00cc00><VALUE1></c> waves of needles in all directions, dealing <c00cc00><VALUE2></c> damage per hit."
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","Penny blows up her cannon! The explosion destroys walls and deals <c00cc00><VALUE1></c> damage to nearby enemies."
"TID_ACCESSORY_PET_SLAM_DESC","Nita commands her bear to slam the ground, stunning all enemies within its reach."
"TID_ACCESSORY_BARKEEP_SLOW_DESC","Barley drops a sticky concoction that leaves a puddle, slowing down all enemies that make contact with it."
"TID_ACCESSORY_JESSIE_SLOW_DESC","Jessie triggers a shockwave from her turret, slowing down all enemies within its area of effect."
"TID_ACCESSORY_GENE_PUSH_DESC","All enemies close to Gene are instantly pushed back. Gene also restores <c00cc00><VALUE1></c> health."
"TID_ACCESSORY_TICK_DASH_DESC","Tick makes a quick dash, leaving a single mine on the ground."
"TID_ACCESSORY_MAX_DASH_DESC","Max dashes forward, and becomes immune to all damage from enemies while dashing."
"TID_ACCESSORY_SHELLY_DASH_DESC","Shelly dashes ahead, skipping a few unnecessary steps!"
"TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC","Jacky gets a burst of energy and moves <c00cc00><VALUE1></c>% faster for <c00cc00><VALUE2></c> seconds."
"TID_ACCESSORY_TOWER_BURST_HEAL_DESC","Pam triggers her turret to emit a pulse that heals allies inside the turret's range, including herself, for <c00cc00><VALUE1></c> health."
"TID_ACCESSORY_TNT_SPIN_DESC","Dynamike spins furiously and throws multiple sticks of dynamite around himself. Each dynamite deals <c00cc00><VALUE1></c> damage to enemies."
"TID_ACCESSORY_TELEPORT_TO_PET_DESC","8-Bit instantly teleports to his Damage Booster, which is then destroyed."
"TID_ACCESSORY_BARREL_SPIN_DESC","Darryl spins around and sprays a barrage of shots in all directions."
"TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC","Frank clears any disabling effect on himself, and momentarily becomes immune to stuns, slows and knockbacks."
"TID_ACCESSORY_CARL_TRAIL_DESC","Carl drops a trail of hot rocks behind his cart! The rocks deal <c00cc00><VALUE1></c> damage per second to enemies who step on them."
"TID_ACCESSORY_BOW_TOTEM_DESC","Bo drops a totem that recharges his and any allies' Supers within the area of effect."
"TID_ACCESSORY_PRIMO_GRAB_DESC","El Primo grabs the closest enemy within his reach and flips them like a pancake over his broad shoulders."
"TID_ACCESSORY_MORTIS_SWING_DESC","Mortis spins his shovel, hitting all enemies around himself for <c00cc00><VALUE1></c> damage."
"TID_ACCESSORY_TARA_VISION_DESC","Tara and her allies are able to see all enemies, even inside bushes, for <c00cc00><VALUE1></c> seconds."
"TID_ACCESSORY_POCO_REGEN_DESC","Poco and all nearby allies heal <c00cc00><VALUE1></c> health per second for <c00cc00><VALUE2></c> seconds."
"TID_ACCESSORY_SNIPER_HANDGUN_DESC","Piper fires <c00cc00><VALUE1></c> quick shots at the closest enemy. Each shot deals <c00cc00><VALUE2></c> damage."
"TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC","Mr. P buffs his current porter by increasing its damage by <c00cc00><VALUE1></c> and health by <c00cc00><VALUE2></c>."
"TID_ACCESSORY_SANDY_SLEEP_DESC","Sandy falls a sleep for <c00cc00><VALUE1></c> seconds and his health is fully restored."
"TID_ACCESSORY_BEE_SNIPER_SLOW_DESC","Bea drops a beehive with a splash of sticky honey around it. The honey slows down enemies that step in it."
"TID_ACCESSORY_BULL_HEAL_DESC","Bull instantly rejuvenates himself for <c00cc00><VALUE1></c> health."
"TID_ACCESSORY_GUNSLINGER_RELOAD_DESC","Colt instantly reloads <c00cc00><VALUE1></c> ammo."
"TID_ACCESSORY_MUMMY_PUSH_DESC","EMZ pushes back all enemies around her while also dealing <c00cc00><VALUE1></c> damage."
"TID_ACCESSORY_NINJA_FAKE_DESC","Leon creates an illusion of himself to confuse his enemies."
"TID_ACCESSORY_BASEBALL_HEAL_DESC","Bibi heals <c00cc00><VALUE1></c> health per second for <c00cc00><VALUE2></c> seconds."
"TID_ACCESSORY_GROW_BUSH","Grow Light"
"TID_ACCESSORY_CROW_SHIELD","Defense Booster"
"TID_ACCESSORY_WALLY_HEAL","Garden Mulcher"
"TID_ACCESSORY_ROCKET_JUMP","Rocket Laces"
"TID_ACCESSORY_RICO_SHOOT_AROUND","Multiball Launcher"
"TID_ACCESSORY_CACTUS_SHOOT_AROUND","Popping Pincushion"
"TID_ACCESSORY_ARTILLERY_DESTROY_PET","Pocket Detonator"
"TID_ACCESSORY_PET_SLAM","Bear Paws"
"TID_ACCESSORY_BARKEEP_SLOW","Sticky Syrup Mixer"
"TID_ACCESSORY_JESSIE_SLOW","Spark Plug"
"TID_ACCESSORY_GENE_PUSH","Lamp Blowout"
