"TID","FR"
"TID_BEE_SNIPER_DESC","Béa aime sa grosse couette, la raclette et ses p'tites bêtes. Elle attaque à coups de bourdons mécaniques et son super est un essaim d'abeilles pas contentes !"
"TID_BEE_SNIPER_WEAPON","GROSSE PIQÛRE"
"TID_BEE_SNIPER_WEAPON_DESC","Béa tire à longue portée : si elle touche un ennemi, le tir suivant est surchargé et cause encore plus de dégâts !"
"TID_BEE_SNIPER_ULTI","RUCHE D'ACIER"
"TID_BEE_SNIPER_ULTI_DESC","Béa déploie un essaim de bourdons rapides comme des avions de chasse. Ils ralentissent tout sur leur passage."
"TID_SPEC_ABI_BEE_SNIPER_1","Recharge instantanée"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","Si elle rate un tir surchargé, la grosse piqûre de Béa est instantanément surchargée pour le tir suivant."
"TID_SPEC_ABI_BEE_SNIPER_2","Emmiellé"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","Béa échappe à l'élimination avec un point de santé et gagne un bouclier temporaire. Ce pouvoir redevient disponible quand elle est éliminée."
"TID_SPEEDY","MAX"
"TID_SPEEDY_SHORT_DESC","SOUTIEN"
"TID_SPEEDY_DESC","Max est rapide comme l'éclair. Son blaster tire à toute vitesse et grâce à son super, elle accélère... et ses alliés aussi !"
"TID_SPEEDY_WEAPON","PRESTE BLASTER"
"TID_SPEEDY_WEAPON_DESC","Le blaster de Max tire une volée de projectiles ultra rapides. Il contient plein de munitions et Max recharge très vite."
"TID_SPEEDY_ULTI","À VOS MARQUES !"
"TID_SPEEDY_ULTI_DESC","La vitesse de déplacement de Max, ainsi que celle des alliés proches, est augmentée temporairement."
"TID_SPEC_ABI_SPEEDY_1","Chargé à bloc"
"TID_SPEC_ABI_SPEEDY_1_DESC","Max charge son super en se déplaçant."
"TID_SPEC_ABI_SPEEDY_2","Recharge éclair"
"TID_SPEC_ABI_SPEEDY_2_DESC","Max recharge plus vite en se déplaçant."
"TID_SPEEDY_ULTI_STAT","À vos marques !"
"TID_HOMER","HOMER"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","On a besoin de ce brawler..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","On joue ?"
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","On joue ?"
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","On change de brawler ?"
"TID_QUICK_MESSAGE_GOOD_GAME","Super combat !"
"TID_QUICK_MESSAGE_PLAY_AGAIN","On rejoue ?"
"TID_QUICK_MESSAGE_WELL_PLAYED","Bien joué !"
"TID_QUICK_MESSAGE_WOW","Ouah !"
"TID_QUICK_MESSAGE_OK","O.K. !"
"TID_QUICK_MESSAGE_GOTTA_GO","Je dois y aller, à plus !"
"TID_QUICK_MESSAGE_CHANGE_MODE","On change de mode ?"
"TID_QUICK_MESSAGE_BYE","Ciao !"
"TID_QUICK_MESSAGE_CLOSE_MATCH","C'était chaud !"
"TID_QUICK_MESSAGE_READY","Prêt ?"
"TID_QUICK_MESSAGE_READY_GO","On y va ?"
"TID_QUICK_MESSAGE_HI","Salut !"
"TID_QUICK_MESSAGE_NEED_BREAK","Pause !"
"TID_QUICK_MESSAGE_NEED_TO_GO","Il faut que je file, à plus !"
"TID_QUICK_MESSAGE_THANKS","Merci !"
"TID_QUICK_MESSAGE_SORRY","Pardon !"
"TID_QUICK_MESSAGE_OOPS","Oups."
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","Tu peux jouer avec <c<COLOR>><NAME></c> ?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","Tu peux utiliser <c<COLOR>><NAME></c> ?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","On se fait une partie de <c<COLOR>><NAME></c> ?"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Quel brawler je devrais choisir ?"
"TID_QUICK_MESSAGE_ASK_MODE","On joue à quel événement ?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","SUGGÉRER"
"TID_PLAYER_CTX_SUGGEST_CANCEL","ANNULER LA SUGGESTION"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","SUGGÉRER UN BRAWLER"
"TID_SUGGEST_BRAWLER_TITLE","SUGGÉRER UN BRAWLER À <NAME>"
"TID_SUGGEST_EVENT_TITLE","SUGGÉRER UN ÉVÉNEMENT"
"TID_SUGGEST_EVENT_BUTTON_SHORT","SUGGÉRER"
"TID_SUGGEST_EVENT_BUTTON","SUGGÉRER UN ÉVÉNEMENT"
"TID_EVENT_SUGGESTION_EXPIRED","La suggestion d'événement a expirée."
"TID_SUGGESTED_BRAWLER_TITLE","SUGGESTION DE BRAWLER"
"TID_SUGGESTED_BRAWLER_DESC","Voulez-vous utiliser le brawler : <c<COLOR>><NAME></c> ?"
"TID_SUGGESTED_BRAWLER_YES","UTILISER"
"TID_SUGGESTED_BRAWLER_NO","NON"
"TID_EVENT_SUGGESTION_TITLE","Choisir cet événement ?"
"TID_EVENT_SUGGESTION_DESC","Voulez-vous jouer à cet événement ?"
"TID_EVENT_SUGGESTION_YES","OUI"
"TID_EVENT_SUGGESTION_NO","NON"
"TID_CHAT_LETSPLAY_ITEM","On joue ?"
"TID_CHAT_SWAP_BRAWLER_ITEM","Brawler suggéré pour <NAME>"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Brawler suggéré pour vous :"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Indisponible pendant la maintenance."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Mise à jour vers la nouvelle version"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Nous procédons à la mise à jour du jeu. Veuillez revenir dans un moment."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","O.K."
"TID_CONTEXT_MENU_PROFILE","PROFIL"
"TID_CONTEXT_MENU_SPECTATE","REGARDER"
"TID_CONTEXT_MENU_KICK","EXCLURE"
"TID_CONTEXT_MENU_SWAP","CHANGER D'ÉQUIPE"
"TID_CONTEXT_MENU_REMOVE","SUPPRIMER"
"TID_CONTEXT_MENU_JOIN","REJOINDRE L'ÉQUIPE"
"TID_CONTEXT_MENU_INVITE","INVITATION À L'ÉQUIPE"
"TID_CONTEXT_MENU_REPORT","SIGNALER"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","SUGGÉRER UN BRAWLER"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","SUGGÉRER UN\nPOUVOIR STAR"
"TID_CONTEXT_MENU_CLAN_PROMOTE","PROMOUVOIR"
"TID_CONTEXT_MENU_CLAN_DEMOTE","RÉTROGRADER"
"TID_CONTEXT_MENU_CLAN_KICK","EXCLURE"
"TID_TEAM_CHAT_TAB_MESSAGE","CHAT"
"TID_TEAM_CHAT_TAB_LOG","HISTORIQUE"
"TID_TEAM_CHAT_TAB_SAY","PARLER..."
"TID_TEAM_CHAT_TAB_CHAT","CHAT"
"TID_BUTTON_NAVI_FRIENDS","AMIS"
"TID_BUTTON_NAVI_CLAN","CLUB"
"TID_CLAN_POPUP_TITLE","CLUB"
"TID_CLAN_POPUP_TAB_CHAT","CHAT"
"TID_BUTTON_SCID","Supercell ID"
"TID_BUTTON_NAVI_CHAT","CHAT"
"TID_GAME_MODE_16","RUÉE SUR LES CADEAUX"
"TID_GAME_MODE_16_DESC","Mettez la main sur les cadeaux de l'équipe adverse et rapportez-les dans votre base. La partie se termine lorsqu'une équipe réussit à voler deux cadeaux, ou bien à la fin du temps imparti."
"TID_CTF_INTRO_TEXT","Volez deux cadeaux pour gagner !"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","Pour discuter avec vos amis, créez d'abord une équipe."
"TID_CTF_2","Ligne de touche"
"TID_HINT_CTF_STEAL_GIFT","Volez le cadeau de vos adversaires !"
"TID_HINT_CTF_BRING_GIFT_BACK","Rapportez-le à votre base !"
"TID_CTF_GOAL","<name>\na volé un cadeau !"
"TID_IAP_XMAS_19_GENERIC","JOYEUSES FÊTES BRAWL"
"TID_IAP_XMAS_19_GENERIC_2","L'HIVER APPROCHE"
"TID_IAP_NEW_YEAR_20","BONNE ANNÉE"
"TID_IAP_COINPACK_GENERIC","PIÈCES, PIÈCES, PIÈCES"
"TID_GOLDRUSH_35","Temps mort"
"TID_GOLDRUSH_36","Terrasse verte"
"TID_GOLDRUSH_37","Tempête tourbillonnante"
"TID_GOLDRUSH_38","Escapade escarpée"
"TID_GOLDRUSH_39","Quadrillage"
"TID_GOLDRUSH_40","Dernier pillage"
"TID_GOLDRUSH_41","Arête pointue"
"TID_GOLDRUSH_42","Châssis croisé"
"TID_GOLDRUSH_43","Espace libre"
"TID_GOLDRUSH_44","Coquillages sans crustacés"
"TID_GOLDRUSH_45","Surprise secrète"
"TID_BANKHEIST_19","Bombes devant !"
"TID_BANKHEIST_20","Ring tornade"
"TID_BANKHEIST_21","Main dans la main"
"TID_BANKHEIST_22","Contre-canon"
"TID_BANKHEIST_23","Crique des bandits"
"TID_BANKHEIST_24","Mers agitées"
"TID_BANKHEIST_25","Recettes fiscales"
"TID_BANKHEIST_26","Cambriolage brillant"
"TID_WANTED_18","Marées déchaînées"
"TID_WANTED_19","Sémaphore"
"TID_WANTED_20","Terre en vue"
"TID_WANTED_21","Réaction en chaîne"
"TID_WANTED_22","Mirage"
"TID_WANTED_23","Sérieux danger"
"TID_WANTED_24","Impact aisé"
"TID_WANTED_25","Canons sans façon"
"TID_WANTED_26","Sortie"
"TID_BATTLE_ROYALE_34","Centre de sécurité"
"TID_BATTLE_ROYALE_35","Canyon circulaire"
"TID_BATTLE_ROYALE_36","Fête des cactus"
"TID_BATTLE_ROYALE_37","Noyau en miettes"
"TID_BATTLE_ROYALE_38","Chasse au trésor"
"TID_BATTLE_ROYALE_39","Changement de trajectoire"
"TID_BATTLE_ROYALE_40","Rock'n blocs"
"TID_BATTLE_ROYALE_41","Point de vue"
"TID_BATTLE_ROYALE_42","Rencontre balistique"
"TID_BATTLE_ROYALE_43","Barricades barrées"
"TID_RICO_CLASSIC_SKIN","RICOCHET CLASSIQUE"
"TID_RICO_CLASSIC_SKIN_SHOP","RICOCHET\nCLASSIQUE"
"TID_RICO_BETA_SKIN","CLINT RICWOOD"
"TID_RICO_BETA_SKIN_SHOP","CLINT RICWOOD"
"TID_COLT_CORSAIR_SKIN","COLT CORSAIRE"
"TID_COLT_CORSAIR_SKIN_SHOP","COLT\nCORSAIRE"
"TID_CARL_CAPTAIN_SKIN","CAP'TAINE CARL"
"TID_CARL_CAPTAIN_SKIN_SHOP","CAP'TAINE\nCARL"
"TID_POCO_PIRATE_SKIN","POCO PIRATE"
"TID_POCO_PIRATE_SKIN_SHOP","POCO\nPIRATE"
"TID_BEA_LADYBUG_SKIN","BÉA LA COCCINELLE"
"TID_BEA_LADYBUG_SKIN_SHOP","BÉA\nLA COCCINELLE"
"TID_MAX_BLUE_SKIN","MAX GT"
"TID_MAX_BLUE_SKIN_SHOP","MAX\nGT"
"TID_CTF_3","Cadeaux précieux"
"TID_CTF_4","Braquage de fête"
"TID_CTF_5","Évasion guillerette"
"TID_CTF_6","Petits cadeaux"
"TID_CTF_7","Elfes pas sages"
"TID_CTF_8","Le meilleur cadeau"
"TID_CTF_GOAL_MATCH_OVER","<name>\na volé un cadeau !\n\nPartie terminée !"
"TID_STAT_DAMAGE_PER_DRONE","Dégâts par drone"
"TID_GOLDRUSH_46","Deux-mille lacs"
"TID_EVENT_MODIFIER_11","MERS TUMULTUEUSES"
"TID_EVENT_MODIFIER_DESC_11","Le bateau tangue, ralentissant ou accélérant les déplacements selon la direction du mouvement."
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Quel brawler je devrais choisir ?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","On joue à quel événement ?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","Zone réservée"
"TID_KING_OF_HILL_1","Un point"
"TID_KING_OF_HILL_2","Deux points"
"TID_GAME_MODE_17_DESC","Prenez le contrôle des zones réservées. Gagnez des points en restant à l'intérieur de la zone et en tenant vos ennemis à l'écart. À la fin du temps réglementaire, l'équipe avec le plus de points l'emporte ; sinon, la première équipe à atteindre 20 points l'emporte."
"TID_KING_OF_HILL_INTRO_TEXT","Prenez le contrôle des zones !"
"TID_IAP_LNY2020","BRAWL LUNAIRE"
"TID_IAP_TGS2020","Offre"
"TID_IAP_VD2020","Joyeuse Saint-Valentin !"
"TID_IAP_MAR2020","Le joli mois de mars"
"TID_SPAWNER_DUDE_SHORT_DESC","TIREUR D'ÉLITE"
"TID_SPAWNER_DUDE_DESC","Monsieur M. est un concierge un peu soupe au lait, qui jette des valises sur ses adversaires. Grâce à son super, il appelle des robo-porteurs qui lui donnent un coup de main."
"TID_SPAWNER_DUDE_WEAPON","Valise volante"
"TID_SPAWNER_DUDE_WEAPON_DESC","Une valise bien chargée et bien lancée, c'est redoutable. Si elle touche un obstacle ou un adversaire, elle rebondit, puis explose à l'impact et inflige des dégâts de zone."
"TID_SPAWNER_DUDE_ULTI","Attaque des porteurs"
"TID_SPAWNER_DUDE_ULTI_DESC","Monsieur M. installe une base pour ses robo-porteurs. Il les a tous reprogrammés pour attaquer sans relâche ses adversaires (et les clients difficiles)."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Contenu explosif"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","Monsieur M. remplit ses valises d'explosifs très volatiles. Elles explosent même si elles ne touchent pas de cible ou d'obstacle."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Boîte de conserve"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","La base des porteurs robotisés a <c00cc00><VALUE1></c> points de santé supplémentaires."
"TID_HINT_GET_TO_ZONE","Restez à l'intérieur de la zone !"
"TID_HERO_INFO_TITLE","STATISTIQUES DU BRAWLER"
"TID_HERO_UPGRADE_TITLE","AMÉLIORER LE BRAWLER ?"
"TID_HERO_INFO_HERO_SPEED","Vitesse de déplacement"
"TID_HERO_INFO_SPEED_0","TRÈS LENTE"
"TID_HERO_INFO_SPEED_1","LENTE"
"TID_HERO_INFO_SPEED_2","NORMALE"
"TID_HERO_INFO_SPEED_3","RAPIDE"
"TID_HERO_INFO_SPEED_4","TRÈS RAPIDE"
"TID_HERO_INFO_ATTACK_SPEED","Vitesse de rechargement"
"TID_HERO_INFO_ATTACK_RANGE","Portée"
"TID_HERO_INFO_ATTACK_DAMAGE","Dégâts"
"TID_HERO_INFO_RANGE_0","COURTE"
"TID_HERO_INFO_RANGE_1","NORMALE"
"TID_HERO_INFO_RANGE_2","LONGUE"
"TID_HERO_INFO_RANGE_3","TRÈS LONGUE"
"TID_HERO_INFO_HEALTH","Santé"
"TID_HERO_INFO_ATTACK_TYPE","Type"
"TID_HERO_INFO_HEAL","Soins"
"TID_PROTECT_SCORE_ZONE","Empêchez vos adversaires d'entrer dans la zone !"
"TID_8BIT_VIRUS_SKIN","A.R.K.A.D. VIRUS"
"TID_8BIT_VIRUS_SKIN_SHOP","A.R.K.A.D.\nVIRUS"
"TID_TARA_STREET_NINJA_SKIN","TARA PARKOUR"
"TID_TARA_STREET_NINJA_SKIN_SHOP","TARA\nPARKOUR"
"TID_BIBI_GAMER_SKIN","BILLIE HÉROÏQUE"
"TID_BIBI_GAMER_SKIN_SHOP","BILLIE\nHÉROÏQUE"
"TID_PIPER_CUPID_SKIN","POLLY VALENTINE"
"TID_PIPER_CUPID_SKIN_SHOP","POLLY\nVALENTINE"
"TID_NITA_KOALA_SKIN","NITA KOALA"
"TID_NITA_KOALA_SKIN_SHOP","NITA\nKOALA"
"TID_MRP_AGENT_SKIN","AGENT M."
"TID_MRP_AGENT_SKIN_SHOP","AGENT M."
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<DAMAGE> x <AMMO>"
"TID_HERO_INFO_DURATION","Durée"
"TID_HERO_INFO_DAMAGE_REDUCTION","Réduction de dégâts"
"TID_SPAWN_BUILDING_HEALTH","Santé de la base"
"TID_PORTER_HEALTH","Santé du robo-porteur"
"TID_PORTER_DAMAGE","Dégâts du robo-porteur"
"TID_KING_OF_HILL_3","Temple of Boom"
"TID_KING_OF_HILL_4","Breakout Brawl"
"TID_KING_OF_HILL_5","Manette en folie"
"TID_KING_OF_HILL_6","Hack"
"TID_KING_OF_HILL_7","Street Brawler 2"
"TID_KING_OF_HILL_8","Costo Kong Jr."
"TID_KING_OF_HILL_9","Quarter Pounder"
"TID_KING_OF_HILL_10","Super Brawl Out"
"TID_KING_OF_HILL_11","High Score"
"TID_KING_OF_HILL_12","Insérer pièce"
"TID_KING_OF_HILL_13","Game Over"
"TID_KING_OF_HILL_14","Cheat Code"
"TID_KING_OF_HILL_15","Marble Brawler"
"TID_BALL_26","Flip Flop"
"TID_BALL_27","Bicyclette"
"TID_BALL_28","Blocs slaves"
"TID_BALL_29","Match amical"
"TID_HERO_INFO_MEDIUM","MOYEN"
"TID_HERO_INFO_AVERAGE","NORMAL"
"TID_HERO_UPGRADE_TITLE_LEVEL","AMÉLIORER AU NIV <LVL> DE POUVOIR ?"
"TID_DOUBLE_POINTS","Les points comptent double !"
"TID_HERO_INFO_UTILITY_LABEL","AVANTAGE"
"TID_HERO_INFO_VERSATILITY_LABEL","ADAPTABILITÉ"
"TID_HERO_INFO_OFFENSE_LABEL","ATTAQUE"
"TID_HERO_INFO_DEFENSE_LABEL","DÉFENSE"
"TID_UNDERTAKER_HAT_SKIN_SHOP","MORTIS\nHAUT-DE-FORME"
"TID_BARLEY_WIZARD_SKIN_SHOP","BARTABA\nSORCIER"
"TID_SHOTGUN_STAR_SKIN_SHOP","SHELLY\nSTAR"
"TID_QUICK_MESSAGE_ONE_MOMENT","Une minute, j'arrive."
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Tu peux m'aider à gagner le jeton star ?"
"TID_HERO_SORTING_LATEST","Plus récents"
"TID_IAP_BUNDLE_OFFER","Offre spéciale"
"TID_WALLY","WALLY"
"TID_SETTINGS_FIND_FRIENDS","JOUEZ AVEC VOS AMIS"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Connexion à KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","Connecter votre compte à KakaoTalk vous permet de voir les comptes Brawl Stars de vos amis KakaoTalk dans la liste d'amis. Ces derniers pourront aussi voir votre compte Brawl Stars, votre statut (en ligne ou non) et vous inviter à des parties. Se connecter ?"
"TID_HERO_SCREEN_ITEM","GADGET"
"TID_HERO_SCREEN_STAR_POWER","POUVOIR STAR"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","INFORMATION"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Vous allez être redirigé(e) en dehors de Brawl Stars."
"TID_NOTIFICATION_CC_STARTED","Le défi du championnat va commencer."
"TID_NOTIFICATION_CC_ENDING","Le défi du championnat se termine bientôt. Vous avez encore une chance !"
"TID_NOTIFICATION_PSG_STARTED","La Coupe PSG a commencé. Réussissez-la pour gagner un skin gratuit."
"TID_NOTIFICATION_PSG_ENDING","La Coupe PSG va bientôt se terminer. Vous avez encore de le temps de gagner !"
"TID_NOTIFICATION_COIN_RUSH","Nouvelle carte Razzia de gemmes. Allez gagner des récompenses !"
"TID_NOTIFICATION_ATTACK_DEFEND","Braquage est disponible. Vous pouvez gagner des récompenses !"
"TID_NOTIFICATION_BOUNTY_HUNTER","Prime est disponible. Vous pouvez gagner des récompenses !"
"TID_NOTIFICATION_LASER_BALL","Nouvelle carte Brawlball. Vous pouvez gagner des récompenses !"
"TID_NOTIFICATION_BATTLE_ROYAL","Nouvelle carte Survivant. Serez-vous le dernier en jeu ?"
"TID_NOTIFICATION_BOSS","Combat de géant est disponible avec de super récompenses à la clé."
"TID_NOTIFICATION_COOP","Robots à gogo a commencé. Battez les robots et gagnez des récompenses."
"TID_NOTIFICATION_RAID_BOSS","C'est le retour de Combat de boss. Combien de temps tiendrez-vous bon ?"
"TID_NOTIFICATION_ROBO_WARS","Siège est disponible. Vous pouvez gagner des récompenses !"
"TID_NOTIFICATION_BOSS_RACE","Nouvelle carte pour Ciblage. Vous pouvez gagner des récompenses !"
"TID_NOTIFICATION_LONE_STAR","Nouvelle carte Chasseur d'étoiles. Vous pouvez gagner des récompenses !"
"TID_NOTIFICATION_CTF","Nouvelle carte Ruée sur les cadeaux. Vous pouvez gagner des récompenses !"
"TID_NOTIFICATION_KING_OF_HILL","Nouvelle carte pour Zone réservée. Vous pouvez gagner des récompenses !"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM> nouvelles cartes. Vous pouvez gagner des jetons star."
"TID_FREE_BOX_AVAILABLE_0","Votre récompense gratuite vous attend !"
"TID_FREE_BOX_AVAILABLE_1","Récupérez votre récompense gratuite !"
"TID_FREE_BOX_AVAILABLE_2","Récupérez votre récompense gratuite avant qu'elle ne disparaisse !"
"TID_FREE_BOX_AVAILABLE_3","Des récompenses gratuites vous attendent !"
"TID_FREE_BOX_AVAILABLE_4","Obtenez votre récompense gratuite !"
"TID_SEASON_ENDED_NOTI","La saison est terminée. Récupérez vos récompenses !"
"TID_KEY_BAR_FULL","<PARAM> jetons disponibles. Vite, au combat !"
"TID_COME_BACK_NOTIFICATION_SMALL","Encore un combat ?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Encore un combat ?"
"TID_COME_BACK_NOTIFICATION_LARGE","Encore un combat ?"
"TID_POWER_PLAY_NOTIFICATION","Il y a <PARAM> carte disponible pour le marathon star."
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> est arrivé ! Allez voir ça !"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","L'événement double jeton a commencé !"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","L'événement pluie de pièces a commencé. Combattez pour gagner des pièces !"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Quel âge avez-vous ?"
"TID_ENTER_AGE_CONTINUE","CONFIRMER"
"TID_ENTER_AGE_GAMEPLAY","Cela ne changera rien au jeu."
"TID_ENTER_AGE_TIP","Utilisez le curseur pour définir votre âge."
"TID_ENTER_AGE_WARNING","Avant de continuer, veuillez saisir votre âge."
"TID_ENTER_AGE_TITLE","Bienvenue dans Brawl Stars !"
"TID_ENTER_AGE_LEGAL","En appuyant sur Confirmer, vous acceptez les termes suivants : <TOS> et <PP>."
"TID_OVER_100","+99"
"TID_CHALLENGE_WON_TITLE","DÉFI RÉUSSI !"
"TID_CHALLENGE_REWARD_CLAIM","RÉCUPÉRER"
"TID_BUTTON_INVITE_SNS","INVITATION D'ÉQUIPE"
"TID_OFFLINE_FRIENDS","INVITER DES AMIS HORS LIGNE"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","DÉFI RÉUSSI !"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Félicitations, vous avez gagné la Coupe PSG !"
"TID_PSG_TEASER_TITLE","Début très bientôt."
"TID_PSG_TEASER_INFO","Préparez-vous pour la Coupe PSG !\n\nGagnez <WIN> matchs de brawlball pour remporter un skin Shelly PSG. Jouez avec des amis ou utilisez la \qrecherche d'équipe\q pour mettre toutes les chances de votre côté.\n\nLe défi ne dure que <DURATION> heures, alors ne le laissez pas passer !"
"TID_ACCESSORY_BLOCKED_DEAD","Impossible d´utiliser un gadget, vous êtes éliminé."
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","Plus de charge"
"TID_ACCESSORY_BLOCKED_COOLDOWN","Gadget en attente."
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","Impossible d'utiliser si vous portez des objets."
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","Aucune cible disponible."
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","La cible est trop loin."
"TID_ACCESSORY_BLOCKED_NO_AMMO","Pas assez de munitions !"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","Impossible d'activer lorsque vous avez le ballon."
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","Impossible d'activer sans tourelle."
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","La tourelle est trop loin."
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","Impossible d'activer sans ours."
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","L'ours est trop loin."
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","Aucun ennemi à portée."
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","Aucun buisson à portée."
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","Aucun porteur à portée."
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","Votre santé est au maximum."
"TID_WALLY_SHORT_DESC","SOUTIEN"
"TID_WALLY_DESC","Le germinator, modèle S33-DR, plus connu sous le nom de Wally, a été conçu pour s'occuper des plantes. Il est aussi très généreux dans la distribution de graines explosives ; il suffit de lui demander."
"TID_WALLY_WEAPON","GRAINE DE BOMBE"
"TID_WALLY_WEAPON_DESC","Wally lance une boule de graines qui rebondit avant d'exploser. Si elle touche un ennemi, elle explose à l'impact."
"TID_WALLY_ULTI","BARRICADE BUISSONNIÈRE"
"TID_WALLY_ULTI_DESC","Qu'est-ce qui est vert, petit et impénétrable ? Un mur préparé par Wally qui protège les coéquipiers et isole les ennemis."
"TID_SPEC_ABI_WALLY_1","Dispersion"
"TID_SPEC_ABI_WALLY_1_DESC","Les graines de bombe qui ne touchent pas d'ennemis explosent et ont une zone de dégâts plus étendue."
"TID_SPEC_ABI_WALLY_2","Photosynthèse"
"TID_SPEC_ABI_WALLY_2_DESC","Wally active son bouclier, se protégeant ainsi des attaques tant qu'il se tient dans les buissons."
"TID_DRILLER_SHORT_DESC","POIDS LOURD"
"TID_DRILLER_DESC","Jacky manie le marteau-piqueur comme personne pour creuser dans le sol. Son super attire les ennemis alentour et leur inflige des dégâts."
"TID_DRILLER_WEAPON","BRISE-ROCHE"
"TID_DRILLER_WEAPON_DESC","Jacky utilise son marteau-piqueur comme une échasse. Tous les ennemis à proximité n'ont qu'à bien se tenir !"
"TID_DRILLER_ULTI","TRAVAUX EN COURS"
"TID_DRILLER_ULTI_DESC","Jacky creuse un trou dans lequel les ennemis s'enfoncent pour être frappés par son fidèle marteau-piqueur. Lorsqu'elle utilise son super, elle peut se protéger en partie des attaques."
"TID_SPEC_ABI_DRILLER_1","Échange équivalent"
"TID_SPEC_ABI_DRILLER_1_DESC","Jacky transfère <c00cc00><VALUE1></c> % des dégâts qu'elle reçoit aux ennemis se tenant à proximité."
"TID_SPEC_ABI_DRILLER_2","Casque de protection"
"TID_SPEC_ABI_DRILLER_2_DESC","Le casque de protection de Jacky lui permet de réduire les dégâts qu'elle reçoit de <c00cc00><VALUE1></c> %."
"TID_ACCESSORY_GROW_BUSH_DESC","Rosa utilise de l'engrais pour faire pousser des buissons, ce qui lui permet de se cacher."
"TID_ACCESSORY_CROW_SHIELD_DESC","Corbac obtient un bouclier qui le protège contre <c00cc00><VALUE1></c> % des dégâts reçus pendant <c00cc00><VALUE2></c> secondes."
"TID_ACCESSORY_WALLY_HEAL_DESC","Un goûter pour se requinquer ! Wally mange un buisson et récupère <c00cc00><VALUE1></c> points de santé."
"TID_ACCESSORY_ROCKET_JUMP_DESC","Brock détruit le sol sous ses pieds et se propulse dans les airs. L'explosion inflige <c00cc00><VALUE1></c> points de dégâts aux ennemis à proximité."
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","Ricochet tire des salves de balles rebondissantes dans toutes les directions."
