"TID","KR"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","친구 요청"
"TID_PLAYER_CTX_PROFILE","프로필"
"TID_PLAYER_CTX_KICK","추방"
"TID_EMOJIS_TITLE","이모티콘"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","신규 브롤러"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","신규 스킨"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","브롤리데이 선물"
"TID_LONESTAR_09","4개의 구역"
"TID_EXTRA_COPYRIGHT","\n브라운앤프렌즈, copyright LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","예상 시간: <TIME>"
"TID_IAP_XMAS_19_0","연말 시즌"
"TID_IAP_XMAS_19_1","메리 브롤리데이"
"TID_IAP_XMAS_19_2","메리 브롤리데이"
"TID_IAP_XMAS_19_3","메리 브롤리데이"
"TID_IAP_XMAS_19_4","메리 브롤리데이"
"TID_IAP_COINPACK_11_19","코인, 코인, 코인"
"TID_IAP_NEWYEAR_20","해피 뉴 이어"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","브라운앤프렌즈 스킨"
"TID_HOME_PAGE_PENDING_DONATION","중요\n메시지"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","친구 요청 차단"
"TID_SPAWNER_DUDE","미스터 P"
"TID_BEE_SNIPER","비"
"TID_BEE_SNIPER_SHORT_DESC","저격수"
"TID_BEE_SNIPER_DESC","비는 꿀과 꽃을 좋아합니다. 당연한가요? 사거리 내의 적에게 기계 드론을 쏘며, 특수 공격으로 성난 벌떼를 내보냅니다!"
"TID_BEE_SNIPER_WEAPON","거대 벌침"
"TID_BEE_SNIPER_WEAPON_DESC","장거리에서 공격해, 적중할 경우 힘을 충전한 뒤 다음 공격으로 엄청난 피해를 줍니다!"
"TID_BEE_SNIPER_ULTI","강철 벌떼"
"TID_BEE_SNIPER_ULTI_DESC","제트기처럼 빠르게 움직이고 적을 향해 선회하는 드론 무리를 내보냅니다. 드론에 맞은 적은 느려집니다."
"TID_SPEC_ABI_BEE_SNIPER_1","벌침 급조"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","충전된 공격이 빗나가면 한 번 즉시 거대 벌침을 충전합니다."
"TID_SPEC_ABI_BEE_SNIPER_2","허니 코트"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","HP 1이 남은 채 쓰러지지 않고 버틸 수 있으며, 매치마다 한 번 쓰러지기 직전에 잠시 실드가 생깁니다."
"TID_SPEEDY","맥스"
"TID_SPEEDY_SHORT_DESC","서포터"
"TID_SPEEDY_DESC","속도가 맥스! 블래스터 속사포로 공격하며, 특수 공격으로 자신과 아군의 이동 속도를 높여줍니다!"
"TID_SPEEDY_WEAPON","블래스터 속사포"
"TID_SPEEDY_WEAPON_DESC","블래스터로 여러 발사체를 빠르게 쏩니다. 많이 쏠 수 있으며 장전도 빠릅니다."
"TID_SPEEDY_ULTI","서둘러!"
"TID_SPEEDY_ULTI_DESC","자신과 근처 아군의 이동 속도를 순간적으로 높여줍니다. 빨리 가죠!"
"TID_SPEC_ABI_SPEEDY_1","슈퍼 차지"
"TID_SPEC_ABI_SPEEDY_1_DESC","움직이는 동안 특수 공격을 충전합니다."
"TID_SPEC_ABI_SPEEDY_2","런 앤 건"
"TID_SPEC_ABI_SPEEDY_2_DESC","움직이는 동안 더 빠르게 장전합니다."
"TID_SPEEDY_ULTI_STAT","서둘러!"
"TID_HOMER","홈런"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","브롤러를 선택해줘"
"TID_QUICK_MESSAGE_CHOOSE_MODE","플레이하자!"
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","플레이하자!"
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","브롤러를 바꾸자!"
"TID_QUICK_MESSAGE_GOOD_GAME","좋은 승부였어!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","다시 할까?"
"TID_QUICK_MESSAGE_WELL_PLAYED","잘했어!"
"TID_QUICK_MESSAGE_WOW","우와!"
"TID_QUICK_MESSAGE_OK","좋아!"
"TID_QUICK_MESSAGE_GOTTA_GO","가볼게. 재미있었어!"
"TID_QUICK_MESSAGE_CHANGE_MODE","다른 게임 모드를 하자!"
"TID_QUICK_MESSAGE_BYE","바이바이!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","아슬아슬했어!"
"TID_QUICK_MESSAGE_READY","준비됐어?"
"TID_QUICK_MESSAGE_READY_GO","준비 완료? 시작하자!"
"TID_QUICK_MESSAGE_HI","안녕!"
"TID_QUICK_MESSAGE_NEED_BREAK","잠깐 쉴게!"
"TID_QUICK_MESSAGE_NEED_TO_GO","이만 가봐야겠다. 잘 있어!"
"TID_QUICK_MESSAGE_THANKS","고마워!"
"TID_QUICK_MESSAGE_SORRY","미안해!"
"TID_QUICK_MESSAGE_OOPS","이런!"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","<c<COLOR>><NAME></c> 플레이해줄래?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","<c<COLOR>><NAME></c> 사용해줄래?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","<c<COLOR>><NAME></c> 플레이하자!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","어떤 브롤러로 플레이할까?"
"TID_QUICK_MESSAGE_ASK_MODE","어떤 이벤트를 플레이할까?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","제안"
"TID_PLAYER_CTX_SUGGEST_CANCEL","제안 취소"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","브롤러 제안"
"TID_SUGGEST_BRAWLER_TITLE","<NAME>에게 브롤러 제안"
"TID_SUGGEST_EVENT_TITLE","이벤트 제안"
"TID_SUGGEST_EVENT_BUTTON_SHORT","제안"
"TID_SUGGEST_EVENT_BUTTON","이벤트 제안"
"TID_EVENT_SUGGESTION_EXPIRED","해당 이벤트 제안은 만료되었습니다"
"TID_SUGGESTED_BRAWLER_TITLE","브롤러 제안"
"TID_SUGGESTED_BRAWLER_DESC","<c<COLOR>><NAME></c> 브롤러를 플레이하시겠습니까?"
"TID_SUGGESTED_BRAWLER_YES","네"
"TID_SUGGESTED_BRAWLER_NO","아니요"
"TID_EVENT_SUGGESTION_TITLE","이벤트 선택"
"TID_EVENT_SUGGESTION_DESC","해당 이벤트를 플레이하시겠습니까?"
"TID_EVENT_SUGGESTION_YES","네"
"TID_EVENT_SUGGESTION_NO","아니요"
"TID_CHAT_LETSPLAY_ITEM","플레이하자!"
"TID_CHAT_SWAP_BRAWLER_ITEM","<NAME> 님에게 제안된 브롤러:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","나에게 제안된 브롤러:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","서버 점검 중 이용 불가"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","신규 버전 업데이트 중"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","신규 버전을 업데이트하고 있습니다. 잠시 후에 다시 확인해주세요!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","확인"
"TID_CONTEXT_MENU_PROFILE","프로필"
"TID_CONTEXT_MENU_SPECTATE","관전"
"TID_CONTEXT_MENU_KICK","추방"
"TID_CONTEXT_MENU_SWAP","팀 변경"
"TID_CONTEXT_MENU_REMOVE","삭제"
"TID_CONTEXT_MENU_JOIN","팀 참가"
"TID_CONTEXT_MENU_INVITE","팀 초대"
"TID_CONTEXT_MENU_REPORT","신고"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","브롤러 제안"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","스타 파워\n제안"
"TID_CONTEXT_MENU_CLAN_PROMOTE","승급"
"TID_CONTEXT_MENU_CLAN_DEMOTE","강등"
"TID_CONTEXT_MENU_CLAN_KICK","추방"
"TID_TEAM_CHAT_TAB_MESSAGE","채팅"
"TID_TEAM_CHAT_TAB_LOG","기록"
"TID_TEAM_CHAT_TAB_SAY","말하기..."
"TID_TEAM_CHAT_TAB_CHAT","채팅"
"TID_BUTTON_NAVI_FRIENDS","친구"
"TID_BUTTON_NAVI_CLAN","클럽"
"TID_CLAN_POPUP_TITLE","클럽"
"TID_CLAN_POPUP_TAB_CHAT","채팅"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","채팅"
"TID_GAME_MODE_16","선물 훔치기"
"TID_GAME_MODE_16_DESC","상대 팀의 선물을 아군 기지로 가져오세요! 한 팀이 2개의 선물을 차지하거나, 시간이 다 지나면 매치가 종료됩니다."
"TID_CTF_INTRO_TEXT","선물 2개를 차지해 승리하세요!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","먼저 친구와 플레이 및 채팅을 할 팀을 만드세요!"
"TID_CTF_2","사이드라인"
"TID_HINT_CTF_STEAL_GIFT","상대 팀의 선물을 차지하세요!"
"TID_HINT_CTF_BRING_GIFT_BACK","선물을 아군 기지로 가져오세요!"
"TID_CTF_GOAL","<name>\n선물 확보!"
"TID_IAP_XMAS_19_GENERIC","메리 브롤리데이"
"TID_IAP_XMAS_19_GENERIC_2","연말 시즌"
"TID_IAP_NEW_YEAR_20","해피 뉴 이어"
"TID_IAP_COINPACK_GENERIC","코인, 코인, 코인"
"TID_GOLDRUSH_35","타임 아웃"
"TID_GOLDRUSH_36","녹색 갑판"
"TID_GOLDRUSH_37","폭풍우"
"TID_GOLDRUSH_38","위험한 모험"
"TID_GOLDRUSH_39","십자 무늬"
"TID_GOLDRUSH_40","마지막 전리품"
"TID_GOLDRUSH_41","꼿꼿한 산마루"
"TID_GOLDRUSH_42","튼튼한 틀"
"TID_GOLDRUSH_43","남은 공간"
"TID_GOLDRUSH_44","초라한 껍데기"
"TID_GOLDRUSH_45","놀라운 비밀"
"TID_BANKHEIST_19","폭탄 투하"
"TID_BANKHEIST_20","돌풍의 고리"
"TID_BANKHEIST_21","전원 집합"
"TID_BANKHEIST_22","대응 사격"
"TID_BANKHEIST_23","도둑의 만"
"TID_BANKHEIST_24","출렁이는 바다"
"TID_BANKHEIST_25","두둑한 지갑"
"TID_BANKHEIST_26","영리한 도둑질"
"TID_WANTED_18","비틀린 물결"
"TID_WANTED_19","수기 신호"
"TID_WANTED_20","육지 발견"
"TID_WANTED_21","연쇄 반응"
"TID_WANTED_22","신기루"
"TID_WANTED_23","더 깊은 위험"
"TID_WANTED_24","가벼운 충격"
"TID_WANTED_25","아늑한 대포"
"TID_WANTED_26","출구"
"TID_BATTLE_ROYALE_34","안전 센터"
"TID_BATTLE_ROYALE_35","원형 협곡"
"TID_BATTLE_ROYALE_36","선인장 파티"
"TID_BATTLE_ROYALE_37","중심 붕괴"
"TID_BATTLE_ROYALE_38","보물 사냥"
"TID_BATTLE_ROYALE_39","코스 변경"
"TID_BATTLE_ROYALE_40","바위 덩어리"
"TID_BATTLE_ROYALE_41","시선의 끝"
"TID_BATTLE_ROYALE_42","탄도학 파티"
"TID_BATTLE_ROYALE_43","단단한 울타리"
"TID_RICO_CLASSIC_SKIN","클래식 리코"
"TID_RICO_CLASSIC_SKIN_SHOP","클래식 리코"
"TID_RICO_BETA_SKIN","리코셰"
"TID_RICO_BETA_SKIN_SHOP","리코셰"
"TID_COLT_CORSAIR_SKIN","해적 콜트"
"TID_COLT_CORSAIR_SKIN_SHOP","해적 콜트"
"TID_CARL_CAPTAIN_SKIN","캡틴 칼"
"TID_CARL_CAPTAIN_SKIN_SHOP","캡틴 칼"
"TID_POCO_PIRATE_SKIN","해적 포코"
"TID_POCO_PIRATE_SKIN_SHOP","해적 포코"
"TID_BEA_LADYBUG_SKIN","레이디버그 비"
"TID_BEA_LADYBUG_SKIN_SHOP","레이디버그 비"
"TID_MAX_BLUE_SKIN","GT 맥스"
"TID_MAX_BLUE_SKIN_SHOP","GT 맥스"
"TID_CTF_3","소중한 선물"
"TID_CTF_4","크리스마스 하이스트"
"TID_CTF_5","쾌활한 도주"
"TID_CTF_6","양말 채우는 사람"
"TID_CTF_7","장난꾸러기 요정들"
"TID_CTF_8","최고의 선물"
"TID_CTF_GOAL_MATCH_OVER","<name>\n선물 확보!\n\n매치 종료!"
"TID_STAT_DAMAGE_PER_DRONE","드론당 피해량"
"TID_GOLDRUSH_46","호수 2천국"
"TID_EVENT_MODIFIER_11","비바람 바다"
"TID_EVENT_MODIFIER_DESC_11","배가 기울어져 있어 이동 방향에 따라 이동 속도가 빨라지거나 느려집니다!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","어떤 브롤러로 플레이할까?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","어떤 이벤트를 플레이할까?"
"TID_DRILLER","재키"
"TID_GAME_MODE_17","핫 존"
"TID_KING_OF_HILL_1","하나의 거점"
"TID_KING_OF_HILL_2","두 개의 거점"
"TID_GAME_MODE_17_DESC","거점을 점령해 승리하세요! 상대방을 몰아내고 점령 구역 안에 머물러 거점을 점령하고 점수를 획득하세요. 먼저 20점을 얻은 팀이 승리합니다! 시간이 종료되면 더 높은 점수를 획득한 팀이 승리합니다."
"TID_KING_OF_HILL_INTRO_TEXT","거점을 점령하세요!"
"TID_IAP_LNY2020","설날 브롤"
"TID_IAP_TGS2020","특별 상품"
"TID_IAP_VD2020","해피 발렌타인데이!"
"TID_IAP_MAR2020","어서 와 3월!"
"TID_SPAWNER_DUDE_SHORT_DESC","저격수"
"TID_SPAWNER_DUDE_DESC","적에게 여행 가방을 집어 던지는 화가 난 벨보이입니다. 특수 공격으로 로봇 짐꾼을 불러 자신을 돕게 합니다."
"TID_SPAWNER_DUDE_WEAPON","가방 두고 가셨습니다!"
"TID_SPAWNER_DUDE_WEAPON_DESC","분노에 찬 상태로 무거운 여행 가방을 던집니다. 가방이 장애물이나 적에게 맞으면 튕겨서, 떨어질 때 폭발과 함께 광역 피해를 줍니다."
"TID_SPAWNER_DUDE_ULTI","짐꾼! 공격!"
"TID_SPAWNER_DUDE_ULTI_DESC","작은 펭귄 머리 로봇 짐꾼들이 생성되는 거점을 배치해 적(그리고 제멋대로인 손님)을 공격합니다."
"TID_SPEC_ABI_SPAWNER_DUDE_1","취급 주의"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","내용물이 가득 찬 여행 가방이 적이나 장애물에 부딪히지 않아도 튕겨서 폭발합니다."
"TID_SPEC_ABI_SPAWNER_DUDE_2","빈 깡통"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","로봇 짐꾼 거점의 HP가 <c00cc00>+<VALUE1></c>만큼 증가합니다."
"TID_HINT_GET_TO_ZONE","거점 안에 들어가세요!"
"TID_HERO_INFO_TITLE","브롤러 능력치"
"TID_HERO_UPGRADE_TITLE","브롤러를 업그레이드할까요?"
"TID_HERO_INFO_HERO_SPEED","이동 속도"
"TID_HERO_INFO_SPEED_0","매우 느림"
"TID_HERO_INFO_SPEED_1","느림"
"TID_HERO_INFO_SPEED_2","보통"
"TID_HERO_INFO_SPEED_3","빠름"
"TID_HERO_INFO_SPEED_4","매우 빠름"
"TID_HERO_INFO_ATTACK_SPEED","재장전 속도"
"TID_HERO_INFO_ATTACK_RANGE","사정거리"
"TID_HERO_INFO_ATTACK_DAMAGE","피해량"
"TID_HERO_INFO_RANGE_0","근거리"
"TID_HERO_INFO_RANGE_1","중거리"
"TID_HERO_INFO_RANGE_2","장거리"
"TID_HERO_INFO_RANGE_3","초장거리"
"TID_HERO_INFO_HEALTH","HP"
"TID_HERO_INFO_ATTACK_TYPE","유형"
"TID_HERO_INFO_HEAL","치유량"
"TID_PROTECT_SCORE_ZONE","적이 거점에 들어오는 것을 막으세요!"
"TID_8BIT_VIRUS_SKIN","바이러스 8비트"
"TID_8BIT_VIRUS_SKIN_SHOP","바이러스 8비트"
"TID_TARA_STREET_NINJA_SKIN","길거리 닌자 타라"
"TID_TARA_STREET_NINJA_SKIN_SHOP","길거리 닌자 타라"
"TID_BIBI_GAMER_SKIN","히로인 비비"
"TID_BIBI_GAMER_SKIN_SHOP","히로인 비비"
"TID_PIPER_CUPID_SKIN","큐피트 파이퍼"
"TID_PIPER_CUPID_SKIN_SHOP","큐피트 파이퍼"
"TID_NITA_KOALA_SKIN","코알라 니타"
"TID_NITA_KOALA_SKIN_SHOP","코알라 니타"
"TID_MRP_AGENT_SKIN","에이전트 P"
"TID_MRP_AGENT_SKIN_SHOP","에이전트 P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","지속 시간"
"TID_HERO_INFO_DAMAGE_REDUCTION","피해 감소량"
"TID_SPAWN_BUILDING_HEALTH","거점 HP"
"TID_PORTER_HEALTH","짐꾼 HP"
"TID_PORTER_DAMAGE","짐꾼 피해량"
"TID_KING_OF_HILL_3","템플 오브 붐"
"TID_KING_OF_HILL_4","벽돌깨기 브롤"
"TID_KING_OF_HILL_5","컨트롤러 카오스"
"TID_KING_OF_HILL_6","골든 핵스"
"TID_KING_OF_HILL_7","스트리트 브롤러 2"
"TID_KING_OF_HILL_8","프리모콩 주니어"
"TID_KING_OF_HILL_9","오락실 죽돌이"
"TID_KING_OF_HILL_10","슈퍼 브롤 아웃"
"TID_KING_OF_HILL_11","하이스코어"
"TID_KING_OF_HILL_12","동전 투입"
"TID_KING_OF_HILL_13","게임 오버"
"TID_KING_OF_HILL_14","치트키"
"TID_KING_OF_HILL_15","버블 보브롤"
"TID_BALL_26","플립 플랩"
"TID_BALL_27","바이시클 킥"
"TID_BALL_28","철벽 수비"
"TID_BALL_29","친선 경기"
"TID_HERO_INFO_MEDIUM","중간"
"TID_HERO_INFO_AVERAGE","보통"
"TID_HERO_UPGRADE_TITLE_LEVEL","다음 파워 레벨: <LVL>"
"TID_DOUBLE_POINTS","더블 포인트!"
"TID_HERO_INFO_UTILITY_LABEL","유틸성"
"TID_HERO_INFO_VERSATILITY_LABEL","범용성"
"TID_HERO_INFO_OFFENSE_LABEL","공격"
"TID_HERO_INFO_DEFENSE_LABEL","방어"
"TID_UNDERTAKER_HAT_SKIN_SHOP","신사 모티스"
"TID_BARLEY_WIZARD_SKIN_SHOP","마법사 발리"
"TID_SHOTGUN_STAR_SKIN_SHOP","스타 쉘리"
"TID_QUICK_MESSAGE_ONE_MOMENT","잠깐만"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","스타 토큰 획득을 도와줘"
"TID_HERO_SORTING_LATEST","최신 브롤러순"
"TID_IAP_BUNDLE_OFFER","특별 상품"
"TID_WALLY","스프라우트"
"TID_SETTINGS_FIND_FRIENDS","친구와 플레이"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","카카오톡 연동"
"TID_KAKAO_ACCOUNT_BIND_INFO","해당 계정을 카카오톡과 연동하면 카카오톡 친구의 브롤스타즈 계정을 친구 목록에서 확인할 수 있습니다. 카카오톡 친구 또한 브롤러님의 브롤스타즈 계정과 온라인 상태를 확인할 수 있으며 게임에 초대할 수 있게 됩니다. 연동할까요?"
"TID_HERO_SCREEN_ITEM","가젯"
"TID_HERO_SCREEN_STAR_POWER","스타 파워"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","주의"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","외부 웹사이트로 연결됩니다"
"TID_NOTIFICATION_CC_STARTED","챔피언십 챌린지가 시작되었습니다!"
"TID_NOTIFICATION_CC_ENDING","챔피언십 챌린지가 곧 종료됩니다. 아직 완료할 수 있습니다!"
"TID_NOTIFICATION_PSG_STARTED","PSG 컵 개시! 완료하고 무료 스킨을 획득하세요!"
"TID_NOTIFICATION_PSG_ENDING","PSG 컵이 곧 종료됩니다. 아직 우승을 노릴 수 있습니다!"
"TID_NOTIFICATION_COIN_RUSH","신규 젬 그랩 맵 플레이 가능! 새 보상을 획득하세요!"
"TID_NOTIFICATION_ATTACK_DEFEND","하이스트 플레이 가능! 새 보상을 획득할 시간입니다!"
"TID_NOTIFICATION_BOUNTY_HUNTER","바운티 플레이 가능! 새 보상을 획득할 시간입니다!"
"TID_NOTIFICATION_LASER_BALL","신규 브롤 볼 맵 플레이 가능! 새 보상을 획득할 시간입니다!"
"TID_NOTIFICATION_BATTLE_ROYAL","신규 쇼다운 맵 플레이 가능! 최후의 생존자가 되세요!"
"TID_NOTIFICATION_BOSS","빅 게임 플레이 가능! 멋진 보상을 얻을 수 있습니다!"
"TID_NOTIFICATION_COOP","로보 럼블 개시! 로봇들을 물리치고 보상을 획득하세요!"
"TID_NOTIFICATION_RAID_BOSS","보스전이 돌아왔습니다! 어디까지 갈 수 있을까요?"
"TID_NOTIFICATION_ROBO_WARS","시즈 팩토리 플레이 가능! 새 보상을 획득할 시간입니다!"
"TID_NOTIFICATION_BOSS_RACE","신규 테이크다운 맵 플레이 가능! 새 보상을 획득할 시간입니다!"
"TID_NOTIFICATION_LONE_STAR","신규 론 스타 맵 플레이 가능! 새 보상을 획득할 시간입니다!"
"TID_NOTIFICATION_CTF","신규 선물 훔치기 플레이 가능! 새 보상을 획득할 시간입니다!"
"TID_NOTIFICATION_KING_OF_HILL","신규 핫 존 맵 플레이 가능! 새 보상을 획득할 시간입니다!"
"TID_NOTIFICATION_MULTIPLE_MODES","신규 맵 <PARAM>개 오픈! 스타 토큰을 획득하세요!"
"TID_FREE_BOX_AVAILABLE_0","무료 보상이 기다리고 있습니다!"
"TID_FREE_BOX_AVAILABLE_1","지금 무료 보상을 획득하세요!"
"TID_FREE_BOX_AVAILABLE_2","무료 보상이 사라지기 전에 획득하세요!"
"TID_FREE_BOX_AVAILABLE_3","무료 보상이 기다리고 있습니다!"
"TID_FREE_BOX_AVAILABLE_4","지금 무료 보상을 받으세요!"
"TID_SEASON_ENDED_NOTI","시즌이 종료되었습니다! 시즌 보상을 받으세요!"
"TID_KEY_BAR_FULL","토큰 <PARAM>개 획득 가능! 전투를 시작하세요!"
"TID_COME_BACK_NOTIFICATION_SMALL","전투 한판 어때요?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","전투 한판 어때요?"
"TID_COME_BACK_NOTIFICATION_LARGE","전투 한판 어때요?"
"TID_POWER_PLAY_NOTIFICATION","파워 플레이 <PARAM> 맵 오픈!"
"TID_NOTIFICATION_NEW_BRAWLER","신규 브롤러 <PARAM> 출시! 지금 확인해보세요!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","토큰 두 배 이벤트 시작!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","코인 샤워 이벤트 시작! 코인을 모으세요!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","나이를 알려주세요"
"TID_ENTER_AGE_CONTINUE","확인"
"TID_ENTER_AGE_GAMEPLAY","게임 플레이에는 영향을 주지 않습니다"
"TID_ENTER_AGE_TIP","슬라이드를 이동해 나이를 설정하세요."
"TID_ENTER_AGE_WARNING","진행할 수 없습니다! 먼저 나이를 설정하세요."
"TID_ENTER_AGE_TITLE","브롤스타즈에 오신 걸 환영합니다!"
"TID_ENTER_AGE_LEGAL","확인 버튼을 탭해 <TOS> 및 <PP>에 동의해주세요."
"TID_OVER_100","99+"
"TID_CHALLENGE_WON_TITLE","도전 승리!"
"TID_CHALLENGE_REWARD_CLAIM","받기"
"TID_BUTTON_INVITE_SNS","팀 초대"
"TID_OFFLINE_FRIENDS","오프라인 친구 초대"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","도전 승리!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","축하합니다! PSG 컵에서 우승해 진정한 브롤 볼 챔피언이 되었습니다!"
"TID_PSG_TEASER_TITLE","곧 시작합니다!"
"TID_PSG_TEASER_INFO","PSG 컵을 준비하세요!\n\n브롤 볼 매치에서 <WIN>승을 달성해 무료 PSG 쉘리 스킨을 획득하세요! 친구와 함께 플레이하거나 \q팀 찾기\q 기능을 사용해 승리할 확률을 올리세요.\n\n해당 도전은 <DURATION>시간 동안만 진행되니, 모든 전투에서 최선을 다하세요!"
"TID_ACCESSORY_BLOCKED_DEAD","처치되었을 때는 가젯을\n사용할 수 없습니다!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","가젯을 모두 사용했습니다!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","가젯을 아직 사용할 수 없습니다!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","아이템을 옮기고 있을 때는 사용할 수 없습니다!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","적합한 대상이 없습니다!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","대상이 너무 멀리 있습니다!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","탄환이 부족합니다!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","공을 잡고 있을 때는 사용할 수 없습니다!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","터렛이 없습니다!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","터렛이 너무 멀리 있습니다!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","곰 없이는 사용할 수 없습니다!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","곰이 너무 멀리 있습니다!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","사정거리 내에 적이 없습니다!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","사정거리 내에 덤불이 없습니다!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","사정거리 내에 짐꾼이 없습니다!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","HP가 가득 차 있습니다!"
"TID_WALLY_SHORT_DESC","서포터"
"TID_WALLY_DESC","식물 발아 촉진기 - 프로토타입 모델 S33-DR, 일명 '스프라우트'는 황무지에서 식물을 재배하기 위해 만들어진 로봇입니다. 온 세상을 푸르게 만들기 위해 오늘도 돌아다니며 씨앗 폭탄을 던집니다!"
"TID_WALLY_WEAPON","씨앗 폭탄"
"TID_WALLY_WEAPON_DESC","터지기 전까지 튕겨 다니는 씨앗 덩어리를 던집니다! 씨앗 덩어리는 일정 시간이 지나거나 적과 접촉하면 폭발합니다."
"TID_WALLY_ULTI","덤불 방어벽"
"TID_WALLY_ULTI_DESC","작은 녹색 벽을 던져 친구를 지키고 적을 밀쳐냅니다! 매우 친환경적이면서도 효과적이죠!"
"TID_SPEC_ABI_WALLY_1","과성장"
"TID_SPEC_ABI_WALLY_1_DESC","적과 접촉하지 않은 씨앗 폭탄의 폭발 범위가 넓어집니다."
"TID_SPEC_ABI_WALLY_2","광합성"
"TID_SPEC_ABI_WALLY_2_DESC","덤불 안에 있을 때 모든 공격의 피해를 일부 막아주는 실드를 활성화합니다."
"TID_DRILLER_SHORT_DESC","헤비웨이트"
"TID_DRILLER_DESC","돌격밖에 모르는 재키는 휴대용 드릴로 주위의 땅을 갈라 버립니다. 특수 공격으로 근처의 적을 끌어당긴 뒤 먼지 속에 남겨둡니다!"
"TID_DRILLER_WEAPON","휴대용 드릴"
"TID_DRILLER_WEAPON_DESC","재키가 휴대용 드릴을 타고 깡충깡충 뛰어다닙니다. 너무 가까이 있는 적들은 머리가 지끈거릴 겁니다!"
"TID_DRILLER_ULTI","홀리 몰리!"
"TID_DRILLER_ULTI_DESC","휴대용 드릴로 바닥에 구멍을 뚫어 적들을 끌어당깁니다! 시전 중에 적의 공격을 일부 방어합니다."
"TID_SPEC_ABI_DRILLER_1","터프한 교환"
