"TID","MS"
"TID_CHAT_SWAP_BRAWLER_ITEM","Saranan Brawler untuk <NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Saranan Brawler untuk anda:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","Tidak tersedia ketika penyelenggaraan"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Kemas kini versi baharu"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Kami sedang kemas kini versi baharu permainan ini. Sila semak lagi kemudian!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","Ok"
"TID_CONTEXT_MENU_PROFILE","PROFIL"
"TID_CONTEXT_MENU_SPECTATE","TONTON"
"TID_CONTEXT_MENU_KICK","KELUARKAN"
"TID_CONTEXT_MENU_SWAP","TUKAR PIHAK"
"TID_CONTEXT_MENU_REMOVE","KELUARKAN"
"TID_CONTEXT_MENU_JOIN","SERTAI PASUKAN"
"TID_CONTEXT_MENU_INVITE","JEMPUT KE PASUKAN"
"TID_CONTEXT_MENU_REPORT","LAPOR"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","SARANKAN BRAWLER"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","SARANKAN\nKUASA BINTANG"
"TID_CONTEXT_MENU_CLAN_PROMOTE","NAIK PANGKAT"
"TID_CONTEXT_MENU_CLAN_DEMOTE","TURUN PANGKAT"
"TID_CONTEXT_MENU_CLAN_KICK","KELUARKAN"
"TID_TEAM_CHAT_TAB_MESSAGE","BUAL"
"TID_TEAM_CHAT_TAB_LOG","LOG"
"TID_TEAM_CHAT_TAB_SAY","KATA..."
"TID_TEAM_CHAT_TAB_CHAT","BUAL"
"TID_BUTTON_NAVI_FRIENDS","RAKAN"
"TID_BUTTON_NAVI_CLAN","KELAB"
"TID_CLAN_POPUP_TITLE","KELAB"
"TID_CLAN_POPUP_TAB_CHAT","BUAL"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","BUAL"
"TID_GAME_MODE_16","RAMPAS HADIAH"
"TID_GAME_MODE_16_DESC","Rampas hadiah dari pasukan lawan dan bawanya ke pangkalan anda! Perlawanan tamat apabila satu pasukan dapat dua hadiah atau apabila masa tamat."
"TID_CTF_INTRO_TEXT","Rampas dua hadiah untuk menang!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","Cipta pasukan dahulu untuk main dan berbual dengan rakan!"
"TID_CTF_2","Garisan Tepi"
"TID_HINT_CTF_STEAL_GIFT","Rampas hadiah pasukan lawan!"
"TID_HINT_CTF_BRING_GIFT_BACK","Bawa hadiah balik ke pangkalan anda!"
"TID_CTF_GOAL","<name>\ndapat satu hadiah!"
"TID_IAP_XMAS_19_GENERIC","SELAMAT CUTI BRAWLER"
"TID_IAP_XMAS_19_GENERIC_2","INILAH MUSIMNYA"
"TID_IAP_NEW_YEAR_20","SELAMAT TAHUN BAHARU"
"TID_IAP_COINPACK_GENERIC","SYILING, SYILING"
"TID_GOLDRUSH_35","Masa Tamat"
"TID_GOLDRUSH_36","Dek Hijau"
"TID_GOLDRUSH_37","Ribut Pusaran"
"TID_GOLDRUSH_38","Kembara Kelana"
"TID_GOLDRUSH_39","Silang-menyilang"
"TID_GOLDRUSH_40","Rampasan Terakhir"
"TID_GOLDRUSH_41","Rabung Tegar"
"TID_GOLDRUSH_42","Struktur Utuh"
"TID_GOLDRUSH_43","Ruang Kosong"
"TID_GOLDRUSH_44","Kerang Memberang"
"TID_GOLDRUSH_45","Kejutan Tersembunyi"
"TID_BANKHEIST_19","Letupkan Saja"
"TID_BANKHEIST_20","Gelang Tornado"
"TID_BANKHEIST_21","Satu Matlamat"
"TID_BANKHEIST_22","Meriam Meneriak"
"TID_BANKHEIST_23","Suak Bandit"
"TID_BANKHEIST_24","Lautan Bergelora"
"TID_BANKHEIST_25","Untung Besar"
"TID_BANKHEIST_26","Pencurian Berstrategi"
"TID_WANTED_18","Arus Memulas"
"TID_WANTED_19","Isyarat Semafor"
"TID_WANTED_20","Penemuan Daratan"
"TID_WANTED_21","Reaksi Berantai"
"TID_WANTED_22","Khayalan"
"TID_WANTED_23","Merempuh Kebahayaan"
"TID_WANTED_24","Impak Ringan"
"TID_WANTED_25","Meriam Hangat"
"TID_WANTED_26","Jalan Keluar"
"TID_BATTLE_ROYALE_34","Pusat Keselamatan"
"TID_BATTLE_ROYALE_35","Ngarai Bulat"
"TID_BATTLE_ROYALE_36","Parti Kaktus"
"TID_BATTLE_ROYALE_37","Teras Memerai"
"TID_BATTLE_ROYALE_38","Pencarian Harta Karun"
"TID_BATTLE_ROYALE_39","Perubahan Arah"
"TID_BATTLE_ROYALE_40","Blok Batu-Bata"
"TID_BATTLE_ROYALE_41","Sudut Pandang"
"TID_BATTLE_ROYALE_42","Rempuhan Balistik"
"TID_BATTLE_ROYALE_43","Kubu Kuat"
"TID_RICO_CLASSIC_SKIN","RICO KLASIK"
"TID_RICO_CLASSIC_SKIN_SHOP","RICO\nKLASIK"
"TID_RICO_BETA_SKIN","RICOCHET"
"TID_RICO_BETA_SKIN_SHOP","RICOCHET"
"TID_COLT_CORSAIR_SKIN","COLT LANUN"
"TID_COLT_CORSAIR_SKIN_SHOP","COLT\nLANUN"
"TID_CARL_CAPTAIN_SKIN","KAPTEN CARL"
"TID_CARL_CAPTAIN_SKIN_SHOP","KAPTEN\nCARL"
"TID_POCO_PIRATE_SKIN","POCO LANUN"
"TID_POCO_PIRATE_SKIN_SHOP","POCO\nLANUN"
"TID_BEA_LADYBUG_SKIN","BEA KUMBANG KURA-KURA"
"TID_BEA_LADYBUG_SKIN_SHOP","BEA\nKUMBANG KURA-KURA"
"TID_MAX_BLUE_SKIN","GT MAX"
"TID_MAX_BLUE_SKIN_SHOP","GT\nMAX"
"TID_CTF_3","Hadiah Berharga"
"TID_CTF_4","Rompakan Hari Cuti"
"TID_CTF_5","Percutian Gembira"
"TID_CTF_6","Penyumbat Sarung Kaki"
"TID_CTF_7","Bunian Nakal"
"TID_CTF_8","Hadiah Terbaik"
"TID_CTF_GOAL_MATCH_OVER","<name>\ndapat satu hadiah!\n\nPertempuran tamat"
"TID_STAT_DAMAGE_PER_DRONE","Kerosakan setiap lebah"
"TID_GOLDRUSH_46","Dua Ribu Tasik"
"TID_EVENT_MODIFIER_11","LAUTAN BEROMBAK"
"TID_EVENT_MODIFIER_DESC_11","Bot menyenget, membuat pergerakan lebih cepat atau perlahan bergantung pada arah pergerakan anda!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Brawler manakah patut saya pilih?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","Apakah acara yang patut kita main?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","Zon Panas"
"TID_KING_OF_HILL_1","Satu Zon"
"TID_KING_OF_HILL_2","Dua Zon"
"TID_GAME_MODE_17_DESC","Kawal Zon Panas untuk menang! Mengawal dan peroleh mata dengan berada di dalam zon sambil memastikan pihak lawan berada di luar zon. Pasukan pertama yang mencapai 20 mata akan menang! Jika masa tamat, pasukan dengan mata terbanyak akan menang."
"TID_KING_OF_HILL_INTRO_TEXT","Kawal zon!"
"TID_IAP_LNY2020","BRAWL TAHUN BAHARU CINA"
"TID_IAP_TGS2020","TAWARAN"
"TID_IAP_VD2020","SELAMAT HARI KEKASIH!"
"TID_IAP_MAR2020","MENGALU-ALUKAN BULAN MAC!"
"TID_SPAWNER_DUDE_SHORT_DESC","PENEMBAK TEPAT"
"TID_SPAWNER_DUDE_DESC","Mr. P ialah pengendali bagasi banyak merengut yang melempar beg pada pihak lawan. Supernya menyeru porter robot untuk membantunya."
"TID_SPAWNER_DUDE_WEAPON","Ni Beg Kau, Encik!"
"TID_SPAWNER_DUDE_WEAPON_DESC","Mr. P melempar beg berat dengan marah. Jika beg mengena halangan atau pihak lawan, ia akan melantun, mendarat dengan kuat dan melakukan kerosakan kawasan."
"TID_SPAWNER_DUDE_ULTI","Porter Kalian, Serang!"
"TID_SPAWNER_DUDE_ULTI_DESC","Mr. P mengeluarkan pangkalan utama untuk porter robotnya. Dia memprogramkan semula robot berkepala penguin kecil ini untuk serang dan kacau pihak lawan (dan tetamu susah dikawal)."
"TID_SPEC_ABI_SPAWNER_DUDE_1","Kendali Dengan Cermat"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","Beg Mr. P yang diisi penuh melantun dan meletup walaupun tidak mengena sasaran atau halangan."
"TID_SPEC_ABI_SPAWNER_DUDE_2","Kaleng Utuh"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","Pangkalan utama porter robot mempunyai <c00cc00>+<VALUE1></c> nilai nyawa tambahan."
"TID_HINT_GET_TO_ZONE","Masuk ke dalam zon!"
"TID_HERO_INFO_TITLE","STATISTIK BRAWLER"
"TID_HERO_UPGRADE_TITLE","NAIK TARAF BRAWLER?"
"TID_HERO_INFO_HERO_SPEED","Kelajuan Pergerakan"
"TID_HERO_INFO_SPEED_0","SANGAT PERLAHAN"
"TID_HERO_INFO_SPEED_1","PERLAHAN"
"TID_HERO_INFO_SPEED_2","BIASA"
"TID_HERO_INFO_SPEED_3","CEPAT"
"TID_HERO_INFO_SPEED_4","SANGAT CEPAT"
"TID_HERO_INFO_ATTACK_SPEED","Kelajuan Muat Semula"
"TID_HERO_INFO_ATTACK_RANGE","Julat"
"TID_HERO_INFO_ATTACK_DAMAGE","Kerosakan"
"TID_HERO_INFO_RANGE_0","DEKAT"
"TID_HERO_INFO_RANGE_1","BIASA"
"TID_HERO_INFO_RANGE_2","JAUH"
"TID_HERO_INFO_RANGE_3","SANGAT JAUH"
"TID_HERO_INFO_HEALTH","Nilai nyawa"
"TID_HERO_INFO_ATTACK_TYPE","Jenis"
"TID_HERO_INFO_HEAL","Penyembuhan"
"TID_PROTECT_SCORE_ZONE","Halang musuh memasuki zon!"
"TID_8BIT_VIRUS_SKIN","8-BIT VIRUS"
"TID_8BIT_VIRUS_SKIN_SHOP","8-BIT\nVIRUS"
"TID_TARA_STREET_NINJA_SKIN","TARA NINJA JALANAN"
"TID_TARA_STREET_NINJA_SKIN_SHOP","TARA\nNINJA JALANAN"
"TID_BIBI_GAMER_SKIN","BIBI WIRAWATI"
"TID_BIBI_GAMER_SKIN_SHOP","BIBI\nWIRAWATI"
"TID_PIPER_CUPID_SKIN","PIPER KUPID"
"TID_PIPER_CUPID_SKIN_SHOP","PIPER\nKUPID"
"TID_NITA_KOALA_SKIN","NITA KOALA"
"TID_NITA_KOALA_SKIN_SHOP","NITA\nKOALA"
"TID_MRP_AGENT_SKIN","EJEN P"
"TID_MRP_AGENT_SKIN_SHOP","EJEN P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Tempoh"
"TID_HERO_INFO_DAMAGE_REDUCTION","Pengurangan kerosakan"
"TID_SPAWN_BUILDING_HEALTH","Nilai nyawa pangkalan"
"TID_PORTER_HEALTH","Nilai nyawa Porter"
"TID_PORTER_DAMAGE","Kerosakan Porter"
"TID_KING_OF_HILL_3","Pertumbuhan Pesat"
"TID_KING_OF_HILL_4","Pergaduhan Pelarian"
"TID_KING_OF_HILL_5","Pengawalan Huru-hara"
"TID_KING_OF_HILL_6","Penggodaman Terbaik"
"TID_KING_OF_HILL_7","Brawler Jalanan 2"
"TID_KING_OF_HILL_8","Pencarian dan Penyelamatan"
"TID_KING_OF_HILL_9","Masukkan Syiling"
"TID_KING_OF_HILL_10","Petinju Rakus"
"TID_KING_OF_HILL_11","Mata Tinggi"
"TID_KING_OF_HILL_12","Guna Syiling"
"TID_KING_OF_HILL_13","Tamat Pertempuran"
"TID_KING_OF_HILL_14","Kod Penipuan"
"TID_KING_OF_HILL_15","Brawler Marmar"
"TID_BALL_26","Lompat Kijang"
"TID_BALL_27","Tendangan Basikal"
"TID_BALL_28","Sistem Tindanan"
"TID_BALL_29","Perlawanan Persahabatan"
"TID_HERO_INFO_MEDIUM","SEDERHANA"
"TID_HERO_INFO_AVERAGE","SEDERHANA"
"TID_HERO_UPGRADE_TITLE_LEVEL","NAIK TARAF KE TAHAP KUASA <LVL>?"
"TID_DOUBLE_POINTS","Mata Berganda!"
"TID_HERO_INFO_UTILITY_LABEL","KEBERGUNAAN"
"TID_HERO_INFO_VERSATILITY_LABEL","SERBA GUNA"
"TID_HERO_INFO_OFFENSE_LABEL","SERANGAN"
"TID_HERO_INFO_DEFENSE_LABEL","PERTAHANAN"
"TID_UNDERTAKER_HAT_SKIN_SHOP","MORTIS\nTOPI TINGGI"
"TID_BARLEY_WIZARD_SKIN_SHOP","BARLEY\nAHLI SIHIR"
"TID_SHOTGUN_STAR_SKIN_SHOP","SHELLY\nBINTANG"
"TID_QUICK_MESSAGE_ONE_MOMENT","Tunggu sekejap."
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Bolehkah bantu saya dapatkan token bintang?"
"TID_HERO_SORTING_LATEST","Brawler Terkini"
"TID_IAP_BUNDLE_OFFER","Tawaran Khas"
"TID_WALLY","SPROUT"
"TID_SETTINGS_FIND_FRIENDS","MAIN BERSAMA RAKAN"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Sambungkan KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","Menyambungkan akaun anda ke KakaoTalk membenarkan anda lihat akaun Brawl Stars rakan KakaoTalk dalam senarai Rakan. Mereka juga akan dapat lihat akaun Brawl Stars anda, status dalam talian anda dan jemput anda ke permainan. Sambung sekarang?"
"TID_HERO_SCREEN_ITEM","ALAT"
"TID_HERO_SCREEN_STAR_POWER","KUASA BINTANG"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","NOTIS"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Kami akan hantar anda ke tempat di luar Brawl Stars"
"TID_NOTIFICATION_CC_STARTED","CABARAN KEJUARAAN telah bermula!"
"TID_NOTIFICATION_CC_ENDING","CABARAN KEJUARAAN akan berakhir tidak lama lagi. Anda masih boleh memenanginya!"
"TID_NOTIFICATION_PSG_STARTED","PSG CUP telah bermula! Menanginya untuk mendapat kulit percuma!"
"TID_NOTIFICATION_PSG_ENDING","PSG CUP bakal berakhir. Anda masih ada masa untuk memenanginya!"
"TID_NOTIFICATION_COIN_RUSH","Peta REBUT PERMATA baharu tersedia! Jom dapatkan ganjaran baharu!"
"TID_NOTIFICATION_ATTACK_DEFEND","ROMPAKAN tersedia! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_BOUNTY_HUNTER","BURUAN tersedia! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_LASER_BALL","Peta BOLA BRAWL baharu dibuka! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_BATTLE_ROYAL","Peta SHOWDOWN baharu dibuka! Jadi pemain terakhir yang bertahan!"
"TID_NOTIFICATION_BOSS","PERMAINAN BESAR telah dibuka! Ganjaran hebat tersedia!"
"TID_NOTIFICATION_COOP","GEMURUH ROBO telah bermula! Tewaskan bot dan mendapat ganjaran!"
"TID_NOTIFICATION_RAID_BOSS","PERTEMPURAN BOS kembali! Sejauh mana anda boleh capai?"
"TID_NOTIFICATION_ROBO_WARS","PENGEPUNGAN tersedia! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_BOSS_RACE","Peta PERJUANGAN baharu dibuka! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_LONE_STAR","Peta BINTANG SENDIRIAN baharu dibuka! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_CTF","Peta RAMPAS HADIAH baharu dibuka! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_KING_OF_HILL","Peta ZON PANAS tersedia! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM> peta baharu dibuka! Jom menangi Token Bintang!"
"TID_FREE_BOX_AVAILABLE_0","Ganjaran percuma sedang menunggu anda!"
"TID_FREE_BOX_AVAILABLE_1","Tuntut ganjaran percuma anda sekarang!"
"TID_FREE_BOX_AVAILABLE_2","Dapatkan ganjaran percuma anda sebelum ia hilang!"
"TID_FREE_BOX_AVAILABLE_3","Ganjaran percuma sedang menunggu anda!"
"TID_FREE_BOX_AVAILABLE_4","Dapatkan ganjaran percuma anda sekarang!"
"TID_SEASON_ENDED_NOTI","Musim telah tamat! Ganjaran musim sedang menanti anda."
"TID_KEY_BAR_FULL","<PARAM> Token tersedia! Masa untuk Bertempur!"
"TID_COME_BACK_NOTIFICATION_SMALL","Apa kata bertempur sekali lagi?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Apa kata bertempur sekali lagi?"
"TID_COME_BACK_NOTIFICATION_LARGE","Apa kata bertempur sekali lagi?"
"TID_POWER_PLAY_NOTIFICATION","ARENA BINTANG mempunyai <PARAM> peta terbuka!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> telah tiba! Jom lihatnya!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","Acara TOKEN BERGANDA telah bermula!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","Acara HUJAN SYILING telah bermula! Tempur untuk mendapat syiling!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Sila beritahu umur anda"
"TID_ENTER_AGE_CONTINUE","SAHKAN"
"TID_ENTER_AGE_GAMEPLAY","Ini tidak akan mempengaruhi permainan"
"TID_ENTER_AGE_TIP","Gunakan penggelongsor untuk set umur anda."
"TID_ENTER_AGE_WARNING","Tidak boleh teruskan! Anda mesti set usia dahulu."
"TID_ENTER_AGE_TITLE","Selamat datang ke Brawl Stars!"
"TID_ENTER_AGE_LEGAL","Dengan mengetik SAHKAN, anda bersetuju dengan <TOS> dan <PP> kami"
"TID_OVER_100","99+"
"TID_CHALLENGE_WON_TITLE","CABARAN BERJAYA!"
"TID_CHALLENGE_REWARD_CLAIM","TUNTUT"
"TID_BUTTON_INVITE_SNS","JEMPUTAN PASUKAN"
"TID_OFFLINE_FRIENDS","JEMPUT RAKAN DI LUAR TALIAN"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","CABARAN BERJAYA!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Tahniah! Anda memenangi PSG CUP dan menjadi Juara Bola Brawl sebenar!"
"TID_PSG_TEASER_TITLE","Bakal Bermula!"
"TID_PSG_TEASER_INFO","Bersedia untuk PSG Cup!\n\nMenang <WIN> perlawanan Bola Brawl dan dapatkan Kulit Shelly PSG percuma! Main bersama rakan atau guna ciri \qMencari Pasukan\q untuk meningkatkan kebarangkalian anda.\n\nCabaran hanya berlangsung selama <DURATION> jam, jadi fikir baik-baik!"
"TID_ACCESSORY_BLOCKED_DEAD","Tidak boleh guna alat selepas ditewaskan!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","Semua caj telah digunakan!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","Alat masih sedang dicaj semula!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","Tidak boleh guna semasa membawa item!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","Tiada sasaran!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","Sasaran terlalu jauh!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","Tidak cukup peluru!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","Tidak boleh diaktifkan semasa pegang bola!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","Tidak boleh diaktifkan tanpa turet!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","Turet terlalu jauh!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","Tidak boleh diaktifkan tanpa beruang!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","Beruang terlalu jauh!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","Tiada musuh di dalam julat!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","Tiada semak di dalam julat!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","Tiada porter di dalam julat!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","Nilai nyawa sudah penuh!"
"TID_WALLY_SHORT_DESC","SOKONGAN"
"TID_WALLY_DESC","Germinator - prototaip model S33-DR yang dikenali sebagai Sprout, dibina untuk menanam kehidupan. Sprout merayau-rayau menembak Bom Benih dengan kasih sayang tak terhingga. Buang sedikit benih apabila perlu!"
"TID_WALLY_WEAPON","BOM BENIH"
"TID_WALLY_WEAPON_DESC","Sprout campak segumpal benih yang melantun sebelum meletup dengan bunyi bang! Ia meletup apabila terkena musuh."
"TID_WALLY_ULTI","SEKATAN BELUKAR"
"TID_WALLY_ULTI_DESC","Sprout melemparkan benteng hijau kecil untuk halangan kemaraan musuh! Ia jahat, hijau dan sangat berkesan!"
"TID_SPEC_ABI_WALLY_1","PERTUMBUHAN LAMPAU"
"TID_SPEC_ABI_WALLY_1_DESC","Bom Benih yang tidak terkena musuh akan meletup dengan radius letupan yang lebih besar."
"TID_SPEC_ABI_WALLY_2","FOTOSINTESIS"
"TID_SPEC_ABI_WALLY_2_DESC","Sprout mengaktifkan perisai, sebahagiannya melindungi dia daripada semua serangan semasa dalam semak."
"TID_DRILLER_SHORT_DESC","BERAT"
"TID_DRILLER_DESC","Jacky yang bising dan angkuh guna gerudi tukulnya dengan penuh semangat untuk meretakkan tanah di sekelilingnya! Supernya menarik musuh berdekatan dan menewaskannya!"
"TID_DRILLER_WEAPON","PEMECAH TANAH"
"TID_DRILLER_WEAPON_DESC","Jacky lompat ke atas Gerudi Tukulnya seperti tongkat pogo. Semua musuh yang terlalu dekat dengannya akan dihentam!"
"TID_DRILLER_ULTI","ASTAGA!"
"TID_DRILLER_ULTI_DESC","Jacky menggerudi lubang di tanah, menarik masuk musuh untuk menunjukkan mereka kehebatan gerudi tukulnya! Dia terlindung daripada sebahagian serangan yang mara semasa melakukan Supernya."
"TID_SPEC_ABI_DRILLER_1","Balasan Setimpal"
"TID_SPEC_ABI_DRILLER_1_DESC","Jacky membalas dengan memindahkan <c00cc00><VALUE1></c>% kerosakan yang diterimanya kepada musuh kurang bernasib baik yang berada berdekatan."
"TID_SPEC_ABI_DRILLER_2","TOPI TAHAN LASAK"
"TID_SPEC_ABI_DRILLER_2_DESC","Topi Keras kesayangan Jacky yang dibina sama kuat seperti dia dapat melindunginya dengan mengurangkan kerosakan yang diterimanya sebanyak <c00cc00><VALUE1></c>%."
"TID_ACCESSORY_GROW_BUSH_DESC","Rosa menyuburkan tanah di sekelilingnya dan semak tumbuh serta-merta untuk memberi perlindungan."
"TID_ACCESSORY_CROW_SHIELD_DESC","Crow terlindung sebanyak <c00cc00><VALUE1></c>% terhadap kerosakan yang mara selama <c00cc00><VALUE2></c> saat."
"TID_ACCESSORY_WALLY_HEAL_DESC","Sprout makan semak untuk memulihkan nilai nyawanya sebanyak <c00cc00><VALUE1></c>."
"TID_ACCESSORY_ROCKET_JUMP_DESC","Brock menghancurkan tanah di bawahnya dan melancar ke langit. Letupan itu melakukan <c00cc00><VALUE1></c> kerosakan kepada musuh berdekatan."
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","Rico melancarkan gelombang peluru melantun dalam semua arah."
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","Spike menembak <c00cc00><VALUE1></c> gelombang jarum dalam semua arah, melakukan <c00cc00><VALUE2></c> kerosakan setiap serangan."
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","Penny meletupkan meriamnya, mewujudkan letupan kuat yang menghancurkan benteng dan melakukan <c00cc00><VALUE1></c> kerosakan kepada musuh berdekatan."
"TID_ACCESSORY_PET_SLAM_DESC","Nita memerintahkan beruangnya menghentam tanah, memegunkan semua musuh di dalam jangkauannya."
"TID_ACCESSORY_BARKEEP_SLOW_DESC","Barley menjatuhkan campuran melekit yang meninggalkan lopak, memperlahankan semua musuh yang tersentuhnya."
"TID_ACCESSORY_JESSIE_SLOW_DESC","Jessie mencetuskan gelombang kejut dari turetnya, memperlahankan semua musuh dalam kawasan terkesan."
"TID_ACCESSORY_GENE_PUSH_DESC","Semua musuh berdekatan Gene akan segera ditolak balik. Gene juga memulihkan <c00cc00><VALUE1></c> nilai nyawa."
"TID_ACCESSORY_TICK_DASH_DESC","Tick cabut lari daripada musuh terdekat, meninggalkan satu periuk api di atas tanah."
"TID_ACCESSORY_MAX_DASH_DESC","Max memecut ke arah musuh terdekat. Dia kebal terhadap semua kerosakan daripada musuh semasa pecutan."
"TID_ACCESSORY_SHELLY_DASH_DESC","Shelly memecut ke depan dengan bantuan cangkuk dan tali."
"TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC","Jacky mendapat tenaga penuh dan bergerak <c00cc00><VALUE1></c>% lebih pantas selama <c00cc00><VALUE2></c> saat."
"TID_ACCESSORY_TOWER_BURST_HEAL_DESC","Pam mencetus turet penyembuhannya untuk mengeluarkan denyutan penyembuhan yang mencergaskan semula dirinya dan sekutu berdekatan sebanyak <c00cc00><VALUE1></c> nilai nyawa."
"TID_ACCESSORY_TNT_SPIN_DESC","Dynamike berputar dengan berang dan melempar berbilang dinamit di sekelilingnya. Setiap dinamit melakukan <c00cc00><VALUE1></c> kerosakan kepada musuh."
"TID_ACCESSORY_TELEPORT_TO_PET_DESC","8-Bit segera teleport ke Penggalak Kerosakannya, yang kemudiannya dimusnahkan."
"TID_ACCESSORY_BARREL_SPIN_DESC","Darryl berputar dan melakukan bedilan tembakan ke semua arah."
"TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC","Frank dapat melepaskan diri daripada terpegun dan menjadi kebal terhadap sebarang pegun, keperlahanan dan tolakan buat seketika."
"TID_ACCESSORY_CARL_TRAIL_DESC","Carl menjatuhkan batu-batu panas di belakang kartnya yang melakukan kerosakan terhadap musuh yang tersentuhnya. Melakukan <c00cc00><VALUE1></c> kerosakan setiap saat."
"TID_ACCESSORY_BOW_TOTEM_DESC","Bo menjatuhkan totem yang caj semula Super milik dia dan sebarang sekutu di dalam kawasan terkesan."
"TID_ACCESSORY_PRIMO_GRAB_DESC","El Primo menyambar musuh terdekat dalam jangkauannya dan mencanai mereka seperti roti canai di atas bahunya yang luas."
"TID_ACCESSORY_MORTIS_SWING_DESC","Mortis memutarkan penyodoknya, menyerang semua musuh di sekelilingnya sebanyak <c00cc00><VALUE1></c> kerosakan."
"TID_ACCESSORY_TARA_VISION_DESC","Tara dan sekutunya dapat melihat semua musuh bahkan di dalam semak selama <c00cc00><VALUE1></c> saat."
"TID_ACCESSORY_POCO_REGEN_DESC","Poco dan semua sekutu berdekatan memulihkan <c00cc00><VALUE1></c> nilai nyawa setiap saat selama <c00cc00><VALUE2></c> saat."
"TID_ACCESSORY_SNIPER_HANDGUN_DESC","Piper menembak <c00cc00><VALUE1></c> tembakan pantas pada musuh terdekat. Setiap tembakan melakukan <c00cc00><VALUE2></c> kerosakan."
"TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC","Mr. P menguatkan porter semasa dengan meningkatkan kerosakannya sebanyak <c00cc00><VALUE1></c> dan nilai nyawa sebanyak <c00cc00><VALUE2></c>."
"TID_ACCESSORY_SANDY_SLEEP_DESC","Sandy masuk tidur selama <c00cc00><VALUE1></c> saat dan nilai nyawanya pulih sepenuhnya."
"TID_ACCESSORY_BEE_SNIPER_SLOW_DESC","Bea menjatuhkan sarang lebah yang memperlahankan sebarang musuh yang terlalu mendekatinya."
